buffers_unchanged,building,days,frozen_unchanged,id,lr,method,origin,parameter_updated,peak_allocated,peak_reserved,planned_updates,resumes,role,seed,started_at,status,trainable,training_seconds,updates,wall_seconds,windows
True,Rat_office_Kasey,3,True,CANDIDATE_Rat_office_Kasey_Wednesday_H3_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-06 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789497231.3210285,COMPLETE,147456,12.656189894973068,120,31.349648956995225,2
True,Rat_office_Kasey,3,True,STD_Rat_office_Kasey_Wednesday_H3_lr3e-05_seed61681,3e-05,STD,2016-04-06 00:00:00,True,551169536,566231040,120,0,LOCKED,61681,1789497262.9805622,COMPLETE,147456,12.594754467078019,120,31.20118553598877,2
True,Rat_office_Kasey,3,True,SIMPLE_Rat_office_Kasey_Wednesday_H3_lr3e-05_seed61681,3e-05,SIMPLE,2016-04-06 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789497294.503543,COMPLETE,147456,12.583360634976998,120,31.358850744989468,2
True,Rat_office_Kasey,3,True,CANDIDATE_Rat_office_Kasey_Wednesday_H3_lr3e-05_seed61681,3e-05,CANDIDATE,2016-04-06 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789497326.2035413,COMPLETE,147456,12.584312849183334,120,31.54364131501643,2
True,Rat_office_Kasey,14,True,STD_Rat_office_Kasey_Wednesday_H14_lr3e-05_seed61680,3e-05,STD,2016-04-06 00:00:00,True,551169536,566231040,208,0,LOCKED,61680,1789497358.0678217,COMPLETE,147456,21.89104343802319,208,54.94465087397839,13
True,Rat_office_Kasey,14,True,SIMPLE_Rat_office_Kasey_Wednesday_H14_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-06 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789497413.3426902,COMPLETE,147456,22.100316922791535,208,55.886890238994965,13
True,Rat_office_Kasey,14,True,CANDIDATE_Rat_office_Kasey_Wednesday_H14_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-06 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789497469.5735052,COMPLETE,147456,22.130949985788902,208,56.27254988299683,13
True,Rat_office_Kasey,14,True,STD_Rat_office_Kasey_Wednesday_H14_lr3e-05_seed61681,3e-05,STD,2016-04-06 00:00:00,True,551169536,566231040,208,0,LOCKED,61681,1789497526.183981,COMPLETE,147456,22.036108434200287,208,56.10164812899893,13
True,Rat_office_Kasey,14,True,SIMPLE_Rat_office_Kasey_Wednesday_H14_lr3e-05_seed61681,3e-05,SIMPLE,2016-04-06 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789497582.6278074,COMPLETE,147456,22.051789160148473,208,56.65329476899933,13
True,Rat_office_Kasey,14,True,CANDIDATE_Rat_office_Kasey_Wednesday_H14_lr3e-05_seed61681,3e-05,CANDIDATE,2016-04-06 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789497639.690229,COMPLETE,147456,22.090304813726107,208,57.225376553979004,13
True,Rat_office_Olivia,3,True,STD_Rat_office_Olivia_Saturday_H3_lr3e-05_seed61680,3e-05,STD,2016-04-09 00:00:00,True,551169536,566231040,120,0,LOCKED,61680,1789497697.2589612,COMPLETE,147456,12.700279975804733,120,32.96271009699558,2
True,Rat_office_Olivia,3,True,SIMPLE_Rat_office_Olivia_Saturday_H3_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-09 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789497730.5798025,COMPLETE,147456,12.817148796049878,120,33.15295554097975,2
True,Rat_office_Olivia,3,True,CANDIDATE_Rat_office_Olivia_Saturday_H3_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-09 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789497764.1007183,COMPLETE,147456,12.672503592009889,120,32.93671157301287,2
True,Rat_office_Olivia,3,True,STD_Rat_office_Olivia_Saturday_H3_lr3e-05_seed61681,3e-05,STD,2016-04-09 00:00:00,True,551169536,566231040,120,0,LOCKED,61681,1789497797.378342,COMPLETE,147456,12.657038213132182,120,33.06158111800323,2
True,Rat_office_Olivia,3,True,SIMPLE_Rat_office_Olivia_Saturday_H3_lr3e-05_seed61681,3e-05,SIMPLE,2016-04-09 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789497830.7964787,COMPLETE,147456,12.782176444947254,120,33.520686097006546,2
True,Rat_office_Olivia,3,True,CANDIDATE_Rat_office_Olivia_Saturday_H3_lr3e-05_seed61681,3e-05,CANDIDATE,2016-04-09 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789497864.6874332,COMPLETE,147456,12.765679035888752,120,33.41357348501333,2
True,Rat_office_Olivia,14,True,STD_Rat_office_Olivia_Saturday_H14_lr3e-05_seed61680,3e-05,STD,2016-04-09 00:00:00,True,551169536,566231040,208,0,LOCKED,61680,1789497898.451485,COMPLETE,147456,21.93545729998732,208,57.68674073900911,13
True,Rat_office_Olivia,14,True,SIMPLE_Rat_office_Olivia_Saturday_H14_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-09 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789497956.5187163,COMPLETE,147456,22.23161329724826,208,58.58198721599183,13
True,Rat_office_Olivia,14,True,CANDIDATE_Rat_office_Olivia_Saturday_H14_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-09 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789498015.500257,COMPLETE,147456,21.985509268881287,208,58.37998671398964,13
True,Rat_office_Olivia,14,True,STD_Rat_office_Olivia_Saturday_H14_lr3e-05_seed61681,3e-05,STD,2016-04-09 00:00:00,True,551169536,566231040,208,0,LOCKED,61681,1789498074.2448149,COMPLETE,147456,22.265365601313533,208,59.00240228601615,13
True,Rat_office_Olivia,14,True,SIMPLE_Rat_office_Olivia_Saturday_H14_lr3e-05_seed61681,3e-05,SIMPLE,2016-04-09 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789498133.6107423,COMPLETE,147456,22.281720551894978,208,59.74594712801627,13
True,Rat_office_Olivia,14,True,CANDIDATE_Rat_office_Olivia_Saturday_H14_lr3e-05_seed61681,3e-05,CANDIDATE,2016-04-09 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789498193.79633,COMPLETE,147456,22.12082226711209,208,59.63423309402424,13
