dataset,seed,arm,role,channel,mse
electricity,41000,UNIFORM,selected,column_011,0.4802020476828955
electricity,41000,UNIFORM,selected,column_012,0.1347622749073323
electricity,41000,UNIFORM,selected,column_013,0.2032590195787011
electricity,41000,UNIFORM,selected,column_014,0.13054080744929794
electricity,41000,UNIFORM,selected,column_015,0.27709003627275236
electricity,41000,UNIFORM,selected,column_016,0.24204684600498472
electricity,41000,UNIFORM,selected,column_017,0.4125965589612333
electricity,41000,UNIFORM,selected,column_018,0.10997119311437716
electricity,41000,UNIFORM,selected,column_019,0.6163238013843726
electricity,41000,UNIFORM,selected,column_020,0.33014224583334456
electricity,41000,UNIFORM,selected,column_021,0.1901627236118355
electricity,41000,UNIFORM,selected,column_022,0.17676445962419268
electricity,41000,UNIFORM,selected,column_023,0.17570403058058506
electricity,41000,UNIFORM,selected,column_024,0.22014051803646445
electricity,41000,UNIFORM,selected,column_025,0.6306372245545497
electricity,41000,UNIFORM,selected,column_026,0.144699807712749
electricity,41000,UNIFORM,selected,column_027,0.33615459249993546
electricity,41000,UNIFORM,selected,column_028,0.36466475093546935
electricity,41000,UNIFORM,selected,column_029,0.56131405330415
electricity,41000,UNIFORM,selected,column_030,0.3429406302492755
electricity,41000,UNIFORM,selected,column_031,0.21729388782591
electricity,41000,UNIFORM,matched_old_epoch,column_000,0.34223631334028765
electricity,41000,UNIFORM,matched_old_epoch,column_001,0.18475730749995758
electricity,41000,UNIFORM,matched_old_epoch,column_002,0.0005813567782975243
electricity,41000,UNIFORM,matched_old_epoch,column_003,0.20263152332445206
electricity,41000,UNIFORM,matched_old_epoch,column_004,0.2840008059774128
electricity,41000,UNIFORM,matched_old_epoch,column_005,0.1728130513577344
electricity,41000,UNIFORM,matched_old_epoch,column_006,0.7466473466973863
electricity,41000,UNIFORM,matched_old_epoch,column_007,0.2618707316284909
electricity,41000,UNIFORM,matched_old_epoch,column_008,0.2576723449641812
electricity,41000,UNIFORM,matched_old_epoch,column_009,0.6643706548171344
electricity,41000,UNIFORM,matched_old_epoch,column_010,0.19609004983981546
electricity,41000,UNIFORM,matched_old_epoch,column_011,0.7997598252140041
electricity,41000,UNIFORM,matched_old_epoch,column_012,0.1877771638238097
electricity,41000,UNIFORM,matched_old_epoch,column_013,0.22368277879238127
electricity,41000,UNIFORM,matched_old_epoch,column_014,0.19045516612651592
electricity,41000,UNIFORM,matched_old_epoch,column_015,0.2979646837454176
electricity,41000,UNIFORM,matched_old_epoch,column_016,0.27034826448141785
electricity,41000,UNIFORM,matched_old_epoch,column_017,0.4262244072343186
electricity,41000,UNIFORM,matched_old_epoch,column_018,0.1640355654018921
electricity,41000,UNIFORM,matched_old_epoch,column_019,0.7379718699485751
electricity,41000,UNIFORM,matched_old_epoch,column_020,0.3855749425549782
electricity,41000,UNIFORM,matched_old_epoch,column_021,0.20788705337123742
electricity,41000,UNIFORM,matched_old_epoch,column_022,0.20227737017605607
electricity,41000,UNIFORM,matched_old_epoch,column_023,0.20693099023678635
electricity,41000,UNIFORM,matched_old_epoch,column_024,0.2411007035563306
electricity,41000,UNIFORM,matched_old_epoch,column_025,0.7747622463062012
electricity,41000,UNIFORM,matched_old_epoch,column_026,0.1884315955056434
electricity,41000,UNIFORM,matched_old_epoch,column_027,0.3584808736582388
electricity,41000,UNIFORM,matched_old_epoch,column_028,0.40691231319823584
electricity,41000,UNIFORM,matched_old_epoch,column_029,0.753585101729123
electricity,41000,UNIFORM,matched_old_epoch,column_030,0.38062389654989914
electricity,41000,UNIFORM,matched_old_epoch,column_031,0.31357896723210515
electricity,41000,CONDITIONED,selected,column_000,0.3340966705509266
electricity,41000,CONDITIONED,selected,column_001,0.16666698935266575
electricity,41000,CONDITIONED,selected,column_002,0.0005726265145396647
electricity,41000,CONDITIONED,selected,column_003,0.16106646031893906
electricity,41000,CONDITIONED,selected,column_004,0.2751331759673014
electricity,41000,CONDITIONED,selected,column_005,0.12445338183086882
electricity,41000,CONDITIONED,selected,column_006,0.7165486168564622
electricity,41000,CONDITIONED,selected,column_007,0.20058004610855357
electricity,41000,CONDITIONED,selected,column_008,0.2364390205867502
electricity,41000,CONDITIONED,selected,column_009,0.6099792416826896
electricity,41000,CONDITIONED,selected,column_010,0.16565186970625048
electricity,41000,CONDITIONED,selected,column_011,0.46724714315720944
electricity,41000,CONDITIONED,selected,column_012,0.1362274048632757
electricity,41000,CONDITIONED,selected,column_013,0.20567176800806505
electricity,41000,CONDITIONED,selected,column_014,0.1314129206829667
electricity,41000,CONDITIONED,selected,column_015,0.2779087858425997
electricity,41000,CONDITIONED,selected,column_016,0.2412701496345645
electricity,41000,CONDITIONED,selected,column_017,0.41142832430904547
electricity,41000,CONDITIONED,selected,column_018,0.1101739023450632
electricity,41000,CONDITIONED,selected,column_019,0.6285528133235402
electricity,41000,CONDITIONED,selected,column_020,0.33023598561942075
electricity,41000,CONDITIONED,selected,column_021,0.19019701149356785
electricity,41000,CONDITIONED,selected,column_022,0.174135732314255
electricity,41000,CONDITIONED,selected,column_023,0.1742433987048948
electricity,41000,CONDITIONED,selected,column_024,0.22174798871845217
electricity,41000,CONDITIONED,selected,column_025,0.6068528525956685
electricity,41000,CONDITIONED,selected,column_026,0.144287398668126
electricity,41000,CONDITIONED,selected,column_027,0.346384207488901
electricity,41000,CONDITIONED,selected,column_028,0.36618701838862094
electricity,41000,CONDITIONED,selected,column_029,0.5662476297363299
electricity,41000,CONDITIONED,selected,column_030,0.34037589201251317
electricity,41000,CONDITIONED,selected,column_031,0.22319041413098759
electricity,41000,CONDITIONED,matched_old_epoch,column_000,0.34180292659385003
electricity,41000,CONDITIONED,matched_old_epoch,column_001,0.18413320185751803
electricity,41000,CONDITIONED,matched_old_epoch,column_002,0.0005802373233253514
electricity,41000,CONDITIONED,matched_old_epoch,column_003,0.2023608143516051
electricity,41000,CONDITIONED,matched_old_epoch,column_004,0.2842296885881721
electricity,41000,CONDITIONED,matched_old_epoch,column_005,0.17235690360728598
electricity,41000,CONDITIONED,matched_old_epoch,column_006,0.7478148211351082
electricity,41000,CONDITIONED,matched_old_epoch,column_007,0.26109395720494555
electricity,41000,CONDITIONED,matched_old_epoch,column_008,0.2576595594441348
electricity,41000,CONDITIONED,matched_old_epoch,column_009,0.6631253913430804
electricity,41000,CONDITIONED,matched_old_epoch,column_010,0.19612172858400467
electricity,41000,CONDITIONED,matched_old_epoch,column_011,0.7976147583824239
electricity,41000,CONDITIONED,matched_old_epoch,column_012,0.18758371428073245
electricity,41000,CONDITIONED,matched_old_epoch,column_013,0.2231949269540812
electricity,41000,CONDITIONED,matched_old_epoch,column_014,0.18948460299620662
electricity,41000,CONDITIONED,matched_old_epoch,column_015,0.29696516512621657
electricity,41000,CONDITIONED,matched_old_epoch,column_016,0.2697677309292026
electricity,41000,CONDITIONED,matched_old_epoch,column_017,0.42576872929862614
electricity,41000,CONDITIONED,matched_old_epoch,column_018,0.1633798169524042
electricity,41000,CONDITIONED,matched_old_epoch,column_019,0.7342093272390732
electricity,41000,CONDITIONED,matched_old_epoch,column_020,0.383620021373977
electricity,41000,CONDITIONED,matched_old_epoch,column_021,0.20760037423164432
electricity,41000,CONDITIONED,matched_old_epoch,column_022,0.20146443818498633
electricity,41000,CONDITIONED,matched_old_epoch,column_023,0.20656739946023817
electricity,41000,CONDITIONED,matched_old_epoch,column_024,0.24092348474703412
electricity,41000,CONDITIONED,matched_old_epoch,column_025,0.7794218894993865
electricity,41000,CONDITIONED,matched_old_epoch,column_026,0.18800750737628824
electricity,41000,CONDITIONED,matched_old_epoch,column_027,0.3588932771347044
electricity,41000,CONDITIONED,matched_old_epoch,column_028,0.4067076198222053
electricity,41000,CONDITIONED,matched_old_epoch,column_029,0.7537438126741905
electricity,41000,CONDITIONED,matched_old_epoch,column_030,0.3811089389071467
electricity,41000,CONDITIONED,matched_old_epoch,column_031,0.31219397325629017
electricity,41001,POINTWISE,selected,column_000,0.3364686849313223
electricity,41001,POINTWISE,selected,column_001,0.16602447392571626
electricity,41001,POINTWISE,selected,column_002,0.000572913183626228
electricity,41001,POINTWISE,selected,column_003,0.15959376092384683
electricity,41001,POINTWISE,selected,column_004,0.2725310510695255
electricity,41001,POINTWISE,selected,column_005,0.12640005946925267
electricity,41001,POINTWISE,selected,column_006,0.7148919454746111
electricity,41001,POINTWISE,selected,column_007,0.20314993664100586
electricity,41001,POINTWISE,selected,column_008,0.23407682666769314
electricity,41001,POINTWISE,selected,column_009,0.6027655655179921
electricity,41001,POINTWISE,selected,column_010,0.16583387714975534
electricity,41001,POINTWISE,selected,column_011,0.48317095502850976
electricity,41001,POINTWISE,selected,column_012,0.13357086562415432
electricity,41001,POINTWISE,selected,column_013,0.20241771039586212
electricity,41001,POINTWISE,selected,column_014,0.13420351403560954
electricity,41001,POINTWISE,selected,column_015,0.2748810616471688
electricity,41001,POINTWISE,selected,column_016,0.23852348029659745
electricity,41001,POINTWISE,selected,column_017,0.410304413855825
electricity,41001,POINTWISE,selected,column_018,0.11270241871903651
electricity,41001,POINTWISE,selected,column_019,0.6197005311488951
electricity,41001,POINTWISE,selected,column_020,0.3263082552912132
electricity,41001,POINTWISE,selected,column_021,0.18929175356217448
electricity,41001,POINTWISE,selected,column_022,0.1728631637534587
electricity,41001,POINTWISE,selected,column_023,0.17233189333551002
electricity,41001,POINTWISE,selected,column_024,0.2184591267033868
electricity,41001,POINTWISE,selected,column_025,0.6160775421705366
electricity,41001,POINTWISE,selected,column_026,0.1460351067044972
electricity,41001,POINTWISE,selected,column_027,0.3385307266194839
electricity,41001,POINTWISE,selected,column_028,0.3638215164235336
electricity,41001,POINTWISE,selected,column_029,0.5660136439785137
electricity,41001,POINTWISE,selected,column_030,0.3404545259457326
electricity,41001,POINTWISE,selected,column_031,0.2241491821905705
electricity,41001,POINTWISE,matched_old_epoch,column_000,0.33382743336321496
electricity,41001,POINTWISE,matched_old_epoch,column_001,0.18603707416845647
electricity,41001,POINTWISE,matched_old_epoch,column_002,0.0005774142807460485
electricity,41001,POINTWISE,matched_old_epoch,column_003,0.1803964133420644
electricity,41001,POINTWISE,matched_old_epoch,column_004,0.27294551068570233
electricity,41001,POINTWISE,matched_old_epoch,column_005,0.14116271299449434
electricity,41001,POINTWISE,matched_old_epoch,column_006,0.7182072146269278
electricity,41001,POINTWISE,matched_old_epoch,column_007,0.21769444264807264
electricity,41001,POINTWISE,matched_old_epoch,column_008,0.24928431136857987
electricity,41001,POINTWISE,matched_old_epoch,column_009,0.6456060708889526
electricity,41001,POINTWISE,matched_old_epoch,column_010,0.17803815120537952
electricity,41001,POINTWISE,matched_old_epoch,column_011,0.6631700442155279
electricity,41001,POINTWISE,matched_old_epoch,column_012,0.1679345242073641
electricity,41001,POINTWISE,matched_old_epoch,column_013,0.23430450747889592
electricity,41001,POINTWISE,matched_old_epoch,column_014,0.15010759785055194
electricity,41001,POINTWISE,matched_old_epoch,column_015,0.29137418667085724
electricity,41001,POINTWISE,matched_old_epoch,column_016,0.25627500149885457
electricity,41001,POINTWISE,matched_old_epoch,column_017,0.4168529015289029
electricity,41001,POINTWISE,matched_old_epoch,column_018,0.1256149383935052
electricity,41001,POINTWISE,matched_old_epoch,column_019,0.6534746791753012
electricity,41001,POINTWISE,matched_old_epoch,column_020,0.3966591827704703
electricity,41001,POINTWISE,matched_old_epoch,column_021,0.21655408236229032
electricity,41001,POINTWISE,matched_old_epoch,column_022,0.19325843443523757
electricity,41001,POINTWISE,matched_old_epoch,column_023,0.1939467325179317
electricity,41001,POINTWISE,matched_old_epoch,column_024,0.22618382236838772
electricity,41001,POINTWISE,matched_old_epoch,column_025,0.7187939028568571
electricity,41001,POINTWISE,matched_old_epoch,column_026,0.17264843317763118
electricity,41001,POINTWISE,matched_old_epoch,column_027,0.34057209971653424
electricity,41001,POINTWISE,matched_old_epoch,column_028,0.40851743276525765
electricity,41001,POINTWISE,matched_old_epoch,column_029,0.6892161666128435
electricity,41001,POINTWISE,matched_old_epoch,column_030,0.35862680837610067
electricity,41001,POINTWISE,matched_old_epoch,column_031,0.27775048399154456
electricity,41001,UNIFORM,selected,column_000,0.3380578271023192
electricity,41001,UNIFORM,selected,column_001,0.16874852420955788
electricity,41001,UNIFORM,selected,column_002,0.0005765377928822978
electricity,41001,UNIFORM,selected,column_003,0.1597613169798456
electricity,41001,UNIFORM,selected,column_004,0.2728826486826667
electricity,41001,UNIFORM,selected,column_005,0.12484136944992905
electricity,41001,UNIFORM,selected,column_006,0.7153334363255321
electricity,41001,UNIFORM,selected,column_007,0.20260479256759042
electricity,41001,UNIFORM,selected,column_008,0.23609988839797347
electricity,41001,UNIFORM,selected,column_009,0.5975290350953789
electricity,41001,UNIFORM,selected,column_010,0.16464509146661216
electricity,41001,UNIFORM,selected,column_011,0.4981293432918888
electricity,41001,UNIFORM,selected,column_012,0.13491781528850763
electricity,41001,UNIFORM,selected,column_013,0.20241337088317912
electricity,41001,UNIFORM,selected,column_014,0.13314371700934727
electricity,41001,UNIFORM,selected,column_015,0.2758788683604455
electricity,41001,UNIFORM,selected,column_016,0.23742138592365122
electricity,41001,UNIFORM,selected,column_017,0.40921263204269037
electricity,41001,UNIFORM,selected,column_018,0.11243075229481816
electricity,41001,UNIFORM,selected,column_019,0.6147375976005676
electricity,41001,UNIFORM,selected,column_020,0.3293824639538768
electricity,41001,UNIFORM,selected,column_021,0.1877637590715369
electricity,41001,UNIFORM,selected,column_022,0.17344852499283722
electricity,41001,UNIFORM,selected,column_023,0.17376403257185005
electricity,41001,UNIFORM,selected,column_024,0.21935916368143052
electricity,41001,UNIFORM,selected,column_025,0.6329099752242883
electricity,41001,UNIFORM,selected,column_026,0.1443050826605452
electricity,41001,UNIFORM,selected,column_027,0.3494590555488266
electricity,41001,UNIFORM,selected,column_028,0.3624141970208431
electricity,41001,UNIFORM,selected,column_029,0.5651728237792376
electricity,41001,UNIFORM,selected,column_030,0.3397909467402055
electricity,41001,UNIFORM,selected,column_031,0.2266621124230245
electricity,41001,UNIFORM,matched_old_epoch,column_000,0.3351780052430633
electricity,41001,UNIFORM,matched_old_epoch,column_001,0.18594246336194092
electricity,41001,UNIFORM,matched_old_epoch,column_002,0.0005797991867023994
electricity,41001,UNIFORM,matched_old_epoch,column_003,0.1794015639298469
electricity,41001,UNIFORM,matched_old_epoch,column_004,0.2730277019632024
electricity,41001,UNIFORM,matched_old_epoch,column_005,0.14078430549893042
electricity,41001,UNIFORM,matched_old_epoch,column_006,0.7129646809665253
electricity,41001,UNIFORM,matched_old_epoch,column_007,0.21804378788020748
electricity,41001,UNIFORM,matched_old_epoch,column_008,0.24978234998443002
electricity,41001,UNIFORM,matched_old_epoch,column_009,0.6480995866771204
electricity,41001,UNIFORM,matched_old_epoch,column_010,0.17586053704949994
electricity,41001,UNIFORM,matched_old_epoch,column_011,0.6792173238804854
electricity,41001,UNIFORM,matched_old_epoch,column_012,0.17095958960642801
electricity,41001,UNIFORM,matched_old_epoch,column_013,0.23434055929269051
electricity,41001,UNIFORM,matched_old_epoch,column_014,0.14999775350287464
electricity,41001,UNIFORM,matched_old_epoch,column_015,0.2933515537922145
electricity,41001,UNIFORM,matched_old_epoch,column_016,0.2560247900923071
electricity,41001,UNIFORM,matched_old_epoch,column_017,0.41613096294249496
electricity,41001,UNIFORM,matched_old_epoch,column_018,0.12510086928146588
electricity,41001,UNIFORM,matched_old_epoch,column_019,0.6659083342937733
electricity,41001,UNIFORM,matched_old_epoch,column_020,0.3913175424756941
electricity,41001,UNIFORM,matched_old_epoch,column_021,0.21753765136632286
electricity,41001,UNIFORM,matched_old_epoch,column_022,0.19401760344315916
electricity,41001,UNIFORM,matched_old_epoch,column_023,0.19172804807217117
electricity,41001,UNIFORM,matched_old_epoch,column_024,0.22556732996822718
electricity,41001,UNIFORM,matched_old_epoch,column_025,0.7189117312603586
electricity,41001,UNIFORM,matched_old_epoch,column_026,0.17098349078141512
electricity,41001,UNIFORM,matched_old_epoch,column_027,0.33626442937082857
electricity,41001,UNIFORM,matched_old_epoch,column_028,0.408243218908791
electricity,41001,UNIFORM,matched_old_epoch,column_029,0.6871961110973793
electricity,41001,UNIFORM,matched_old_epoch,column_030,0.3581246485734037
electricity,41001,UNIFORM,matched_old_epoch,column_031,0.2825123321163232
electricity,41001,CONDITIONED,selected,column_000,0.3364760279199274
electricity,41001,CONDITIONED,selected,column_001,0.16773611867859037
electricity,41001,CONDITIONED,selected,column_002,0.0005732387861940972
electricity,41001,CONDITIONED,selected,column_003,0.15798087366469468
electricity,41001,CONDITIONED,selected,column_004,0.27387219606059976
electricity,41001,CONDITIONED,selected,column_005,0.1256331571515375
electricity,41001,CONDITIONED,selected,column_006,0.7147115623684812
electricity,41001,CONDITIONED,selected,column_007,0.20555571107896053
electricity,41001,CONDITIONED,selected,column_008,0.23667573293984057
electricity,41001,CONDITIONED,selected,column_009,0.5996493752862262
electricity,41001,CONDITIONED,selected,column_010,0.1643876042544519
electricity,41001,CONDITIONED,selected,column_011,0.48085091513609735
electricity,41001,CONDITIONED,selected,column_012,0.13590524965090378
electricity,41001,CONDITIONED,selected,column_013,0.20184018354990546
electricity,41001,CONDITIONED,selected,column_014,0.1341989088511535
electricity,41001,CONDITIONED,selected,column_015,0.2765077971973125
electricity,41001,CONDITIONED,selected,column_016,0.23720040385864052
electricity,41001,CONDITIONED,selected,column_017,0.40685942585616935
electricity,41001,CONDITIONED,selected,column_018,0.11225753015068037
electricity,41001,CONDITIONED,selected,column_019,0.6158759530527531
electricity,41001,CONDITIONED,selected,column_020,0.3303742673173093
electricity,41001,CONDITIONED,selected,column_021,0.18821940076033408
electricity,41001,CONDITIONED,selected,column_022,0.17055872222433727
electricity,41001,CONDITIONED,selected,column_023,0.1735559972402528
electricity,41001,CONDITIONED,selected,column_024,0.2195148147163846
electricity,41001,CONDITIONED,selected,column_025,0.6204934265494239
electricity,41001,CONDITIONED,selected,column_026,0.14315954454061475
electricity,41001,CONDITIONED,selected,column_027,0.35381965697867235
electricity,41001,CONDITIONED,selected,column_028,0.36148259859120185
electricity,41001,CONDITIONED,selected,column_029,0.5699535517362049
electricity,41001,CONDITIONED,selected,column_030,0.33889132903094443
electricity,41001,CONDITIONED,selected,column_031,0.231431523064766
electricity,41001,CONDITIONED,matched_old_epoch,column_000,0.33456648090138047
electricity,41001,CONDITIONED,matched_old_epoch,column_001,0.18574173944360606
electricity,41001,CONDITIONED,matched_old_epoch,column_002,0.0005768161585903562
electricity,41001,CONDITIONED,matched_old_epoch,column_003,0.18009418913304842
electricity,41001,CONDITIONED,matched_old_epoch,column_004,0.2726205302047654
electricity,41001,CONDITIONED,matched_old_epoch,column_005,0.1412286445462184
electricity,41001,CONDITIONED,matched_old_epoch,column_006,0.7166351899159533
electricity,41001,CONDITIONED,matched_old_epoch,column_007,0.2179445399204674
electricity,41001,CONDITIONED,matched_old_epoch,column_008,0.25024024664642547
electricity,41001,CONDITIONED,matched_old_epoch,column_009,0.6456338956792763
electricity,41001,CONDITIONED,matched_old_epoch,column_010,0.176963242873989
electricity,41001,CONDITIONED,matched_old_epoch,column_011,0.670306861832308
electricity,41001,CONDITIONED,matched_old_epoch,column_012,0.16996527139584353
electricity,41001,CONDITIONED,matched_old_epoch,column_013,0.2337310805643313
electricity,41001,CONDITIONED,matched_old_epoch,column_014,0.1503036400398755
electricity,41001,CONDITIONED,matched_old_epoch,column_015,0.2931388251866377
electricity,41001,CONDITIONED,matched_old_epoch,column_016,0.256192575913755
electricity,41001,CONDITIONED,matched_old_epoch,column_017,0.41681203751147766
electricity,41001,CONDITIONED,matched_old_epoch,column_018,0.12532408117978622
electricity,41001,CONDITIONED,matched_old_epoch,column_019,0.6559274918905551
electricity,41001,CONDITIONED,matched_old_epoch,column_020,0.3948812707302486
electricity,41001,CONDITIONED,matched_old_epoch,column_021,0.21870811494535125
electricity,41001,CONDITIONED,matched_old_epoch,column_022,0.1928764760528254
electricity,41001,CONDITIONED,matched_old_epoch,column_023,0.1924510780441138
electricity,41001,CONDITIONED,matched_old_epoch,column_024,0.22610394999877353
electricity,41001,CONDITIONED,matched_old_epoch,column_025,0.7215412945110071
electricity,41001,CONDITIONED,matched_old_epoch,column_026,0.1713803547705809
electricity,41001,CONDITIONED,matched_old_epoch,column_027,0.33782710727809784
electricity,41001,CONDITIONED,matched_old_epoch,column_028,0.40836074666277
electricity,41001,CONDITIONED,matched_old_epoch,column_029,0.6916341558206213
electricity,41001,CONDITIONED,matched_old_epoch,column_030,0.35763864927725475
electricity,41001,CONDITIONED,matched_old_epoch,column_031,0.28093477920618837
traffic,41000,POINTWISE,selected,column_000,0.6479055035386382
traffic,41000,POINTWISE,selected,column_001,0.39046874755312966
traffic,41000,POINTWISE,selected,column_002,0.4145829055979504
traffic,41000,POINTWISE,selected,column_003,0.7437850899892595
traffic,41000,POINTWISE,selected,column_004,0.35963393190813675
traffic,41000,POINTWISE,selected,column_005,0.4036613700947549
traffic,41000,POINTWISE,selected,column_006,0.3110797794076022
traffic,41000,POINTWISE,selected,column_007,0.18633869464186853
traffic,41000,POINTWISE,selected,column_008,0.5341511373610945
traffic,41000,POINTWISE,selected,column_009,0.40294694260163166
traffic,41000,POINTWISE,selected,column_010,0.45649582157607116
traffic,41000,POINTWISE,selected,column_011,0.2375214059976076
traffic,41000,POINTWISE,selected,column_012,1.1271045034639071
traffic,41000,POINTWISE,selected,column_013,0.39360347354783326
traffic,41000,POINTWISE,selected,column_014,0.3477039823342271
traffic,41000,POINTWISE,selected,column_015,0.6728896782781433
traffic,41000,POINTWISE,selected,column_016,0.2837863042130976
traffic,41000,POINTWISE,selected,column_017,0.1855754560953944
traffic,41000,POINTWISE,selected,column_018,0.21735189471631336
traffic,41000,POINTWISE,selected,column_019,0.5130827477015555
traffic,41000,POINTWISE,selected,column_020,0.08177011255193953
traffic,41000,POINTWISE,selected,column_021,0.7424754683968002
traffic,41000,POINTWISE,selected,column_022,0.284016785386127
traffic,41000,POINTWISE,selected,column_023,0.39199703484170584
traffic,41000,POINTWISE,selected,column_024,0.2793401546014029
traffic,41000,POINTWISE,selected,column_025,0.5245064721554705
traffic,41000,POINTWISE,selected,column_026,0.2559688015062653
traffic,41000,POINTWISE,selected,column_027,0.11794764488408649
traffic,41000,POINTWISE,selected,column_028,0.4475618803000992
traffic,41000,POINTWISE,selected,column_029,0.8454016728318225
traffic,41000,POINTWISE,selected,column_030,0.30098099644793025
traffic,41000,POINTWISE,selected,column_031,0.36200321882819786
traffic,41000,POINTWISE,matched_old_epoch,column_000,0.8479904816477936
traffic,41000,POINTWISE,matched_old_epoch,column_001,0.5084701501582768
traffic,41000,POINTWISE,matched_old_epoch,column_002,0.4670643225618179
traffic,41000,POINTWISE,matched_old_epoch,column_003,0.8987523852546876
traffic,41000,POINTWISE,matched_old_epoch,column_004,0.5413345976339058
