experiment,dataset,proposed,baseline,proposed_loss,baseline_loss,gain_baseline_percent,gain_f0_percent,scope
overnight_20260913/anchor,etth1,prediction_anchor,raw,0.31891690533496553,0.3198252748017154,0.2840205381869991,0.283185399866969,uniform_anchor_followup_comparison
overnight_20260913/anchor,traffic,prediction_anchor,F0,0.14544845216738103,0.1499550865285997,3.005322770667844,3.005322770667844,pairwise_seed_means_not_original_gate
overnight_20260913/anchor,traffic,prediction_anchor,l2_anchor,0.14544845216738103,0.1470123500741135,1.0637867539319423,1.0429108761403743,pairwise_seed_means_not_original_gate
overnight_20260913/anchor,traffic,prediction_anchor,native,0.14544845216738103,0.14594576899163775,0.3407545334768909,0.33164385134869495,pairwise_seed_means_not_original_gate
overnight_20260913/anchor,traffic,prediction_anchor,raw,0.14544845216738103,0.1476602080669891,1.4978686056060924,1.4749455659086526,pairwise_seed_means_not_original_gate
overnight_20260913/anchor,traffic,prediction_anchor,native,0.14544845216738103,0.14594576899163775,0.3407545334768909,0.33164385134869495,uniform_anchor_followup_comparison
overnight_20260913/anchor,traffic,prediction_anchor,raw,0.14544845216738103,0.1476602080669891,1.4978686056060924,1.4749455659086526,uniform_anchor_followup_comparison
overnight_20260913/drift,etth1,drift_gate,F0,0.3197872706428698,0.32076846729266495,0.30588937188139914,0.30588937188139914,pairwise_seed_means_not_original_gate
overnight_20260913/drift,etth1,drift_gate,moment_gate,0.3197872706428698,0.3198405672884175,0.016663503944948574,0.016615300748693662,pairwise_seed_means_not_original_gate
overnight_20260913/drift,etth1,drift_gate,native,0.3197872706428698,0.3204826279772473,0.21697192723558317,0.2167785818370491,pairwise_seed_means_not_original_gate
overnight_20260913/drift,etth1,drift_gate,raw,0.3197872706428698,0.3198252748017154,0.011882787834434118,0.011847847503947209,pairwise_seed_means_not_original_gate
overnight_20260913/drift,traffic,drift_gate,F0,0.14781627446720694,0.1499550865285997,1.4263017753551506,1.4263017753551506,pairwise_seed_means_not_original_gate
overnight_20260913/drift,traffic,drift_gate,moment_gate,0.14781627446720694,0.14791199733367344,0.06471609348264142,0.06383435779502268,pairwise_seed_means_not_original_gate
overnight_20260913/drift,traffic,drift_gate,native,0.14781627446720694,0.14594576899163775,-1.2816441946161277,-1.2473771439639985,pairwise_seed_means_not_original_gate
overnight_20260913/drift,traffic,drift_gate,raw,0.14781627446720694,0.1476602080669891,-0.10569292991043235,-0.10407542940404098,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,etth1,calibration_anchor,F0,0.29262200463518784,0.29798098084933927,1.7984289463296184,1.7984289463296184,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,etth1,calibration_anchor,full_anchor,0.29262200463518784,0.2925961162121711,-0.008847835491428618,-0.008687944761767033,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,etth1,calibration_anchor,l2_anchor,0.29262200463518784,0.2950884060533763,0.8358177981897082,0.8277043088986477,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,etth1,calibration_anchor,native,0.29262200463518784,0.28928752531373036,-1.1526523025288604,-1.1190242115295952,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,etth1,calibration_anchor,raw,0.29262200463518784,0.2978906376457479,1.7686467262611802,1.7681105000536674,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,etth1,calibration_anchor,shuffled_anchor,0.29262200463518784,0.29253521639446267,-0.029667621490104167,-0.02912542957533485,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,etth1,calibration_anchor,weighted_loss,0.29262200463518784,0.29887090278003375,2.090835235789095,2.0970795273693628,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,etth1,full_anchor,native,0.2925961162121711,0.28928752531373036,-1.1437032740532336,-1.1103362667678283,uniform_anchor_followup_comparison
calibration_anchor_20260914/calibration,etth1,full_anchor,raw,0.2925961162121711,0.2978906376457479,1.7773373058716575,1.7767984448154344,uniform_anchor_followup_comparison
calibration_anchor_20260914/calibration,traffic,calibration_anchor,F0,0.16047696297174777,0.1672720086139561,4.062272999836152,4.062272999836152,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,traffic,calibration_anchor,full_anchor,0.16047696297174777,0.16029565476563445,-0.11310862192640196,-0.10839124107832636,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,traffic,calibration_anchor,l2_anchor,0.16047696297174777,0.1635931369345041,1.9048317191961013,1.8629380902265038,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,traffic,calibration_anchor,native,0.16047696297174777,0.15946702077345942,-0.6333235507817498,-0.60377238646017,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,traffic,calibration_anchor,raw,0.16047696297174777,0.1619832489372786,0.9299023049686412,0.9005009134595703,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,traffic,calibration_anchor,shuffled_anchor,0.16047696297174777,0.1604014635524919,-0.04706903390014984,-0.04513571629913441,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,traffic,calibration_anchor,weighted_loss,0.16047696297174777,0.1621433010548353,1.0276946825721693,0.9961846556964807,pairwise_seed_means_not_original_gate
calibration_anchor_20260914/calibration,traffic,full_anchor,native,0.16029565476563445,0.15946702077345942,-0.5196271857064404,-0.4953811453818436,uniform_anchor_followup_comparison
calibration_anchor_20260914/calibration,traffic,full_anchor,raw,0.16029565476563445,0.1619832489372786,1.0418325244838185,1.0088921545378966,uniform_anchor_followup_comparison
forecast_query_equal_time,electricity,query,F0,0.08496542109226268,0.08708946220613872,2.4389186246764103,2.4389186246764103,pairwise_seed_means_not_original_gate
forecast_query_equal_time,electricity,query,head,0.08496542109226268,0.08708946220613872,2.4389186246764103,2.4389186246764103,pairwise_seed_means_not_original_gate
forecast_query_equal_time,electricity,query,side,0.08496542109226268,0.08577529160150814,0.944176923359146,0.9299293952792026,pairwise_seed_means_not_original_gate
forecast_query_equal_time,electricity,query,standard,0.08496542109226268,0.08399511258068981,-1.1551963938863046,-1.114151456437029,pairwise_seed_means_not_original_gate
forecast_query_equal_time,ettm2,query,F0,0.2629483630674117,0.26379622199707303,0.3214067749881325,0.3214067749881325,pairwise_seed_means_not_original_gate
forecast_query_equal_time,ettm2,query,head,0.2629483630674117,0.26490089700287267,0.737080907445848,0.7401675128928228,pairwise_seed_means_not_original_gate
forecast_query_equal_time,ettm2,query,side,0.2629483630674117,0.2641414325201507,0.4516782699919626,0.45226934779689215,pairwise_seed_means_not_original_gate
forecast_query_equal_time,ettm2,query,standard,0.2629483630674117,0.2619812034237132,-0.3691713875114356,-0.36663134762756755,pairwise_seed_means_not_original_gate
block_shape_pilot,electricity,block,F0,0.17705007202772172,0.1771234212305578,0.04141135165891161,0.04141135165891161,pairwise_seed_means_not_original_gate
block_shape_pilot,electricity,block,anchor,0.17705007202772172,0.17704758069831808,-0.0014071524693024388,-0.001406549956142559,pairwise_seed_means_not_original_gate
block_shape_pilot,electricity,block,blend,0.17705007202772172,0.176574632233273,-0.2692571341848352,-0.2684228834027846,pairwise_seed_means_not_original_gate
block_shape_pilot,electricity,block,calibration,0.17705007202772172,0.17712342116209379,0.04141131302163828,0.04141131300563145,pairwise_seed_means_not_original_gate
block_shape_pilot,electricity,block,center,0.17705007202772172,0.17705877874897225,0.004917418561252375,0.004915623913562161,pairwise_seed_means_not_original_gate
block_shape_pilot,electricity,block,lora,0.17705007202772172,0.176574632233273,-0.2692571341848352,-0.2684228834027846,pairwise_seed_means_not_original_gate
block_shape_pilot,electricity,block,pooled,0.17705007202772172,0.17704725947183897,-0.0015885904651321578,-0.0015879073830029405,pairwise_seed_means_not_original_gate
block_shape_pilot,electricity,block,split,0.17705007202772172,0.17704738689699795,-0.0015166169751658417,-0.0015159659321802718,pairwise_seed_means_not_original_gate
block_shape_pilot,ettm2,block,F0,0.27299562261376864,0.27264369449671844,-0.12907986656351594,-0.12907986656351594,pairwise_seed_means_not_original_gate
block_shape_pilot,ettm2,block,anchor,0.27299562261376864,0.27287549351375834,-0.044023410993572896,-0.044060839269381334,pairwise_seed_means_not_original_gate
block_shape_pilot,ettm2,block,blend,0.27299562261376864,0.27247331847846734,-0.19169001141760422,-0.19157022364497986,pairwise_seed_means_not_original_gate
block_shape_pilot,ettm2,block,calibration,0.27299562261376864,0.2754954240237972,0.9073840042485073,0.9168748298554994,pairwise_seed_means_not_original_gate
block_shape_pilot,ettm2,block,center,0.27299562261376864,0.2723562745889383,-0.2347469415915968,-0.2344994722913129,pairwise_seed_means_not_original_gate
block_shape_pilot,ettm2,block,lora,0.27299562261376864,0.27190112231185665,-0.4025361471868652,-0.4014398000043119,pairwise_seed_means_not_original_gate
block_shape_pilot,ettm2,block,pooled,0.27299562261376864,0.27295075268959124,-0.016438835114124705,-0.016457348944097536,pairwise_seed_means_not_original_gate
block_shape_pilot,ettm2,block,split,0.27299562261376864,0.2728573918040087,-0.050660459973623444,-0.05070016748970018,pairwise_seed_means_not_original_gate
