experiment,dataset,proposed,baseline,proposed_loss,baseline_loss,gain_baseline_percent,gain_f0_percent,scope
candidate_01,original_primary,FRESHNESS_GATED_LORA,FEATURE_LORA,0.7295431002026642,0.7240284129675116,-0.7616672407302385,-0.7345232805096731,historical_selected_comparator
candidate_02,original_primary,DUALCLOCK_ADAPTER,EVENT_SUMMARY_LORA,0.4840854640646646,0.4841542334368005,0.014204021649823827,0.014028633931187822,historical_selected_comparator
candidate_03,original_primary,PHASE_CONDITIONED_ADAPTER,PHASE_AUGMENTED_ADAPTER,0.3344636607788982,0.33441194519916606,-0.01546463290997533,-0.013716944787409558,historical_selected_comparator
candidate_04,original_primary,FR_LORA,STANDARD_LORA,0.5838571069542349,0.5838571069542349,0.0,0.0,historical_selected_comparator
candidate_05_repaired,original_primary,MATURITY_PEFT,TAFAS_LIKE,0.6559293501433892,0.6308337959621865,-3.97815626585532,-4.298235626884264,historical_selected_comparator
candidate_07,original_primary,CENSOR_PRESERVE_LORA,CENSORED_LOSS_LORA,0.5207914630974182,0.52062265836078,-0.03242362465929859,-0.03215830206879511,historical_selected_comparator
candidate_01_v2,jena_seed30000,affine,STANDARD_LORA,0.6410889355905157,0.6404601079155101,-0.09818373810232077,-0.09473361716478312,per_seed_historical_selected_comparator
candidate_01_v2,jena_seed30001,affine,FEATURE_LORA,0.6541930968211311,0.6525542672661115,-0.25114073069899634,-0.24689156955786684,per_seed_historical_selected_comparator
overnight_20260913/anchor,etth1,prediction_anchor,F0,0.31891690533496553,0.32076846729266495,0.577226924244421,0.577226924244421,pairwise_seed_means_not_original_gate
overnight_20260913/anchor,etth1,prediction_anchor,l2_anchor,0.31891690533496553,0.31954282003193024,0.19587819150565455,0.19512974646402415,pairwise_seed_means_not_original_gate
overnight_20260913/anchor,etth1,prediction_anchor,native,0.31891690533496553,0.3204826279772473,0.4885514862892767,0.4881161342000709,pairwise_seed_means_not_original_gate
overnight_20260913/anchor,etth1,prediction_anchor,raw,0.31891690533496553,0.3198252748017154,0.2840205381869991,0.283185399866969,pairwise_seed_means_not_original_gate
overnight_20260913/anchor,etth1,prediction_anchor,native,0.31891690533496553,0.3204826279772473,0.4885514862892767,0.4881161342000709,uniform_anchor_followup_comparison
