panel,kind,condition,seed,arm,nmae,mae,normalized_mse,pinball,crossing
electricity,standard,POINT16,81551,MAG_W_C3_G,0.17101659874120498,11.18364017195563,0.14323664602992411,0.14181662056706162,0.00092315673828125
electricity,standard,POINT16,81551,MAG_ONLY,0.17099913452456983,11.181413919992337,0.14318959372296777,0.1417973488555607,0.0009365081787109375
electricity,standard,POINT16,81552,C3,0.16887446805773834,11.052035736131074,0.1413470851628514,0.14018337885426468,0.000614166259765625
electricity,standard,POINT16,81552,C3_W_MAG_G,0.16889325121087675,11.047326277737739,0.14138880666547218,0.14019134339261585,0.0006275177001953125
electricity,standard,POINT16,81552,MAG_W_C3_G,0.16893336544615836,11.06086488418805,0.14141473121060444,0.14022408313410903,0.0005817413330078125
electricity,standard,POINT16,81552,MAG_ONLY,0.16894445841139924,11.055190583669173,0.14145015533348096,0.1402269491550106,0.0005931854248046875
electricity,standard,POINT16,81553,C3,0.17213133279679757,11.237527882840368,0.14203294343744377,0.14286978978915996,0.0006046295166015625
electricity,standard,POINT16,81553,C3_W_MAG_G,0.17210836751123568,11.235052289775922,0.14194373290841333,0.142842355074226,0.0005970001220703125
electricity,standard,POINT16,81553,MAG_W_C3_G,0.17219860833858416,11.243775898619788,0.14206834977275692,0.14293702793142837,0.000621795654296875
electricity,standard,POINT16,81553,MAG_ONLY,0.1721758970011826,11.24113834065065,0.1419750390274749,0.14290702271961092,0.0006160736083984375
electricity,standard,BURST4,81551,C3,0.17007410095673028,11.156109856354306,0.14289116161918597,0.1412759522535501,0.0011577606201171875
electricity,standard,BURST4,81551,C3_W_MAG_G,0.1700637273714907,11.156027916629682,0.14284650163509935,0.1412557462927816,0.0011730194091796875
electricity,standard,BURST4,81551,MAG_W_C3_G,0.1700642645740489,11.154930838165455,0.14287908628324278,0.14125423656291544,0.00116729736328125
electricity,standard,BURST4,81551,MAG_ONLY,0.17005895223157624,11.154980165476445,0.14284552896175637,0.14123794438959753,0.0011806488037109375
electricity,standard,BURST4,81552,C3,0.1689159143878846,11.07846547315421,0.1420538047526786,0.14021777448524028,0.000843048095703125
electricity,standard,BURST4,81552,C3_W_MAG_G,0.16893460540673738,11.075053277651023,0.14209288495269778,0.1402229459188657,0.0008544921875
electricity,standard,BURST4,81552,MAG_W_C3_G,0.16906487445283438,11.09412114082079,0.14223283050091906,0.1403351757252453,0.000820159912109375
electricity,standard,BURST4,81552,MAG_ONLY,0.16905875403930082,11.087891677641892,0.14224063638189866,0.14031990789164372,0.000827789306640625
electricity,standard,BURST4,81553,C3,0.17119289854573672,11.22403189844772,0.14165311906834674,0.14215264018210436,0.0008907318115234375
electricity,standard,BURST4,81553,C3_W_MAG_G,0.1711938654544557,11.226098103281402,0.14159595355726845,0.14213002286696824,0.0009002685546875
electricity,standard,BURST4,81553,MAG_W_C3_G,0.1712434595674332,11.226651954770205,0.14168011216843482,0.1422074341652617,0.0009307861328125
electricity,standard,BURST4,81553,MAG_ONLY,0.17124569538290965,11.2289361122821,0.14161232617995256,0.14218188356703815,0.00093841552734375
electricity,standard,BURST8,81551,C3,0.17960613445699825,12.193158506015607,0.1659789367068208,0.1494119233300471,0.0013828277587890625
electricity,standard,BURST8,81551,C3_W_MAG_G,0.17959750930343585,12.1921221150551,0.1660480824571325,0.14941882179380422,0.0014133453369140625
electricity,standard,BURST8,81551,MAG_W_C3_G,0.1795687197685008,12.188212233657396,0.1658580861887507,0.1493660249804166,0.0014438629150390625
electricity,standard,BURST8,81551,MAG_ONLY,0.1795667860733784,12.187705173753784,0.16594138066590694,0.14937649969476224,0.0014667510986328125
electricity,standard,BURST8,81552,C3,0.17805907156351633,12.139635007617471,0.16568173823117233,0.14824473814385442,0.0008068084716796875
electricity,standard,BURST8,81552,C3_W_MAG_G,0.17813054822909918,12.146623462056596,0.166116292119949,0.14832515048508524,0.000820159912109375
electricity,standard,BURST8,81552,MAG_W_C3_G,0.17808273114984602,12.14144688381566,0.16542719911857393,0.1482330100271009,0.000797271728515625
electricity,standard,BURST8,81552,MAG_ONLY,0.17816976161134354,12.150794851124374,0.1659999102414233,0.14833321372384276,0.00080108642578125
electricity,standard,BURST8,81553,C3,0.1820385251251479,12.30869788545533,0.1658816190291119,0.15139742310479884,0.0011119842529296875
electricity,standard,BURST8,81553,C3_W_MAG_G,0.182127205515628,12.317711456311372,0.1662246190124652,0.1514728612937265,0.001148223876953125
electricity,standard,BURST8,81553,MAG_W_C3_G,0.1820721956897129,12.308206367481034,0.1656647601686357,0.15142487816577593,0.0011577606201171875
electricity,standard,BURST8,81553,MAG_ONLY,0.18219525026030833,12.321433069682826,0.16613455717106498,0.15153040461909978,0.001190185546875
electricity,standard,BURST16,81551,C3,0.17778540698052683,11.891835562997585,0.14972180115548794,0.147979217695506,0.0024089813232421875
electricity,standard,BURST16,81551,C3_W_MAG_G,0.17769324073126117,11.880836232561705,0.14961209281565244,0.1479094905772985,0.00249481201171875
electricity,standard,BURST16,81551,MAG_W_C3_G,0.17773005552347262,11.889548771418049,0.14963348038266738,0.14793535912498793,0.00252532958984375
electricity,standard,BURST16,81551,MAG_ONLY,0.17765027456903007,11.87992848488284,0.14954524284213408,0.14787460150378873,0.0026149749755859375
electricity,standard,BURST16,81552,C3,0.17597149246588756,11.748293803633715,0.1477544006019065,0.14618014521229325,0.0007648468017578125
electricity,standard,BURST16,81552,C3_W_MAG_G,0.17604764637931467,11.754377847650176,0.147868858831592,0.14627995537602603,0.0008144378662109375
electricity,standard,BURST16,81552,MAG_W_C3_G,0.1759833174052933,11.752551023524575,0.14775924796743678,0.14620244899299153,0.000751495361328125
electricity,standard,BURST16,81552,MAG_ONLY,0.1760549751389849,11.757282738217327,0.14787640145379682,0.14629892835201633,0.000789642333984375
electricity,standard,BURST16,81553,C3,0.1819547039761894,12.166193776083674,0.15218519100421277,0.15114734032770952,0.0021610260009765625
electricity,standard,BURST16,81553,C3_W_MAG_G,0.18193712506006696,12.159150816823967,0.1521466515076147,0.1511236448844973,0.0022792816162109375
electricity,standard,BURST16,81553,MAG_W_C3_G,0.18206325890912375,12.180363232975651,0.152268560642657,0.15125566318843078,0.002201080322265625
electricity,standard,BURST16,81553,MAG_ONLY,0.18204583086939424,12.173039516055724,0.15223303053526227,0.15123270326266042,0.0023288726806640625
electricity,standard,SHIFT4,81551,C3,0.18950369926989682,12.523301405395399,0.14668718752851262,0.15527388266211306,0.00093841552734375
electricity,standard,SHIFT4,81551,C3_W_MAG_G,0.18955861370572907,12.540810094507505,0.14660711144560432,0.15529318724371513,0.00080108642578125
electricity,standard,SHIFT4,81551,MAG_W_C3_G,0.1895767567715783,12.526060194777484,0.1466706493323672,0.15532921097804803,0.0008983612060546875
electricity,standard,SHIFT4,81551,MAG_ONLY,0.18951514161766683,12.529905634088896,0.14650098020226557,0.15527086203970233,0.0008220672607421875
electricity,standard,SHIFT4,81552,C3,0.18875601381223994,12.443998660029887,0.14653574726314622,0.1548062854522134,0.001117706298828125
electricity,standard,SHIFT4,81552,C3_W_MAG_G,0.18868074457401332,12.42574835842817,0.14643147100382328,0.15473449184213434,0.0012664794921875
electricity,standard,SHIFT4,81552,MAG_W_C3_G,0.18905861380491862,12.471668841275754,0.14682547633805068,0.1549769169707362,0.001026153564453125
electricity,standard,SHIFT4,81552,MAG_ONLY,0.1888051048091325,12.441669282566954,0.14665975264371248,0.15479253864975334,0.001194000244140625
electricity,standard,SHIFT4,81553,C3,0.19022650062281535,12.485385441905416,0.14604534949003042,0.15546698247684987,0.0003871917724609375
electricity,standard,SHIFT4,81553,C3_W_MAG_G,0.19061180693034227,12.523018246712084,0.1463383976124316,0.15570679324452047,0.0002803802490234375
electricity,standard,SHIFT4,81553,MAG_W_C3_G,0.1900908422410866,12.459250329760707,0.14602154815113316,0.15539664688726415,0.000446319580078125
electricity,standard,SHIFT4,81553,MAG_ONLY,0.19036746127947682,12.488405888267284,0.14622116978580665,0.15555643635079439,0.000331878662109375
electricity,standard,SHIFT8,81551,C3,0.20122481416988156,13.244901565411148,0.1543501263645908,0.16544080396384214,0.001007080078125
electricity,standard,SHIFT8,81551,C3_W_MAG_G,0.2010617347853949,13.239734424656634,0.15430454066614666,0.16522568754452774,0.0007839202880859375
electricity,standard,SHIFT8,81551,MAG_W_C3_G,0.20132820761290446,13.239109566308736,0.1543245628109892,0.16554906502367964,0.0009307861328125
electricity,standard,SHIFT8,81551,MAG_ONLY,0.20107860279960618,13.228403467783066,0.15417606044698107,0.1652868858090145,0.00080108642578125
electricity,standard,SHIFT8,81552,C3,0.20219362089667922,13.059756855757064,0.15541941945659216,0.16645208398704728,0.0022411346435546875
electricity,standard,SHIFT8,81552,C3_W_MAG_G,0.20324431752642425,13.117493653582972,0.15606985400374732,0.16736076311209078,0.002544403076171875
electricity,standard,SHIFT8,81552,MAG_W_C3_G,0.20137029826464267,13.01885131486686,0.15493038515865773,0.16569291972596972,0.00211334228515625
electricity,standard,SHIFT8,81552,MAG_ONLY,0.20176955547188402,13.034696440498621,0.1551695630912793,0.16612101255695685,0.002353668212890625
electricity,standard,SHIFT8,81553,C3,0.19925524659635585,12.984607745363931,0.153036105956648,0.16310884751333302,0.00057220458984375
electricity,standard,SHIFT8,81553,C3_W_MAG_G,0.1994962688834411,13.010348812364626,0.15327363335768882,0.16317445749158252,0.00037384033203125
electricity,standard,SHIFT8,81553,MAG_W_C3_G,0.19931730121608193,12.977259241105672,0.15290090630716777,0.16321261662961523,0.0006561279296875
electricity,standard,SHIFT8,81553,MAG_ONLY,0.19935885080779187,12.986775188165653,0.15295949625888222,0.16312145036316966,0.0004177093505859375
electricity,standard,SHIFT_POINT,81551,C3,0.19466151391236564,12.805725963097917,0.1471064769533014,0.15925121669743159,0.000545501708984375
electricity,standard,SHIFT_POINT,81551,C3_W_MAG_G,0.19481180752800953,12.834373131257998,0.1471133862288621,0.15934569532429838,0.0004482269287109375
electricity,standard,SHIFT_POINT,81551,MAG_W_C3_G,0.19483350331626414,12.809884519454506,0.14736037476329672,0.15939013454561435,0.0005283355712890625
electricity,standard,SHIFT_POINT,81551,MAG_ONLY,0.19482289508833056,12.821578958851678,0.14723159756246995,0.15937710916379763,0.0004444122314453125
electricity,standard,SHIFT_POINT,81552,C3,0.1922021980869312,12.658851333958589,0.14873754137032075,0.1576583106977823,0.0008335113525390625
electricity,standard,SHIFT_POINT,81552,C3_W_MAG_G,0.1920944909017931,12.631105173137355,0.14867271066112733,0.1575979602840644,0.0009288787841796875
electricity,standard,SHIFT_POINT,81552,MAG_W_C3_G,0.19247833819129992,12.69156824080737,0.14898583396721843,0.15779759905936716,0.0007781982421875
electricity,standard,SHIFT_POINT,81552,MAG_ONLY,0.19221696626317122,12.650880182632111,0.14885650039151496,0.15764963203744348,0.00087738037109375
electricity,standard,SHIFT_POINT,81553,C3,0.19402626210646148,12.646216634604244,0.14636639327544196,0.15818397121582103,0.00020599365234375
electricity,standard,SHIFT_POINT,81553,C3_W_MAG_G,0.19445643325558748,12.688065459785044,0.14663868091010787,0.15845129726386215,0.000164031982421875
electricity,standard,SHIFT_POINT,81553,MAG_W_C3_G,0.19378567612342976,12.615418568611728,0.14622179661755505,0.15807176991753796,0.000217437744140625
electricity,standard,SHIFT_POINT,81553,MAG_ONLY,0.19412994580164286,12.651171254092041,0.14641291346889826,0.15827453971903158,0.0001811981201171875
electricity,shape,STEP6_D17,81551,C3,0.23902000299599516,15.581409455911489,0.19413635098828189,0.1955912649317345,0.000148773193359375
electricity,shape,STEP6_D17,81551,C3_W_MAG_G,0.23907475595038163,15.563640956043951,0.19402635841442922,0.19568479202612427,0.000148773193359375
electricity,shape,STEP6_D17,81551,MAG_W_C3_G,0.23907223099672364,15.583035807857101,0.1940484661674536,0.19558967425712503,0.00014495849609375
electricity,shape,STEP6_D17,81551,MAG_ONLY,0.23927092701151542,15.572933350019277,0.19409097002708042,0.19575129976291555,0.000148773193359375
electricity,shape,STEP6_D17,81552,C3,0.2346741849754627,15.334660678150822,0.19245800655974402,0.19360744199431795,0.00037384033203125
electricity,shape,STEP6_D17,81552,C3_W_MAG_G,0.23433739259225886,15.309385205448311,0.19206570929779296,0.1931263876165734,0.00046539306640625
electricity,shape,STEP6_D17,81552,MAG_W_C3_G,0.2336225960305548,15.285283796451477,0.19187171020000926,0.19282100256039852,0.00035858154296875
electricity,shape,STEP6_D17,81552,MAG_ONLY,0.23304609494013445,15.249430705562828,0.1913055991659578,0.19213993449712424,0.000476837158203125
electricity,shape,STEP6_D17,81553,C3,0.23448291327372375,15.616433466737265,0.18524875767669008,0.19108152132004977,2.6702880859375e-05
electricity,shape,STEP6_D17,81553,C3_W_MAG_G,0.23497462966642096,15.629458764015299,0.185563292219152,0.19146933988441042,2.6702880859375e-05
electricity,shape,STEP6_D17,81553,MAG_W_C3_G,0.2342032837240181,15.595270025109457,0.18513549015214087,0.19080143332103058,2.6702880859375e-05
electricity,shape,STEP6_D17,81553,MAG_ONLY,0.2346580169367002,15.598474106070974,0.1853768837239287,0.19117263852783006,2.6702880859375e-05
electricity,shape,STEP6_D63,81551,C3,0.19716696559272268,13.230394666425012,0.15498415423621936,0.16064770078177837,0.000102996826171875
electricity,shape,STEP6_D63,81551,C3_W_MAG_G,0.19754868965403619,13.269576755125458,0.15538927597062194,0.16089073523112152,8.392333984375e-05
electricity,shape,STEP6_D63,81551,MAG_W_C3_G,0.19664265893885824,13.188990674205112,0.15451374548420027,0.16026484415819137,9.918212890625e-05
electricity,shape,STEP6_D63,81551,MAG_ONLY,0.19691358909000659,13.216966657407482,0.15480190988959794,0.16042619578886216,9.1552734375e-05
electricity,shape,STEP6_D63,81552,C3,0.19436920089812978,13.189843375151156,0.15579734013718594,0.15858643382783053,0.00011444091796875
electricity,shape,STEP6_D63,81552,C3_W_MAG_G,0.19413285858684115,13.154320469691262,0.15559677343145029,0.1584047465028258,0.00012969970703125
electricity,shape,STEP6_D63,81552,MAG_W_C3_G,0.19562148676810848,13.307538948418985,0.15659842710730776,0.159449768355253,9.918212890625e-05
electricity,shape,STEP6_D63,81552,MAG_ONLY,0.19518129462457426,13.247845264598025,0.1562389825897964,0.1591208529560877,0.0001068115234375
electricity,shape,STEP6_D63,81553,C3,0.19661268639854637,13.053239653325834,0.15467598324760587,0.16082619884560792,1.1444091796875e-05
electricity,shape,STEP6_D63,81553,C3_W_MAG_G,0.1967624591184466,13.066968011293087,0.15475891450299584,0.16089807949179719,7.62939453125e-06
electricity,shape,STEP6_D63,81553,MAG_W_C3_G,0.19615094608488878,13.006925172243673,0.15425045883603583,0.16049555353532755,1.1444091796875e-05
electricity,shape,STEP6_D63,81553,MAG_ONLY,0.1962167772007757,13.012761709544709,0.15427002102342222,0.16050641083772554,7.62939453125e-06
electricity,shape,STEP12_D17,81551,C3,0.2969892494415748,19.58376185603495,0.2600458470206316,0.24399331897012846,0.000263214111328125
electricity,shape,STEP12_D17,81551,C3_W_MAG_G,0.29742836787622373,19.562868741946215,0.26018026758638596,0.24447603282298824,0.000255584716796875
electricity,shape,STEP12_D17,81551,MAG_W_C3_G,0.29670550848642485,19.566953267196194,0.25955524812771996,0.24368589800036974,0.000263214111328125
electricity,shape,STEP12_D17,81551,MAG_ONLY,0.29737739038232547,19.562945650809873,0.26011989869167973,0.24419179772758473,0.000247955322265625
electricity,shape,STEP12_D17,81552,C3,0.3033284513344172,20.22979128238754,0.263653085659229,0.25119440375702595,0.000213623046875
electricity,shape,STEP12_D17,81552,C3_W_MAG_G,0.3032766244839757,20.26233029492982,0.26382536932719164,0.2506128993700127,0.000293731689453125
electricity,shape,STEP12_D17,81552,MAG_W_C3_G,0.2955638183457754,19.6815310692565,0.25537225382446327,0.2455480277956842,0.00020599365234375
electricity,shape,STEP12_D17,81552,MAG_ONLY,0.2934732611741165,19.57696630393468,0.25376251884607004,0.24339048658579188,0.000308990478515625
electricity,shape,STEP12_D17,81553,C3,0.2793493507593784,18.623769057766943,0.23142221192495502,0.2290761036221352,7.62939453125e-05
electricity,shape,STEP12_D17,81553,C3_W_MAG_G,0.2801113677660243,18.688360109192143,0.23180003851848247,0.22968686696523782,6.103515625e-05
electricity,shape,STEP12_D17,81553,MAG_W_C3_G,0.27912357999663556,18.569762817936358,0.23160904996897233,0.22874097154737644,8.392333984375e-05
electricity,shape,STEP12_D17,81553,MAG_ONLY,0.2798668642631456,18.634060027079546,0.23183111806659107,0.2293689694531997,7.62939453125e-05
electricity,shape,STEP12_D63,81551,C3,0.22143728812210628,15.04073779932554,0.17132195008705234,0.17964694220611738,0.00022125244140625
electricity,shape,STEP12_D63,81551,C3_W_MAG_G,0.22191484328507063,15.082811814668256,0.17186918409542098,0.17998789209209762,0.00020599365234375
electricity,shape,STEP12_D63,81551,MAG_W_C3_G,0.2201137401099747,14.924237033962358,0.17006134572745232,0.17869079462786694,0.000225067138671875
electricity,shape,STEP12_D63,81551,MAG_ONLY,0.22059949053546263,14.96871303426437,0.170592923632531,0.17903128912268987,0.000213623046875
electricity,shape,STEP12_D63,81552,C3,0.21722091871764362,14.818850706280179,0.17041845968126001,0.17683001061800807,0.000583648681640625
electricity,shape,STEP12_D63,81552,C3_W_MAG_G,0.21693925238456715,14.787733054550396,0.17023038676494923,0.176665011473566,0.0005950927734375
electricity,shape,STEP12_D63,81552,MAG_W_C3_G,0.21983357056428166,15.028682430877838,0.17216311417304567,0.1786229101366065,0.00054168701171875
electricity,shape,STEP12_D63,81552,MAG_ONLY,0.21922411596039468,14.970084429040002,0.17173208259563635,0.17821611426187292,0.00054931640625
electricity,shape,STEP12_D63,81553,C3,0.22530838322798644,15.365315214686387,0.17486758911028394,0.1839590698270382,2.6702880859375e-05
electricity,shape,STEP12_D63,81553,C3_W_MAG_G,0.22578139453518203,15.410110779819028,0.17531398498839287,0.18430538047722678,2.6702880859375e-05
electricity,shape,STEP12_D63,81553,MAG_W_C3_G,0.2245036846479695,15.303461881677688,0.17419559329789974,0.18343538486703484,1.52587890625e-05
electricity,shape,STEP12_D63,81553,MAG_ONLY,0.224850054032924,15.337974762186583,0.17453606822273254,0.1836896282598119,2.288818359375e-05
electricity,shape,STEP8_D31,81551,C3,0.20789581644530955,13.556541837612283,0.16421599338534848,0.17082638966805203,0.0012664794921875
electricity,shape,STEP8_D31,81551,C3_W_MAG_G,0.20756876287219575,13.535993082680042,0.16404963045900245,0.17046972833783103,0.001087188720703125
electricity,shape,STEP8_D31,81551,MAG_W_C3_G,0.20800128376886265,13.553903935458228,0.16425358724976571,0.17094817078654545,0.001201629638671875
electricity,shape,STEP8_D31,81551,MAG_ONLY,0.2078585136730087,13.546907032097977,0.16414872981257472,0.1707474994950454,0.001094818115234375
electricity,shape,STEP8_D31,81552,C3,0.20679418011084885,13.29774639510645,0.164900685179578,0.17058577097949368,0.002475738525390625
electricity,shape,STEP8_D31,81552,C3_W_MAG_G,0.2076953718301413,13.34725727801222,0.16543105892700505,0.17145020245947595,0.002655029296875
electricity,shape,STEP8_D31,81552,MAG_W_C3_G,0.20615547917764987,13.264942724908932,0.16458277551165942,0.16993991993775479,0.002330780029296875
electricity,shape,STEP8_D31,81552,MAG_ONLY,0.20677616282098144,13.299600480801452,0.16487519256924532,0.17056919488711786,0.002536773681640625
electricity,shape,STEP8_D31,81553,C3,0.20845919342320765,13.49102796135808,0.16526661787353145,0.16996461239257238,0.0002899169921875
electricity,shape,STEP8_D31,81553,C3_W_MAG_G,0.20854457233707943,13.506721545536427,0.1654264769252702,0.16992185316050887,0.00016021728515625
electricity,shape,STEP8_D31,81553,MAG_W_C3_G,0.20877389369128516,13.502803560974309,0.16528089016101535,0.17024689463159276,0.000324249267578125
electricity,shape,STEP8_D31,81553,MAG_ONLY,0.20870007308822727,13.507186728551153,0.16530375114248314,0.17008235808286193,0.000202178955078125
electricity,shape,STEP8_D33,81551,C3,0.207263811151183,13.529395959915103,0.16447211104350742,0.16980647558470657,0.000865936279296875
electricity,shape,STEP8_D33,81551,C3_W_MAG_G,0.20720231776835935,13.525500651791914,0.16450861577105028,0.16968248279135104,0.00070953369140625
electricity,shape,STEP8_D33,81551,MAG_W_C3_G,0.20735223054853874,13.523026458761622,0.16440143985951208,0.16987808808666957,0.000804901123046875
electricity,shape,STEP8_D33,81551,MAG_ONLY,0.20726267315553604,13.51688363204052,0.16437350769982567,0.16975035422647303,0.000751495361328125
electricity,shape,STEP8_D33,81552,C3,0.2080185942933469,13.394328023991427,0.1650625378689553,0.17069366467771838,0.002532958984375
electricity,shape,STEP8_D33,81552,C3_W_MAG_G,0.20917604519631866,13.4664864745911,0.16571555461097212,0.17164159436532614,0.0027618408203125
electricity,shape,STEP8_D33,81552,MAG_W_C3_G,0.20653967860405215,13.307191260078044,0.16425081000317207,0.1694288313883706,0.002269744873046875
electricity,shape,STEP8_D33,81552,MAG_ONLY,0.2072883957627974,13.355785315570959,0.1645953213804242,0.17004612469611502,0.002490997314453125
electricity,shape,STEP8_D33,81553,C3,0.20536941140018253,13.3106012749121,0.16250880441917506,0.1672831402312854,0.0003509521484375
electricity,shape,STEP8_D33,81553,C3_W_MAG_G,0.2055073462726629,13.330560075338086,0.162751983769976,0.16729168034943126,0.000232696533203125
electricity,shape,STEP8_D33,81553,MAG_W_C3_G,0.20536001839097626,13.298613517644613,0.16228408004343445,0.16734822688205286,0.0003814697265625
electricity,shape,STEP8_D33,81553,MAG_ONLY,0.20537072951678756,13.310159253725187,0.1624277980683173,0.16726038937633322,0.00028228759765625
electricity,shape,RAMP8_D32,81551,C3,0.5301479703551113,38.36182504271315,0.5567496744713177,0.41177671638038643,0.0
electricity,shape,RAMP8_D32,81551,C3_W_MAG_G,0.5288892028345443,38.18140985935162,0.5540858026619144,0.41055404745504,0.0
electricity,shape,RAMP8_D32,81551,MAG_W_C3_G,0.5291845022000706,38.29708060876472,0.5554150206527753,0.4108414207228267,0.0
electricity,shape,RAMP8_D32,81551,MAG_ONLY,0.5288581419875705,38.19537597140563,0.5544214078221101,0.41039652903624657,0.0
electricity,shape,RAMP8_D32,81552,C3,0.4308754729868108,31.040567174925506,0.41779355912833693,0.33758344203338037,0.0
electricity,shape,RAMP8_D32,81552,C3_W_MAG_G,0.4298073963565527,30.95968961115245,0.41701837882547305,0.33723165372050784,0.0
electricity,shape,RAMP8_D32,81552,MAG_W_C3_G,0.4254691380738638,30.61496881659027,0.41076238001495496,0.33339911266547173,0.0
electricity,shape,RAMP8_D32,81552,MAG_ONLY,0.4243192312841778,30.535245524208293,0.4097847451681579,0.33295939935732716,0.0
