panel,kind,condition,family,stratum,seed,contexts,A,B,C,D,total,gate,weights,interaction
electricity,standard,POINT4,gate,DIFFERENT,81551,1019,0.1679279680242383,0.16791856250889145,0.16790426403303185,0.16790123994557307,2.672807866521687e-05,6.214801402809611e-06,2.051327726240726e-05,6.381427888058067e-06
electricity,standard,POINT4,gate,DIFFERENT,81552,1019,0.16638396661083965,0.16637537456330379,0.16648082749689222,0.16646359997774285,-7.963336690319789e-05,1.2909783342618386e-05,-9.254315024581627e-05,-8.635471613505086e-06
electricity,standard,POINT4,gate,DIFFERENT,81553,1019,0.16929378958370886,0.16928516119111234,0.1693686478467977,0.1693588423999785,-6.50528162696451e-05,9.216919707857874e-06,-7.426973597750297e-05,-1.1770542226730019e-06
electricity,standard,POINT4,magnitude,LE3,81551,5,0.2620457980234437,0.2620457980234437,0.26219953382350253,0.26219953382350253,-0.0001537358000588407,0.0,-0.0001537358000588407,0.0
electricity,standard,POINT4,magnitude,LE3,81552,5,0.26708095826136785,0.26708095826136785,0.26695486845495175,0.26695486845495175,0.00012608980641609646,0.0,0.00012608980641609646,0.0
electricity,standard,POINT4,magnitude,LE3,81553,5,0.26860592703516867,0.26860592703516867,0.26868174515098164,0.26868174515098164,-7.58181158129756e-05,0.0,-7.58181158129756e-05,0.0
electricity,standard,POINT4,magnitude,GT3_LE6,81551,635,0.12081554860171875,0.12080732094816139,0.12080822744923495,0.1208032748314729,1.2273770245846416e-05,6.590135659699514e-06,5.683634586146902e-06,3.2750357953220677e-06
electricity,standard,POINT4,magnitude,GT3_LE6,81552,635,0.11966430092761636,0.11961162010862693,0.11975092934648225,0.11969168750993531,-2.7386582318947306e-05,5.5961327768187796e-05,-8.33479100871351e-05,-6.561017557513149e-06
electricity,standard,POINT4,magnitude,GT3_LE6,81553,635,0.12217893967876027,0.12216582281417489,0.12226566746371195,0.12225137929939729,-7.243962063702147e-05,1.370251445002163e-05,-8.61421350870431e-05,-1.1712997292773197e-06
electricity,standard,POINT4,magnitude,GT6_LE12,81551,234,0.26956344337263893,0.2695362078415088,0.26947578333820926,0.26946127010739446,0.00010217326524447623,2.0874380972479845e-05,8.129888427199639e-05,1.2722300315348711e-05
electricity,standard,POINT4,magnitude,GT6_LE12,81552,234,0.2661293663158338,0.26624285758450733,0.26629018569938456,0.2663703142585566,-0.0002409479427228356,-9.68099139228018e-05,-0.0001441380288000338,-3.3362709501494336e-05
electricity,standard,POINT4,magnitude,GT6_LE12,81553,234,0.26995712266092325,0.26993304314042255,0.27006391691061976,0.2700341466565474,-7.702399562414808e-05,2.6924887286533528e-05,-0.0001039488829106816,-5.690733571650508e-06
electricity,standard,POINT4,magnitude,GT12,81551,150,0.20881920203606627,0.20883262506376604,0.2088259154550298,0.20884897854282228,-2.9776506756007404e-05,-1.8243057746128444e-05,-1.153344900987896e-05,9.640060092713787e-06
electricity,standard,POINT4,magnitude,GT12,81552,150,0.2085610611300268,0.20854866157502447,0.20860146420440503,0.2086102218133913,-4.916068336452417e-05,1.8209730080209763e-06,-5.098165637254515e-05,2.1157163988594352e-05
electricity,standard,POINT4,magnitude,GT12,81553,150,0.21171185458086947,0.21174633114589042,0.21168664506229823,0.21172696155219167,-1.5106971322204066e-05,-3.7396527457198014e-05,2.228955613499395e-05,5.839924872491631e-06
electricity,standard,POINT4,run,NONE,81551,5,0.2620457980234437,0.2620457980234437,0.26219953382350253,0.26219953382350253,-0.0001537358000588407,0.0,-0.0001537358000588407,0.0
electricity,standard,POINT4,run,NONE,81552,5,0.26708095826136785,0.26708095826136785,0.26695486845495175,0.26695486845495175,0.00012608980641609646,0.0,0.00012608980641609646,0.0
electricity,standard,POINT4,run,NONE,81553,5,0.26860592703516867,0.26860592703516867,0.26868174515098164,0.26868174515098164,-7.58181158129756e-05,0.0,-7.58181158129756e-05,0.0
electricity,standard,POINT4,run,LEN1_7,81551,854,0.1359318572158808,0.1359176809507353,0.1359311685946989,0.13591872191087587,1.3135305004935427e-05,1.33114744842594e-05,-1.761694793239732e-07,1.7295813224682544e-06
electricity,standard,POINT4,run,LEN1_7,81552,854,0.13453707325947706,0.1344815879739105,0.13462259489246017,0.13455765037713524,-2.0577117658182598e-05,6.021490044574862e-05,-8.079201810393122e-05,-9.459229758368437e-06
electricity,standard,POINT4,run,LEN1_7,81553,854,0.13772175999911287,0.1376968694094399,0.1378020995805415,0.13777403920065703,-5.227920154415866e-05,2.6475484778715197e-05,-7.875468632287386e-05,-3.1697902114768972e-06
electricity,standard,POINT4,run,LEN8_31,81551,140,0.2609697278548104,0.2610108593903833,0.2608318766185532,0.26089304132362673,7.66865311836451e-05,-5.1148120323224466e-05,0.00012783465150686957,2.0033169500555115e-05
electricity,standard,POINT4,run,LEN8_31,81552,140,0.2584835171429099,0.2586723225691014,0.258498793587055,0.2587000370285545,-0.0002165198856445838,-0.0001950244338454754,-2.149545179910839e-05,1.243801530798061e-05
electricity,standard,POINT4,run,LEN8_31,81553,140,0.26205163290361916,0.2621422101329207,0.2620803522175394,0.26218064273691705,-0.0001290098332978884,-9.54338743396066e-05,-3.3575958958281804e-05,9.713290076096559e-06
electricity,standard,POINT4,run,LEN32_PLUS,81551,25,0.7398812581865292,0.7397518139991517,0.7397105737275694,0.7396699682937269,0.00021128989280227994,8.502481061001266e-05,0.00012626508219226729,8.883875353493664e-05
electricity,standard,POINT4,run,LEN32_PLUS,81552,25,0.7385163605137868,0.7390042156245112,0.7394574431593723,0.7398467908499485,-0.0013304303361617587,-0.00043860140065032915,-0.0008918289355114295,-9.850742014827496e-05
electricity,standard,POINT4,run,LEN32_PLUS,81553,25,0.7283503976020127,0.7283417343789158,0.728496392145954,0.7284936378019455,-0.000143240199932837,5.708783552660357e-06,-0.00014894898348549734,5.9088790884676e-06
electricity,standard,POINT4,position,NONE,81551,5,0.2620457980234437,0.2620457980234437,0.26219953382350253,0.26219953382350253,-0.0001537358000588407,0.0,-0.0001537358000588407,0.0
electricity,standard,POINT4,position,NONE,81552,5,0.26708095826136785,0.26708095826136785,0.26695486845495175,0.26695486845495175,0.00012608980641609646,0.0,0.00012608980641609646,0.0
electricity,standard,POINT4,position,NONE,81553,5,0.26860592703516867,0.26860592703516867,0.26868174515098164,0.26868174515098164,-7.58181158129756e-05,0.0,-7.58181158129756e-05,0.0
electricity,standard,POINT4,position,OLD,81551,310,0.09041174720465739,0.09040480707024583,0.09044596820117885,0.0904396809933135,-2.7933788656106517e-05,6.613671138459842e-06,-3.454745979456636e-05,6.529265462046352e-07
electricity,standard,POINT4,position,OLD,81552,310,0.08994396783401398,0.08994529371474541,0.08995080250691051,0.08995423438034332,-1.0266546329337767e-05,-2.378877082119535e-06,-7.887669247218232e-06,2.105992701381676e-06
electricity,standard,POINT4,position,OLD,81553,310,0.0928464225949698,0.09284751073206587,0.09294144774814221,0.0929450353647938,-9.861276982400802e-05,-2.3378768738355205e-06,-9.62748929501725e-05,2.499479555509443e-06
electricity,standard,POINT4,position,RECENT128,81551,709,0.20182081492701703,0.20181033145949817,0.20177178407234714,0.20177018673711106,5.062818990597684e-05,6.040401377471749e-06,4.458778852850509e-05,8.886132282781567e-06
electricity,standard,POINT4,position,RECENT128,81552,709,0.19980625098434596,0.1997933224660583,0.1999424745305935,0.19991621399071005,-0.0001099630063640944,1.9594529085550927e-05,-0.00012955753544964532,-1.3332021595785504e-05
electricity,standard,POINT4,position,RECENT128,81553,709,0.20271929560135213,0.20270641879661927,0.20278533618330422,0.2027696748131059,-5.037921175377047e-05,1.4269087465587638e-05,-6.464829921935811e-05,-2.784565465457911e-06
electricity,standard,POINT8,ALL,ALL,81551,1024,0.17015421187425483,0.1701357482458144,0.17013080373087588,0.17011918040100538,3.503147324945832e-05,1.504347915547155e-05,1.9987994093986772e-05,6.840298569926739e-06
electricity,standard,POINT8,ALL,ALL,81552,1024,0.16818500621149127,0.1681805162902916,0.16829478754297328,0.16827686166560102,-9.18554541097516e-05,1.1207899285964329e-05,-0.00010306335339571593,-1.3435956172591634e-05
electricity,standard,POINT8,ALL,ALL,81553,1024,0.17104817306744202,0.17103490815177397,0.1711198651823496,0.1711074642879232,-5.9291220481177964e-05,1.283290504722201e-05,-7.212412552839997e-05,8.640212416644033e-07
electricity,standard,POINT8,gate,DIFFERENT,81551,1024,0.17015421187425483,0.1701357482458144,0.17013080373087588,0.17011918040100538,3.503147324945832e-05,1.504347915547155e-05,1.9987994093986772e-05,6.840298569926739e-06
electricity,standard,POINT8,gate,DIFFERENT,81552,1024,0.16818500621149127,0.1681805162902916,0.16829478754297328,0.16827686166560102,-9.18554541097516e-05,1.1207899285964329e-05,-0.00010306335339571593,-1.3435956172591634e-05
electricity,standard,POINT8,gate,DIFFERENT,81553,1024,0.17104817306744202,0.17103490815177397,0.1711198651823496,0.1711074642879232,-5.9291220481177964e-05,1.283290504722201e-05,-7.212412552839997e-05,8.640212416644033e-07
electricity,standard,POINT8,magnitude,GT3_LE6,81551,3,0.10064566458808905,0.10089106107298189,0.10080214366914038,0.10104408893329575,-0.0003984243452067049,-0.0002436708745241073,-0.0001547534706825976,-3.4512207374715054e-06
electricity,standard,POINT8,magnitude,GT3_LE6,81552,3,0.10126863000662674,0.10135704474289044,0.10176759531080266,0.10168080492374486,-0.0004121749171181188,-8.121746029460253e-07,-0.0004113627425151728,-0.0001752051233215035
electricity,standard,POINT8,magnitude,GT3_LE6,81553,3,0.101404264283058,0.10112522392246437,0.10156959211410345,0.1012124362714011,0.00019182801165690266,0.0003180981016479914,-0.00012627008999108874,-7.811548210871766e-05
electricity,standard,POINT8,magnitude,GT6_LE12,81551,860,0.16314000313253338,0.1631225054532204,0.16311827120348607,0.16310581811400296,3.418501853041933e-05,1.497538439804158e-05,1.920963413237775e-05,5.0445898298612235e-06
electricity,standard,POINT8,magnitude,GT6_LE12,81552,860,0.16095555052263666,0.1609466789103266,0.1610727890756466,0.16104793185801966,-9.238133538300164e-05,1.6864414968495445e-05,-0.00010924575035149708,-1.5985605316876095e-05
electricity,standard,POINT8,magnitude,GT6_LE12,81553,860,0.1638182604428924,0.16380461969072824,0.16389701821197117,0.1638851015557569,-6.684111286447969e-05,1.2778704189225776e-05,-7.961981705370547e-05,1.7240959498954211e-06
electricity,standard,POINT8,magnitude,GT12,81551,161,0.20891660417077038,0.2088880641659967,0.2088808904000725,0.20886897444588248,4.762972488789319e-05,2.022797948184052e-05,2.740174540605267e-05,1.6624050583669003e-05
electricity,standard,POINT8,magnitude,GT12,81552,161,0.20804886348496737,0.20806604772763387,0.20811155933550426,0.20813194119818199,-8.307771321461321e-05,-1.878305267211111e-05,-6.42946605425021e-05,3.197620011219371e-06
electricity,standard,POINT8,magnitude,GT12,81553,161,0.21096529470387626,0.2109589896995209,0.21099750005023915,0.21098893654700793,-2.3641843131666507e-05,7.4342537932925445e-06,-3.107609692495905e-05,-2.2584988758622693e-06
electricity,standard,POINT8,run,LEN1_7,81551,860,0.13836410708960195,0.13834563119429427,0.13835583039637744,0.13834025988141296,2.3847208188987334e-05,1.702320513607969e-05,6.824003052907646e-06,2.905380343198871e-06
electricity,standard,POINT8,run,LEN1_7,81552,860,0.13661409325253449,0.13655631723817227,0.1367056817504973,0.13663647931928152,-2.2386066747037692e-05,6.348922278899549e-05,-8.587528953603318e-05,-1.1426416853560495e-05
electricity,standard,POINT8,run,LEN1_7,81553,860,0.13966430886653644,0.1396414288760256,0.13972418844813841,0.1397020633599546,-3.775449341816839e-05,2.250253934732438e-05,-6.025703276549277e-05,7.549023270381205e-07
electricity,standard,POINT8,run,LEN8_31,81551,138,0.2635728809554178,0.2635770700470036,0.26345080958761663,0.26347399518780673,9.888576761107881e-05,-1.3687345887941627e-05,0.00011257311349902044,1.8996508604318674e-05
electricity,standard,POINT8,run,LEN8_31,81552,138,0.26085512032733216,0.2610888786513768,0.26093801422661733,0.261167151613493,-0.0003120312861608632,-0.00023144785546017066,-8.058343070069252e-05,-4.620937168964279e-06
electricity,standard,POINT8,run,LEN8_31,81553,138,0.26527397945369147,0.26529305279964804,0.2653873023585716,0.26540370411553726,-0.00012972466184579812,-1.7737551461116663e-05,-0.00011198711038468145,-2.6715889909212365e-06
electricity,standard,POINT8,run,LEN32_PLUS,81551,26,0.7258355111666006,0.7256972196205538,0.7258352752477476,0.725769457565269,6.605360133160598e-05,0.00010205461426271434,-3.6001012931108356e-05,7.247386356823426e-05
electricity,standard,POINT8,run,LEN32_PLUS,81552,26,0.7205892137775245,0.721082715482325,0.7214434682809119,0.7218102772435085,-0.0012210634659840514,-0.0004301553336986119,-0.0007909081322854394,-0.00012669274220389326
electricity,standard,POINT8,run,LEN32_PLUS,81553,26,0.7090082473549978,0.7091413779878096,0.7092496983016936,0.7094060682049365,-0.0003978208499386682,-0.00014475026802734936,-0.0002530705819113188,2.3239270431019143e-05
electricity,standard,POINT8,position,OLD,81551,285,0.08954756413015157,0.08953910773988422,0.08957200506482095,0.08956425681720992,-1.669268705835336e-05,8.102318939190445e-06,-2.4795005997543806e-05,7.081426563193549e-07
electricity,standard,POINT8,position,OLD,81552,285,0.08899647345111841,0.0889966800442295,0.08901156790513699,0.08901380519253105,-1.733174141263505e-05,-1.221940252572884e-06,-1.6109801160062165e-05,2.0306942829645402e-06
electricity,standard,POINT8,position,OLD,81553,285,0.09159157926375742,0.09159812279090254,0.09167842331163754,0.09168824034865823,-9.666108490080649e-05,-8.180282082902168e-06,-8.848080281790432e-05,3.2735098755704017e-06
electricity,standard,POINT8,position,RECENT128,81551,739,0.2012406727769197,0.20121834979410952,0.20119881133551162,0.20118569355578445,5.497922113525955e-05,1.772038126868214e-05,3.725883986657741e-05,9.205203083006985e-06
electricity,standard,POINT8,position,RECENT128,81552,739,0.19872456214749443,0.19871826098599907,0.19887086006906707,0.19884515814033024,-0.00012059599283581468,1.6001545116092752e-05,-0.00013659753795190743,-1.9400767241467554e-05
electricity,standard,POINT8,position,RECENT128,81553,739,0.20169110843151536,0.20167020426523588,0.20175695710813168,0.20173598772864118,-4.4879297125821616e-05,2.0936772884991295e-05,-6.581607001081291e-05,-6.521321102570532e-08
electricity,standard,POINT16,ALL,ALL,81551,1024,0.17104560266798147,0.17101857986926536,0.17101659874120523,0.17099913452456975,4.64681434117209e-05,2.2243507675795415e-05,2.422463573592548e-05,9.558582080626543e-06
electricity,standard,POINT16,ALL,ALL,81552,1024,0.16887446805773831,0.1688932512108768,0.16893336544615853,0.16894445841139924,-6.999035366092587e-05,-1.493805918960367e-05,-5.5052294471322205e-05,-7.690187897785306e-06
electricity,standard,POINT16,ALL,ALL,81553,1024,0.17213133279679743,0.17210836751123557,0.17219860833858405,0.1721758970011823,-4.456420438486708e-05,2.2838311481809814e-05,-6.740251586667689e-05,2.539481601115945e-07
electricity,standard,POINT16,gate,DIFFERENT,81551,1024,0.17104560266798147,0.17101857986926536,0.17101659874120523,0.17099913452456975,4.64681434117209e-05,2.2243507675795415e-05,2.422463573592548e-05,9.558582080626543e-06
electricity,standard,POINT16,gate,DIFFERENT,81552,1024,0.16887446805773831,0.1688932512108768,0.16893336544615853,0.16894445841139924,-6.999035366092587e-05,-1.493805918960367e-05,-5.5052294471322205e-05,-7.690187897785306e-06
electricity,standard,POINT16,gate,DIFFERENT,81553,1024,0.17213133279679743,0.17210836751123557,0.17219860833858405,0.1721758970011823,-4.456420438486708e-05,2.2838311481809814e-05,-6.740251586667689e-05,2.539481601115945e-07
electricity,standard,POINT16,magnitude,GT6_LE12,81551,1,0.2610551242502749,0.26006289986755127,0.26170082687379687,0.2607100490931765,0.00034507515709836234,0.0009915010816719805,-0.0006464259245736181,1.4466021032721876e-06
electricity,standard,POINT16,magnitude,GT6_LE12,81552,1,0.26024851910256336,0.25911222997129546,0.26254631534037154,0.26115953864442215,-0.000911019541858793,0.0012615329136086428,-0.002172552455467436,-0.0002504875646814897
electricity,standard,POINT16,magnitude,GT6_LE12,81553,1,0.24990608109877,0.24944885390836669,0.24925655675434227,0.24879649355097816,0.0011095875477918349,0.0004586451968837113,0.0006509423509081236,-2.8360129608051565e-06
electricity,standard,POINT16,magnitude,GT12,81551,1023,0.17095761682088245,0.17093153752322598,0.17092795335691136,0.17091144057093474,4.61762499477103e-05,2.1296041816540323e-05,2.488020813116998e-05,9.566511679853784e-06
electricity,standard,POINT16,magnitude,GT12,81552,1023,0.16878514835974728,0.16880506061580308,0.16884185718624237,0.16885431659298963,-6.916823324235044e-05,-1.6185831401532846e-05,-5.2982401840817595e-05,-7.452849308531295e-06
electricity,standard,POINT16,magnitude,GT12,81553,1023,0.17205530664987467,0.17203276586275354,0.17212328287581205,0.17210099905734086,-4.569240746618575e-05,2.2412302796162575e-05,-6.810471026234832e-05,2.569686499420687e-07
electricity,standard,POINT16,run,LEN1_7,81551,861,0.13994476430508485,0.13992685044587128,0.13994352349449238,0.13992911979551814,1.564450956670349e-05,1.615877909390273e-05,-5.142695271992404e-07,3.510160239333926e-06
electricity,standard,POINT16,run,LEN1_7,81552,861,0.13835952866380452,0.13831418880505608,0.13841465787953935,0.13836060890607074,-1.0802422662214983e-06,4.969441610852554e-05,-5.077465837474704e-05,-8.709114720173439e-06
electricity,standard,POINT16,run,LEN1_7,81553,861,0.14172006458474146,0.141694545378254,0.14180050588339535,0.14177291696559854,-5.285238085708799e-05,2.6554062142136736e-05,-7.940644299922472e-05,-2.069711309338196e-06
electricity,standard,POINT16,run,LEN8_31,81551,139,0.26255588511813827,0.2625678692994082,0.26242140606763315,0.2624493442485054,0.00010654086963285403,-1.9961181071087575e-05,0.0001265020507039416,1.5953999602358326e-05
