panel,kind,condition,family,stratum,seed,contexts,A,B,C,D,total,gate,weights,interaction
electricity,standard,REFERENCE,ALL,ALL,81551,1024,0.16754423259056994,0.16753354259912037,0.16752964592519642,0.1675246167036819,1.961588688803584e-05,7.85960648204409e-06,1.1756280405991748e-05,5.6607699350508245e-06
electricity,standard,REFERENCE,ALL,ALL,81552,1024,0.1661617099968634,0.16616962462399154,0.1662557698994372,0.16625464002449925,-9.29300276358569e-05,-3.3923760951043436e-06,-8.953765154075255e-05,-9.044502066096749e-06
electricity,standard,REFERENCE,ALL,ALL,81553,1024,0.16878072192141477,0.16877511054489988,0.16886515027554674,0.16885827956982336,-7.75576484085827e-05,6.241041119139923e-06,-8.379868952772263e-05,-1.2593292084972507e-06
electricity,standard,REFERENCE,gate,EQUAL,81551,406,0.06592618342877442,0.06592618342877442,0.06596962530536868,0.06596962530536868,-4.3441876594260687e-05,0.0,-4.3441876594260687e-05,0.0
electricity,standard,REFERENCE,gate,EQUAL,81552,406,0.06555821342977058,0.06555821342977058,0.06559067972304512,0.06559067972304512,-3.246629327453843e-05,0.0,-3.246629327453843e-05,0.0
electricity,standard,REFERENCE,gate,EQUAL,81553,406,0.06681412566944452,0.06681412566944452,0.06691935135494957,0.06691935135494957,-0.00010522568550505595,0.0,-0.00010522568550505595,0.0
electricity,standard,REFERENCE,gate,DIFFERENT,81551,618,0.23430301569686285,0.23428530283077148,0.23425030672074673,0.23424197351228238,6.104218458047317e-05,1.3023037277862248e-05,4.801914730261092e-05,9.379657627012206e-06
electricity,standard,REFERENCE,gate,DIFFERENT,81552,618,0.23225397473187886,0.23226708893605272,0.2323884990444454,0.23238662688920875,-0.00013265215732988223,-5.621024468605018e-06,-0.0001270311328612772,-1.4986359410495975e-05
electricity,standard,REFERENCE,gate,DIFFERENT,81553,618,0.235768485802159,0.23575918798735135,0.23583925118454757,0.23582786671422273,-5.9380912063727864e-05,1.0341142566247519e-05,-6.972205462997538e-05,-2.086655517180569e-06
electricity,standard,REFERENCE,magnitude,LE3,81551,404,0.0652964643045056,0.0652964643045056,0.06533728883860956,0.06533728883860956,-4.082453410396425e-05,0.0,-4.082453410396425e-05,0.0
electricity,standard,REFERENCE,magnitude,LE3,81552,404,0.0650440581626176,0.0650440581626176,0.06507257193475258,0.06507257193475258,-2.8513772134974857e-05,0.0,-2.8513772134974857e-05,0.0
electricity,standard,REFERENCE,magnitude,LE3,81553,404,0.06612487482959226,0.06612487482959226,0.06622702221909146,0.06622702221909146,-0.00010214738949920754,0.0,-0.00010214738949920754,0.0
electricity,standard,REFERENCE,magnitude,GT3_LE6,81551,270,0.21646613546500829,0.21642596761927568,0.2163852896423922,0.21635431291129517,0.00011182255371311456,3.557228841481741e-05,7.625026529829715e-05,9.191114635570541e-06
electricity,standard,REFERENCE,magnitude,GT3_LE6,81552,270,0.21415332253806443,0.21402868511442968,0.21430087468633113,0.21416207034177284,-8.747803708408775e-06,0.00013172088409652005,-0.00014046868780492883,-1.416692092354177e-05
electricity,standard,REFERENCE,magnitude,GT3_LE6,81553,270,0.21829957185642077,0.21825709874286217,0.21838456599654144,0.21833905236077034,-3.948050434957051e-05,4.3993374664846874e-05,-8.347387901441738e-05,-3.04052221250517e-06
electricity,standard,REFERENCE,magnitude,GT6_LE12,81551,202,0.28185936139383083,0.2818502613207634,0.28182475746469715,0.2818248122111032,3.4549182727605654e-05,4.52266333067497e-06,3.0026519396930684e-05,9.154819473500275e-06
electricity,standard,REFERENCE,magnitude,GT6_LE12,81552,202,0.2787970526702857,0.2789894401019214,0.27898174624165223,0.2791357325233676,-0.0003386798530818913,-0.0001731868566755279,-0.0001654929964063634,-3.840114992031962e-05
electricity,standard,REFERENCE,magnitude,GT6_LE12,81553,202,0.2822559688157076,0.28225449715848133,0.2823714283059124,0.28236494541278173,-0.00010897659707415075,3.9772751784517e-06,-0.00011295387225260245,-5.01123590440633e-06
electricity,standard,REFERENCE,magnitude,GT12,81551,148,0.201378885247414,0.20139062161135315,0.20136124003573047,0.20138288014242892,-3.9948950149026885e-06,-1.6688235318793043e-05,1.2693340303890355e-05,9.903742759304057e-06
electricity,standard,REFERENCE,magnitude,GT12,81552,148,0.20090128252983344,0.20092083943098435,0.20095297573824605,0.20098821190167787,-8.692937184442973e-05,-2.739653229136274e-05,-5.9532839553066985e-05,1.5679262280909878e-05
electricity,standard,REFERENCE,magnitude,GT12,81553,148,0.20378661969166859,0.20382728837997474,0.20377929438369216,0.20382363643375828,-3.7016742089696075e-05,-4.250536918613823e-05,5.488627096442156e-06,3.6733617599649104e-06
electricity,standard,REFERENCE,run,NONE,81551,404,0.0652964643045056,0.0652964643045056,0.06533728883860956,0.06533728883860956,-4.082453410396425e-05,0.0,-4.082453410396425e-05,0.0
electricity,standard,REFERENCE,run,NONE,81552,404,0.0650440581626176,0.0650440581626176,0.06507257193475258,0.06507257193475258,-2.8513772134974857e-05,0.0,-2.8513772134974857e-05,0.0
electricity,standard,REFERENCE,run,NONE,81553,404,0.06612487482959226,0.06612487482959226,0.06622702221909146,0.06622702221909146,-0.00010214738949920754,0.0,-0.00010214738949920754,0.0
electricity,standard,REFERENCE,run,LEN1_7,81551,454,0.19811950307846182,0.19809042962978907,0.19809356108941226,0.1980659917127594,5.351136570241888e-05,2.8321412662804524e-05,2.5189953039614355e-05,1.5040720199033242e-06
electricity,standard,REFERENCE,run,LEN1_7,81552,454,0.19609310848315437,0.19600537739792667,0.1962170232220331,0.19611369793659772,-2.0589453443353722e-05,9.552818533153928e-05,-0.000116117638774893,-1.5594200207691422e-05
electricity,standard,REFERENCE,run,LEN1_7,81553,454,0.20059596578560077,0.20055590033933246,0.20068203001183765,0.20063564138167964,-3.9675596078869724e-05,4.322703821316165e-05,-8.290263429203137e-05,-6.323183889711537e-06
electricity,standard,REFERENCE,run,LEN8_31,81551,140,0.2620572174319684,0.2621106079527271,0.261911332721262,0.2619844155581095,7.280187385894088e-05,-6.323667880309136e-05,0.00013603855266203224,1.9692316088781858e-05
electricity,standard,REFERENCE,run,LEN8_31,81552,140,0.25916343596786545,0.25939785852958674,0.25920087754906973,0.2594400824818096,-0.0002766465139441565,-0.00023681374723058535,-3.9832766713571166e-05,4.782371018585696e-06
electricity,standard,REFERENCE,run,LEN8_31,81553,140,0.2630059366275598,0.2630804884456315,0.26304008525402317,0.2631179287755131,-0.00011199214795332146,-7.619766978081421e-05,-3.579447817250725e-05,3.2917034182289306e-06
electricity,standard,REFERENCE,run,LEN32_PLUS,81551,26,0.7135099136779262,0.7133090721989568,0.7135395931166547,0.713429399924768,8.051375315820675e-05,0.00015551733542806812,-7.500358226986137e-05,9.064828708260642e-05
electricity,standard,REFERENCE,run,LEN32_PLUS,81552,26,0.7139476635475857,0.7145290224795727,0.714843765988877,0.7153154581837902,-0.0013677946362045112,-0.0005265255634501198,-0.0008412690727543914,-0.00010966673707391017
electricity,standard,REFERENCE,run,LEN32_PLUS,81553,26,0.7009850085327843,0.7010621780914181,0.7010362824888238,0.701156541812759,-0.00017153327997465606,-9.871444128450868e-05,-7.281883869014738e-05,4.3089765301429495e-05
electricity,standard,REFERENCE,position,NONE,81551,404,0.0652964643045056,0.0652964643045056,0.06533728883860956,0.06533728883860956,-4.082453410396425e-05,0.0,-4.082453410396425e-05,0.0
electricity,standard,REFERENCE,position,NONE,81552,404,0.0650440581626176,0.0650440581626176,0.06507257193475258,0.06507257193475258,-2.8513772134974857e-05,0.0,-2.8513772134974857e-05,0.0
electricity,standard,REFERENCE,position,NONE,81553,404,0.06612487482959226,0.06612487482959226,0.06622702221909146,0.06622702221909146,-0.00010214738949920754,0.0,-0.00010214738949920754,0.0
electricity,standard,REFERENCE,position,OLD,81551,94,0.1729720404930528,0.17292768903498879,0.1729528294080935,0.17291255169686448,5.948879618830616e-05,4.231458464651339e-05,1.7174211541792772e-05,4.0737468349760775e-06
electricity,standard,REFERENCE,position,OLD,81552,94,0.17037068805007716,0.17037322857742268,0.17051811733107128,0.17052931193361145,-0.0001586238835342979,-6.867564942850124e-06,-0.00015175631859144778,8.654075194652888e-06
electricity,standard,REFERENCE,position,OLD,81553,94,0.1778920560805397,0.17789483273293158,0.17797523778928642,0.17798771817411146,-9.566209357175781e-05,-7.628518608457369e-06,-8.803357496330044e-05,9.703732433169465e-06
electricity,standard,REFERENCE,position,RECENT128,81551,526,0.245106750546343,0.245093865538384,0.24505043112593547,0.24504783831609656,5.891223024645509e-05,7.738908898963226e-06,5.117332134749186e-05,1.0292198120098739e-05
electricity,standard,REFERENCE,position,RECENT128,81552,526,0.24307404346460684,0.24308899739732331,0.24320890928947328,0.24320470912868408,-0.00013066566407723967,-5.376885963637168e-06,-0.0001252887781136025,-1.915409350566888e-05
electricity,standard,REFERENCE,position,RECENT128,81553,526,0.24599839647300892,0.24598697621659074,0.2460694383145513,0.24605383230916278,-5.543583615386094e-05,1.3513130903350379e-05,-6.894896705721132e-05,-4.185748970347847e-06
electricity,standard,POINT4,ALL,ALL,81551,1024,0.16838752774103127,0.16837816815105233,0.16836469015505567,0.16836168083364889,2.5846907382387485e-05,6.184455692864743e-06,1.9662451689522742e-05,6.350268572152817e-06
electricity,standard,POINT4,ALL,ALL,81552,1024,0.16687565114038327,0.16686710104620447,0.16697142340000773,0.16695427999960422,-7.862885922094165e-05,1.2846747291156424e-05,-9.147560651209807e-05,-8.593306224713437e-06
electricity,standard,POINT4,ALL,ALL,81553,1024,0.1697787121298586,0.16977012586808526,0.1698535750797283,0.16984381751106736,-6.510538120876874e-05,9.17191521712657e-06,-7.427729642589531e-05,-1.1713068875929267e-06
electricity,standard,POINT4,gate,EQUAL,81551,5,0.2620457980234437,0.2620457980234437,0.26219953382350253,0.26219953382350253,-0.0001537358000588407,0.0,-0.0001537358000588407,0.0
electricity,standard,POINT4,gate,EQUAL,81552,5,0.26708095826136785,0.26708095826136785,0.26695486845495175,0.26695486845495175,0.00012608980641609646,0.0,0.00012608980641609646,0.0
electricity,standard,POINT4,gate,EQUAL,81553,5,0.26860592703516867,0.26860592703516867,0.26868174515098164,0.26868174515098164,-7.58181158129756e-05,0.0,-7.58181158129756e-05,0.0
