panel,B0,C3,MAG_ONLY,PLAIN,TOKEN_GATE,TOKEN_GATE_ENTROPY
electricity,0.21003227646690215,0.2017092175332803,0.20142407913574506,0.20440405615988771,0.204270887068359,0.2025333940503506
electricity_transfer,0.3997619046364089,0.36453841123614494,0.36303963762690133,0.37735473554321913,0.3754003768952915,0.373421166799472
ettm1,0.5453682716834297,0.5475987078208147,0.5453682716834297,0.5402385827620029,0.5406895814401942,0.545137269382439
neso_2026_jul_aug,0.29142187255471574,0.2783634353596358,0.2779398910584042,0.28344282889968764,0.28399528538556296,0.28280267220768684
