key,arm,seed,selected,variant,lead,scaled_pinball
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,1,0.09706256629115574
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,2,0.11000562641126178
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,3,0.13087523838343418
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,4,0.13754414533007536
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,5,0.1550913102170591
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,6,0.14230585238957827
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,7,0.1486322393886735
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,8,0.14274908853110124
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,9,0.1652345428843371
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,10,0.18520223739964686
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,11,0.1817147329341975
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,12,0.2212530709491087
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,13,0.2373651962273261
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,14,0.24369818191467882
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,15,0.24480040347293736
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,16,0.23654583824381772
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,17,0.24097707082952874
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,18,0.236157403525897
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,19,0.21587112756516158
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,20,0.2042039429598828
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,21,0.20981930121927805
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,22,0.208678637266893
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,23,0.20797931331267472
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,24,0.21041929610320345
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,25,0.19070627894210895
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,26,0.1895103746619659
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,27,0.20462305594664743
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,28,0.20941828585068628
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,29,0.21690438356909156
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,30,0.20189870777666866
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,31,0.20672731573067538
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,32,0.2012964877531215
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,33,0.2172738392016286
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,34,0.24095207240332883
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,35,0.22394483739785315
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,36,0.26734115088609517
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,37,0.2825480009784902
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,38,0.28554678654628596
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,39,0.28995236561519394
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,40,0.2815155634064496
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,41,0.28193760969497683
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,42,0.2691849571524033
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,43,0.2589300335772867
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,44,0.24358050933236533
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,45,0.24714840204903002
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,46,0.2374116878921779
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,47,0.2364310851364079
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,48,0.23062896386909654
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,49,0.2216112825992664
