series,COMPONENT,MIXTURE,relative_gain_percent
HUFL,0.3889189394812822,0.37613351840696685,3.2874256757379348
HULL,0.383387811087309,0.37450834822525925,2.3160524683523773
LUFL,0.19999858023770983,0.17931695379139448,10.340886631162105
LULL,0.058680386280988824,0.055464147711865114,5.480943076487042
MUFL,0.21900963009604824,0.2151766507072523,1.75014193992974
MULL,0.47240321568121396,0.4505751762878326,4.620637343017432
OT,0.32771930767432955,0.3482171707549086,-6.254701081252362
