arm,seed,policy,condition,channel,origin,normalized_MSE,raw_MAE
C0,73101,selected,delta2,0,55744,0.04455987574047793,0.9106969038645429
C0,73101,selected,delta2,0,55746,0.03324789324864818,0.9661773443222046
C0,73101,selected,delta2,0,55747,0.027811782010550696,0.8772470355033875
C0,73101,selected,delta2,0,55749,0.029446602526351923,0.8774666984876
C0,73101,selected,delta2,0,55750,0.027965807865083642,0.859491308530172
C0,73101,selected,delta2,0,55752,0.033437278063076135,0.9637873172760013
C0,73101,selected,delta2,0,55753,0.03135268235178028,0.9318964481353763
C0,73101,selected,delta2,0,55755,0.04128595248895046,1.108094970385234
C0,73101,selected,delta2,0,55756,0.03780830746981578,1.0482139190038047
C0,73101,selected,delta2,0,55758,0.031127470745536998,0.927913049856822
C0,73101,selected,delta2,0,55759,0.03551711353685517,0.9711899558703108
C0,73101,selected,delta2,0,55761,0.048434772579927586,1.132225573062897
C0,73101,selected,delta2,0,55762,0.0735997458297985,1.3389100233713789
C0,73101,selected,delta2,0,55764,0.17430912524544062,1.8223081330458326
C0,73101,selected,delta2,0,55765,0.2680902673591914,2.0371719847122827
C0,73101,selected,delta2,0,55767,0.6221908202077374,2.9087497778236866
C0,73101,selected,delta2,0,55768,0.8061655108594389,3.3125423677265644
C0,73101,selected,delta2,0,55770,1.175162518478806,4.004592814793189
C0,73101,selected,delta2,0,55771,1.3569921847300812,4.3447284288704395
C0,73101,selected,delta2,0,55773,1.7075495829768375,4.937405465791623
C0,73101,selected,delta2,0,55775,2.4853541834744592,6.013648906101783
C0,73101,selected,delta2,0,55776,2.1134072331847342,5.783218847587705
C0,73101,selected,delta2,0,55777,3.356663531990968,7.230488545571764
C0,73101,selected,delta2,0,55779,3.322154858462873,7.447530718520284
C0,73101,selected,delta2,0,55780,4.074787313451979,8.558247240260243
C0,73101,selected,delta2,0,55782,4.3582278883706485,9.092812321459254
C0,73101,selected,delta2,0,55783,4.397169785096558,9.297045952950915
C0,73101,selected,delta2,0,55785,4.582678830296665,9.637872350091735
C0,73101,selected,delta2,0,55786,4.715713705199813,9.94930219836533
C0,73101,selected,delta2,0,55788,5.137243380061517,10.673779027536511
C0,73101,selected,delta2,0,55789,4.756036701589177,10.388366914664706
C0,73101,selected,delta2,0,55791,5.442863052100225,11.233646628136436
C0,73101,selected,delta2,0,55792,5.8591109879212455,11.90184217877686
C0,73101,selected,delta2,0,55794,5.65462514388106,11.964688134069243
C0,73101,selected,delta2,0,55795,5.8996689604306916,12.298464806750417
C0,73101,selected,delta2,0,55797,5.713359694781616,11.993677965675792
C0,73101,selected,delta2,0,55798,5.4465984026861465,11.578982821976146
C0,73101,selected,delta2,0,55800,5.830921165783348,12.313673090810576
C0,73101,selected,delta2,0,55801,5.452694585719411,11.652529628947377
C0,73101,selected,delta2,0,55803,4.970482325720492,11.143712154900035
C0,73101,selected,delta2,0,55804,5.91323643427202,12.324680320297679
C0,73101,selected,delta2,0,55806,5.330520108609686,11.569572361186147
C0,73101,selected,delta2,0,55807,5.771060197627546,12.143229595695933
C0,73101,selected,delta2,0,55809,5.602987886563305,11.817521921669444
C0,73101,selected,delta2,0,55810,4.698796522904807,10.6952571986864
C0,73101,selected,delta2,0,55812,0.7340063168811355,3.455478630339106
C0,73101,selected,delta2,0,55813,0.42678588972022763,2.744204323117932
C0,73101,selected,delta2,0,55815,0.4266642116920454,2.596593366935849
C0,73101,selected,delta2,0,55816,0.26991098561722165,2.130239096159736
C0,73101,selected,delta2,0,55818,0.272597283080441,2.1280166674405336
C0,73101,selected,delta2,0,55819,0.36313056451683146,2.2511085240791244
C0,73101,selected,delta2,0,55821,0.2008473587249584,1.676375564808647
C0,73101,selected,delta2,0,55822,0.21337979337315005,1.6870214113344748
C0,73101,selected,delta2,0,55824,0.17014073946684835,1.4450943718353908
C0,73101,selected,delta2,0,55825,0.21074422558352857,1.7373109211524325
C0,73101,selected,delta2,0,55827,0.06564563904176135,1.0313058694203694
C0,73101,selected,delta2,0,55828,0.13107113832764558,1.281947245200475
C0,73101,selected,delta2,0,55830,0.08502038620422332,1.1044943928718565
C0,73101,selected,delta2,0,55831,0.13022076262455837,1.5536970645189285
C0,73101,selected,delta2,0,55833,0.0534344107122603,1.0431664586067197
C0,73101,selected,delta2,0,55834,0.03515620448209914,0.8626638452212015
C0,73101,selected,delta2,0,55836,0.029017190203379256,0.7460295706987384
C0,73101,selected,delta2,0,55837,0.016974768454953614,0.6481654594341913
C0,73101,selected,delta2,0,55839,0.014408505809266536,0.6297554820775987
C0,73101,selected,delta2,1,55744,0.055864373946108666,0.4255978713432948
C0,73101,selected,delta2,1,55746,0.04452221315409808,0.36235946913560224
C0,73101,selected,delta2,1,55747,0.046195048276605775,0.3722883810599644
C0,73101,selected,delta2,1,55749,0.05453531211026105,0.39058902859687805
C0,73101,selected,delta2,1,55750,0.05853082832166204,0.41476812462011975
C0,73101,selected,delta2,1,55752,0.051633289277000845,0.40488731861114496
C0,73101,selected,delta2,1,55753,0.0532691145138453,0.40053913990656537
C0,73101,selected,delta2,1,55755,0.05264714376425115,0.39545513192812587
C0,73101,selected,delta2,1,55756,0.056872170678437715,0.41756266355514526
C0,73101,selected,delta2,1,55758,0.050934286401244026,0.37303611139456433
C0,73101,selected,delta2,1,55759,0.05339620342071252,0.39075035850207
C0,73101,selected,delta2,1,55761,0.05437240874320387,0.3955476731061934
C0,73101,selected,delta2,1,55762,0.07605222096683562,0.4917777677377064
