arm,buffers_unchanged,frozen_unchanged,id,initial_lora_hash,lr,optimizer_seconds,peak_allocated_bytes,peak_reserved_bytes,seconds,seed,started_at,status,trainable_parameters,updates
C0,True,True,C0_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,50.27668638966861,780150784,817889280,66.62308949101134,73100,1789566070.7603033,COMPLETE,1179648,512
C0,True,True,C0_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,50.51057875281549,780150784,819986432,64.27790149798966,73100,1789566138.3628833,COMPLETE,1179648,512
C1,True,True,C1_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,50.28143976078718,780150784,822083584,65.92225365902414,73100,1789566203.6322236,COMPLETE,1179648,512
C1,True,True,C1_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,50.509421607042896,780150784,819986432,64.31345566301025,73100,1789566270.533191,COMPLETE,1179648,512
C2,True,True,C2_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,50.58944003997021,780150784,822083584,66.4238169049786,73100,1789566335.8307998,COMPLETE,1179648,512
C2,True,True,C2_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,50.229533244099,780150784,819986432,63.779219363990705,73100,1789566403.2415445,COMPLETE,1179648,512
C3,True,True,C3_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,51.51208284572931,784361984,822083584,67.45613491800032,73100,1789566467.997501,COMPLETE,1179652,512
C3,True,True,C3_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,51.73269078345038,784361984,819986432,65.61946076402091,73100,1789566536.4350863,COMPLETE,1179652,512
C0,True,True,C0_73101_1e-04,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,0.0001,51.44853931313264,780150784,822083584,67.32884955199552,73101,1789566603.0388453,COMPLETE,1179648,512
C1,True,True,C1_73101_1e-04,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,0.0001,50.483348023262806,780150784,822083584,66.35068949501147,73101,1789566671.3448093,COMPLETE,1179648,512
C2,True,True,C2_73101_1e-04,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,0.0001,51.00140521014691,780150784,822083584,66.85565096201026,73101,1789566738.6741002,COMPLETE,1179648,512
C3,True,True,C3_73101_1e-04,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,0.0001,51.63086147213471,784361984,822083584,67.7240725059819,73101,1789566806.5122364,COMPLETE,1179652,512
C0,True,True,C0_73102_1e-04,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,0.0001,50.75207129927003,780150784,822083584,66.34709420398576,73102,1789566875.2522888,COMPLETE,1179648,512
C1,True,True,C1_73102_1e-04,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,0.0001,50.77462626880151,780150784,822083584,66.61944118200336,73102,1789566942.5763087,COMPLETE,1179648,512
C2,True,True,C2_73102_1e-04,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,0.0001,50.867296656098915,780150784,822083584,66.81911653501447,73102,1789567010.1620111,COMPLETE,1179648,512
C3,True,True,C3_73102_1e-04,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,0.0001,51.46931673906511,784361984,822083584,67.48713478300488,73102,1789567077.9990394,COMPLETE,1179652,512
