arm,seed,policy,condition,channel,normalized_RMSE,raw_RMSE,raw_MAE
C0,73101,selected,delta2,0,1.4325543976855857,8.821006568509988,5.089644837755865
C0,73101,selected,delta2,1,0.3649227997081502,0.7837356190053104,0.628474333595174
C0,73101,selected,delta2,2,1.5072812943989884,8.913596192479996,5.152530091737087
C0,73101,selected,delta2,3,0.3278257663332607,0.6451119745159056,0.514237985315655
C0,73101,selected,irregular,0,1.495385511317445,9.207891469319927,5.363341355579905
C0,73101,selected,irregular,1,0.3533554572745591,0.7588927254133305,0.6131328249660631
C0,73101,selected,irregular,2,1.5872323858405546,9.386402261862239,5.499597850139253
C0,73101,selected,irregular,3,0.34431401693994557,0.6775583804960215,0.5377231392485555
C0,73101,selected,delta1,0,1.0508460210718527,6.470623153538254,3.85850438537697
C0,73101,selected,delta1,1,0.30037952952459496,0.6451176432296359,0.5206965102503697
C0,73101,selected,delta1,2,0.9767485614065234,5.776189414886263,3.38769210918205
C0,73101,selected,delta1,3,0.28715195378314473,0.5650720074968979,0.44490820296535577
C0,73101,selected,delta4,0,1.5430425545169628,9.50134147148241,5.666882361479414
C0,73101,selected,delta4,1,0.44457209261792663,0.9547964240081849,0.7625171225517988
C0,73101,selected,delta4,2,1.6335424672576957,9.660265784833816,5.849947003817458
C0,73101,selected,delta4,3,0.40325424350172684,0.7935439125698857,0.6288915642168528
C0,73101,fixed512,delta2,0,1.4325543976855857,8.821006568509988,5.089644837755865
C0,73101,fixed512,delta2,1,0.3649227997081502,0.7837356190053104,0.628474333595174
C0,73101,fixed512,delta2,2,1.5072812943989884,8.913596192479996,5.152530091737087
C0,73101,fixed512,delta2,3,0.3278257663332607,0.6451119745159056,0.514237985315655
C0,73101,fixed512,irregular,0,1.495385511317445,9.207891469319927,5.363341355579905
C0,73101,fixed512,irregular,1,0.3533554572745591,0.7588927254133305,0.6131328249660631
C0,73101,fixed512,irregular,2,1.5872323858405546,9.386402261862239,5.499597850139253
C0,73101,fixed512,irregular,3,0.34431401693994557,0.6775583804960215,0.5377231392485555
C0,73101,fixed512,delta1,0,1.0508460210718527,6.470623153538254,3.85850438537697
C0,73101,fixed512,delta1,1,0.30037952952459496,0.6451176432296359,0.5206965102503697
C0,73101,fixed512,delta1,2,0.9767485614065234,5.776189414886263,3.38769210918205
C0,73101,fixed512,delta1,3,0.28715195378314473,0.5650720074968979,0.44490820296535577
C0,73101,fixed512,delta4,0,1.5430425545169628,9.50134147148241,5.666882361479414
C0,73101,fixed512,delta4,1,0.44457209261792663,0.9547964240081849,0.7625171225517988
C0,73101,fixed512,delta4,2,1.6335424672576957,9.660265784833816,5.849947003817458
C0,73101,fixed512,delta4,3,0.40325424350172684,0.7935439125698857,0.6288915642168528
C1,73101,selected,delta2,0,1.0209989265515924,6.286838567598965,3.6263608117587864
C1,73101,selected,delta2,1,0.292658413409583,0.628535194222201,0.50225761528903
C1,73101,selected,delta2,2,1.0467287066916773,6.190030387291926,3.6062912177925077
C1,73101,selected,delta2,3,0.28798720933942645,0.5667156652458453,0.4490613424277399
C1,73101,selected,irregular,0,1.0937482275975592,6.734795073416643,3.9173324837659798
C1,73101,selected,irregular,1,0.30368205219292577,0.6522103890098758,0.5232771744485945
C1,73101,selected,irregular,2,1.108599886222424,6.555917439920289,3.7977550593204796
C1,73101,selected,irregular,3,0.3020786008250855,0.5944454117104623,0.4704439614142757
C1,73101,selected,delta1,0,1.0311193465640531,6.349155427293942,3.7135888031916693
C1,73101,selected,delta1,1,0.31633965590160196,0.6793948096206928,0.5419859632772083
C1,73101,selected,delta1,2,1.0614806519535729,6.277268836814738,3.706862741635026
C1,73101,selected,delta1,3,0.30417473962577013,0.5985702987066676,0.47386871781782247
C1,73101,selected,delta4,0,1.1939108849924358,7.351550332572629,4.310801840387285
C1,73101,selected,delta4,1,0.334197717803824,0.7177481249256464,0.5720148710922027
C1,73101,selected,delta4,2,1.2358465724452707,7.30841505402617,4.2819048944899505
C1,73101,selected,delta4,3,0.3265435517521751,0.6425887683951386,0.5063421088173831
C1,73101,fixed512,delta2,0,1.0209989265515924,6.286838567598965,3.6263608117587864
C1,73101,fixed512,delta2,1,0.292658413409583,0.628535194222201,0.50225761528903
C1,73101,fixed512,delta2,2,1.0467287066916773,6.190030387291926,3.6062912177925077
C1,73101,fixed512,delta2,3,0.28798720933942645,0.5667156652458453,0.4490613424277399
C1,73101,fixed512,irregular,0,1.0937482275975592,6.734795073416643,3.9173324837659798
C1,73101,fixed512,irregular,1,0.30368205219292577,0.6522103890098758,0.5232771744485945
C1,73101,fixed512,irregular,2,1.108599886222424,6.555917439920289,3.7977550593204796
C1,73101,fixed512,irregular,3,0.3020786008250855,0.5944454117104623,0.4704439614142757
C1,73101,fixed512,delta1,0,1.0311193465640531,6.349155427293942,3.7135888031916693
C1,73101,fixed512,delta1,1,0.31633965590160196,0.6793948096206928,0.5419859632772083
C1,73101,fixed512,delta1,2,1.0614806519535729,6.277268836814738,3.706862741635026
C1,73101,fixed512,delta1,3,0.30417473962577013,0.5985702987066676,0.47386871781782247
C1,73101,fixed512,delta4,0,1.1939108849924358,7.351550332572629,4.310801840387285
C1,73101,fixed512,delta4,1,0.334197717803824,0.7177481249256464,0.5720148710922027
C1,73101,fixed512,delta4,2,1.2358465724452707,7.30841505402617,4.2819048944899505
C1,73101,fixed512,delta4,3,0.3265435517521751,0.6425887683951386,0.5063421088173831
C2,73101,selected,delta2,0,0.9938806608734303,6.1198568459553515,3.6353031472923854
C2,73101,selected,delta2,1,0.2841671501997129,0.6102987194575471,0.4927919862481455
C2,73101,selected,delta2,2,0.9863324695481855,5.832865688544034,3.483764069135456
C2,73101,selected,delta2,3,0.27880668719560164,0.5486497736183117,0.43946901215046336
C2,73101,selected,irregular,0,1.0516285537059693,6.475441627110195,3.7857474512420595
C2,73101,selected,irregular,1,0.2825408385220466,0.6068059303240352,0.49159637120707583
C2,73101,selected,irregular,2,0.9939384137644276,5.877844894255695,3.4480816521002757
C2,73101,selected,irregular,3,0.28398034585808346,0.5588307584522861,0.44431863984209485
C2,73101,selected,delta1,0,1.0168166496672815,6.261086043347573,3.6891116337889494
C2,73101,selected,delta1,1,0.2919712825390838,0.6270594603449013,0.5047977197682485
C2,73101,selected,delta1,2,0.9804871780655731,5.798298439486435,3.4404908866611854
C2,73101,selected,delta1,3,0.2833134443998816,0.5575183963359088,0.4404618930905902
C2,73101,selected,delta4,0,1.1628373521283633,7.16021390727274,4.1097607057890855
C2,73101,selected,delta4,1,0.2891527785756952,0.621006229496673,0.49487675361645717
C2,73101,selected,delta4,2,1.127675356384704,6.6687238807884235,3.8303204740950605
C2,73101,selected,delta4,3,0.2958271544943993,0.5821435022813254,0.4607013590963713
C2,73101,fixed512,delta2,0,0.9938806608734303,6.1198568459553515,3.6353031472923854
C2,73101,fixed512,delta2,1,0.2841671501997129,0.6102987194575471,0.4927919862481455
C2,73101,fixed512,delta2,2,0.9863324695481855,5.832865688544034,3.483764069135456
C2,73101,fixed512,delta2,3,0.27880668719560164,0.5486497736183117,0.43946901215046336
C2,73101,fixed512,irregular,0,1.0516285537059693,6.475441627110195,3.7857474512420595
C2,73101,fixed512,irregular,1,0.2825408385220466,0.6068059303240352,0.49159637120707583
C2,73101,fixed512,irregular,2,0.9939384137644276,5.877844894255695,3.4480816521002757
C2,73101,fixed512,irregular,3,0.28398034585808346,0.5588307584522861,0.44431863984209485
C2,73101,fixed512,delta1,0,1.0168166496672815,6.261086043347573,3.6891116337889494
C2,73101,fixed512,delta1,1,0.2919712825390838,0.6270594603449013,0.5047977197682485
C2,73101,fixed512,delta1,2,0.9804871780655731,5.798298439486435,3.4404908866611854
C2,73101,fixed512,delta1,3,0.2833134443998816,0.5575183963359088,0.4404618930905902
C2,73101,fixed512,delta4,0,1.1628373521283633,7.16021390727274,4.1097607057890855
C2,73101,fixed512,delta4,1,0.2891527785756952,0.621006229496673,0.49487675361645717
C2,73101,fixed512,delta4,2,1.127675356384704,6.6687238807884235,3.8303204740950605
C2,73101,fixed512,delta4,3,0.2958271544943993,0.5821435022813254,0.4607013590963713
C3,73101,selected,delta2,0,1.0130227207537235,6.237724786057084,3.7175195585004985
C3,73101,selected,delta2,1,0.2849021775477895,0.6118773194082527,0.49297684132276726
C3,73101,selected,delta2,2,1.005144742879047,5.94411566461484,3.5455206793315788
C3,73101,selected,delta2,3,0.27905191918373123,0.5491323534162521,0.4396967097709421
C3,73101,selected,irregular,0,1.0597910979679166,6.525702794620983,3.822554825184246
C3,73101,selected,irregular,1,0.2817905957889518,0.6051946526694284,0.4891919025297587
C3,73101,selected,irregular,2,1.0033426100809255,5.9334584076666035,3.4750577159963236
C3,73101,selected,irregular,3,0.2834760091181455,0.5578382993366975,0.44338800132391043
C3,73101,selected,delta1,0,1.0171735194451097,6.263283482173919,3.709318993089255
C3,73101,selected,delta1,1,0.29312524445225846,0.6295377956395275,0.5071280292856196
C3,73101,selected,delta1,2,0.9832033808945506,5.814361224372273,3.4637653386986735
