seed_81551_gain_pct,seed_81552_gain_pct,source,panel,new,baseline,new_nmae,baseline_nmae,gain_pct,ci_low_pct,ci_high_pct,paired_difference,origins,time_blocks,bootstrap_draws
-0.011819956249436991,-0.09686228876240044,electricity,REFERENCE,C2,C1,0.16661426404841106,0.1665240673577794,-0.05416435717839896,-0.25685403255492567,0.12090909826278,9.019669063165447e-05,128,32,2000
0.0,0.0,electricity,REFERENCE,C1,C0,0.1665240673577794,0.1665240673577794,0.0,0.0,0.0,0.0,128,32,2000
1.5439025243531357,0.7276873980603393,electricity,SHIFT4,C3,C0,0.18912985654106856,0.1913074833711303,1.1382862769864555,0.8211544691070647,1.4863046307599843,-0.0021776268300617565,128,32,2000
1.5439025243531357,0.7276873980603393,electricity,SHIFT4,C3,C1,0.18912985654106856,0.1913074833711303,1.1382862769864555,0.8211544691070647,1.4863046307599843,-0.0021776268300617565,128,32,2000
-0.11878647199161652,0.08008678616836518,electricity,SHIFT4,C3,C2,0.18912985654106856,0.1890930825942609,-0.0194475367914837,-0.29407151370694384,0.26427263075447077,3.677394680765011e-05,128,32,2000
1.6607162900539985,0.6481196701062952,electricity,SHIFT4,C2,C0,0.1890930825942609,0.1913074833711303,1.157508706846322,0.7714352526633165,1.5566336734209174,-0.002214400776869407,128,32,2000
1.6607162900539985,0.6481196701062952,electricity,SHIFT4,C2,C1,0.1890930825942609,0.1913074833711303,1.157508706846322,0.7714352526633165,1.5566336734209174,-0.002214400776869407,128,32,2000
0.0,0.0,electricity,SHIFT4,C1,C0,0.1913074833711303,0.1913074833711303,0.0,0.0,0.0,0.0,128,32,2000
3.4115530898322755,4.505099894864717,electricity,SHIFT8,C3,C0,0.20170921753328036,0.21003227646690215,3.9627523319890168,3.219358725245676,4.788023460714518,-0.008323058933621803,128,32,2000
3.4115530898322755,4.505099894864717,electricity,SHIFT8,C3,C1,0.20170921753328036,0.21003227646690215,3.9627523319890168,3.219358725245676,4.788023460714518,-0.008323058933621803,128,32,2000
0.21547089682657505,2.392077838931772,electricity,SHIFT8,C3,C2,0.20170921753328036,0.20440405615988777,1.3183880384934565,0.9575186492624593,1.7142233430879537,-0.002694838626607416,128,32,2000
3.2029836906892317,2.164805898076727,electricity,SHIFT8,C2,C0,0.20440405615988777,0.21003227646690215,2.6796930460834645,2.0744476873049944,3.340210452061297,-0.005628220307014387,128,32,2000
3.2029836906892317,2.164805898076727,electricity,SHIFT8,C2,C1,0.20440405615988777,0.21003227646690215,2.6796930460834645,2.0744476873049944,3.340210452061297,-0.005628220307014387,128,32,2000
0.0,0.0,electricity,SHIFT8,C1,C0,0.21003227646690215,0.21003227646690215,0.0,0.0,0.0,0.0,128,32,2000
2.5146720350039398,2.717874569925005,electricity,SHIFT,C3,C0,0.19541953703717446,0.20066987991901625,2.6164080448748184,2.100191206356437,3.1934308314333983,-0.0052503428818417835,128,32,2000
2.5146720350039398,2.717874569925005,electricity,SHIFT,C3,C1,0.19541953703717446,0.20066987991901625,2.6164080448748184,2.100191206356437,3.1934308314333983,-0.0052503428818417835,128,32,2000
0.05363494579425643,1.2893249392041395,electricity,SHIFT,C3,C2,0.19541953703717446,0.19674856937707436,0.6754978417925717,0.4405772103231734,0.9292296454597847,-0.0013290323398998881,128,32,2000
2.46235777346675,1.4472088554161044,electricity,SHIFT,C2,C0,0.19674856937707436,0.20066987991901625,1.954110175141588,1.5173991630842232,2.461746372347979,-0.003921310541941896,128,32,2000
2.46235777346675,1.4472088554161044,electricity,SHIFT,C2,C1,0.19674856937707436,0.20066987991901625,1.954110175141588,1.5173991630842232,2.461746372347979,-0.003921310541941896,128,32,2000
0.0,0.0,electricity,SHIFT,C1,C0,0.20066987991901625,0.20066987991901625,0.0,0.0,0.0,0.0,128,32,2000
1.9158035251249261,0.9160906262326463,electricity,SHIFT_POINT,C3,C0,0.19343185599964852,0.19622145590940776,1.4216589601940166,1.1255371379638122,1.7305194504476,-0.002789599909759197,128,32,2000
1.9158035251249261,0.9160906262326463,electricity,SHIFT_POINT,C3,C1,0.19343185599964852,0.19622145590940776,1.4216589601940166,1.1255371379638122,1.7305194504476,-0.002789599909759197,128,32,2000
0.013332320375225581,0.10480794663975113,electricity,SHIFT_POINT,C3,C2,0.19343185599964852,0.19354566144187224,0.05880030654052959,-0.1734409410989607,0.2995126677266643,-0.00011380544222369703,128,32,2000
1.9027248821268494,0.8121338604159534,electricity,SHIFT_POINT,C2,C0,0.19354566144187224,0.19622145590940776,1.36366049020189,1.0631899382165522,1.6712183001966265,-0.0026757944675355,128,32,2000
1.9027248821268494,0.8121338604159534,electricity,SHIFT_POINT,C2,C1,0.19354566144187224,0.19622145590940776,1.36366049020189,1.0631899382165522,1.6712183001966265,-0.0026757944675355,128,32,2000
0.0,0.0,electricity,SHIFT_POINT,C1,C0,0.19622145590940776,0.19622145590940776,0.0,0.0,0.0,0.0,128,32,2000
0.21667693011708788,-0.5296236512721375,electricity,HISTORY_SUBSET,C3,C0,0.2455703006533249,0.2451924175630049,-0.1541169560118627,-0.6227622430671714,0.42336521991553494,0.00037788309032002547,50,25,2000
0.21667693011708788,-0.5296236512721375,electricity,HISTORY_SUBSET,C3,C1,0.2455703006533249,0.2451924175630049,-0.1541169560118627,-0.6227622430671714,0.42336521991553494,0.00037788309032002547,50,25,2000
-0.4457852595008083,-0.39301234232340665,electricity,HISTORY_SUBSET,C3,C2,0.2455703006533249,0.2445445336887626,-0.41946018955705267,-0.63882609365011,-0.1681356208852982,0.0010257669645623196,50,25,2000
0.6595221371473503,-0.1360765114636786,electricity,HISTORY_SUBSET,C2,C0,0.2445445336887626,0.2451924175630049,0.26423487344415797,-0.18284192904812702,0.8420493400757466,-0.0006478838742422941,50,25,2000
0.6595221371473503,-0.1360765114636786,electricity,HISTORY_SUBSET,C2,C1,0.2445445336887626,0.2451924175630049,0.26423487344415797,-0.18284192904812702,0.8420493400757466,-0.0006478838742422941,50,25,2000
0.0,0.0,electricity,HISTORY_SUBSET,C1,C0,0.2451924175630049,0.2451924175630049,0.0,0.0,0.0,0.0,50,25,2000
0.0,-0.007858126417881195,ettm1,FAULT,C3,C0,0.42321449971356545,0.4231977068249665,-0.003968095367290481,-0.15849404965399772,0.16778157837596644,1.679288859895219e-05,128,21,2000
0.0,-0.007858126417881195,ettm1,FAULT,C3,C1,0.42321449971356545,0.4231977068249665,-0.003968095367290481,-0.15849404965399772,0.16778157837596644,1.679288859895219e-05,128,21,2000
0.0,0.204207153570779,ettm1,FAULT,C3,C2,0.42321449971356545,0.42365181961412823,0.10322625333253344,0.0005502057108286466,0.21693793442949075,-0.00043731990056281814,128,21,2000
0.0,-0.21249921859431975,ettm1,FAULT,C2,C0,0.42365181961412823,0.4231977068249665,-0.10730511575043344,-0.3245711938086143,0.11920187930713828,0.00045411278916177033,128,21,2000
0.0,-0.21249921859431975,ettm1,FAULT,C2,C1,0.42365181961412823,0.4231977068249665,-0.10730511575043344,-0.3245711938086143,0.11920187930713828,0.00045411278916177033,128,21,2000
0.0,0.0,ettm1,FAULT,C1,C0,0.4231977068249665,0.4231977068249665,0.0,0.0,0.0,0.0,128,21,2000
0.0,0.05400977183814826,ettm1,REFERENCE,C3,C0,0.4072255805589612,0.4073363333081826,0.02718950905310491,-0.11759604912567778,0.18478154376935654,-0.00011075274922145906,128,21,2000
0.0,0.05400977183814826,ettm1,REFERENCE,C3,C1,0.4072255805589612,0.4073363333081826,0.02718950905310491,-0.11759604912567778,0.18478154376935654,-0.00011075274922145906,128,21,2000
0.0,0.1803381020489936,ettm1,REFERENCE,C3,C2,0.4072255805589612,0.40759585091888345,0.09084252430134887,-0.06778110893198519,0.2617571171832692,-0.0003702703599222628,128,21,2000
0.0,-0.12655655990900794,ettm1,REFERENCE,C2,C0,0.40759585091888345,0.4073363333081826,-0.06371089183063727,-0.2770425643596758,0.14260431372000695,0.00025951761070080375,128,21,2000
0.0,-0.12655655990900794,ettm1,REFERENCE,C2,C1,0.40759585091888345,0.4073363333081826,-0.06371089183063727,-0.2770425643596758,0.14260431372000695,0.00025951761070080375,128,21,2000
0.0,0.0,ettm1,REFERENCE,C1,C0,0.4073363333081826,0.4073363333081826,0.0,0.0,0.0,0.0,128,21,2000
0.0,0.6058828414135187,ettm1,SHIFT4,C3,C0,0.5497176253516303,0.5514045925316808,0.3059399944975283,-0.050744046482892324,0.6516511563424056,-0.0016869671800507035,128,21,2000
0.0,0.6058828414135187,ettm1,SHIFT4,C3,C1,0.5497176253516303,0.5514045925316808,0.3059399944975283,-0.050744046482892324,0.6516511563424056,-0.0016869671800507035,128,21,2000
0.0,-0.5477714297312364,ettm1,SHIFT4,C3,C2,0.5497176253516303,0.5482099577989404,-0.2750164478483974,-0.5751783977757136,-0.016904019446410457,0.0015076675526897348,128,21,2000
0.0,1.1473693098717597,ettm1,SHIFT4,C2,C0,0.5482099577989404,0.5514045925316808,0.579363098532204,0.09983685586933994,1.068010946787583,-0.0031946347327404382,128,21,2000
0.0,1.1473693098717597,ettm1,SHIFT4,C2,C1,0.5482099577989404,0.5514045925316808,0.579363098532204,0.09983685586933994,1.068010946787583,-0.0031946347327404382,128,21,2000
0.0,0.0,ettm1,SHIFT4,C1,C0,0.5514045925316808,0.5514045925316808,0.0,0.0,0.0,0.0,128,21,2000
0.0,-0.8083488645298953,ettm1,SHIFT8,C3,C0,0.5475987078208148,0.5453682716834298,-0.4089779793202908,-0.7626332315531387,-0.07948727133308765,0.0022304361373849885,128,21,2000
0.0,-0.8083488645298953,ettm1,SHIFT8,C3,C1,0.5475987078208148,0.5453682716834298,-0.4089779793202908,-0.7626332315531387,-0.07948727133308765,0.0022304361373849885,128,21,2000
0.0,-2.7179667919488892,ettm1,SHIFT8,C3,C2,0.5475987078208148,0.540238582762003,-1.362384193513666,-1.8009760081676633,-0.9090305750130317,0.007360125058811791,128,21,2000
0.0,1.8590885188438877,ettm1,SHIFT8,C2,C0,0.540238582762003,0.5453682716834298,0.9405917409886388,0.449980721186774,1.4243739281697083,-0.005129688921426802,128,21,2000
0.0,1.8590885188438877,ettm1,SHIFT8,C2,C1,0.540238582762003,0.5453682716834298,0.9405917409886388,0.449980721186774,1.4243739281697083,-0.005129688921426802,128,21,2000
0.0,0.0,ettm1,SHIFT8,C1,C0,0.5453682716834298,0.5453682716834298,0.0,0.0,0.0,0.0,128,21,2000
0.0,-0.09803605753040401,ettm1,SHIFT,C3,C0,0.5486581665862225,0.5483864321075553,-0.04955164146254187,-0.27220120673860704,0.18223939660459762,0.00027173447866713656,128,21,2000
0.0,-0.09803605753040401,ettm1,SHIFT,C3,C1,0.5486581665862225,0.5483864321075553,-0.04955164146254187,-0.27220120673860704,0.18223939660459762,0.00027173447866713656,128,21,2000
0.0,-1.624043044386636,ettm1,SHIFT,C3,C2,0.5486581665862225,0.5442242702804718,-0.814718590823893,-1.0833329506433436,-0.5370307062560393,0.004433896305750761,128,21,2000
0.0,1.5016200311866457,ettm1,SHIFT,C2,C0,0.5442242702804718,0.5483864321075553,0.7589833707386862,0.4056236586815373,1.1321071718150313,-0.004162161827083625,128,21,2000
0.0,1.5016200311866457,ettm1,SHIFT,C2,C1,0.5442242702804718,0.5483864321075553,0.7589833707386862,0.4056236586815373,1.1321071718150313,-0.004162161827083625,128,21,2000
0.0,0.0,ettm1,SHIFT,C1,C0,0.5483864321075553,0.5483864321075553,0.0,0.0,0.0,0.0,128,21,2000
0.0,0.4377546835748314,ettm1,SHIFT_POINT,C3,C0,0.5884995283989787,0.5898071695855718,0.22170656004604217,-0.04539962632831462,0.4681005755616036,-0.0013076411865931064,128,21,2000
0.0,0.4377546835748314,ettm1,SHIFT_POINT,C3,C1,0.5884995283989787,0.5898071695855718,0.22170656004604217,-0.04539962632831462,0.4681005755616036,-0.0013076411865931064,128,21,2000
0.0,-0.7095619663959774,ettm1,SHIFT_POINT,C3,C2,0.5884995283989787,0.5864041035320278,-0.3573346186238835,-0.5221731496174448,-0.18051842090913225,0.002095424866950988,128,21,2000
0.0,1.1392330852890042,ettm1,SHIFT_POINT,C2,C0,0.5864041035320278,0.5898071695855718,0.5769794314191112,0.20895791651243278,0.9298163993374453,-0.0034030660535440942,128,21,2000
0.0,1.1392330852890042,ettm1,SHIFT_POINT,C2,C1,0.5864041035320278,0.5898071695855718,0.5769794314191112,0.20895791651243278,0.9298163993374453,-0.0034030660535440942,128,21,2000
0.0,0.0,ettm1,SHIFT_POINT,C1,C0,0.5898071695855718,0.5898071695855718,0.0,0.0,0.0,0.0,128,21,2000
0.0,-0.19538901878908277,ettm1,HISTORY_SUBSET,C3,C0,0.4904890051759717,0.4900047089031274,-0.09883502424463675,-0.603452552227059,0.4496916838766806,0.0004842962728443202,36,17,2000
0.0,-0.19538901878908277,ettm1,HISTORY_SUBSET,C3,C1,0.4904890051759717,0.4900047089031274,-0.09883502424463675,-0.603452552227059,0.4496916838766806,0.0004842962728443202,36,17,2000
0.0,-0.12653142214553714,ettm1,HISTORY_SUBSET,C3,C2,0.4904890051759717,0.4901751654410792,-0.06402603742889923,-0.4496277474295607,0.2596053084617614,0.00031383973489252124,36,17,2000
0.0,-0.06877058025034355,ettm1,HISTORY_SUBSET,C2,C0,0.4901751654410792,0.4900047089031274,-0.03478671426104807,-0.6661028908886257,0.6143266759275021,0.000170456537951799,36,17,2000
0.0,-0.06877058025034355,ettm1,HISTORY_SUBSET,C2,C1,0.4901751654410792,0.4900047089031274,-0.03478671426104807,-0.6661028908886257,0.6143266759275021,0.000170456537951799,36,17,2000
0.0,0.0,ettm1,HISTORY_SUBSET,C1,C0,0.4900047089031274,0.4900047089031274,0.0,0.0,0.0,0.0,36,17,2000
