source,arm,seed,condition,origin,channel,history_subset,nmae,mae,normalized_mse,pinball,crossing
electricity,C1,81552,POINT8,23238,1,False,0.5565203501019631,15.368748962879181,1.3221984670924827,0.5275331900630977,0.0
electricity,C1,81552,POINT8,23238,2,False,0.006207870582863579,0.3897889107465744,0.00011957964225221948,0.005288177373649183,0.0
electricity,C1,81552,POINT8,23238,3,False,0.2072621855002562,29.377140998840332,0.06806383137885616,0.15511895560170735,0.0
electricity,C1,81552,POINT8,23280,0,False,0.15287668667824264,3.692875415086746,0.07443590365754918,0.12705074949574466,0.0
electricity,C1,81552,POINT8,23280,1,False,1.0591533138957174,29.24935519695282,2.624268252880201,1.0200393742220655,0.0
electricity,C1,81552,POINT8,23280,2,False,0.009039638939402333,0.5675941482186317,0.00030359118251394046,0.007779989434958985,0.0
electricity,C1,81552,POINT8,23280,3,False,0.1914182944657914,27.13144326210022,0.05656021823129612,0.14669939695932602,0.0
electricity,C1,81552,POINT8,23341,0,False,0.4272954557264823,10.321710377931595,0.6442907438064485,0.39801757098160256,0.03515625
electricity,C1,81552,POINT8,23341,1,True,0.12719915393973819,3.512705087661743,0.025498673989585253,0.09845692643254808,0.0
electricity,C1,81552,POINT8,23341,2,False,0.008682067684993237,0.545142438262701,0.0004847829299894554,0.00786260295846027,0.0
electricity,C1,81552,POINT8,23341,3,False,0.24422795758098187,34.61663365364075,0.11553931328369119,0.19734402120309033,0.0
electricity,C1,81552,POINT8,23395,0,False,0.6050815610595243,14.616295456886292,1.0041578692323863,0.5739699383528931,0.01171875
electricity,C1,81552,POINT8,23395,1,False,0.271912800772504,7.509086728096008,0.3852619884184374,0.24217934002414576,0.0
electricity,C1,81552,POINT8,23395,2,False,0.005300652054729011,0.3328251391649246,8.43683290098806e-05,0.004539352908566644,0.0
electricity,C1,81552,POINT8,23395,3,False,0.22364657081503436,31.699447870254517,0.11221717920417482,0.18287244159113888,0.0
electricity,C1,81552,POINT8,23415,0,True,0.3454838387785873,8.345476359128952,0.25865948269666583,0.29075547216523123,0.0
electricity,C1,81552,POINT8,23415,1,False,0.23726224563386666,6.552184283733368,0.34989290928492334,0.2217861005859392,0.0
electricity,C1,81552,POINT8,23415,2,False,0.005362677207056169,0.33671966567635536,9.570306279023841e-05,0.0046535754440253235,0.0
electricity,C1,81552,POINT8,23415,3,False,0.18347035132203676,26.00490951538086,0.07298909758419886,0.15037618186582155,0.0
electricity,C1,81552,POINT8,23463,0,False,0.318407542838811,7.691423803567886,0.2876708799602644,0.2776564516356025,0.0
electricity,C1,81552,POINT8,23463,1,False,0.19256218798446006,5.31775689125061,0.06512997273415654,0.15136429416206088,0.0
electricity,C1,81552,POINT8,23463,2,False,0.012880672761578484,0.8087706305086613,0.0007318961355168216,0.011568826698029397,0.0
electricity,C1,81552,POINT8,23463,3,False,0.16713187039260963,23.689109086990356,0.04768757445305009,0.13633943256738207,0.0
electricity,C1,81552,POINT8,23508,0,False,0.4691985514038244,11.333917766809464,0.5714710636175642,0.4126440306272413,0.0
electricity,C1,81552,POINT8,23508,1,False,0.24228145423668407,6.690793693065643,0.10632729481243264,0.19553175100706505,0.0
electricity,C1,81552,POINT8,23508,2,False,0.008793386336457296,0.5521320775151253,0.0004853216001673753,0.00774892957751449,0.0
electricity,C1,81552,POINT8,23508,3,False,0.18693021648627184,26.495307445526123,0.0592134963010982,0.1459403467064196,0.0
electricity,C1,81552,POINT8,23531,0,False,0.40607366633529596,9.809078752994537,0.48924297900338015,0.35690383519012386,0.0
electricity,C1,81552,POINT8,23531,1,False,0.17210261916828834,4.752749741077423,0.05313029852285293,0.1386677406457652,0.0
electricity,C1,81552,POINT8,23531,2,False,0.005719668927429063,0.3591349869966507,5.7994163179655275e-05,0.004487740445303833,0.0
electricity,C1,81552,POINT8,23531,3,False,0.18753621661043723,26.581201314926147,0.05362428575291338,0.14443796900861547,0.0
electricity,C1,81552,POINT8,23584,0,False,0.4342894982379315,10.490657836198807,0.46283032048979156,0.36534670361056076,0.0
electricity,C1,81552,POINT8,23584,1,False,0.15056881823896162,4.158076822757721,0.03596268249250718,0.1192436718041116,0.0
electricity,C1,81552,POINT8,23584,2,False,0.0049965597241685075,0.3137313425540924,8.176556491774812e-05,0.004301333517689054,0.0
electricity,C1,81552,POINT8,23584,3,False,0.23296801555729646,33.020660400390625,0.08766599974021293,0.18161497639555335,0.0
electricity,C1,81552,POINT8,23628,0,False,0.33513171485682186,8.095411390066147,0.37207203332069,0.3008862956187993,0.001953125
electricity,C1,81552,POINT8,23628,1,False,0.18881563327665524,5.214292824268341,0.060328769980120794,0.14811974396273853,0.0
electricity,C1,81552,POINT8,23628,2,False,0.0125698967447178,0.7892571687698364,0.0007054003740641367,0.011146698911778875,0.0
electricity,C1,81552,POINT8,23628,3,False,0.22143528138300966,31.386021852493286,0.07526472152844232,0.16942131020440682,0.0
electricity,C1,81552,POINT8,23651,0,False,0.381085655419786,9.205470621585846,0.4155962715100858,0.3297196827442583,0.0
electricity,C1,81552,POINT8,23651,1,False,0.19440248677142286,5.368578195571899,0.06189792861391012,0.14998272383462646,0.0
electricity,C1,81552,POINT8,23651,2,False,0.012251196394932141,0.7692461423575878,0.0006183237248892841,0.010768207126017573,0.0
electricity,C1,81552,POINT8,23651,3,False,0.22731153387981343,32.218916177749634,0.07475175380036991,0.1740170280148255,0.0
electricity,C1,81552,POINT8,23711,0,False,1.73681792245563,41.95441663265228,3.908103986502955,1.5324527542121853,0.0
electricity,C1,81552,POINT8,23711,1,False,0.1565817890500804,4.32412976026535,0.04956944944527779,0.1290258204681516,0.0
electricity,C1,81552,POINT8,23711,2,False,0.005231209305779415,0.3284648656845093,6.596001511510434e-05,0.0045690338083069285,0.0
electricity,C1,81552,POINT8,23711,3,False,0.2478476016296332,35.12967848777771,0.08313296912754833,0.18732917196473703,0.0
electricity,C1,81552,POINT8,23742,0,True,0.31092837182597477,7.510757625102997,0.21638475640235888,0.2887572178287302,0.0
electricity,C1,81552,POINT8,23742,1,False,0.11342041751043666,3.132194399833679,0.022136653868514378,0.095716549695427,0.0
electricity,C1,81552,POINT8,23742,2,False,0.006221033504779179,0.39061540365219116,0.00010979524363211858,0.005185027574542913,0.0
electricity,C1,81552,POINT8,23742,3,False,0.20959484484875635,29.707769870758057,0.07379763407331968,0.16199154703627175,0.0
electricity,C1,81552,POINT8,23769,0,True,0.2229368014569254,5.385241210460663,0.18403675067734568,0.19077511499828156,0.0
electricity,C1,81552,POINT8,23769,1,False,0.08914677420442718,2.461858570575714,0.013755829919337494,0.07860733885799807,0.0
electricity,C1,81552,POINT8,23769,2,False,0.008274350836051263,0.5195421129465103,0.00023714238472521187,0.0070189675279859545,0.0
electricity,C1,81552,POINT8,23769,3,False,0.19567268228598367,27.734456062316895,0.06111650413937955,0.15462832857415054,0.0
electricity,C1,81552,POINT8,23810,0,False,0.1953354874522742,4.718506366014481,0.16439358355728376,0.17543173276077056,0.0
electricity,C1,81552,POINT8,23810,1,False,0.13426256101332906,3.7077666521072388,0.026832344773154465,0.10127410622326434,0.0
electricity,C1,81552,POINT8,23810,2,False,0.013241563521446778,0.8314307704567909,0.0007336342479357175,0.01175675118052955,0.0
