source,arm,seed,condition,nmae,mae,normalized_mse,pinball,crossing,nrmse
electricity,C0,81551,BURST16,0.17628720707763304,11.748829555377597,0.1483072858973746,0.14682007604052508,0.0020618438720703125,0.322995407629293
electricity,C0,81551,BURST4,0.16960903276087505,11.150075103789277,0.14214703495046924,0.14095548578184497,0.0007190704345703125,0.31458422886918014
electricity,C0,81551,BURST8,0.17872762209688767,12.14446366537959,0.16554532004350714,0.14889882922976191,0.00083160400390625,0.34497821509480636
electricity,C0,81551,POINT16,0.17027529281283102,11.147882422796101,0.14224338444783655,0.14132086433541882,0.0006561279296875,0.3151567100762962
electricity,C0,81551,POINT4,0.168178908770806,10.984949877056351,0.142155921988054,0.14014067426613172,0.00066375732421875,0.3137333673741166
electricity,C0,81551,POINT8,0.16976856010553898,11.08698453942634,0.14342704088115604,0.14120110812925643,0.0006561279296875,0.3156139945435603
electricity,C0,81551,REFERENCE,0.16721632685824064,10.901148300603381,0.14174688809175914,0.1394779046758212,0.0009613037109375,0.31267602545080164
electricity,C0,81551,SHIFT4,0.19247533076026166,12.821277775869278,0.1483916534975577,0.15759675737345494,0.0002040863037109375,0.3277566455233636
electricity,C0,81551,SHIFT8,0.2083321769911373,13.724869179384557,0.15982891234680693,0.17016991915723506,0.00025177001953125,0.34376634981885557
electricity,C0,81551,SHIFT_POINT,0.19846368824791225,13.176331009572024,0.15015902102665016,0.16205149733006521,0.000194549560546875,0.3312001517416111
electricity,C0,81552,BURST16,0.17563451618508205,11.716866296086664,0.14734754281988163,0.14604173754736377,0.0010700225830078125,0.32235395610866097
electricity,C0,81552,BURST4,0.1683163159748235,11.001287901679461,0.1413970637470605,0.13974947894998718,0.000804901123046875,0.3134728153294594
electricity,C0,81552,BURST8,0.17771955864932934,12.091164176112216,0.16577319128168175,0.1480568624240526,0.0007457733154296875,0.3455564414066183
electricity,C0,81552,POINT16,0.16876769521055598,11.00057449509768,0.14141959745770508,0.1402005066235882,0.0006504058837890625,0.3144587971313304
electricity,C0,81552,POINT4,0.166434772362149,10.832962427048187,0.14109651792895997,0.13846263642144688,0.0007915496826171875,0.3121433458461919
electricity,C0,81552,POINT8,0.16780233712429604,10.920670179453737,0.14245629321237294,0.13942394907304376,0.0007171630859375,0.3140750001604791
electricity,C0,81552,REFERENCE,0.16583180785731813,10.775621320761275,0.14113327263218378,0.13804439184618267,0.001064300537109375,0.3115595932834434
electricity,C0,81552,SHIFT4,0.19013963598199893,12.415619614177716,0.14720689291597772,0.15611649357395163,0.0003643035888671875,0.3253351784840822
electricity,C0,81552,SHIFT8,0.21173237594266703,13.693095322690507,0.1617500485750894,0.1745076336205441,0.000499725341796875,0.3464497349476879
electricity,C0,81552,SHIFT_POINT,0.19397922357090322,12.605012140851924,0.1504961556038556,0.15940533343687283,0.0002593994140625,0.32897173586513445
electricity,C1,81551,BURST16,0.17628720707763304,11.748829555377597,0.1483072858973746,0.14682007604052508,0.0020618438720703125,0.322995407629293
electricity,C1,81551,BURST4,0.16960903276087505,11.150075103789277,0.14214703495046924,0.14095548578184497,0.0007190704345703125,0.31458422886918014
electricity,C1,81551,BURST8,0.17872762209688767,12.14446366537959,0.16554532004350714,0.14889882922976191,0.00083160400390625,0.34497821509480636
electricity,C1,81551,POINT16,0.17027529281283102,11.147882422796101,0.14224338444783655,0.14132086433541882,0.0006561279296875,0.3151567100762962
electricity,C1,81551,POINT4,0.168178908770806,10.984949877056351,0.142155921988054,0.14014067426613172,0.00066375732421875,0.3137333673741166
electricity,C1,81551,POINT8,0.16976856010553898,11.08698453942634,0.14342704088115604,0.14120110812925643,0.0006561279296875,0.3156139945435603
electricity,C1,81551,REFERENCE,0.16721632685824064,10.901148300603381,0.14174688809175914,0.1394779046758212,0.0009613037109375,0.31267602545080164
electricity,C1,81551,SHIFT4,0.19247533076026166,12.821277775869278,0.1483916534975577,0.15759675737345494,0.0002040863037109375,0.3277566455233636
electricity,C1,81551,SHIFT8,0.2083321769911373,13.724869179384557,0.15982891234680693,0.17016991915723506,0.00025177001953125,0.34376634981885557
electricity,C1,81551,SHIFT_POINT,0.19846368824791225,13.176331009572024,0.15015902102665016,0.16205149733006521,0.000194549560546875,0.3312001517416111
electricity,C1,81552,BURST16,0.17563451618508205,11.716866296086664,0.14734754281988163,0.14604173754736377,0.0010700225830078125,0.32235395610866097
electricity,C1,81552,BURST4,0.1683163159748235,11.001287901679461,0.1413970637470605,0.13974947894998718,0.000804901123046875,0.3134728153294594
electricity,C1,81552,BURST8,0.17771955864932934,12.091164176112216,0.16577319128168175,0.1480568624240526,0.0007457733154296875,0.3455564414066183
