dataset,seed,arm,origin_index,mse
electricity,40000,LORA_HEAD,20,0.37370551910997196
electricity,40000,LORA_HEAD,21,0.27907843862951154
electricity,40000,LORA_HEAD,22,0.2449126755729455
electricity,40000,LORA_HEAD,23,0.25580597965673646
electricity,40000,LORA_HEAD,24,0.35636427554835143
electricity,40000,LORA_HEAD,25,0.28577725861830583
electricity,40000,LORA_HEAD,26,0.31299710127726277
electricity,40000,LORA_HEAD,27,0.23299794078110742
electricity,40000,LORA_HEAD,28,0.25472882611822634
electricity,40000,LORA_HEAD,29,0.23724522677208373
electricity,40000,LORA_HEAD,30,0.20462774439532855
electricity,40000,LORA_HEAD,31,0.20091366218710066
electricity,40000,LORA_HEAD,32,0.22679457662797953
electricity,40000,LORA_HEAD,33,0.23189070328597844
electricity,40000,LORA_HEAD,34,0.2225741005781071
electricity,40000,LORA_HEAD,35,0.20948972221410983
electricity,40000,LORA_HEAD,36,0.2577866826713101
electricity,40000,LORA_HEAD,37,0.20134232154359666
electricity,40000,LORA_HEAD,38,0.310561964959297
electricity,40000,LORA_HEAD,39,0.2670481968097217
electricity,40000,LORA_HEAD,40,0.3032720854034472
electricity,40000,LORA_HEAD,41,0.34742192217104473
electricity,40000,LORA_HEAD,42,0.28559001987060373
electricity,40000,LORA_HEAD,43,0.36318797490275434
electricity,40000,LORA_HEAD,44,0.26489221365601767
electricity,40000,LORA_HEAD,45,0.3006086496734575
electricity,40000,LORA_HEAD,46,0.3231944704203053
electricity,40000,LORA_HEAD,47,0.2742187550149872
electricity,40000,LORA_HEAD,48,0.4384692953461328
electricity,40000,LORA_HEAD,49,0.46624303654051796
electricity,40000,LORA_HEAD,50,0.4116202377908335
electricity,40000,LORA_HEAD,51,0.3386633111726099
electricity,40000,LORA_HEAD,52,0.4594720068754723
electricity,40000,LORA_HEAD,53,0.6825868311248351
electricity,40000,BASIS4,0,0.3307350757103219
electricity,40000,BASIS4,1,0.37194870321869805
electricity,40000,BASIS4,2,0.345770850967198
electricity,40000,BASIS4,3,0.36200222302882673
electricity,40000,BASIS4,4,0.5094255087869982
electricity,40000,BASIS4,5,0.4935537083108135
electricity,40000,BASIS4,6,0.37666620142360074
electricity,40000,BASIS4,7,0.32057075730620843
electricity,40000,BASIS4,8,0.36849608538131345
electricity,40000,BASIS4,9,0.36002463450288397
electricity,40000,BASIS4,10,0.33604591146507784
electricity,40000,BASIS4,11,0.6240872174615295
electricity,40000,BASIS4,12,0.8704089960554579
electricity,40000,BASIS4,13,0.6002073128716054
electricity,40000,BASIS4,14,0.458445457866851
electricity,40000,BASIS4,15,0.6841284891592985
electricity,40000,BASIS4,16,0.6884585576847612
electricity,40000,BASIS4,17,0.4605506268540532
electricity,40000,BASIS4,18,0.5328448326532118
electricity,40000,BASIS4,19,0.4514276019791006
electricity,40000,BASIS4,20,0.5326554026028211
electricity,40000,BASIS4,21,0.5052883909659512
electricity,40000,BASIS4,22,0.3897982975677017
electricity,40000,BASIS4,23,0.39516110962804935
electricity,40000,BASIS4,24,0.5246409916300199
electricity,40000,BASIS4,25,0.43789910745471156
electricity,40000,BASIS4,26,0.47413095844331254
electricity,40000,BASIS4,27,0.3777498044361166
electricity,40000,BASIS4,28,0.4287173316191009
electricity,40000,BASIS4,29,0.37798115503274865
electricity,40000,BASIS4,30,0.34695613760555893
electricity,40000,BASIS4,31,0.3049741775231787
electricity,40000,BASIS4,32,0.38738814418503364
electricity,40000,BASIS4,33,0.3798320813192931
electricity,40000,BASIS4,34,0.38249027097237365
electricity,40000,BASIS4,35,0.4066342219815647
electricity,40000,BASIS4,36,0.4087299734460285
electricity,40000,BASIS4,37,0.34860553771007075
electricity,40000,BASIS4,38,0.4396717918071397
electricity,40000,BASIS4,39,0.4154743990549001
electricity,40000,BASIS4,40,0.563640664639778
electricity,40000,BASIS4,41,0.642688456592162
electricity,40000,BASIS4,42,0.5522121425735795
electricity,40000,BASIS4,43,0.6521282232466142
electricity,40000,BASIS4,44,0.540962970159177
electricity,40000,BASIS4,45,0.4455554744154316
electricity,40000,BASIS4,46,0.5540958210542946
electricity,40000,BASIS4,47,0.4826249541456934
electricity,40000,BASIS4,48,0.7501819570574986
electricity,40000,BASIS4,49,0.7328364819755682
electricity,40000,BASIS4,50,0.7729418514075344
electricity,40000,BASIS4,51,0.6827800946980656
electricity,40000,BASIS4,52,0.8425351881729819
electricity,40000,BASIS4,53,0.9424191906702508
electricity,40001,BASIS4,0,0.3066564253242129
electricity,40001,BASIS4,1,0.33674387488214785
electricity,40001,BASIS4,2,0.31803168564329853
electricity,40001,BASIS4,3,0.3715300735925369
electricity,40001,BASIS4,4,0.41878781253957237
electricity,40001,BASIS4,5,0.4246180240484782
electricity,40001,BASIS4,6,0.3783200471473348
electricity,40001,BASIS4,7,0.31218377420425747
electricity,40001,BASIS4,8,0.34746255047396013
electricity,40001,BASIS4,9,0.3219123426543643
electricity,40001,BASIS4,10,0.32551530344776436
electricity,40001,BASIS4,11,0.5061433504011287
electricity,40001,BASIS4,12,0.7491235707605679
electricity,40001,BASIS4,13,0.6362021693311142
electricity,40001,BASIS4,14,0.41003359512750376
electricity,40001,BASIS4,15,0.63535461756235
electricity,40001,BASIS4,16,0.6080240427915558
electricity,40001,BASIS4,17,0.4678384694377057
electricity,40001,BASIS4,18,0.4629550684206265
electricity,40001,BASIS4,19,0.4359318902170948
electricity,40001,BASIS4,20,0.5193731087748245
electricity,40001,BASIS4,21,0.4039895497152912
electricity,40001,BASIS4,22,0.3878351288286273
electricity,40001,BASIS4,23,0.3789884505583885
electricity,40001,BASIS4,24,0.48487263385836316
electricity,40001,BASIS4,25,0.40718028804749296
electricity,40001,BASIS4,26,0.4504568477197598
electricity,40001,BASIS4,27,0.3567572665439286
electricity,40001,BASIS4,28,0.3979491846096753
electricity,40001,BASIS4,29,0.3488828407366319
electricity,40001,BASIS4,30,0.3239721674675692
electricity,40001,BASIS4,31,0.28843605758305535
electricity,40001,BASIS4,32,0.34780519016257894
electricity,40001,BASIS4,33,0.3551471995420821
electricity,40001,BASIS4,34,0.3637857767024708
electricity,40001,BASIS4,35,0.38190533851449215
electricity,40001,BASIS4,36,0.3828279728357248
electricity,40001,BASIS4,37,0.3354796808002847
electricity,40001,BASIS4,38,0.4425383807116243
electricity,40001,BASIS4,39,0.4284959912254295
electricity,40001,BASIS4,40,0.5498421322263967
electricity,40001,BASIS4,41,0.6390136500908556
electricity,40001,BASIS4,42,0.5616951152969203
electricity,40001,BASIS4,43,0.6515862768801908
electricity,40001,BASIS4,44,0.5683053739746977
electricity,40001,BASIS4,45,0.46126978770652316
electricity,40001,BASIS4,46,0.5610094756367908
electricity,40001,BASIS4,47,0.488775501166676
electricity,40001,BASIS4,48,0.7176922165151478
electricity,40001,BASIS4,49,0.7515676592015428
electricity,40001,BASIS4,50,0.7541805814105891
electricity,40001,BASIS4,51,0.6733301207141951
electricity,40001,BASIS4,52,0.8028583226662122
electricity,40001,BASIS4,53,0.9148899916801089
traffic,40001,BASIS4,0,1.1543061244905002
traffic,40001,BASIS4,1,1.1406478502104467
traffic,40001,BASIS4,2,1.3378250129397706
traffic,40001,BASIS4,3,1.039392744067032
traffic,40001,BASIS4,4,1.1765060949078419
traffic,40001,BASIS4,5,1.2294925242172017
traffic,40001,BASIS4,6,1.0236074586707158
traffic,40001,BASIS4,7,1.4809433594759933
traffic,40001,BASIS4,8,1.002558245300088
traffic,40001,BASIS4,9,1.5610092777884366
traffic,40001,BASIS4,10,1.2060951956064372
traffic,40001,BASIS4,11,1.5373454940058013
traffic,40001,BASIS4,12,1.408123356319436
traffic,40001,BASIS4,13,1.2613863985750629
traffic,40001,BASIS4,14,1.6296840726952397
traffic,40001,BASIS4,15,1.0364707130005253
traffic,40001,BASIS4,16,1.4220683683495863
traffic,40001,BASIS4,17,1.0922022234932447
traffic,40001,BASIS4,18,1.4381496875543085
traffic,40001,BASIS4,19,1.2525415233886166
traffic,40001,BASIS4,20,0.980324287564425
traffic,40001,BASIS4,21,1.5092021472552273
traffic,40001,BASIS4,22,1.2173321464383489
traffic,40001,BASIS4,23,1.7868145284110346
traffic,40001,BASIS4,24,1.4129761103242224
traffic,40001,BASIS4,25,1.7020411057326825
traffic,40001,BASIS4,26,1.4664953548322286
traffic,40001,BASIS4,27,1.0480029625862166
traffic,40001,BASIS4,28,1.7298312533769171
traffic,40001,BASIS4,29,1.2689187224009524
traffic,40001,BASIS4,30,1.8267344171309547
traffic,40001,BASIS4,31,1.280087478862766
traffic,40001,BASIS4,32,1.8204723836213268
traffic,40001,BASIS4,33,1.502777373984197
traffic,40001,BASIS4,34,1.1456420079022356
traffic,40001,BASIS4,35,1.090225208432805
traffic,40001,GROUP4,0,1.0708508419869602
traffic,40001,GROUP4,1,1.1011226785575925
traffic,40001,GROUP4,2,1.2176897008366323
traffic,40001,GROUP4,3,0.986857969639406
traffic,40001,GROUP4,4,1.0741487799619762
traffic,40001,GROUP4,5,1.1577430305335459
traffic,40001,GROUP4,6,1.0013582600152198
traffic,40001,GROUP4,7,1.4004393853560566
traffic,40001,GROUP4,8,0.9610377840937441
traffic,40001,GROUP4,9,1.4209738789478563
traffic,40001,GROUP4,10,1.1744667527396835
traffic,40001,GROUP4,11,1.4196966234324229
traffic,40001,GROUP4,12,1.3616425293201728
traffic,40001,GROUP4,13,1.2626386340572386
traffic,40001,GROUP4,14,1.5557920953782358
traffic,40001,GROUP4,15,1.0099806864592125
traffic,40001,GROUP4,16,1.2936974410208992
traffic,40001,GROUP4,17,1.0714803355462277
traffic,40001,GROUP4,18,1.3222446422429321
traffic,40001,GROUP4,19,1.2238285219072034
traffic,40001,GROUP4,20,0.9545671274499744
traffic,40001,GROUP4,21,1.4224350425300198
traffic,40001,GROUP4,22,1.1522531429934875
traffic,40001,GROUP4,23,1.5900698135331455
traffic,40001,GROUP4,24,1.291797929480898
traffic,40001,GROUP4,25,1.5146069252363312
traffic,40001,GROUP4,26,1.3806785072519905
traffic,40001,GROUP4,27,1.009966228194617
traffic,40001,GROUP4,28,1.5687311271932822
traffic,40001,GROUP4,29,1.1484309915994984
traffic,40001,GROUP4,30,1.607204677228272
traffic,40001,GROUP4,31,1.1301332297872722
traffic,40001,GROUP4,32,1.5952921416165795
traffic,40001,GROUP4,33,1.4328110808736625
traffic,40001,GROUP4,34,1.085483280607444
traffic,40001,GROUP4,35,1.0612759129733687
electricity,40000,GROUP4,0,0.25039165039598243
electricity,40000,GROUP4,1,0.3196606356494588
electricity,40000,GROUP4,2,0.2691171398397765
electricity,40000,GROUP4,3,0.32056701680219224
electricity,40000,GROUP4,4,0.39347878934470376
electricity,40000,GROUP4,5,0.39032920144839295
electricity,40000,GROUP4,6,0.32454074699437313
electricity,40000,GROUP4,7,0.2526539768364954
electricity,40000,GROUP4,8,0.32489017521302055
electricity,40000,GROUP4,9,0.2856481673506234
electricity,40000,GROUP4,10,0.2830879645684249
electricity,40000,GROUP4,11,0.5088488202750834
electricity,40000,GROUP4,12,0.7281104982377371
electricity,40000,GROUP4,13,0.5576933662698071
electricity,40000,GROUP4,14,0.3527871579630358
electricity,40000,GROUP4,15,0.5685518520025451
electricity,40000,GROUP4,16,0.5809852787909418
electricity,40000,GROUP4,17,0.4360413761022339
electricity,40000,GROUP4,18,0.4705479663426964
electricity,40000,GROUP4,19,0.39811786870972365
electricity,40000,GROUP4,20,0.5035694003163638
electricity,40000,GROUP4,21,0.45429642286951
electricity,40000,GROUP4,22,0.3624433557681187
electricity,40000,GROUP4,23,0.349808295976032
electricity,40000,GROUP4,24,0.4469278624782054
electricity,40000,GROUP4,25,0.386627516192383
electricity,40000,GROUP4,26,0.40868768320544596
electricity,40000,GROUP4,27,0.33662173212006846
electricity,40000,GROUP4,28,0.36471867927254864
electricity,40000,GROUP4,29,0.3395454324044766
electricity,40000,GROUP4,30,0.29544106825500194
electricity,40000,GROUP4,31,0.28152292079401214
electricity,40000,GROUP4,32,0.3304326423205608
electricity,40000,GROUP4,33,0.3059582696241418
electricity,40000,GROUP4,34,0.34287691188127295
electricity,40000,GROUP4,35,0.29743169253968493
electricity,40000,GROUP4,36,0.380903455105757
electricity,40000,GROUP4,37,0.2991463281929221
electricity,40000,GROUP4,38,0.3692093747325541
electricity,40000,GROUP4,39,0.3414814071132862
electricity,40000,GROUP4,40,0.3988656377568066
electricity,40000,GROUP4,41,0.48299111852473897
electricity,40000,GROUP4,42,0.39290396167693786
electricity,40000,GROUP4,43,0.48915469637360853
electricity,40000,GROUP4,44,0.39727948196678886
electricity,40000,GROUP4,45,0.417113827102574
electricity,40000,GROUP4,46,0.45170794040859163
electricity,40000,GROUP4,47,0.4013500424017934
electricity,40000,GROUP4,48,0.612456181364404
electricity,40000,GROUP4,49,0.5591256470382366
electricity,40000,GROUP4,50,0.574072042451538
electricity,40000,GROUP4,51,0.4820708692093122
electricity,40000,GROUP4,52,0.6090709377090585
electricity,40000,GROUP4,53,0.830115647445236
traffic,40000,SPECIFIC,0,1.2060549929148083
traffic,40000,SPECIFIC,1,1.2544957716912715
traffic,40000,SPECIFIC,2,1.4426195376725302
traffic,40000,SPECIFIC,3,1.1785558138029133
traffic,40000,SPECIFIC,4,1.3167198371832272
traffic,40000,SPECIFIC,5,1.3715579298178748
traffic,40000,SPECIFIC,6,1.1848165486810571
traffic,40000,SPECIFIC,7,1.588606636351706
traffic,40000,SPECIFIC,8,1.1797824321473591
traffic,40000,SPECIFIC,9,1.792978474502367
traffic,40000,SPECIFIC,10,1.427500037315289
traffic,40000,SPECIFIC,11,1.7681636836556103
traffic,40000,SPECIFIC,12,1.6630372900701678
traffic,40000,SPECIFIC,13,1.5226125955194327
traffic,40000,SPECIFIC,14,1.855174915593661
traffic,40000,SPECIFIC,15,1.2406074894851438
traffic,40000,SPECIFIC,16,1.6271159113558915
traffic,40000,SPECIFIC,17,1.3291843787624935
traffic,40000,SPECIFIC,18,1.5911648511204608
traffic,40000,SPECIFIC,19,1.4551105969182778
traffic,40000,SPECIFIC,20,1.183531102406564
traffic,40000,SPECIFIC,21,1.6925953428220208
traffic,40000,SPECIFIC,22,1.374113812341451
traffic,40000,SPECIFIC,23,1.865619669859866
traffic,40000,SPECIFIC,24,1.521670015824181
traffic,40000,SPECIFIC,25,1.8278720035205707
traffic,40000,SPECIFIC,26,1.4632394847312677
traffic,40000,SPECIFIC,27,1.0346935985207775
traffic,40000,SPECIFIC,28,1.795394819012352
traffic,40000,SPECIFIC,29,1.346471248286936
traffic,40000,SPECIFIC,30,1.940937276542181
traffic,40000,SPECIFIC,31,1.3234464666579748
traffic,40000,SPECIFIC,32,1.9260518461621978
traffic,40000,SPECIFIC,33,1.4999469100988798
traffic,40000,SPECIFIC,34,1.2428192636848585
traffic,40000,SPECIFIC,35,0.9748380100330841
traffic,40001,LORA_HEAD,0,0.5154589038370487
traffic,40001,LORA_HEAD,1,0.6063355274351563
traffic,40001,LORA_HEAD,2,0.6612446311102065
traffic,40001,LORA_HEAD,3,0.5215644137655739
traffic,40001,LORA_HEAD,4,0.5440558955354977
traffic,40001,LORA_HEAD,5,0.6303382432805557
traffic,40001,LORA_HEAD,6,0.5245077956467008
traffic,40001,LORA_HEAD,7,0.8832300242648478
traffic,40001,LORA_HEAD,8,0.4661578243906336
traffic,40001,LORA_HEAD,9,0.7657625892226221
traffic,40001,LORA_HEAD,10,0.6365228338151256
traffic,40001,LORA_HEAD,11,0.8355804062954428
traffic,40001,LORA_HEAD,12,0.7853903411588103
traffic,40001,LORA_HEAD,13,0.7563879491048482
traffic,40001,LORA_HEAD,14,0.9228645698545979
traffic,40001,LORA_HEAD,15,0.486446232536723
traffic,40001,LORA_HEAD,16,0.709905203410423
traffic,40001,LORA_HEAD,17,0.569362489220719
traffic,40001,LORA_HEAD,18,0.7363105737677162
traffic,40001,LORA_HEAD,19,0.6433815480889065
traffic,40001,LORA_HEAD,20,0.5235316078500615
traffic,40001,LORA_HEAD,21,0.7999683125832482
traffic,40001,LORA_HEAD,22,0.6075951320628752
traffic,40001,LORA_HEAD,23,1.0109118359614286
traffic,40001,LORA_HEAD,24,0.7093455202075865
traffic,40001,LORA_HEAD,25,0.8945299465220251
traffic,40001,LORA_HEAD,26,0.7178278080005822
traffic,40001,LORA_HEAD,27,0.6609037068586723
traffic,40001,LORA_HEAD,28,0.8783659524539735
traffic,40001,LORA_HEAD,29,0.5959099378893679
traffic,40001,LORA_HEAD,30,0.9497257626606808
traffic,40001,LORA_HEAD,31,0.5661940828559331
traffic,40001,LORA_HEAD,32,0.9894640841721936
traffic,40001,LORA_HEAD,33,0.826532654907085
traffic,40001,LORA_HEAD,34,0.6772500288901442
traffic,40001,LORA_HEAD,35,0.6793482418520711
electricity,40001,GROUP4,0,0.2646882222954089
electricity,40001,GROUP4,1,0.31337192625102456
electricity,40001,GROUP4,2,0.2833370195643176
electricity,40001,GROUP4,3,0.35173006547817093
electricity,40001,GROUP4,4,0.39260136093005404
electricity,40001,GROUP4,5,0.3802503462064192
electricity,40001,GROUP4,6,0.34491715378049426
electricity,40001,GROUP4,7,0.2692431783450108
electricity,40001,GROUP4,8,0.30771400047621567
electricity,40001,GROUP4,9,0.2833289879522199
electricity,40001,GROUP4,10,0.2899443160068978
electricity,40001,GROUP4,11,0.4859863127058181
electricity,40001,GROUP4,12,0.6818055177211745
electricity,40001,GROUP4,13,0.6407119769501393
electricity,40001,GROUP4,14,0.3743982223281961
electricity,40001,GROUP4,15,0.6006196516258449
electricity,40001,GROUP4,16,0.5544350459851333
electricity,40001,GROUP4,17,0.44055566835410837
electricity,40001,GROUP4,18,0.43888422420718975
electricity,40001,GROUP4,19,0.3813945114582617
electricity,40001,GROUP4,20,0.5237534941696284
electricity,40001,GROUP4,21,0.3771901017271512
electricity,40001,GROUP4,22,0.3607137922136744
electricity,40001,GROUP4,23,0.36628532669001324
electricity,40001,GROUP4,24,0.4543989836486473
electricity,40001,GROUP4,25,0.3765714426114939
electricity,40001,GROUP4,26,0.40867662732285903
electricity,40001,GROUP4,27,0.32434683832248223
electricity,40001,GROUP4,28,0.353063744938061
electricity,40001,GROUP4,29,0.31801405208934974
electricity,40001,GROUP4,30,0.30590472747966296
electricity,40001,GROUP4,31,0.2744833940274273
electricity,40001,GROUP4,32,0.31536619486675954
electricity,40001,GROUP4,33,0.2964629234189978
electricity,40001,GROUP4,34,0.33215869781697427
electricity,40001,GROUP4,35,0.31353943235065657
electricity,40001,GROUP4,36,0.3524322109647802
electricity,40001,GROUP4,37,0.28880696623770236
electricity,40001,GROUP4,38,0.40088545151293453
electricity,40001,GROUP4,39,0.34878893962735447
electricity,40001,GROUP4,40,0.43427997454839257
electricity,40001,GROUP4,41,0.5276372031361338
electricity,40001,GROUP4,42,0.44172761422854095
electricity,40001,GROUP4,43,0.5285730628388459
electricity,40001,GROUP4,44,0.4281834748103325
electricity,40001,GROUP4,45,0.3944882988704492
electricity,40001,GROUP4,46,0.4399805564029371
electricity,40001,GROUP4,47,0.39071051125992917
electricity,40001,GROUP4,48,0.6035527387540243
electricity,40001,GROUP4,49,0.623103676383969
electricity,40001,GROUP4,50,0.6223102735854695
electricity,40001,GROUP4,51,0.5448097910873526
electricity,40001,GROUP4,52,0.6850539492726639
electricity,40001,GROUP4,53,0.8637185697634584
electricity,40001,SHARED_WIDE,0,0.2508670131036795
electricity,40001,SHARED_WIDE,1,0.29264231073248587
electricity,40001,SHARED_WIDE,2,0.2651298133877687
electricity,40001,SHARED_WIDE,3,0.34012869294064096
electricity,40001,SHARED_WIDE,4,0.36611883349837865
electricity,40001,SHARED_WIDE,5,0.36083897436925527
electricity,40001,SHARED_WIDE,6,0.3273165685693593
electricity,40001,SHARED_WIDE,7,0.24997591217575255
electricity,40001,SHARED_WIDE,8,0.29165816527270705
electricity,40001,SHARED_WIDE,9,0.2629869281424154
electricity,40001,SHARED_WIDE,10,0.2732502010147523
electricity,40001,SHARED_WIDE,11,0.45857777880395867
electricity,40001,SHARED_WIDE,12,0.6775222925985034
electricity,40001,SHARED_WIDE,13,0.549357839248884
electricity,40001,SHARED_WIDE,14,0.3308323508397679
electricity,40001,SHARED_WIDE,15,0.5384091376798605
electricity,40001,SHARED_WIDE,16,0.5253098702198198
electricity,40001,SHARED_WIDE,17,0.42396419109466993
electricity,40001,SHARED_WIDE,18,0.41613855738699157
electricity,40001,SHARED_WIDE,19,0.38915939469356053
electricity,40001,SHARED_WIDE,20,0.47095847022022297
electricity,40001,SHARED_WIDE,21,0.3790626149482301
electricity,40001,SHARED_WIDE,22,0.34819563087849414
electricity,40001,SHARED_WIDE,23,0.35008056870057047
electricity,40001,SHARED_WIDE,24,0.4388540036135907
electricity,40001,SHARED_WIDE,25,0.37475719270146424
electricity,40001,SHARED_WIDE,26,0.42020486973968546
electricity,40001,SHARED_WIDE,27,0.3250243129971938
electricity,40001,SHARED_WIDE,28,0.3649483932431337
electricity,40001,SHARED_WIDE,29,0.3158315202844757
electricity,40001,SHARED_WIDE,30,0.29439093092625623
electricity,40001,SHARED_WIDE,31,0.2654748945549561
electricity,40001,SHARED_WIDE,32,0.31610741928792196
electricity,40001,SHARED_WIDE,33,0.3160978372693718
electricity,40001,SHARED_WIDE,34,0.32773020203818976
electricity,40001,SHARED_WIDE,35,0.3250111447332958
electricity,40001,SHARED_WIDE,36,0.3498369107696403
electricity,40001,SHARED_WIDE,37,0.29973007649336436
electricity,40001,SHARED_WIDE,38,0.3910427369324605
electricity,40001,SHARED_WIDE,39,0.3569338434164976
electricity,40001,SHARED_WIDE,40,0.4446827097605661
electricity,40001,SHARED_WIDE,41,0.5324473560004875
electricity,40001,SHARED_WIDE,42,0.46268412940075404
electricity,40001,SHARED_WIDE,43,0.5421510793298073
electricity,40001,SHARED_WIDE,44,0.48232073413636417
electricity,40001,SHARED_WIDE,45,0.4082607023692713
electricity,40001,SHARED_WIDE,46,0.47641278470551796
electricity,40001,SHARED_WIDE,47,0.42273047819540044
electricity,40001,SHARED_WIDE,48,0.6173789926538226
electricity,40001,SHARED_WIDE,49,0.6662785441812241
electricity,40001,SHARED_WIDE,50,0.637840034158664
electricity,40001,SHARED_WIDE,51,0.5713957404346447
electricity,40001,SHARED_WIDE,52,0.6861188031313564
electricity,40001,SHARED_WIDE,53,0.823779125911502
electricity,40000,SHARED,0,0.2412151582831323
electricity,40000,SHARED,1,0.29422236919270417
electricity,40000,SHARED,2,0.2497004725900516
electricity,40000,SHARED,3,0.28354483079450854
electricity,40000,SHARED,4,0.4162072378513426
electricity,40000,SHARED,5,0.39689199009811466
electricity,40000,SHARED,6,0.27727931870308614
electricity,40000,SHARED,7,0.2238240751533594
electricity,40000,SHARED,8,0.28561435087996634
electricity,40000,SHARED,9,0.26391180126991676
electricity,40000,SHARED,10,0.2583577442541548
electricity,40000,SHARED,11,0.5263684002695521
electricity,40000,SHARED,12,0.7645187547099882
electricity,40000,SHARED,13,0.5001923070038715
electricity,40000,SHARED,14,0.3365751952269648
electricity,40000,SHARED,15,0.555653620163782
electricity,40000,SHARED,16,0.55709961151271
electricity,40000,SHARED,17,0.37605529954946754
electricity,40000,SHARED,18,0.41638105419922666
electricity,40000,SHARED,19,0.34794135085014766
electricity,40000,SHARED,20,0.4430377019915257
electricity,40000,SHARED,21,0.4327918798057882
electricity,40000,SHARED,22,0.31183480421959775
electricity,40000,SHARED,23,0.3073723351788434
electricity,40000,SHARED,24,0.44461832357996556
electricity,40000,SHARED,25,0.34998452994945867
electricity,40000,SHARED,26,0.38645071247126744
electricity,40000,SHARED,27,0.3003943063859137
electricity,40000,SHARED,28,0.3420307425245861
electricity,40000,SHARED,29,0.2963564129107633
electricity,40000,SHARED,30,0.26180344942398703
electricity,40000,SHARED,31,0.24563431031261262
electricity,40000,SHARED,32,0.30012894422252945
electricity,40000,SHARED,33,0.2942547327411347
electricity,40000,SHARED,34,0.2860760104348294
electricity,40000,SHARED,35,0.29986376582058233
electricity,40000,SHARED,36,0.32965415465222225
electricity,40000,SHARED,37,0.26766672909609834
electricity,40000,SHARED,38,0.3536389880464196
electricity,40000,SHARED,39,0.2958298016379488
electricity,40000,SHARED,40,0.41905513440638753
electricity,40000,SHARED,41,0.4571841096915227
electricity,40000,SHARED,42,0.38411330724344184
electricity,40000,SHARED,43,0.44582503059681394
electricity,40000,SHARED,44,0.35242853145969966
electricity,40000,SHARED,45,0.32208302870169203
electricity,40000,SHARED,46,0.38539916663698504
electricity,40000,SHARED,47,0.36089531243850403
electricity,40000,SHARED,48,0.5549760854273652
electricity,40000,SHARED,49,0.5841390675398725
electricity,40000,SHARED,50,0.5495879960008828
electricity,40000,SHARED,51,0.47009065695776997
electricity,40000,SHARED,52,0.5877229031379412
electricity,40000,SHARED,53,0.6881908380115154
traffic,40000,BASIS4,0,1.1077048566604497
traffic,40000,BASIS4,1,1.1049452258562287
traffic,40000,BASIS4,2,1.269080810999367
traffic,40000,BASIS4,3,0.9972012171916256
traffic,40000,BASIS4,4,1.1069903369657361
traffic,40000,BASIS4,5,1.217524205612819
traffic,40000,BASIS4,6,0.98400262644452
traffic,40000,BASIS4,7,1.4519514678475707
traffic,40000,BASIS4,8,1.0016048302200646
traffic,40000,BASIS4,9,1.5248647858224345
traffic,40000,BASIS4,10,1.1999890039651961
traffic,40000,BASIS4,11,1.4629523035123724
traffic,40000,BASIS4,12,1.4962662957797397
traffic,40000,BASIS4,13,1.2458200270475248
traffic,40000,BASIS4,14,1.6778279797905467
traffic,40000,BASIS4,15,1.0317509834847547
traffic,40000,BASIS4,16,1.39576913328372
traffic,40000,BASIS4,17,1.1277062860155254
traffic,40000,BASIS4,18,1.3571222529626619
traffic,40000,BASIS4,19,1.3182327188987002
traffic,40000,BASIS4,20,0.9469169396432262
traffic,40000,BASIS4,21,1.5501842291356185
traffic,40000,BASIS4,22,1.1568457457648342
traffic,40000,BASIS4,23,1.5720958395796543
traffic,40000,BASIS4,24,1.2903727636246218
traffic,40000,BASIS4,25,1.5509577280642692
traffic,40000,BASIS4,26,1.3361969039190824
traffic,40000,BASIS4,27,0.810465495375714
traffic,40000,BASIS4,28,1.5383829654537093
traffic,40000,BASIS4,29,1.0952002191715293
traffic,40000,BASIS4,30,1.6354843548813238
traffic,40000,BASIS4,31,1.1014155795877598
traffic,40000,BASIS4,32,1.6915774323827952
traffic,40000,BASIS4,33,1.3903592715328634
traffic,40000,BASIS4,34,0.9644324025011783
traffic,40000,BASIS4,35,1.0073063535508902
