panel,arm,seed,stage,step,pulse_nmae,paired_shift_nmae,pair_nmae,oracle_pair_floor_nmae,avoidable_excess_nmae,floor_fraction_pct,oracle_joint_improvement_upper_bound_pct,prediction_inside_target_interval_fraction,same_prediction_bitwise,max_identity_error
electricity,PLAIN,81552,fixed1024,1024,2.9610386759809084,0.21016006454604297,1.5855993702634756,1.5064564022245115,0.07914296803896437,95.0086402957001,4.991359704299917,0.646209716796875,True,5.684341886080802e-14
electricity,PLAIN,81552,selected,1024,2.9610386759809084,0.21016006454604297,1.5855993702634756,1.5064564022245115,0.07914296803896437,95.0086402957001,4.991359704299917,0.646209716796875,True,5.684341886080802e-14
electricity,SHUFFLE,81551,fixed1024,1024,2.9932245516998055,0.21146255806091857,1.602343554880362,1.5064564022245115,0.09588715265585064,94.01581812066453,5.984181879335483,0.608642578125,True,5.684341886080802e-14
electricity,SHUFFLE,81551,selected,768,2.9941281302875895,0.21125659504949446,1.602692362668542,1.5064564022245115,0.09623596044403063,93.99535664575116,6.004643354248859,0.606597900390625,True,5.684341886080802e-14
electricity,SHUFFLE,81552,fixed1024,1024,2.953970248827701,0.21366886807386334,1.5838195584507824,1.5064564022245115,0.07736315622627091,95.11540593033567,4.8845940696643435,0.630096435546875,True,5.684341886080802e-14
electricity,SHUFFLE,81552,selected,1024,2.953970248827701,0.21366886807386334,1.5838195584507824,1.5064564022245115,0.07736315622627091,95.11540593033567,4.8845940696643435,0.630096435546875,True,5.684341886080802e-14
electricity,TRP,81551,fixed1024,1024,2.993591010326603,0.21142150287735134,1.602506256601977,1.5064564022245115,0.0960498543774658,94.00627273798396,5.993727262016064,0.60760498046875,True,5.684341886080802e-14
electricity,TRP,81551,selected,768,2.9935628607662252,0.21140729615623635,1.6024850784612306,1.5064564022245115,0.09602867623671937,94.00751510716533,5.99248489283469,0.6077880859375,True,5.684341886080802e-14
electricity,TRP,81552,fixed1024,1024,2.9513168503298544,0.21438907790622255,1.5828529641180384,1.5064564022245115,0.07639656189352703,95.17348966547283,4.826510334527187,0.636016845703125,True,5.684341886080802e-14
electricity,TRP,81552,selected,768,2.9513470416315233,0.21438319217152155,1.5828651169015222,1.5064564022245115,0.07640871467701102,95.17275895077013,4.827241049229893,0.635986328125,True,5.684341886080802e-14
electricity_transfer,ANCHOR,81551,fixed1024,1024,7.0265221304185275,0.3891331741190876,3.707827652268808,3.549932713450411,0.15789493881839717,95.74157826020361,4.258421739796394,0.5945205688476562,True,1.1641532182693481e-10
electricity_transfer,ANCHOR,81551,selected,1024,7.0265221304185275,0.3891331741190876,3.707827652268808,3.549932713450411,0.15789493881839717,95.74157826020361,4.258421739796394,0.5945205688476562,True,1.1641532182693481e-10
electricity_transfer,ANCHOR,81552,fixed1024,1024,6.8866514246390995,0.41693829811852645,3.651794861378813,3.549932713450411,0.10186214792840219,97.21062787492006,2.789372125079938,0.7287826538085938,True,2.9103830456733704e-11
electricity_transfer,ANCHOR,81552,selected,0,6.886718787792802,0.4169135753781621,3.6518161815854815,3.549932713450411,0.10188346813507104,97.21006033521554,2.789939664784471,0.7286834716796875,True,2.9103830456733704e-11
electricity_transfer,B0,81551,fixed1024,768,7.0264979435962065,0.38913807365751096,3.707818008626859,3.549932713450411,0.15788529517644773,95.74182727390877,4.258172726091225,0.594573974609375,True,1.1641532182693481e-10
electricity_transfer,B0,81551,selected,768,7.0264979435962065,0.38913807365751096,3.707818008626859,3.549932713450411,0.15788529517644773,95.74182727390877,4.258172726091225,0.594573974609375,True,1.1641532182693481e-10
electricity_transfer,B0,81552,fixed1024,512,6.886718787792802,0.4169135753781621,3.6518161815854815,3.549932713450411,0.10188346813507104,97.21006033521554,2.789939664784471,0.7286834716796875,True,2.9103830456733704e-11
electricity_transfer,B0,81552,selected,512,6.886718787792802,0.4169135753781621,3.6518161815854815,3.549932713450411,0.10188346813507104,97.21006033521554,2.789939664784471,0.7286834716796875,True,2.9103830456733704e-11
electricity_transfer,C3,81551,fixed1024,1024,7.035548092758298,0.36171581781453604,3.698631955286417,3.549932713450411,0.14869924183600639,95.97961506758001,4.020384932420002,0.5854263305664062,True,2.9103830456733704e-11
electricity_transfer,C3,81551,selected,768,7.059991738053183,0.3627202455636387,3.7113559918084116,3.549932713450411,0.16142327835800055,95.65055794393507,4.349442056064925,0.5603179931640625,True,2.9103830456733704e-11
electricity_transfer,C3,81552,fixed1024,1024,6.973685149933864,0.3704855369856941,3.672085343459779,3.549932713450411,0.12215263000936805,96.67348063609333,3.3265193639066633,0.6579132080078125,True,2.9103830456733704e-11
electricity_transfer,C3,81552,selected,768,6.990757770873129,0.3685946676180216,3.679676219245575,3.549932713450411,0.12974350579516475,96.47405102882217,3.5259489711778333,0.6393356323242188,True,2.9103830456733704e-11
electricity_transfer,IDEAL,81551,fixed1024,1024,7.1402475272375785,0.3570104807149952,3.748629003976287,3.549932713450411,0.19869629052587656,94.69949439341389,5.30050560658612,0.4727935791015625,True,1.1641532182693481e-10
electricity_transfer,IDEAL,81551,selected,512,7.159350301472838,0.3623622782499446,3.7608562898613913,3.549932713450411,0.21092357641098042,94.39160765117259,5.608392348827403,0.45645904541015625,True,1.1641532182693481e-10
electricity_transfer,IDEAL,81552,fixed1024,1024,7.146612638280059,0.35281107139631696,3.7497118548381883,3.549932713450411,0.19977914138777741,94.67214684429669,5.327853155703307,0.473297119140625,True,1.1641532182693481e-10
electricity_transfer,IDEAL,81552,selected,512,7.124898168551796,0.35205908518048235,3.738478626866139,3.549932713450411,0.18854591341572846,94.95661384658547,5.043386153414528,0.5001754760742188,True,2.9103830456733704e-11
electricity_transfer,MAG_ONLY,81551,fixed1024,1024,7.030768400702081,0.36191019620329584,3.6963392984526884,3.549932713450411,0.14640658500227788,96.03914648572537,3.96085351427464,0.590423583984375,True,2.9103830456733704e-11
electricity_transfer,MAG_ONLY,81551,selected,768,7.059179835050502,0.36210226321317185,3.7106410491318362,3.549932713450411,0.16070833568142598,95.66898728404286,4.331012715957159,0.5614852905273438,True,2.9103830456733704e-11
electricity_transfer,MAG_ONLY,81552,fixed1024,1024,6.976121121535961,0.36958912114932196,3.672855121342642,3.549932713450411,0.12292240789223097,96.65321925773931,3.3467807422606883,0.65545654296875,True,2.9103830456733704e-11
electricity_transfer,MAG_ONLY,81552,selected,768,6.996502980004075,0.3663794011386528,3.6814411905713635,3.549932713450411,0.1315084771209531,96.42779905169306,3.572200948306955,0.633056640625,True,2.9103830456733704e-11
electricity_transfer,PLAIN,81551,fixed1024,1024,6.97832487850341,0.3751016908387005,3.676713284671056,3.549932713450411,0.126780571220645,96.55179609056768,3.4482039094323254,0.6426467895507812,True,2.9103830456733704e-11
electricity_transfer,PLAIN,81551,selected,512,7.0293865673894285,0.36591189333084595,3.6976492303601374,3.549932713450411,0.14771651690972643,96.00512358779528,3.994876412204718,0.593170166015625,True,2.9103830456733704e-11
electricity_transfer,PLAIN,81552,fixed1024,1024,6.931444756590375,0.38984106580061734,3.660642911195496,3.549932713450411,0.11071019774508527,96.9756624606433,3.024337539356698,0.6950912475585938,True,2.9103830456733704e-11
electricity_transfer,PLAIN,81552,selected,1024,6.931444756590375,0.38984106580061734,3.660642911195496,3.549932713450411,0.11071019774508527,96.9756624606433,3.024337539356698,0.6950912475585938,True,2.9103830456733704e-11
electricity_transfer,SHUFFLE,81551,fixed1024,1024,7.025650616211796,0.38932291362971894,3.7074867649207572,3.549932713450411,0.1575540514703465,95.75038128359404,4.249618716405965,0.5954055786132812,True,1.1641532182693481e-10
electricity_transfer,SHUFFLE,81551,selected,768,7.027918723761319,0.38852337359593536,3.7082210486786273,3.549932713450411,0.15828833522821684,95.73142126236999,4.26857873763002,0.593231201171875,True,1.1641532182693481e-10
electricity_transfer,SHUFFLE,81552,fixed1024,1024,6.892940892122242,0.4140814284290931,3.653511160275667,3.549932713450411,0.10357844682525649,97.16496153203373,2.8350384679662843,0.7236328125,True,2.9103830456733704e-11
electricity_transfer,SHUFFLE,81552,selected,1024,6.892940892122242,0.4140814284290931,3.653511160275667,3.549932713450411,0.10357844682525649,97.16496153203373,2.8350384679662843,0.7236328125,True,2.9103830456733704e-11
electricity_transfer,TRP,81551,fixed1024,1024,7.026540630662803,0.3891385477071452,3.7078395891849736,3.549932713450411,0.15790687573456327,95.74127003241603,4.2587299675839825,0.5945358276367188,True,1.1641532182693481e-10
electricity_transfer,TRP,81551,selected,768,7.026499245193218,0.3890787387961555,3.7077889919946867,3.549932713450411,0.15785627854427614,95.74257653590601,4.257423464093999,0.5945892333984375,True,1.1641532182693481e-10
electricity_transfer,TRP,81552,fixed1024,1024,6.886697737319455,0.4169123344004082,3.6518050358599314,3.549932713450411,0.10187232240952093,97.21035703140895,2.7896429685910635,0.7287063598632812,True,2.9103830456733704e-11
electricity_transfer,TRP,81552,selected,768,6.886722088902886,0.4169100309717747,3.651816059937331,3.549932713450411,0.10188334648691978,97.21006357344656,2.7899364265534286,0.7287063598632812,True,2.9103830456733704e-11
ettm1,ANCHOR,81551,fixed1024,1024,6.5719552660659755,0.5323635695046679,3.5521594177853215,3.312905524803628,0.23925389298169414,93.26455080299121,6.735449197008807,0.514984130859375,True,3.552713678800501e-15
ettm1,ANCHOR,81551,selected,1024,6.5719552660659755,0.5323635695046679,3.5521594177853215,3.312905524803628,0.23925389298169414,93.26455080299121,6.735449197008807,0.514984130859375,True,3.552713678800501e-15
ettm1,ANCHOR,81552,fixed1024,1024,6.46749083756078,0.5461173957355221,3.506804116648151,3.312905524803628,0.19389859184452338,94.47078920308061,5.529210796919395,0.578765869140625,True,3.552713678800501e-15
ettm1,ANCHOR,81552,selected,512,6.467593830109426,0.5459235295863524,3.5067586798478887,3.312905524803628,0.19385315504426132,94.47201325377002,5.527986746229997,0.57855224609375,True,3.552713678800501e-15
ettm1,B0,81551,fixed1024,768,6.572331163861875,0.5321689177080868,3.5522500407849806,3.312905524803628,0.2393445159813532,93.26217149037004,6.737828509629985,0.51458740234375,True,3.552713678800501e-15
ettm1,B0,81551,selected,768,6.572331163861875,0.5321689177080868,3.5522500407849806,3.312905524803628,0.2393445159813532,93.26217149037004,6.737828509629985,0.51458740234375,True,3.552713678800501e-15
ettm1,B0,81552,fixed1024,1024,6.467736412184301,0.5459552259605742,3.506845819072438,3.312905524803628,0.19394029426881032,94.46966578302244,5.530334216977569,0.5784912109375,True,3.552713678800501e-15
ettm1,B0,81552,selected,1024,6.467736412184301,0.5459552259605742,3.506845819072438,3.312905524803628,0.19394029426881032,94.46966578302244,5.530334216977569,0.5784912109375,True,3.552713678800501e-15
ettm1,C3,81551,fixed1024,1024,6.488482367112884,0.5336454163956313,3.511063891754258,3.312905524803628,0.19815836695063022,94.35617314125199,5.643826858748017,0.571380615234375,True,3.552713678800501e-15
ettm1,C3,81551,selected,0,6.572331163861875,0.5321689177080868,3.5522500407849806,3.312905524803628,0.2393445159813532,93.26217149037004,6.737828509629985,0.51458740234375,True,3.552713678800501e-15
ettm1,C3,81552,fixed1024,1024,6.425086954972569,0.5527612954339931,3.4889241252032805,3.312905524803628,0.176018600399653,94.95493183333711,5.045068166662906,0.611236572265625,True,3.552713678800501e-15
ettm1,C3,81552,selected,1024,6.425086954972569,0.5527612954339931,3.4889241252032805,3.312905524803628,0.176018600399653,94.95493183333711,5.045068166662906,0.611236572265625,True,3.552713678800501e-15
ettm1,IDEAL,81551,fixed1024,1024,6.558613833453272,0.5389101392552916,3.5487619863542816,3.312905524803628,0.2358564615506541,93.3538382552121,6.646161744787918,0.53485107421875,True,7.105427357601002e-15
ettm1,IDEAL,81551,selected,0,6.572331163861875,0.5321689177080868,3.5522500407849806,3.312905524803628,0.2393445159813532,93.26217149037004,6.737828509629985,0.51458740234375,True,3.552713678800501e-15
ettm1,IDEAL,81552,fixed1024,1024,6.6267834827040435,0.5270688114429423,3.576926147073493,3.312905524803628,0.2640206222698654,92.61878463758954,7.381215362410464,0.489471435546875,True,7.105427357601002e-15
ettm1,IDEAL,81552,selected,256,6.593469438304503,0.5391915286535031,3.5663304834790033,3.312905524803628,0.25342495867537534,92.89395753283762,7.106042467162378,0.522430419921875,True,7.105427357601002e-15
ettm1,MAG_ONLY,81551,fixed1024,1024,6.485285029694536,0.5346842248226275,3.5099846272585817,3.312905524803628,0.19707910245495402,94.3851861650779,5.614813834922107,0.57421875,True,3.552713678800501e-15
ettm1,MAG_ONLY,81551,selected,0,6.572331163861875,0.5321689177080868,3.5522500407849806,3.312905524803628,0.2393445159813532,93.26217149037004,6.737828509629985,0.51458740234375,True,3.552713678800501e-15
ettm1,MAG_ONLY,81552,fixed1024,1024,6.420788582215083,0.5537087245960989,3.487248653405591,3.312905524803628,0.1743431286019634,95.00055356156773,4.999446438432278,0.614654541015625,True,3.552713678800501e-15
ettm1,MAG_ONLY,81552,selected,0,6.467736412184301,0.5459552259605742,3.506845819072438,3.312905524803628,0.19394029426881032,94.46966578302244,5.530334216977569,0.5784912109375,True,3.552713678800501e-15
ettm1,PLAIN,81551,fixed1024,1024,6.5245720233107924,0.5282011425420086,3.5263865829264005,3.312905524803628,0.21348105812277246,93.94618108075906,6.053818919240938,0.5391845703125,True,3.552713678800501e-15
ettm1,PLAIN,81551,selected,0,6.572331163861875,0.5321689177080868,3.5522500407849806,3.312905524803628,0.2393445159813532,93.26217149037004,6.737828509629985,0.51458740234375,True,3.552713678800501e-15
ettm1,PLAIN,81552,fixed1024,1024,6.469788600545931,0.5359450971559677,3.502866848850949,3.312905524803628,0.18996132404732127,94.57697559615677,5.423024403843228,0.578216552734375,True,3.552713678800501e-15
ettm1,PLAIN,81552,selected,1024,6.469788600545931,0.5359450971559677,3.502866848850949,3.312905524803628,0.18996132404732127,94.57697559615677,5.423024403843228,0.578216552734375,True,3.552713678800501e-15
ettm1,SHUFFLE,81551,fixed1024,1024,6.569053364961667,0.5316191708996212,3.550336267930644,3.312905524803628,0.23743074312701656,93.31244352058502,6.687556479415002,0.5164794921875,True,3.552713678800501e-15
ettm1,SHUFFLE,81551,selected,768,6.569496935061162,0.531742116885203,3.550619525973182,3.312905524803628,0.23771400116955438,93.30499932671891,6.69500067328109,0.51629638671875,True,3.552713678800501e-15
ettm1,SHUFFLE,81552,fixed1024,1024,6.467754567144308,0.5459253295401365,3.5068399483422223,3.312905524803628,0.19393442353859458,94.46982393278962,5.530176067210385,0.578582763671875,True,3.552713678800501e-15
ettm1,SHUFFLE,81552,selected,1024,6.467754567144308,0.5459253295401365,3.5068399483422223,3.312905524803628,0.19393442353859458,94.46982393278962,5.530176067210385,0.578582763671875,True,3.552713678800501e-15
ettm1,TRP,81551,fixed1024,1024,6.571769827765257,0.5322648176672673,3.552017322716262,3.312905524803628,0.23911179791263437,93.26828176249482,6.731718237505195,0.51519775390625,True,3.552713678800501e-15
ettm1,TRP,81551,selected,768,6.572125625757029,0.5320837025966549,3.5521046641768423,3.312905524803628,0.2391991393732144,93.26598842129992,6.734011578700087,0.514739990234375,True,3.552713678800501e-15
ettm1,TRP,81552,fixed1024,1024,6.467286103478971,0.5460713036205183,3.5066787035497446,3.312905524803628,0.1937731787461168,94.47416786288508,5.525832137114925,0.578643798828125,True,3.552713678800501e-15
ettm1,TRP,81552,selected,768,6.467960668635945,0.5457881620092,3.5068744153225726,3.312905524803628,0.1939688905189452,94.4688954451452,5.531104554854821,0.5784912109375,True,3.552713678800501e-15
