dataset,seed,arm,role,channel,valid_count,standardized_mse,standardized_mae,raw_mae
electricity,41000,FACTOR_BUDGET,selected,column_020,5184,1.4555994598786943,0.9437133133645675,13.834751408117693
electricity,41000,FACTOR_BUDGET,selected,column_021,5184,0.7020690485669916,0.6727320824917833,201.05075871187918
electricity,41000,FACTOR_BUDGET,selected,column_022,5184,0.6983391113413147,0.630414453631175,21.916484212202413
electricity,41000,FACTOR_BUDGET,selected,column_023,5184,0.7142188569935656,0.6637342155624122,19.942770792566925
electricity,41000,FACTOR_BUDGET,selected,column_024,5184,0.6136480529873709,0.6189843711866688,53.7794709672638
electricity,41000,FACTOR_BUDGET,selected,column_025,5184,1.0082387298083892,0.7730950694917457,94.43979057052353
electricity,41000,FACTOR_BUDGET,selected,column_026,5184,0.5547157788926158,0.5794017645136513,60.84019240978164
electricity,41000,FACTOR_BUDGET,selected,column_027,5184,1.0511657426761383,0.8272624800172506,14.057222499408969
electricity,41000,FACTOR_BUDGET,selected,column_028,5184,0.8116044549148951,0.7166475988342427,91.83954227728559
electricity,41000,FACTOR_BUDGET,selected,column_029,5184,1.5164264620235537,0.9463303030120356,95.0638598715232
electricity,41000,FACTOR_BUDGET,selected,column_030,5184,0.7241282429808218,0.6302389225801124,93.93388141220005
electricity,41000,FACTOR_BUDGET,selected,column_031,5184,0.8149375988048033,0.7515310014803864,87.70453841185729
electricity,41001,INDIV_REF,INIT,column_000,5184,0.416957825819827,0.3527393730428791,8.694772295668644
electricity,41001,INDIV_REF,INIT,column_001,5184,0.6695512660483511,0.6466215953543365,16.98784362574102
electricity,41001,INDIV_REF,INIT,column_002,5184,0.0007853588033530417,0.016907445305992884,0.9868698839888269
electricity,41001,INDIV_REF,INIT,column_003,5184,0.9543636489391388,0.7475809680343692,114.60778487417184
electricity,41001,INDIV_REF,INIT,column_004,5184,0.8243024239990343,0.7063418542141189,49.21039281311791
electricity,41001,INDIV_REF,INIT,column_005,5184,0.8059187742170583,0.7051082549926686,179.76620725827283
electricity,41001,INDIV_REF,INIT,column_006,5184,0.890109016539296,0.5223741921602337,14.894854986699023
electricity,41001,INDIV_REF,INIT,column_007,5184,0.9975176552014052,0.783790751917181,185.85937157267603
electricity,41001,INDIV_REF,INIT,column_008,5184,0.5747101119817956,0.5827006459675667,52.2935359109864
electricity,41001,INDIV_REF,INIT,column_009,5184,1.2391242361588761,0.8705890561590265,91.3026711138507
electricity,41001,INDIV_REF,INIT,column_010,5184,0.6948800244472326,0.6386872845986444,32.52695809246816
electricity,41001,INDIV_REF,INIT,column_011,5184,2.424714568121117,1.3231399340393295,195.43698761989003
electricity,41001,INDIV_REF,INIT,column_012,5184,0.5077939009279904,0.5559986986382109,42.44640704787148
electricity,41001,INDIV_REF,INIT,column_013,5184,0.8872129948834331,0.7296737322056479,33.677174405867945
electricity,41001,INDIV_REF,INIT,column_014,5184,0.9250883502037731,0.773464569537922,41.59712492664893
electricity,41001,INDIV_REF,INIT,column_015,5184,0.9635039984141385,0.7964809718651839,275.81443711244674
electricity,41001,INDIV_REF,INIT,column_016,5184,0.9109824572399293,0.7466450718116162,7.452799416073052
electricity,41001,INDIV_REF,INIT,column_017,5184,1.034756232463934,0.7999250823354318,35.130319194281505
electricity,41001,INDIV_REF,INIT,column_018,5184,0.7590555739640414,0.6891011417643863,140.4554673740009
electricity,41001,INDIV_REF,INIT,column_019,5184,1.8139811340978083,1.0950196297752781,50.94088484495486
electricity,41001,INDIV_REF,INIT,column_020,5184,1.8364245939884705,1.0606289865239955,15.548724551197179
electricity,41001,INDIV_REF,INIT,column_021,5184,0.833585960289784,0.7281613577724559,217.61619113298713
electricity,41001,INDIV_REF,INIT,column_022,5184,0.7944414478506714,0.6565154653784883,22.823891091260386
electricity,41001,INDIV_REF,INIT,column_023,5184,0.9944917119615104,0.759959551236534,22.8339880430755
electricity,41001,INDIV_REF,INIT,column_024,5184,0.9230574466715471,0.7574387397667405,65.80885820537435
electricity,41001,INDIV_REF,INIT,column_025,5184,1.5270460997119828,0.9888066789442544,120.79070137599336
electricity,41001,INDIV_REF,INIT,column_026,5184,0.7903496099694672,0.6830842552452749,71.72739205601047
electricity,41001,INDIV_REF,INIT,column_027,5184,1.305749975905452,0.9085075209493229,15.437775401230303
electricity,41001,INDIV_REF,INIT,column_028,5184,1.019508020684186,0.7933193275692045,101.6651476153644
electricity,41001,INDIV_REF,INIT,column_029,5184,1.850744343192172,1.0983509502657847,110.33513403669687
electricity,41001,INDIV_REF,INIT,column_030,5184,1.0317095524127944,0.7709111130538705,114.90035045200572
electricity,41001,INDIV_REF,INIT,column_031,5184,1.0644905116677554,0.8485647122279822,99.02848485550864
electricity,41001,INDIV_REF,selected,column_000,5184,0.3604924079732557,0.3086986163398251,7.609199262075229
electricity,41001,INDIV_REF,selected,column_001,5184,0.5155337733234809,0.5619202060966747,14.762594784796121
electricity,41001,INDIV_REF,selected,column_002,5184,0.0009542817362198794,0.020763506211719854,1.2119441225752905
electricity,41001,INDIV_REF,selected,column_003,5184,0.9958414696506542,0.8090516574333445,124.0315394210919
electricity,41001,INDIV_REF,selected,column_004,5184,0.6996410975364837,0.6583885982937868,45.86951962766433
electricity,41001,INDIV_REF,selected,column_005,5184,0.7355712423804996,0.6807999955841454,173.56885590409547
electricity,41001,INDIV_REF,selected,column_006,5184,0.7625530638536875,0.4730807479288081,13.489313299071384
electricity,41001,INDIV_REF,selected,column_007,5184,0.9255996320653097,0.7603958239562731,180.31176004732112
electricity,41001,INDIV_REF,selected,column_008,5184,0.6032990945640642,0.6327701547476111,56.78694375865925
electricity,41001,INDIV_REF,selected,column_009,5184,0.9752460165048313,0.7733029930140567,81.0998350404508
electricity,41001,INDIV_REF,selected,column_010,5184,0.7028221653805484,0.6682811745461853,34.03411071837598
electricity,41001,INDIV_REF,selected,column_011,5184,1.8580779036260793,1.0962139970042586,161.91844554735002
electricity,41001,INDIV_REF,selected,column_012,5184,0.48762994695992623,0.5253762751895853,40.108610478066126
electricity,41001,INDIV_REF,selected,column_013,5184,0.9407485438738261,0.7621069339896638,35.17408808771222
electricity,41001,INDIV_REF,selected,column_014,5184,0.8297420207411813,0.7499267781852577,40.33125640990601
electricity,41001,INDIV_REF,selected,column_015,5184,1.0420639707861383,0.827863260786003,286.6818509738554
electricity,41001,INDIV_REF,selected,column_016,5184,0.9681714171921282,0.7819895383840453,7.8055978604440535
electricity,41001,INDIV_REF,selected,column_017,5184,0.9726647366908729,0.7880897619814524,34.61054729190787
electricity,41001,INDIV_REF,selected,column_018,5184,0.5798977901920541,0.6109239185099268,124.52105983247185
electricity,41001,INDIV_REF,selected,column_019,5184,1.656028099728831,1.0405468145495602,48.40678104248397
electricity,41001,INDIV_REF,selected,column_020,5184,2.09504771734158,1.1357215853917475,16.649575226092253
electricity,41001,INDIV_REF,selected,column_021,5184,0.9641861185612486,0.8251811490061771,246.61124450603032
electricity,41001,INDIV_REF,selected,column_022,5184,1.0081533601956183,0.7785395322273949,27.066082112101764
electricity,41001,INDIV_REF,selected,column_023,5184,1.1161527776433144,0.83081085570868,24.962809026404052
electricity,41001,INDIV_REF,selected,column_024,5184,0.917585913476077,0.7775191965527842,67.55351670242834
electricity,41001,INDIV_REF,selected,column_025,5184,1.025476016066994,0.7701154961813037,94.07581168806519
electricity,41001,INDIV_REF,selected,column_026,5184,0.8427228308793379,0.7098681517580886,74.5398402001598
electricity,41001,INDIV_REF,selected,column_027,5184,0.9520254284508047,0.7699677897811247,13.083644912925001
electricity,41001,INDIV_REF,selected,column_028,5184,1.0856454486875247,0.8301327216931559,106.38284327431407
electricity,41001,INDIV_REF,selected,column_029,5184,1.5982364494801977,0.9690461017288063,97.34578141541502
electricity,41001,INDIV_REF,selected,column_030,5184,0.6936369179797639,0.6111555525876161,91.089602917813
electricity,41001,INDIV_REF,selected,column_031,5184,0.8036840689173258,0.7480428753321272,87.29747004986983
electricity,41000,LH,INIT,column_000,5184,0.36645980405504053,0.31999770787768755,7.887713756281375
electricity,41000,LH,INIT,column_001,5184,0.4874804313664942,0.5390798128534732,14.162539000155466
electricity,41000,LH,INIT,column_002,5184,0.0006290422687463672,0.012523352638473388,0.7309749842041928
electricity,41000,LH,INIT,column_003,5184,0.7000028159303303,0.6578453890582256,100.85088579486795
electricity,41000,LH,INIT,column_004,5184,0.6604489972164861,0.6325937245127545,44.072406991967966
electricity,41000,LH,INIT,column_005,5184,0.5945884362188469,0.6111763677845262,155.81842479443654
electricity,41000,LH,INIT,column_006,5184,0.8146514036382766,0.49855570217330775,14.215700159217459
electricity,41000,LH,INIT,column_007,5184,0.7446476762293421,0.6892977337587312,163.45235422783412
electricity,41000,LH,INIT,column_008,5184,0.47197782647233844,0.5336610152132526,47.89255281673568
electricity,41000,LH,INIT,column_009,5184,0.9758611239959405,0.7822400316403623,82.03710331031554
electricity,41000,LH,INIT,column_010,5184,0.5436274305876809,0.5785349082572883,29.4635280358526
electricity,41000,LH,INIT,column_011,5184,1.9625016387169356,1.2028170846598736,177.6644643820995
electricity,41000,LH,INIT,column_012,5184,0.41209479223245665,0.5064309420159129,38.66227377706872
electricity,41000,LH,INIT,column_013,5184,0.7090595380599768,0.6610161480025454,30.508369862905734
electricity,41000,LH,INIT,column_014,5184,0.6863930468019104,0.6722084997020795,36.15154725906513
electricity,41000,LH,INIT,column_015,5184,0.7587456465029603,0.7195852370214085,249.18611255546816
electricity,41000,LH,INIT,column_016,5184,0.7299794300942307,0.6662473876072729,6.6502925269055915
electricity,41000,LH,INIT,column_017,5184,0.8200440710873993,0.7063612532947445,31.021275420279398
electricity,41000,LH,INIT,column_018,5184,0.565484450154501,0.6156685888257039,125.48813831536583
electricity,41000,LH,INIT,column_019,5184,1.4950701792914032,0.991549198153128,46.12738634794306
electricity,41000,LH,INIT,column_020,5184,1.4176051815436137,0.9433108376440402,13.828851150632243
electricity,41000,LH,INIT,column_021,5184,0.6642342554642209,0.6678258057923409,199.5844830896141
electricity,41000,LH,INIT,column_022,5184,0.6146006877041645,0.5785189653569107,20.11232721215865
electricity,41000,LH,INIT,column_023,5184,0.7696879870372093,0.6717420812066713,20.18337768812347
electricity,41000,LH,INIT,column_024,5184,0.7021942426205772,0.6808580581387498,59.15526768519662
electricity,41000,LH,INIT,column_025,5184,1.30275761748601,0.933423911463453,114.02525018052596
electricity,41000,LH,INIT,column_026,5184,0.5801785711402973,0.5873270361085748,61.67238705996477
electricity,41000,LH,INIT,column_027,5184,1.1297803940963518,0.856538189537349,14.554688748021508
electricity,41000,LH,INIT,column_028,5184,0.8245751782568003,0.7326379110499495,93.88872650276859
electricity,41000,LH,INIT,column_029,5184,1.5348283044831021,1.001613356062911,100.61733352841779
electricity,41000,LH,INIT,column_030,5184,0.8272705909711968,0.6846499411357299,102.04356486938244
electricity,41000,LH,INIT,column_031,5184,0.8402127499177239,0.76259294385589,88.99547990072602
electricity,41000,LH,selected,column_000,5184,0.33885374804940865,0.2943987343762139,7.256717438297013
electricity,41000,LH,selected,column_001,5184,0.28020720817205397,0.38871122193764385,10.21210163918031
electricity,41000,LH,selected,column_002,5184,0.0005825185638554124,0.013082795496167685,0.7636290781893708
electricity,41000,LH,selected,column_003,5184,0.28787896996960366,0.39738021259086337,60.920312133698616
electricity,41000,LH,selected,column_004,5184,0.3254424466069758,0.4286555211362195,29.864160605483036
electricity,41000,LH,selected,column_005,5184,0.25987235537102826,0.4003268188824694,102.06267390107254
electricity,41000,LH,selected,column_006,5184,0.7372167751257014,0.44370788845422615,12.65178248498326
electricity,41000,LH,selected,column_007,5184,0.38114822293055844,0.4749955933614695,112.6351417977453
electricity,41000,LH,selected,column_008,5184,0.33126510158243105,0.43379586529377256,38.93031493402524
electricity,41000,LH,selected,column_009,5184,0.7493658418971755,0.6432899236924304,67.46476758262328
electricity,41000,LH,selected,column_010,5184,0.258291674418673,0.3819058005440043,19.44963406837127
electricity,41000,LH,selected,column_011,5184,1.2000712602238153,0.8242757940437356,121.75127816156758
electricity,41000,LH,selected,column_012,5184,0.25589052486757563,0.35223197177105314,26.89031770341808
electricity,41000,LH,selected,column_013,5184,0.33164355950285707,0.4387180052068165,20.248478359887542
electricity,41000,LH,selected,column_014,5184,0.2955771617730147,0.42598712977669045,22.90969819736109
electricity,41000,LH,selected,column_015,5184,0.43367218558556025,0.5218134207992271,180.69945173758694
electricity,41000,LH,selected,column_016,5184,0.3661379530664012,0.4645162819846361,4.636669825907583
electricity,41000,LH,selected,column_017,5184,0.5147292130569694,0.5733439413693023,25.179552577106204
electricity,41000,LH,selected,column_018,5184,0.21682220117476916,0.35960097196591984,73.29536917657244
electricity,41000,LH,selected,column_019,5184,1.0923137077563285,0.7211424795049548,33.54792462743894
electricity,41000,LH,selected,column_020,5184,0.854956982189612,0.7319849535201627,10.73083289492804
electricity,41000,LH,selected,column_021,5184,0.3515118040374988,0.4664884131596432,139.41337396703145
electricity,41000,LH,selected,column_022,5184,0.29011569651652747,0.38211047950733945,13.284147029311647
electricity,41000,LH,selected,column_023,5184,0.3149432129893065,0.42671806951424246,12.821307767233781
electricity,41000,LH,selected,column_024,5184,0.3245892077132115,0.4275245685209405,37.1447910332297
electricity,41000,LH,selected,column_025,5184,0.9120433694200686,0.7456170147312083,91.0831248261972
electricity,41000,LH,selected,column_026,5184,0.2902773159339417,0.40781075107058573,42.822245428849435
electricity,41000,LH,selected,column_027,5184,0.45983143831735857,0.5178806715904315,8.800065281019677
electricity,41000,LH,selected,column_028,5184,0.49437211454056734,0.5536278034343002,70.94829333426033
electricity,41000,LH,selected,column_029,5184,0.974566123143263,0.7248360638709359,72.81359773256331
electricity,41000,LH,selected,column_030,5184,0.49826752258264456,0.5040670545187351,75.12861111325778
electricity,41000,LH,selected,column_031,5184,0.4850978888051153,0.5226004817383382,60.98808157532992
electricity,41001,LH,INIT,column_000,5184,0.36633253821029454,0.3136616052849862,7.731533376387019
electricity,41001,LH,INIT,column_001,5184,0.5449496196772754,0.5749592070245808,15.105151405840893
electricity,41001,LH,INIT,column_002,5184,0.0006283781326723803,0.012042142084316799,0.7028872278838227
electricity,41001,LH,INIT,column_003,5184,0.7526492148611376,0.6747502458954526,103.4424822621024
electricity,41001,LH,INIT,column_004,5184,0.6644412213495938,0.6346421218463266,44.21511754610125
electricity,41001,LH,INIT,column_005,5184,0.6526368116572442,0.6312400096291112,160.93361777743021
electricity,41001,LH,INIT,column_006,5184,0.8095152619943345,0.4970558716379822,14.172934343709015
electricity,41001,LH,INIT,column_007,5184,0.8176534680527426,0.7184283591396583,170.36006488093236
electricity,41001,LH,INIT,column_008,5184,0.5035647313647776,0.5443487883926144,48.85170989753037
electricity,41001,LH,INIT,column_009,5184,1.0059748603092444,0.7930989526812539,83.1759282121837
electricity,41001,LH,INIT,column_010,5184,0.5784617648438884,0.5949905405624447,30.30157769690268
electricity,41001,LH,INIT,column_011,5184,2.0754995199535604,1.2547273882946346,185.33197792909064
electricity,41001,LH,INIT,column_012,5184,0.4370169537873394,0.5234731060924709,39.96331752976444
electricity,41001,LH,INIT,column_013,5184,0.7450738417392567,0.6751188979133245,31.15926456746362
electricity,41001,LH,INIT,column_014,5184,0.7494721608742627,0.6985704208583442,37.569298208276315
electricity,41001,LH,INIT,column_015,5184,0.8048903117532625,0.7371914365165724,255.28298639801113
electricity,41001,LH,INIT,column_016,5184,0.7551762757555474,0.680616484425515,6.793720777381624
electricity,41001,LH,INIT,column_017,5184,0.8602305606021353,0.7265082370476541,31.90607074133039
electricity,41001,LH,INIT,column_018,5184,0.6078448940445954,0.6299532871350808,128.39970507348062
electricity,41001,LH,INIT,column_019,5184,1.5504403506758015,1.0282527989412626,47.83485701815128
electricity,41001,LH,INIT,column_020,5184,1.5895092807122146,0.9897156685916276,14.509141754996733
electricity,41001,LH,INIT,column_021,5184,0.6988170207948077,0.67906179242031,202.94243745989243
electricity,41001,LH,INIT,column_022,5184,0.6537006532022644,0.5932026719641232,20.62280920092007
electricity,41001,LH,INIT,column_023,5184,0.8058682585424992,0.6916204785914117,20.780650381729487
electricity,41001,LH,INIT,column_024,5184,0.7520792831003457,0.701343996636336,60.93515581477241
electricity,41001,LH,INIT,column_025,5184,1.3131656435816004,0.9336480863665786,114.05263495083146
electricity,41001,LH,INIT,column_026,5184,0.6475244441579332,0.6141504306778873,64.48898270504417
electricity,41001,LH,INIT,column_027,5184,1.121949252994426,0.8496068963174849,14.436909042844693
electricity,41001,LH,INIT,column_028,5184,0.8536560465409752,0.7386230946097014,94.65573740110594
electricity,41001,LH,INIT,column_029,5184,1.5893302939720528,1.0329256633035753,103.7628196005707
electricity,41001,LH,INIT,column_030,5184,0.8603752993077343,0.698214811351989,104.06533925464187
electricity,41001,LH,INIT,column_031,5184,0.9021598109387198,0.7979612121446364,93.12299777900505
electricity,41001,LH,selected,column_000,5184,0.3260364626835842,0.2961756735364619,7.300517712840607
electricity,41001,LH,selected,column_001,5184,0.2709322572871706,0.3896578496844737,10.23697115212338
electricity,41001,LH,selected,column_002,5184,0.0006034913283392266,0.013812382520107483,0.8062143090533154
electricity,41001,LH,selected,column_003,5184,0.3330280083609299,0.43022773704662404,65.9559967985627
electricity,41001,LH,selected,column_004,5184,0.34618447994123436,0.4461092873446174,31.080153521744823
electricity,41001,LH,selected,column_005,5184,0.2709697979523621,0.4130361276126038,105.30289157135704
electricity,41001,LH,selected,column_006,5184,0.6806854908305155,0.4305862343090767,12.277634721539256
electricity,41001,LH,selected,column_007,5184,0.37609514110897185,0.47672692539534767,113.0456905099024
electricity,41001,LH,selected,column_008,5184,0.33339204558688523,0.43181353076664736,38.752413497843236
electricity,41001,LH,selected,column_009,5184,0.7617416420087444,0.6533512060354782,68.51994045236252
electricity,41001,LH,selected,column_010,5184,0.27510211867623746,0.3983392153377393,20.286552239754418
electricity,41001,LH,selected,column_011,5184,1.1767606974772864,0.8479463595826086,125.2475856232083
electricity,41001,LH,selected,column_012,5184,0.2609590694233383,0.3670264844962124,28.01976982398077
electricity,41001,LH,selected,column_013,5184,0.35894429024816304,0.461859531707859,21.316546442368516
electricity,41001,LH,selected,column_014,5184,0.28517730471135466,0.430236293716995,23.13821933487649
electricity,41001,LH,selected,column_015,5184,0.44382565928729695,0.5366576002778868,185.83986205739012
electricity,41001,LH,selected,column_016,5184,0.39531895988139126,0.48452233734672145,4.8363645983631285
electricity,41001,LH,selected,column_017,5184,0.5284638693020266,0.5794833874440232,25.449178702156974
electricity,41001,LH,selected,column_018,5184,0.22518136587292564,0.3754943042043932,76.53481440803645
electricity,41001,LH,selected,column_019,5184,0.9834385036712588,0.7241625973047457,33.68842208417305
electricity,41001,LH,selected,column_020,5184,0.889469886319944,0.7520596733888795,11.025126463788617
electricity,41001,LH,selected,column_021,5184,0.3644832632426284,0.4792992777589394,143.24199179941363
electricity,41001,LH,selected,column_022,5184,0.3303378796478988,0.4137597050787996,14.384438668518186
electricity,41001,LH,selected,column_023,5184,0.3778652427579127,0.4711233375073564,14.15552266953289
electricity,41001,LH,selected,column_024,5184,0.3633237334588302,0.4641936911336674,40.3307293327146
electricity,41001,LH,selected,column_025,5184,0.8740396596312084,0.7267270126175401,88.77555889557446
electricity,41001,LH,selected,column_026,5184,0.3175723003551403,0.4322120006191979,45.38450327565253
electricity,41001,LH,selected,column_027,5184,0.528528162704542,0.568927614023531,9.667478278743975
electricity,41001,LH,selected,column_028,5184,0.5137200382878322,0.568344369859084,72.83424498824476
electricity,41001,LH,selected,column_029,5184,0.9616017122612304,0.7359919642129867,73.93426664011271
electricity,41001,LH,selected,column_030,5184,0.515958393872369,0.5191840053954185,77.38171516648123
electricity,41001,LH,selected,column_031,5184,0.46302158853377506,0.5235612628886973,61.100205848501716
electricity,41001,BASIS_BUDGET,INIT,column_000,5184,0.42005190428539757,0.35282851549664535,8.696969593154003
electricity,41001,BASIS_BUDGET,INIT,column_001,5184,0.6093030635894875,0.619562779751437,16.276962746626666
electricity,41001,BASIS_BUDGET,INIT,column_002,5184,0.0007652676899590885,0.01649253205022556,0.9626518315761784
electricity,41001,BASIS_BUDGET,INIT,column_003,5184,0.9182268125894464,0.7232883587952709,110.88361016567536
electricity,41001,BASIS_BUDGET,INIT,column_004,5184,0.8021983086875926,0.6853536983034706,47.74816118883578
electricity,41001,BASIS_BUDGET,INIT,column_005,5184,0.7759702728400264,0.6910641466334417,176.18568458507184
electricity,41001,BASIS_BUDGET,INIT,column_006,5184,0.8871166252310491,0.5216703539939502,14.874785910588002
electricity,41001,BASIS_BUDGET,INIT,column_007,5184,0.9717443338596512,0.7798147974772628,184.91655821107761
electricity,41001,BASIS_BUDGET,INIT,column_008,5184,0.6044652699099503,0.6020968143939284,54.03421397125397
electricity,41001,BASIS_BUDGET,INIT,column_009,5184,1.2123326853182275,0.8587424531065658,90.06026346507183
electricity,41001,BASIS_BUDGET,INIT,column_010,5184,0.6781141615333989,0.6278789538185343,31.97651324909681
electricity,41001,BASIS_BUDGET,INIT,column_011,5184,2.3999521744281025,1.3091875447448897,193.37612250377128
electricity,41001,BASIS_BUDGET,INIT,column_012,5184,0.5087669335648723,0.5509825503951431,42.06346106138048
electricity,41001,BASIS_BUDGET,INIT,column_013,5184,0.9398902933633059,0.7449112277698269,34.38044187045425
electricity,41001,BASIS_BUDGET,INIT,column_014,5184,0.8765655842503078,0.7644815926831614,41.11401810423313
electricity,41001,BASIS_BUDGET,INIT,column_015,5184,0.9565039470262766,0.7927582550040331,274.5252926233037
electricity,41001,BASIS_BUDGET,INIT,column_016,5184,0.9458458414528133,0.7527315597532082,7.513553013049149
electricity,41001,BASIS_BUDGET,INIT,column_017,5184,1.0196586108405354,0.7925665912138985,34.80715625365583
electricity,41001,BASIS_BUDGET,INIT,column_018,5184,0.6833959695730156,0.6661891550902229,135.78545073675258
electricity,41001,BASIS_BUDGET,INIT,column_019,5184,1.7898171126744897,1.0738107939946475,49.95423873211907
electricity,41001,BASIS_BUDGET,INIT,column_020,5184,1.8812112246934747,1.0541606585543322,15.453899451011381
electricity,41001,BASIS_BUDGET,INIT,column_021,5184,0.8467425135402881,0.7359172996383014,219.93410942057304
electricity,41001,BASIS_BUDGET,INIT,column_022,5184,0.8235157716343754,0.6577101965935364,22.865426160232243
electricity,41001,BASIS_BUDGET,INIT,column_023,5184,1.0123656527613207,0.7605202816003491,22.850835927152897
electricity,41001,BASIS_BUDGET,INIT,column_024,5184,0.9190569608460946,0.7492981661714931,65.10157743755275
electricity,41001,BASIS_BUDGET,INIT,column_025,5184,1.4848173985371342,0.9871536929301923,120.58877581839452
electricity,41001,BASIS_BUDGET,INIT,column_026,5184,0.7508926124831437,0.6596082343042742,69.26228801500802
electricity,41001,BASIS_BUDGET,INIT,column_027,5184,1.4416994886383079,0.9452447344733684,16.062030939212683
electricity,41001,BASIS_BUDGET,INIT,column_028,5184,1.0337341231251256,0.7960268582510589,102.0121220263967
electricity,41001,BASIS_BUDGET,INIT,column_029,5184,1.8189536532159665,1.0754831608106026,108.03794422314054
electricity,41001,BASIS_BUDGET,INIT,column_030,5184,1.0261885307659244,0.7642929072218168,113.91394079129384
electricity,41001,BASIS_BUDGET,INIT,column_031,5184,1.0453897263617695,0.8567768554569256,99.98685148289698
electricity,41001,BASIS_BUDGET,selected,column_000,5184,0.3676495322113413,0.31615127110422625,7.792901851371438
electricity,41001,BASIS_BUDGET,selected,column_001,5184,0.3085442782993047,0.42347212396787565,11.12532936343485
electricity,41001,BASIS_BUDGET,selected,column_002,5184,0.0006343349192614372,0.013573456010896207,0.792268418816213
electricity,41001,BASIS_BUDGET,selected,column_003,5184,0.34274650888978236,0.4408982125331269,67.59183239544485
electricity,41001,BASIS_BUDGET,selected,column_004,5184,0.3793270026493911,0.47309020591821965,32.95989715231726
electricity,41001,BASIS_BUDGET,selected,column_005,5184,0.3430084109037984,0.4571865151019104,116.55896133332327
electricity,41001,BASIS_BUDGET,selected,column_006,5184,0.7433140029762528,0.44750225371742236,12.759974124635587
electricity,41001,BASIS_BUDGET,selected,column_007,5184,0.4928881841424836,0.5571300280072126,132.1115828891909
electricity,41001,BASIS_BUDGET,selected,column_008,5184,0.38554592779106567,0.4816622587533834,43.22600772693985
electricity,41001,BASIS_BUDGET,selected,column_009,5184,0.8576646727693201,0.7036329195368299,73.79321458598106
electricity,41001,BASIS_BUDGET,selected,column_010,5184,0.3231110584929311,0.429596653780961,21.87842578231208
electricity,41001,BASIS_BUDGET,selected,column_011,5184,1.4059158285000954,0.9401269878522995,138.86330671397675
electricity,41001,BASIS_BUDGET,selected,column_012,5184,0.3118309058027376,0.40946651344792273,31.259753565705207
electricity,41001,BASIS_BUDGET,selected,column_013,5184,0.3969026811895827,0.479339372017971,22.123306511599644
electricity,41001,BASIS_BUDGET,selected,column_014,5184,0.3847454518492222,0.4922749568811721,26.474674711836123
electricity,41001,BASIS_BUDGET,selected,column_015,5184,0.5262343761973305,0.5820073623580143,201.54409046101725
electricity,41001,BASIS_BUDGET,selected,column_016,5184,0.4350005605635533,0.5107843262397822,5.098504325626342
electricity,41001,BASIS_BUDGET,selected,column_017,5184,0.5726371489628216,0.5990122573256721,26.306828309096332
electricity,41001,BASIS_BUDGET,selected,column_018,5184,0.26827928700997167,0.4050818395485743,82.56546920360292
electricity,41001,BASIS_BUDGET,selected,column_019,5184,1.2530551083520987,0.8475548331715137,39.428693315055455
electricity,41001,BASIS_BUDGET,selected,column_020,5184,0.9960235514061709,0.7671368578624952,11.24615661793907
electricity,41001,BASIS_BUDGET,selected,column_021,5184,0.42991811792303763,0.5216168919436718,155.88891121970298
electricity,41001,BASIS_BUDGET,selected,column_022,5184,0.3331957779985635,0.4198964975165623,14.597785481556956
electricity,41001,BASIS_BUDGET,selected,column_023,5184,0.3593662131502055,0.4533247791801437,13.62074148628928
electricity,41001,BASIS_BUDGET,selected,column_024,5184,0.39060436862477615,0.47603593835568364,41.35962411634641
electricity,41001,BASIS_BUDGET,selected,column_025,5184,1.1209326278381853,0.8142594167824158,99.4683472002521
electricity,41001,BASIS_BUDGET,selected,column_026,5184,0.34820797214455834,0.44490708681418994,46.717553214515604
electricity,41001,BASIS_BUDGET,selected,column_027,5184,0.5608495730491473,0.5820951389531852,9.891226885956046
electricity,41001,BASIS_BUDGET,selected,column_028,5184,0.5617569497074152,0.5894796280788595,75.54276231806473
electricity,41001,BASIS_BUDGET,selected,column_029,5184,1.1931251580469442,0.8384643006997247,84.22815219516393
electricity,41001,BASIS_BUDGET,selected,column_030,5184,0.5471190446078849,0.5327087683475569,79.3975117695747
electricity,41001,BASIS_BUDGET,selected,column_031,5184,0.547659258826455,0.5830735205346835,68.04535525206224
electricity,41001,FACTOR_BUDGET,INIT,column_000,5184,0.4239506224553333,0.3591519094713285,8.852836714738386
electricity,41001,FACTOR_BUDGET,INIT,column_001,5184,0.6049313971627293,0.6226688075045258,16.358563352213878
electricity,41001,FACTOR_BUDGET,INIT,column_002,5184,0.0007821306924397166,0.017263862199471965,1.0076735649680393
electricity,41001,FACTOR_BUDGET,INIT,column_003,5184,0.9947194699142906,0.7427131468623738,113.86152430101563
electricity,41001,FACTOR_BUDGET,INIT,column_004,5184,0.849907533390398,0.7059271155173328,49.18149822891357
electricity,41001,FACTOR_BUDGET,INIT,column_005,5184,0.8129405393430804,0.691056430542013,176.183717380063
electricity,41001,FACTOR_BUDGET,INIT,column_006,5184,0.9082920363640774,0.5276470271193919,15.045203363904779
electricity,41001,FACTOR_BUDGET,INIT,column_007,5184,1.0172805184498697,0.7851103743185175,186.17229206787925
electricity,41001,FACTOR_BUDGET,INIT,column_008,5184,0.6266602622471836,0.5985724909960818,53.71792921433356
electricity,41001,FACTOR_BUDGET,INIT,column_009,5184,1.2385009418150494,0.8583344360083657,90.01747283881453
