dataset,seed,arm,role,channel,valid_count,standardized_mse,standardized_mae,raw_mae
electricity,41000,FACTOR_BUDGET,INIT,column_026,5184,0.8083645010960364,0.685328254764039,71.9630236519958
electricity,41000,FACTOR_BUDGET,INIT,column_027,5184,1.508173776874709,0.995427383094477,16.914757461104344
electricity,41000,FACTOR_BUDGET,INIT,column_028,5184,1.1066393141235715,0.8307222489224112,106.45839213679945
electricity,41000,FACTOR_BUDGET,INIT,column_029,5184,1.9739143108278485,1.1098678898623926,111.49207123766783
electricity,41000,FACTOR_BUDGET,INIT,column_030,5184,1.080872862119767,0.7925630319429201,118.1274579955136
electricity,41000,FACTOR_BUDGET,INIT,column_031,5184,1.1345436999510492,0.8679754364739095,101.29373885950241
electricity,41000,FACTOR_BUDGET,selected,column_000,5184,0.356295772093835,0.3222867363997747,7.944136665938866
electricity,41000,FACTOR_BUDGET,selected,column_001,5184,0.4956266593459135,0.5432015388071222,14.270823716397238
electricity,41000,FACTOR_BUDGET,selected,column_002,5184,0.0006490615254601093,0.014674149929361854,0.8565147706431434
electricity,41000,FACTOR_BUDGET,selected,column_003,5184,0.5831316838786267,0.5990131127511609,91.83161275961871
electricity,41000,FACTOR_BUDGET,selected,column_004,5184,0.6156997966429109,0.6158264069034672,42.904238517945736
electricity,41000,FACTOR_BUDGET,selected,column_005,5184,0.5106467086509523,0.5630830993509278,143.55712392361934
electricity,41000,FACTOR_BUDGET,selected,column_006,5184,0.7478468923509197,0.4735494233924036,13.502677001127967
electricity,41000,FACTOR_BUDGET,selected,column_007,5184,0.6487175173004458,0.6402705769474824,151.826602670234
electricity,41000,FACTOR_BUDGET,selected,column_008,5184,0.49788399349171136,0.5599831163037132,50.254787607707975
electricity,41000,FACTOR_BUDGET,selected,column_009,5184,0.9381156801520771,0.7410598882342926,77.71835261706218
electricity,41000,FACTOR_BUDGET,selected,column_010,5184,0.538691297465318,0.5779175626834959,29.432087964801347
electricity,41000,FACTOR_BUDGET,selected,column_011,5184,1.8659593540196735,1.1005526937265973,162.5593012843706
electricity,41000,FACTOR_BUDGET,selected,column_012,5184,0.4479431151781456,0.4992315350992377,38.112652065296864
electricity,41000,FACTOR_BUDGET,selected,column_013,5184,0.695010363057686,0.6493155912762631,29.968345366853704
electricity,41000,FACTOR_BUDGET,selected,column_014,5184,0.6034782843655309,0.631450961098897,33.95959627417108
electricity,41000,FACTOR_BUDGET,selected,column_015,5184,0.7896669328789487,0.7107267602149039,246.11849904005913
electricity,41000,FACTOR_BUDGET,selected,column_016,5184,0.7161302587877014,0.6581731916568385,6.569698192145368
electricity,41000,FACTOR_BUDGET,selected,column_017,5184,0.8202810273973042,0.7215327142221662,31.68756064722569
electricity,41000,FACTOR_BUDGET,selected,column_018,5184,0.43770856113388124,0.5314508654881104,108.32253086582767
electricity,41000,FACTOR_BUDGET,selected,column_019,5184,1.568214739853684,0.9762439628881829,45.41537881314068
