dataset,panel,arm,policy,seed,channel,mse,mae,raw_mae,valid_count
electricity,E_MIXED,LH,P_LAST20,41001,23,0.15409384844679502,0.29382881879553924,8.828474784179805,5184
electricity,E_MIXED,LH,P_LAST20,41001,24,0.20480398907294373,0.33172831341473713,28.82168602432634,5184
electricity,E_MIXED,LH,P_LAST20,41001,25,0.5251896168611528,0.4840080423775003,59.12548140635664,5184
electricity,E_MIXED,LH,P_LAST20,41001,26,0.12767531636807264,0.26706966422640155,28.04370085408536,5184
electricity,E_MIXED,LH,P_LAST20,41001,27,0.3145282327543008,0.41932101505733077,7.125294510172879,5184
electricity,E_MIXED,LH,P_LAST20,41001,28,0.3330065127411427,0.43033199102124114,55.147736693672925,5184
electricity,E_MIXED,LH,P_LAST20,41001,29,0.5255029683524259,0.5225174736084609,52.48963045295751,5184
electricity,E_MIXED,LH,P_LAST20,41001,30,0.33937173816921823,0.3800969581152009,56.651503595753816,5184
electricity,E_MIXED,LH,P_LAST20,41001,31,0.1931257033908697,0.3353310004934395,39.13351618965907,5184
electricity,E_FIXED,LH,P_MAIN,41002,0,0.3383991749543538,0.3093905721857201,7.626255476885653,5184
electricity,E_FIXED,LH,P_MAIN,41002,1,0.16742773595937022,0.2702220978047271,7.099191822090162,5184
electricity,E_FIXED,LH,P_MAIN,41002,2,0.000638867811477782,0.01434797902137363,0.8374765161758777,5184
electricity,E_FIXED,LH,P_MAIN,41002,3,0.14559723469320734,0.2796940141451171,42.878447652326344,5184
electricity,E_FIXED,LH,P_MAIN,41002,4,0.2613259254679422,0.3728154927668561,25.973820942956078,5184
electricity,E_FIXED,LH,P_MAIN,41002,5,0.12253115775556495,0.2595904390996392,66.18216188369117,5184
electricity,E_FIXED,LH,P_MAIN,41002,6,0.6983359514652916,0.4215153225323539,12.01898887429192,5184
electricity,E_FIXED,LH,P_MAIN,41002,7,0.19351752929217056,0.32929823532269414,78.0861000558656,5184
electricity,E_FIXED,LH,P_MAIN,41002,8,0.23359847358755045,0.3613604712917561,32.42971655013099,5184
electricity,E_FIXED,LH,P_MAIN,41002,9,0.6078400438544388,0.5660784085798415,59.36724152178672,5184
electricity,E_FIXED,LH,P_MAIN,41002,10,0.16188346906877915,0.29456323137712365,15.001466466655314,5184
electricity,E_FIXED,LH,P_MAIN,41002,11,0.36143605407816093,0.4176212389415642,61.68556688910242,5184
electricity,E_FIXED,LH,P_MAIN,41002,12,0.12222046435330473,0.2410698116033512,18.403905216562148,5184
electricity,E_FIXED,LH,P_MAIN,41002,13,0.19605680479336346,0.3134047788005066,14.464803828682253,5184
electricity,E_FIXED,LH,P_MAIN,41002,14,0.12536473347376803,0.26322142093713297,14.156116209218473,5184
electricity,E_FIXED,LH,P_MAIN,41002,15,0.2839036778621425,0.401235582644325,138.94439451249195,5184
electricity,E_FIXED,LH,P_MAIN,41002,16,0.23165309696245828,0.3603787469421801,3.5971984764582654,5184
electricity,E_FIXED,LH,P_MAIN,41002,17,0.4215425636777404,0.5166274674265878,22.688734527790164,5184
electricity,E_FIXED,LH,P_MAIN,41002,18,0.10175554947603586,0.23321569614071125,47.53499539490891,5184
electricity,E_FIXED,LH,P_MAIN,41002,19,0.5450418630843537,0.5111338721957351,23.7782145779636,5184
electricity,E_FIXED,LH,P_MAIN,41002,20,0.33931344708027933,0.41399938622877624,6.069193377349114,5184
electricity,E_FIXED,LH,P_MAIN,41002,21,0.18991273703724904,0.32435880505700304,96.93693157912604,5184
electricity,E_FIXED,LH,P_MAIN,41002,22,0.15930071052425673,0.28071156487118215,9.758993538687578,5184
electricity,E_FIXED,LH,P_MAIN,41002,23,0.16646044414156994,0.30373441649341804,9.126101544742069,5184
electricity,E_FIXED,LH,P_MAIN,41002,24,0.20989197650121863,0.3333889954186434,28.965971734551488,5184
electricity,E_FIXED,LH,P_MAIN,41002,25,0.488926658854484,0.444126465631991,54.253625532351,5184
electricity,E_FIXED,LH,P_MAIN,41002,26,0.1372662391040657,0.27976746364336935,29.3770356953377,5184
electricity,E_FIXED,LH,P_MAIN,41002,27,0.3000181193105492,0.4170493061505517,7.086692593214411,5184
electricity,E_FIXED,LH,P_MAIN,41002,28,0.35733281331454364,0.44773549140311697,57.37802325528845,5184
electricity,E_FIXED,LH,P_MAIN,41002,29,0.5140710882244472,0.5114000213810711,51.372823860894385,5184
electricity,E_FIXED,LH,P_MAIN,41002,30,0.35563379633121356,0.38269780563767897,57.03914658953705,5184
electricity,E_FIXED,LH,P_MAIN,41002,31,0.1960766095284968,0.3271417402492834,38.17782003310201,5184
electricity,E_MIXED,LH,P_MAIN,41002,0,0.30710661987330734,0.29063450102838057,7.163931788810715,5184
electricity,E_MIXED,LH,P_MAIN,41002,1,0.16163535535598952,0.27102359013323296,7.120248381972651,5184
electricity,E_MIXED,LH,P_MAIN,41002,2,0.0005556998666325586,0.013146462414793118,0.7673452495837291,5184
electricity,E_MIXED,LH,P_MAIN,41002,3,0.1311079112679339,0.2658216567811277,40.7517480486031,5184
electricity,E_MIXED,LH,P_MAIN,41002,4,0.25281027868300077,0.36938086860225017,25.734532837207713,5184
electricity,E_MIXED,LH,P_MAIN,41002,5,0.11395240260486345,0.2490905011102173,63.50521970433028,5184
electricity,E_MIXED,LH,P_MAIN,41002,6,0.7088642951632516,0.42260004956502306,12.049918526051599,5184
electricity,E_MIXED,LH,P_MAIN,41002,7,0.17615973985655614,0.32121218512292005,76.16866456053849,5184
electricity,E_MIXED,LH,P_MAIN,41002,8,0.23689243566648782,0.3619828918525866,32.48557468616494,5184
electricity,E_MIXED,LH,P_MAIN,41002,9,0.6097892084504696,0.5624629637646132,58.98807322583841,5184
electricity,E_MIXED,LH,P_MAIN,41002,10,0.15102428415502897,0.28866802352350523,14.701236317371015,5184
electricity,E_MIXED,LH,P_MAIN,41002,11,0.35129380134535315,0.4245971086892507,62.715951457236876,5184
electricity,E_MIXED,LH,P_MAIN,41002,12,0.10933905035177782,0.23275371019464033,17.76903210209249,5184
electricity,E_MIXED,LH,P_MAIN,41002,13,0.18875259769492875,0.31340427079804994,14.46478038246708,5184
electricity,E_MIXED,LH,P_MAIN,41002,14,0.12764612500520756,0.2626942607221506,14.127765396288435,5184
electricity,E_MIXED,LH,P_MAIN,41002,15,0.2830241474320386,0.4021570338991071,139.26348507226908,5184
electricity,E_MIXED,LH,P_MAIN,41002,16,0.21999347552859924,0.3514672244760103,3.50824618581896,5184
electricity,E_MIXED,LH,P_MAIN,41002,17,0.43513859768486257,0.5294147671912122,23.25031452107239,5184
electricity,E_MIXED,LH,P_MAIN,41002,18,0.10202419724218385,0.23287218118969544,47.464978745580275,5184
electricity,E_MIXED,LH,P_MAIN,41002,19,0.516262961307801,0.4982325722950559,23.17803937130945,5184
electricity,E_MIXED,LH,P_MAIN,41002,20,0.3031128339389994,0.40773184180175626,5.977311745651017,5184
electricity,E_MIXED,LH,P_MAIN,41002,21,0.18112215438210388,0.3178517352591573,94.9922475750537,5184
electricity,E_MIXED,LH,P_MAIN,41002,22,0.1506719081657182,0.2752447001808316,9.568936897399952,5184
electricity,E_MIXED,LH,P_MAIN,41002,23,0.15368850900343958,0.2929996210671415,8.803560443693167,5184
electricity,E_MIXED,LH,P_MAIN,41002,24,0.20608157879152122,0.33153048423803366,28.804497951476286,5184
electricity,E_MIXED,LH,P_MAIN,41002,25,0.529586613259075,0.47826834964682885,58.424331701987,5184
electricity,E_MIXED,LH,P_MAIN,41002,26,0.12742714206876388,0.2678944873873268,28.130311566872642,5184
electricity,E_MIXED,LH,P_MAIN,41002,27,0.30816323222059283,0.41525294685166436,7.056168034246362,5184
electricity,E_MIXED,LH,P_MAIN,41002,28,0.33575551094216405,0.43329234741251615,55.5271111259526,5184
electricity,E_MIXED,LH,P_MAIN,41002,29,0.5354613488471793,0.5284167540330038,53.08224422199417,5184
electricity,E_MIXED,LH,P_MAIN,41002,30,0.3451125940397796,0.3808936011381898,56.770239155504626,5184
electricity,E_MIXED,LH,P_MAIN,41002,31,0.18945171392659757,0.3311926495569221,38.65056584169128,5184
electricity,E_FIXED,LH,P_VFIXED,41002,0,0.335643310069287,0.31018027428244416,7.645721066601926,5184
electricity,E_FIXED,LH,P_VFIXED,41002,1,0.17034106228767268,0.2739567009975647,7.197306168254789,5184
electricity,E_FIXED,LH,P_VFIXED,41002,2,0.0006358740743859486,0.014489802688555677,0.8457546151698876,5184
electricity,E_FIXED,LH,P_VFIXED,41002,3,0.14601388152699485,0.27911386144478456,42.78950743218042,5184
electricity,E_FIXED,LH,P_VFIXED,41002,4,0.2581367356155534,0.3711868589576445,25.860355049604483,5184
electricity,E_FIXED,LH,P_VFIXED,41002,5,0.1230454593904645,0.2594927540048957,66.1572572270468,5184
electricity,E_FIXED,LH,P_VFIXED,41002,6,0.6866443955148558,0.4178019931504322,11.91310787271938,5184
electricity,E_FIXED,LH,P_VFIXED,41002,7,0.19457223656750258,0.3300397386201439,78.26193185350543,5184
electricity,E_FIXED,LH,P_VFIXED,41002,8,0.2304890622945177,0.35796233597908594,32.12475634074519,5184
electricity,E_FIXED,LH,P_VFIXED,41002,9,0.6008569401414365,0.562092091245839,58.94917812215287,5184
electricity,E_FIXED,LH,P_VFIXED,41002,10,0.16088666795441842,0.2934015949528354,14.942306843154665,5184
electricity,E_FIXED,LH,P_VFIXED,41002,11,0.3829187565014398,0.42680863935158503,63.042609945546694,5184
electricity,E_FIXED,LH,P_VFIXED,41002,12,0.12612718192084071,0.24439139859159809,18.65748392761554,5184
electricity,E_FIXED,LH,P_VFIXED,41002,13,0.19565246958850083,0.3128023917654081,14.437001411868476,5184
electricity,E_FIXED,LH,P_VFIXED,41002,14,0.12611898440120098,0.2634033232629637,14.16589896342601,5184
electricity,E_FIXED,LH,P_VFIXED,41002,15,0.2776326362918257,0.3977498921966698,137.73733020998029,5184
electricity,E_FIXED,LH,P_VFIXED,41002,16,0.23058386373864534,0.35981434189194755,3.5915647452684305,5184
electricity,E_FIXED,LH,P_VFIXED,41002,17,0.42512871313214107,0.518425951279408,22.767718564183767,5184
electricity,E_FIXED,LH,P_VFIXED,41002,18,0.10310715662838507,0.23445938123021182,47.78848847440754,5184
electricity,E_FIXED,LH,P_VFIXED,41002,19,0.5754749934905254,0.5202921475731588,24.204262329706154,5184
electricity,E_FIXED,LH,P_VFIXED,41002,20,0.33285904476582373,0.40931283916960426,6.000489023380716,5184
electricity,E_FIXED,LH,P_VFIXED,41002,21,0.18843514487618723,0.32285208339251564,96.48663711317641,5184
electricity,E_FIXED,LH,P_VFIXED,41002,22,0.15745585051959546,0.27961182903823945,9.720761003120774,5184
electricity,E_FIXED,LH,P_VFIXED,41002,23,0.1645663279211286,0.3029871347467566,9.103648478075149,5184
electricity,E_FIXED,LH,P_VFIXED,41002,24,0.20883065895619235,0.331991980016971,28.84459427700595,5184
electricity,E_FIXED,LH,P_VFIXED,41002,25,0.47753109838484087,0.4458844139157862,54.468373076743674,5184
electricity,E_FIXED,LH,P_VFIXED,41002,26,0.1370516272944741,0.2794167066057537,29.340204385934396,5184
electricity,E_FIXED,LH,P_VFIXED,41002,27,0.29889820080326057,0.41772197347988066,7.0981228641923275,5184
electricity,E_FIXED,LH,P_VFIXED,41002,28,0.3534631752046486,0.4429027695116446,56.75870217308818,5184
electricity,E_FIXED,LH,P_VFIXED,41002,29,0.5123840598070984,0.5079819121612538,51.02945679881887,5184
electricity,E_FIXED,LH,P_VFIXED,41002,30,0.34980827252922386,0.37902761190952455,56.49212302423759,5184
electricity,E_FIXED,LH,P_VFIXED,41002,31,0.19786443500399392,0.33056582394635403,38.5774145668519,5184
electricity,E_MIXED,LH,P_VFIXED,41002,0,0.3068430942195211,0.29361656327289243,7.2374374821612255,5184
electricity,E_MIXED,LH,P_VFIXED,41002,1,0.1660048442984604,0.27637569200233875,7.260857155751049,5184
electricity,E_MIXED,LH,P_VFIXED,41002,2,0.0005696198915926999,0.013456186048261085,0.7854234938540677,5184
electricity,E_MIXED,LH,P_VFIXED,41002,3,0.13128144292180605,0.26645800589966834,40.849303451965405,5184
electricity,E_MIXED,LH,P_VFIXED,41002,4,0.2518202284501393,0.3685461029637264,25.676375240098658,5184
electricity,E_MIXED,LH,P_VFIXED,41002,5,0.11441229155163665,0.24936940886396364,63.576326784287,5184
electricity,E_MIXED,LH,P_VFIXED,41002,6,0.6837475871491778,0.4119954563053555,11.747541645328473,5184
electricity,E_MIXED,LH,P_VFIXED,41002,7,0.17605977545040868,0.32175714201453104,76.29788954202911,5184
electricity,E_MIXED,LH,P_VFIXED,41002,8,0.23763805677397504,0.36131509829139735,32.42564462290718,5184
electricity,E_MIXED,LH,P_VFIXED,41002,9,0.6041617766534143,0.5587210850937459,58.595645231003004,5184
electricity,E_MIXED,LH,P_VFIXED,41002,10,0.15081715033809906,0.2884584791923479,14.690564679086636,5184
electricity,E_MIXED,LH,P_VFIXED,41002,11,0.34932744917343944,0.4206778851070856,62.13705482582101,5184
electricity,E_MIXED,LH,P_VFIXED,41002,12,0.11161454468975819,0.2354049432457189,17.971434225587526,5184
electricity,E_MIXED,LH,P_VFIXED,41002,13,0.18709274989406904,0.31152744565161966,14.378157875727537,5184
electricity,E_MIXED,LH,P_VFIXED,41002,14,0.13127056835848197,0.2664187443716614,14.328069091839117,5184
electricity,E_MIXED,LH,P_VFIXED,41002,15,0.28051483870214355,0.4009496080516665,138.84536399690055,5184
electricity,E_MIXED,LH,P_VFIXED,41002,16,0.21981241007126565,0.35040619729782374,3.497655313351484,5184
electricity,E_MIXED,LH,P_VFIXED,41002,17,0.43366188603498423,0.5284572053031656,23.20826126443848,5184
electricity,E_MIXED,LH,P_VFIXED,41002,18,0.10347836490221951,0.23451135542237117,47.79908207091856,5184
electricity,E_MIXED,LH,P_VFIXED,41002,19,0.5293194523469574,0.5032194958915586,23.41003366050056,5184
electricity,E_MIXED,LH,P_VFIXED,41002,20,0.30153598203363335,0.4053193612565304,5.941945000107154,5184
electricity,E_MIXED,LH,P_VFIXED,41002,21,0.17955549350678446,0.31625131768844394,94.51395142236254,5184
electricity,E_MIXED,LH,P_VFIXED,41002,22,0.14948261332532575,0.27424398165946773,9.53414671841849,5184
electricity,E_MIXED,LH,P_VFIXED,41002,23,0.15269223613164637,0.2912110717680426,8.749821118694062,5184
electricity,E_MIXED,LH,P_VFIXED,41002,24,0.20352485703094195,0.32872765652706376,28.56097873108083,5184
electricity,E_MIXED,LH,P_VFIXED,41002,25,0.5208554102610657,0.47729896393228743,58.30591342786253,5184
electricity,E_MIXED,LH,P_VFIXED,41002,26,0.12580324651908242,0.2659322290156176,27.92426425358442,5184
electricity,E_MIXED,LH,P_VFIXED,41002,27,0.30894617470320074,0.41490822434597824,7.05031035173321,5184
electricity,E_MIXED,LH,P_VFIXED,41002,28,0.33429567004597494,0.4314855274684687,55.295564244460614,5184
electricity,E_MIXED,LH,P_VFIXED,41002,29,0.5372583239637146,0.5288406205092295,53.12482384051839,5184
electricity,E_MIXED,LH,P_VFIXED,41002,30,0.3380151474169995,0.3782283871818503,56.37300267463477,5184
electricity,E_MIXED,LH,P_VFIXED,41002,31,0.1934429071136519,0.3343177673541729,39.01527070862379,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,0,0.3383991749543538,0.3093905721857201,7.626255476885653,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,1,0.16742773595937022,0.2702220978047271,7.099191822090162,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,2,0.000638867811477782,0.01434797902137363,0.8374765161758777,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,3,0.14559723469320734,0.2796940141451171,42.878447652326344,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,4,0.2613259254679422,0.3728154927668561,25.973820942956078,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,5,0.12253115775556495,0.2595904390996392,66.18216188369117,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,6,0.6983359514652916,0.4215153225323539,12.01898887429192,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,7,0.19351752929217056,0.32929823532269414,78.0861000558656,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,8,0.23359847358755045,0.3613604712917561,32.42971655013099,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,9,0.6078400438544388,0.5660784085798415,59.36724152178672,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,10,0.16188346906877915,0.29456323137712365,15.001466466655314,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,11,0.36143605407816093,0.4176212389415642,61.68556688910242,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,12,0.12222046435330473,0.2410698116033512,18.403905216562148,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,13,0.19605680479336346,0.3134047788005066,14.464803828682253,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,14,0.12536473347376803,0.26322142093713297,14.156116209218473,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,15,0.2839036778621425,0.401235582644325,138.94439451249195,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,16,0.23165309696245828,0.3603787469421801,3.5971984764582654,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,17,0.4215425636777404,0.5166274674265878,22.688734527790164,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,18,0.10175554947603586,0.23321569614071125,47.53499539490891,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,19,0.5450418630843537,0.5111338721957351,23.7782145779636,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,20,0.33931344708027933,0.41399938622877624,6.069193377349114,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,21,0.18991273703724904,0.32435880505700304,96.93693157912604,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,22,0.15930071052425673,0.28071156487118215,9.758993538687578,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,23,0.16646044414156994,0.30373441649341804,9.126101544742069,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,24,0.20989197650121863,0.3333889954186434,28.965971734551488,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,25,0.488926658854484,0.444126465631991,54.253625532351,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,26,0.1372662391040657,0.27976746364336935,29.3770356953377,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,27,0.3000181193105492,0.4170493061505517,7.086692593214411,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,28,0.35733281331454364,0.44773549140311697,57.37802325528845,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,29,0.5140710882244472,0.5114000213810711,51.372823860894385,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,30,0.35563379633121356,0.38269780563767897,57.03914658953705,5184
electricity,E_FIXED,LH,P_LR_FIXED,41002,31,0.1960766095284968,0.3271417402492834,38.17782003310201,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,0,0.30710661987330734,0.29063450102838057,7.163931788810715,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,1,0.16163535535598952,0.27102359013323296,7.120248381972651,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,2,0.0005556998666325586,0.013146462414793118,0.7673452495837291,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,3,0.1311079112679339,0.2658216567811277,40.7517480486031,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,4,0.25281027868300077,0.36938086860225017,25.734532837207713,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,5,0.11395240260486345,0.2490905011102173,63.50521970433028,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,6,0.7088642951632516,0.42260004956502306,12.049918526051599,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,7,0.17615973985655614,0.32121218512292005,76.16866456053849,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,8,0.23689243566648782,0.3619828918525866,32.48557468616494,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,9,0.6097892084504696,0.5624629637646132,58.98807322583841,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,10,0.15102428415502897,0.28866802352350523,14.701236317371015,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,11,0.35129380134535315,0.4245971086892507,62.715951457236876,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,12,0.10933905035177782,0.23275371019464033,17.76903210209249,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,13,0.18875259769492875,0.31340427079804994,14.46478038246708,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,14,0.12764612500520756,0.2626942607221506,14.127765396288435,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,15,0.2830241474320386,0.4021570338991071,139.26348507226908,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,16,0.21999347552859924,0.3514672244760103,3.50824618581896,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,17,0.43513859768486257,0.5294147671912122,23.25031452107239,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,18,0.10202419724218385,0.23287218118969544,47.464978745580275,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,19,0.516262961307801,0.4982325722950559,23.17803937130945,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,20,0.3031128339389994,0.40773184180175626,5.977311745651017,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,21,0.18112215438210388,0.3178517352591573,94.9922475750537,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,22,0.1506719081657182,0.2752447001808316,9.568936897399952,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,23,0.15368850900343958,0.2929996210671415,8.803560443693167,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,24,0.20608157879152122,0.33153048423803366,28.804497951476286,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,25,0.529586613259075,0.47826834964682885,58.424331701987,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,26,0.12742714206876388,0.2678944873873268,28.130311566872642,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,27,0.30816323222059283,0.41525294685166436,7.056168034246362,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,28,0.33575551094216405,0.43329234741251615,55.5271111259526,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,29,0.5354613488471793,0.5284167540330038,53.08224422199417,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,30,0.3451125940397796,0.3808936011381898,56.770239155504626,5184
electricity,E_MIXED,LH,P_LR_FIXED,41002,31,0.18945171392659757,0.3311926495569221,38.65056584169128,5184
electricity,E_FIXED,LH,P_LAST20,41002,0,0.33503873293915304,0.30932474463321497,7.624632874977406,5184
electricity,E_FIXED,LH,P_LAST20,41002,1,0.16843666378690003,0.2726713333570023,7.163537385033906,5184
electricity,E_FIXED,LH,P_LAST20,41002,2,0.0006426338571002948,0.01463641639781633,0.854312303905864,5184
electricity,E_FIXED,LH,P_LAST20,41002,3,0.14299215216958713,0.2779186205247422,42.60627120748465,5184
electricity,E_FIXED,LH,P_LAST20,41002,4,0.2604227723549652,0.37297774954887797,25.985125270927373,5184
electricity,E_FIXED,LH,P_LAST20,41002,5,0.12131807840894483,0.25818755487925055,65.82449882452819,5184
electricity,E_FIXED,LH,P_LAST20,41002,6,0.707329572564551,0.42356202460305886,12.077348056276117,5184
electricity,E_FIXED,LH,P_LAST20,41002,7,0.19260826683142834,0.3288518233006763,77.9802429024458,5184
electricity,E_FIXED,LH,P_LAST20,41002,8,0.23216943358970193,0.3602517035002547,32.33021196107129,5184
electricity,E_FIXED,LH,P_LAST20,41002,9,0.6037639287458963,0.5662371399456687,59.383888408842154,5184
electricity,E_FIXED,LH,P_LAST20,41002,10,0.1610721006397038,0.29434087726339286,14.990142453928877,5184
electricity,E_FIXED,LH,P_LAST20,41002,11,0.36325037668861104,0.4166025888815865,61.53510517750318,5184
electricity,E_FIXED,LH,P_LAST20,41002,12,0.12224440943707716,0.24080242307734157,18.3834920712747,5184
electricity,E_FIXED,LH,P_LAST20,41002,13,0.19551393876859452,0.3134066737186655,14.464891286249252,5184
electricity,E_FIXED,LH,P_LAST20,41002,14,0.1240744009982292,0.261581773847551,14.067935563967062,5184
electricity,E_FIXED,LH,P_LAST20,41002,15,0.2834112967551698,0.40268413928887314,139.4460170868592,5184
electricity,E_FIXED,LH,P_LAST20,41002,16,0.23263416531693482,0.3616371233350228,3.6097592328334773,5184
electricity,E_FIXED,LH,P_LAST20,41002,17,0.42633544808982576,0.5193595808600492,22.80872078539352,5184
electricity,E_FIXED,LH,P_LAST20,41002,18,0.10041281694847708,0.23124926700265186,47.13418961052607,5184
electricity,E_FIXED,LH,P_LAST20,41002,19,0.5458369424154065,0.507148627934783,23.59281893440071,5184
electricity,E_FIXED,LH,P_LAST20,41002,20,0.3320240980993703,0.406968800945676,5.9661256360469554,5184
electricity,E_FIXED,LH,P_LAST20,41002,21,0.18867489155201142,0.32298774562177307,96.52718073348322,5184
electricity,E_FIXED,LH,P_LAST20,41002,22,0.15742031515982735,0.2811502689376393,9.774245173054391,5184
electricity,E_FIXED,LH,P_LAST20,41002,23,0.16432401615225856,0.3028897030991725,9.100721015590688,5184
electricity,E_FIXED,LH,P_LAST20,41002,24,0.20832029770871852,0.33342701673407443,28.969275155969772,5184
electricity,E_FIXED,LH,P_LAST20,41002,25,0.4826211885875906,0.4399552627096174,53.74407949336889,5184
electricity,E_FIXED,LH,P_LAST20,41002,26,0.13464530468736924,0.2771363669808686,29.10075689019866,5184
electricity,E_FIXED,LH,P_LAST20,41002,27,0.3015045865744983,0.419935707465665,7.135739644772084,5184
electricity,E_FIXED,LH,P_LAST20,41002,28,0.35566348934127995,0.4460645594551835,57.16389063902861,5184
electricity,E_FIXED,LH,P_LAST20,41002,29,0.5144213611228262,0.5114624069906256,51.379090823735815,5184
electricity,E_FIXED,LH,P_LAST20,41002,30,0.3498362281792635,0.3783428884476445,56.39006850147807,5184
electricity,E_FIXED,LH,P_LAST20,41002,31,0.19442845859861232,0.32705148330052997,38.16728694263297,5184
electricity,E_MIXED,LH,P_LAST20,41002,0,0.30815883539361666,0.29219444018621915,7.2023831690904405,5184
electricity,E_MIXED,LH,P_LAST20,41002,1,0.1663577533756759,0.2761724542804496,7.2555177568458635,5184
electricity,E_MIXED,LH,P_LAST20,41002,2,0.000568069561421355,0.013441939946022574,0.7845919637790641,5184
electricity,E_MIXED,LH,P_LAST20,41002,3,0.13071916832522887,0.26602912248500493,40.78355354630223,5184
electricity,E_MIXED,LH,P_LAST20,41002,4,0.24897833473671196,0.366284830606651,25.51883381694041,5184
electricity,E_MIXED,LH,P_LAST20,41002,5,0.11252013340044802,0.2474584899880062,63.08914111275819,5184
electricity,E_MIXED,LH,P_LAST20,41002,6,0.7038845470168202,0.4189865415586003,11.946883807727625,5184
electricity,E_MIXED,LH,P_LAST20,41002,7,0.174627732554748,0.32114185323587907,76.15198684356494,5184
electricity,E_MIXED,LH,P_LAST20,41002,8,0.23854572752731978,0.3630451682405647,32.58090697870065,5184
electricity,E_MIXED,LH,P_LAST20,41002,9,0.6128404401456762,0.5628705515882307,59.03081883209947,5184
electricity,E_MIXED,LH,P_LAST20,41002,10,0.15102990083832094,0.28891209561329617,14.713666379511926,5184
electricity,E_MIXED,LH,P_LAST20,41002,11,0.348226774865892,0.4189525432220425,61.8822098075788,5184
electricity,E_MIXED,LH,P_LAST20,41002,12,0.10940425720862912,0.2329523437487588,17.78419631149105,5184
electricity,E_MIXED,LH,P_LAST20,41002,13,0.18903769487761612,0.3130343044166227,14.447705048928663,5184
electricity,E_MIXED,LH,P_LAST20,41002,14,0.1287372084953949,0.2635161151381369,14.171964939693149,5184
electricity,E_MIXED,LH,P_LAST20,41002,15,0.2782259514709798,0.3989986522670891,138.16976496746688,5184
