fit,dataset,arm,seed,lr,epoch,mse,mae
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,3,0.30975100793090865,0.38377481019174686
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,4,0.30361122981416744,0.37796505912362444
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,5,0.30034870256628937,0.3760103313989589
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,6,0.29232854284548393,0.3704898099332685
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,7,0.2939779644424546,0.3716828805634179
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,8,0.28720560412829954,0.36641170156002617
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,9,0.28655516197200925,0.36511389863730803
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,10,0.28905781955607046,0.3687688831665803
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,11,0.28190269923475975,0.36158767862763885
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,12,0.28350818162845837,0.36317692740834184
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,13,0.28143253329282825,0.361657293719222
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,14,0.2853160741856269,0.364370442648272
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,15,0.28055179234772687,0.36005662928892535
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,16,0.2821457067711449,0.36264067751952983
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,17,0.28139438702660224,0.36143900525022543
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,18,0.2799005517757828,0.35975381086291797
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,19,0.2804538401918918,0.360938314883113
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,20,0.2811608289175902,0.3614744461388842
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,0,0.8748266301864135,0.7184326716212627
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,1,0.34797043344601397,0.40543388169799854
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,2,0.3166450298195397,0.3865270626742198
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,3,0.29968658721054753,0.3730382384587314
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,4,0.2954553015386877,0.37064096692748016
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,5,0.2876118541486776,0.3642479877601711
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,6,0.28511140693727927,0.3639986139023603
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,7,0.2811494816521185,0.3616277197876884
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,8,0.2830038873174663,0.3623604650918748
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,9,0.2851010521361158,0.3652745715280034
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,10,0.27656965618400453,0.35813583175512537
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,11,0.27873870900562947,0.3603416150378421
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,12,0.275653321787773,0.35687790720719037
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,13,0.2737823412889045,0.3556987831842244
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,14,0.27679854586052455,0.3595138275255366
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,15,0.2739355768310651,0.35617556854948645
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,16,0.27468644512914986,0.35600018988768545
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,17,0.2726477714124879,0.3538503646101618
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,18,0.27295932038656007,0.35523381083216676
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,19,0.27226038694997734,0.3548032318924305
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,20,0.2770316628496551,0.3590223203864631
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,0,0.9800923596408937,0.7028393650113227
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,1,0.4031494253889646,0.3639469718117983
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,2,0.33767679825886665,0.32813831819805916
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,3,0.32331108289721866,0.3120917355646663
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,4,0.314434882844979,0.31728461915667705
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,5,0.3103062411967007,0.3112448909836595
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,6,0.2983455126631484,0.290660496827588
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,7,0.2956456216157498,0.2915967215139308
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,8,0.3010978087891259,0.2930005882941518
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,9,0.2927941820022637,0.2874268758401989
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,10,0.2940860600836718,0.2902683858370104
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,11,0.2921421503003124,0.283456590424111
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,12,0.28895567339589506,0.28538670971469027
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,13,0.28929387541601337,0.2806074769868213
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,14,0.28727074012524334,0.28070755018255034
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,15,0.2883167217573815,0.2839990208827882
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,16,0.28567939784231333,0.27986214721864006
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,17,0.2841174126302144,0.27851202168787803
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,18,0.284809518886998,0.27893400794512024
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,19,0.284384106977839,0.2768981983199984
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,20,0.28499300022030344,0.27881112399542
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,0,0.9800923596408937,0.7028393650113227
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,1,0.3722187061698332,0.35357772516314523
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,2,0.33603722846647344,0.327608772633473
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,3,0.3131004272913446,0.3171692401897867
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,4,0.32331188750867457,0.3319901099098054
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,5,0.31728614574772673,0.3239269952925896
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,6,0.29799243039393436,0.2914813612640478
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,7,0.2889811752302357,0.28688965047107867
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,8,0.2931991918602652,0.2895460739056922
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,9,0.28718002753954713,0.2870465096620625
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,10,0.29168003442918444,0.29500372586940776
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,11,0.28853041158182713,0.2837639207677888
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,12,0.2825913330696373,0.28386760102436015
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,13,0.28235121979743183,0.28078024613244007
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,14,0.2811227954868438,0.2780055437371487
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,15,0.2781385161152823,0.27851106562939
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,16,0.2790220778965542,0.2766944439649869
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,17,0.27585937899875557,0.27544720774763143
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,18,0.2763858708537912,0.2734088046904061
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,19,0.27802231295198476,0.2723650213172727
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,20,0.27880403745242777,0.27868579812047256
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,0,0.9800923596408937,0.7028393650113227
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,1,0.3886852417650613,0.37208263725683427
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,2,0.3467385190562957,0.3414623452805159
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,3,0.32515640756870673,0.323441236730115
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,4,0.3202031138881741,0.33653788814731145
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,5,0.3206304080711922,0.31870423684097915
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,6,0.2978395716173334,0.2974481270496943
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,7,0.29746943615222676,0.3007184012366306
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,8,0.31333420506220716,0.31022635552493333
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,9,0.3015660136734052,0.3020622086227702
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,10,0.30273406055936586,0.3075464800250195
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,11,0.2970920943203692,0.2971496140405247
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,12,0.2926199637034358,0.3002259284287826
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,13,0.29168172131370174,0.289337838522551
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,14,0.2921844551091403,0.2945102129370046
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,15,0.2904723710498494,0.29339128543269294
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,16,0.2889209298434201,0.2921064315664381
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,17,0.2867082566131247,0.29172333594115396
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,18,0.2861850035836718,0.29090879238948963
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,19,0.28911828199537626,0.2894571063603898
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,20,0.2861223023576245,0.289898808977044
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,0,0.8748266301864135,0.7184326716212627
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,1,0.3526166476375309,0.40936288301300694
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,2,0.32074873832158685,0.39105362660529586
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,3,0.30344050868500627,0.37648072509210107
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,4,0.30194669523181156,0.3753573869550591
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,5,0.2929349731789733,0.369384822939821
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,6,0.29749102589420773,0.3732882407191296
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,7,0.2847913820546774,0.3634189696064597
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,8,0.28862681562161085,0.36652326574949856
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,9,0.28937185655389225,0.3679624150891745
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,10,0.2828036464424747,0.3627170469841661
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,11,0.28261468788717475,0.3622718582348345
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,12,0.2800068264289983,0.36029356725330647
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,13,0.27709595975949713,0.3577410082460777
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,14,0.280973231004999,0.36156974584451274
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,15,0.27765516009633745,0.3586905182244904
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,16,0.2794844709094068,0.359187215260913
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,17,0.2781497377486466,0.3582827296892619
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,18,0.278036224287758,0.3582868457469015
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,19,0.2772204623564569,0.3575364079472025
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,20,0.28291522030641025,0.3632309615076409
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,0,0.8383321692591228,0.7009848382629043
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,1,0.3442290163513839,0.408958785221612
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,2,0.32827863558686743,0.39923034096917864
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,3,0.3084365259132577,0.38153086448333007
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,4,0.30809391040622724,0.38103253252823194
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,5,0.3035022722990399,0.3802834462141234
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,6,0.2965262396460684,0.37386564865570904
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,7,0.2955986431712724,0.37315270489577024
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,8,0.28559954338989785,0.36530267892598123
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,9,0.2872565852299681,0.36584689147119676
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,10,0.28322563711974047,0.3628669386424683
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,11,0.2857854138008753,0.36500191978774166
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,12,0.2873800407162951,0.3659889290185248
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,13,0.2849880831414,0.3649681851913007
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,14,0.28694527899624067,0.36665674410983123
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,15,0.28292676296426933,0.36280484879936126
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,16,0.28219125292619346,0.3626855722713094
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,17,0.28132637323631593,0.3618247267792922
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,18,0.2868910279078788,0.36712598838001764
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,19,0.28447117780988235,0.36433585301060095
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,20,0.2815756595469813,0.36188269753589736
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,0,0.8383321692591228,0.7009848382629043
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,1,0.33995961459454105,0.4047919174959369
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,2,0.3301430522215971,0.4052905521431506
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,3,0.3138630651086911,0.38830460338351713
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,4,0.30272572276623677,0.3788941486203724
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,5,0.29970487758207376,0.3795322076623573
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,6,0.2839759958454825,0.3634610921666557
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,7,0.29166716984612057,0.3713159685334103
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,8,0.278886089384181,0.36085591386457605
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,9,0.28774515369627296,0.3688163818459305
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,10,0.2830366136295343,0.36567901564127836
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,11,0.2831736308979437,0.3643334328617758
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,12,0.28432283074552317,0.36507619493698273
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,13,0.27988065530648504,0.362137279337095
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,14,0.28263426705226635,0.36469614144359785
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,15,0.2831669528525155,0.3640792376101923
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,16,0.2798812093372389,0.36116725294212937
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,17,0.2824209586408831,0.3639201890103587
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,18,0.2863226270781802,0.3679735825720483
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,19,0.2830508393170048,0.36395280363142224
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,20,0.2779482063123483,0.3595573410743859
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,0,0.9800923596408937,0.7028393650113227
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,1,0.42754669311093124,0.3829534734377781
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,2,0.3599883203012686,0.3420044507881917
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,3,0.33385052906134277,0.32464808317908034
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,4,0.3375746642922345,0.3412050989011401
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,5,0.32309993506525136,0.3251292517507512
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,6,0.3077660938797102,0.30451219038968674
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,7,0.304191006495814,0.3060326096585571
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,8,0.3099841799689357,0.30979031694246484
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,9,0.30083030899301977,0.29929759007758633
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,10,0.30475374540240163,0.3075709915062337
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,11,0.302823217203975,0.3003134483347899
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,12,0.2967575774183143,0.29796376944522296
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,13,0.29855742434558236,0.2970450795120006
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,14,0.2963377629675325,0.295959529330801
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,15,0.29561953917856,0.2980754429418576
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,16,0.2933333172207472,0.2946112305390253
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,17,0.2927787594968799,0.2947238361969714
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,18,0.2934427323440005,0.29566824688391335
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,19,0.2926894027592202,0.2921973812090102
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,20,0.29287939885851827,0.29388306673288844
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,0,0.848024961321334,0.7044639315070468
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,1,0.3364996079153326,0.39782213374075615
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,2,0.3182400966576797,0.38413796878638273
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,3,0.30601131099727213,0.38031322217949154
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,4,0.3000804738422728,0.3754401823547593
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,5,0.29481617690895817,0.3715832209550849
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,6,0.28594844794144136,0.36451252341433815
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,7,0.2861927967668266,0.36534083781221915
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,8,0.28211657436230864,0.3616645971093596
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,9,0.2807139033203156,0.3601879657061121
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,10,0.2815460512511728,0.3626812746717516
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,11,0.27828673850765456,0.35892335427108274
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,12,0.2769212507110681,0.35790978930568657
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,13,0.2753674668509428,0.35641017573533945
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,14,0.27816901727354276,0.3592621955493369
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,15,0.2753244626389788,0.35604271660424014
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,16,0.2763852376805036,0.3581296571509386
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,17,0.27524340454684065,0.35679125566106346
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,18,0.27398859483159044,0.35532252100904105
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,19,0.2743455328826096,0.35604508251049816
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,20,0.27673097549035014,0.3586676622067442
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,0,0.8383321692591228,0.7009848382629043
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,1,0.33921587049210944,0.403456694256378
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,2,0.3264499957149378,0.40177726537950775
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,3,0.3080904459118527,0.3829645658177614
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,4,0.3036496970905959,0.378761744673468
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,5,0.2979530694137647,0.37664625341435526
