dataset,arm,seed,policy,panel,fit,lr,epoch,updates,checkpoint_path,checkpoint_sha256,prediction_path,prediction_sha256,seconds,peak_allocated,peak_reserved,exposure,mse,mae,raw_mae
electricity,LH,41002,P_LR_FIXED,E_MIXED,29_electricity_LH_41002_0.001,0.001,16,1024,.cache/channel_controlled_improvement_v1_20260916/29_electricity_LH_41002_0.001_16.pt,fddf6a224b44a96b879bdfeeec712224d370ece78cea5aa909f9daa77fcd82a2,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_29_electricity_LH_41002_0.001_16.npz,5bded1279bbf82a6d5c40de21ef3bb36b7456d4c8f657968fca1160cf9384bbe,0.15034014100092463,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.267156510128819,0.3476308231852248,35.34270665069158
electricity,LH,41002,P_LAST20,E_MIXED,29_electricity_LH_41002_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/29_electricity_LH_41002_0.001_20.pt,13f0e34a16e1f50b1aed001e66dadd1dade34b8f964b3ad53b0f406b25c8ed06,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_29_electricity_LH_41002_0.001_20.npz,24691539b64dcdf8869904ac36642a54c7e38e6e70ae4dba4c5aaeb1e5dc82de,0.14717265599756502,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.26655554308575413,0.34695872725831745,35.20925744870236
electricity,SIDE,41000,P_MAIN,E_MIXED,15_electricity_SIDE_41000_0.001,0.001,17,1088,.cache/channel_attention_prior_20260916/00_electricity_41000_SIDE_17.pt,0801c2b1d7650c896bae2ccd6421e90298264af605b969e548802f3c8303273f,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_15_electricity_SIDE_41000_0.001_17.npz,08a37ed429e21aa311b3cb78518601cf701d5e06a50287c06c67663279f2922b,0.19585182899027131,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.2774355888554863,0.3556727733079996,36.07992157839524
electricity,SIDE,41000,P_VFIXED,E_MIXED,15_electricity_SIDE_41000_0.001,0.001,18,1152,.cache/channel_attention_prior_20260916/00_electricity_41000_SIDE_18.pt,423c960879f7e47e30c84e4013b6534dbc6f8fae08d6bb077a580590b85aa4da,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_15_electricity_SIDE_41000_0.001_18.npz,effbcc34b11e1ca2de9d53d44e2e7852c63e45efba59c28581b71a77430025cf,0.19042263901792467,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27672602527812373,0.35646972761943724,36.250784624457395
electricity,SIDE,41000,P_LR_FIXED,E_MIXED,15_electricity_SIDE_41000_0.001,0.001,17,1088,.cache/channel_attention_prior_20260916/00_electricity_41000_SIDE_17.pt,0801c2b1d7650c896bae2ccd6421e90298264af605b969e548802f3c8303273f,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_15_electricity_SIDE_41000_0.001_17.npz,08a37ed429e21aa311b3cb78518601cf701d5e06a50287c06c67663279f2922b,0.19585182899027131,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.2774355888554863,0.3556727733079996,36.07992157839524
electricity,SIDE,41000,P_LAST20,E_MIXED,15_electricity_SIDE_41000_0.001,0.001,20,1280,.cache/channel_attention_prior_20260916/00_electricity_41000_SIDE_20.pt,0ad78355396bbda20897c0be97d03f1f3d97998c0f0c07dd5701d77a3238b359,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_15_electricity_SIDE_41000_0.001_20.npz,98ef71e01bbfcfe69bd7ab8a71cb7d20fcc8485142d5385a33b6751bfa07ce61,0.1892580940038897,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.2788297504408212,0.3580015757695182,36.40117031264369
electricity,SIDE,41001,P_MAIN,E_MIXED,09_electricity_SIDE_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/09_electricity_SIDE_41001_0.001_20.pt,a27f8ef798ba998f1f1f02b7039a180240e790c91ca2bb5bc4398350d6e64a6d,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_09_electricity_SIDE_41001_0.001_20.npz,9769647ef2372c4359948ea7b9ffc4e7d8f289ed024bcc999541f152acf884d4,0.18813912800396793,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27791129806828685,0.35756413104186413,36.43169015407135
electricity,SIDE,41001,P_VFIXED,E_MIXED,09_electricity_SIDE_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/09_electricity_SIDE_41001_0.001_20.pt,a27f8ef798ba998f1f1f02b7039a180240e790c91ca2bb5bc4398350d6e64a6d,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_09_electricity_SIDE_41001_0.001_20.npz,9769647ef2372c4359948ea7b9ffc4e7d8f289ed024bcc999541f152acf884d4,0.18813912800396793,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27791129806828685,0.35756413104186413,36.43169015407135
electricity,SIDE,41001,P_LR_FIXED,E_MIXED,09_electricity_SIDE_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/09_electricity_SIDE_41001_0.001_20.pt,a27f8ef798ba998f1f1f02b7039a180240e790c91ca2bb5bc4398350d6e64a6d,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_09_electricity_SIDE_41001_0.001_20.npz,9769647ef2372c4359948ea7b9ffc4e7d8f289ed024bcc999541f152acf884d4,0.18813912800396793,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27791129806828685,0.35756413104186413,36.43169015407135
electricity,SIDE,41001,P_LAST20,E_MIXED,09_electricity_SIDE_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/09_electricity_SIDE_41001_0.001_20.pt,a27f8ef798ba998f1f1f02b7039a180240e790c91ca2bb5bc4398350d6e64a6d,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_09_electricity_SIDE_41001_0.001_20.npz,9769647ef2372c4359948ea7b9ffc4e7d8f289ed024bcc999541f152acf884d4,0.18813912800396793,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27791129806828685,0.35756413104186413,36.43169015407135
electricity,SIDE,41002,P_MAIN,E_MIXED,27_electricity_SIDE_41002_0.001,0.001,19,1216,.cache/channel_controlled_improvement_v1_20260916/27_electricity_SIDE_41002_0.001_19.pt,8f8688eef8715b9f3970dfa197820f209c52c8e74fbe3f28b67406aa439c8d90,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_27_electricity_SIDE_41002_0.001_19.npz,8b61d5c3fb1bdd99911c40cbf8661c3591bd986db66fb8b5b7ec1e320741aa28,0.1932114599912893,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27407687621222565,0.35393971443068906,35.91355472088741
electricity,SIDE,41002,P_VFIXED,E_MIXED,27_electricity_SIDE_41002_0.001,0.001,19,1216,.cache/channel_controlled_improvement_v1_20260916/27_electricity_SIDE_41002_0.001_19.pt,8f8688eef8715b9f3970dfa197820f209c52c8e74fbe3f28b67406aa439c8d90,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_27_electricity_SIDE_41002_0.001_19.npz,8b61d5c3fb1bdd99911c40cbf8661c3591bd986db66fb8b5b7ec1e320741aa28,0.1932114599912893,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27407687621222565,0.35393971443068906,35.91355472088741
electricity,SIDE,41002,P_LR_FIXED,E_MIXED,27_electricity_SIDE_41002_0.001,0.001,19,1216,.cache/channel_controlled_improvement_v1_20260916/27_electricity_SIDE_41002_0.001_19.pt,8f8688eef8715b9f3970dfa197820f209c52c8e74fbe3f28b67406aa439c8d90,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_27_electricity_SIDE_41002_0.001_19.npz,8b61d5c3fb1bdd99911c40cbf8661c3591bd986db66fb8b5b7ec1e320741aa28,0.1932114599912893,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27407687621222565,0.35393971443068906,35.91355472088741
electricity,SIDE,41002,P_LAST20,E_MIXED,27_electricity_SIDE_41002_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/27_electricity_SIDE_41002_0.001_20.pt,a0a43c2fd6c37377a0353e7f477f9c774badd104d96f100011f9f79a742ebcba,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_27_electricity_SIDE_41002_0.001_20.npz,f2a3462468354ac8b34ab7d514116d8651f76564d8b43ee44c086d7062205ca2,0.19408822900732048,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.273931005786307,0.3536762127154024,35.82722319795599
electricity,PRIOR,41000,P_MAIN,E_MIXED,33_electricity_PRIOR_41000_0.001,0.001,15,960,.cache/channel_attention_prior_20260916/01_electricity_41000_PRIOR_15.pt,b1500e1efd17c3f9e2771606cce91185198af6ece88b4b3f4c23405e738246fe,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_33_electricity_PRIOR_41000_0.001_15.npz,d298d78e1df8c1836d4f7c67d9aed1aa2b495d3de49930afd3291b7ec49130bd,0.19558512198273093,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.2752638394191727,0.35518671271774416,35.975156518407175
electricity,PRIOR,41000,P_VFIXED,E_MIXED,33_electricity_PRIOR_41000_0.001,0.001,18,1152,.cache/channel_attention_prior_20260916/01_electricity_41000_PRIOR_18.pt,24751e8a492b33bb473978f69b5878e8479f1c422b88781e284c6a0b8b6e102b,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_33_electricity_PRIOR_41000_0.001_18.npz,62efcbc30d43bee0c83023d4fbaf490b97f0df4b231e5984e1700bd8716e14cc,0.1947888069844339,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27634882599668886,0.3572331924115134,36.34473886392707
electricity,PRIOR,41000,P_LR_FIXED,E_MIXED,33_electricity_PRIOR_41000_0.001,0.001,15,960,.cache/channel_attention_prior_20260916/01_electricity_41000_PRIOR_15.pt,b1500e1efd17c3f9e2771606cce91185198af6ece88b4b3f4c23405e738246fe,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_33_electricity_PRIOR_41000_0.001_15.npz,d298d78e1df8c1836d4f7c67d9aed1aa2b495d3de49930afd3291b7ec49130bd,0.19558512198273093,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.2752638394191727,0.35518671271774416,35.975156518407175
electricity,PRIOR,41000,P_LAST20,E_MIXED,33_electricity_PRIOR_41000_0.001,0.001,20,1280,.cache/channel_attention_prior_20260916/01_electricity_41000_PRIOR_20.pt,bcb221cc4eaca5be6a96847526f24ef2b5ecdf5777722bb31027a5ca50fc1a1b,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_33_electricity_PRIOR_41000_0.001_20.npz,5a822ad1a76c7eaea5120383ef2956a7e5166c07175fbd4d2c08e10e013a62dc,0.19498887998634018,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.2769058640314453,0.3576098728619084,36.34042592833785
electricity,PRIOR,41001,P_MAIN,E_MIXED,12_electricity_PRIOR_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/12_electricity_PRIOR_41001_0.001_20.pt,82dcd190e63f2569d0b5e680c5768586b6849f2f202cfcccb95e3eed47e73793,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_12_electricity_PRIOR_41001_0.001_20.npz,4630d5a223624918e5d0e443bca5cef8abc55cd7c3904db1811fe7f0c0b45df0,0.19156310401740484,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27449376978529605,0.3547596930001967,36.02210289120662
electricity,PRIOR,41001,P_VFIXED,E_MIXED,12_electricity_PRIOR_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/12_electricity_PRIOR_41001_0.001_20.pt,82dcd190e63f2569d0b5e680c5768586b6849f2f202cfcccb95e3eed47e73793,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_12_electricity_PRIOR_41001_0.001_20.npz,4630d5a223624918e5d0e443bca5cef8abc55cd7c3904db1811fe7f0c0b45df0,0.19156310401740484,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27449376978529605,0.3547596930001967,36.02210289120662
electricity,PRIOR,41001,P_LR_FIXED,E_MIXED,12_electricity_PRIOR_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/12_electricity_PRIOR_41001_0.001_20.pt,82dcd190e63f2569d0b5e680c5768586b6849f2f202cfcccb95e3eed47e73793,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_12_electricity_PRIOR_41001_0.001_20.npz,4630d5a223624918e5d0e443bca5cef8abc55cd7c3904db1811fe7f0c0b45df0,0.19156310401740484,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27449376978529605,0.3547596930001967,36.02210289120662
electricity,PRIOR,41001,P_LAST20,E_MIXED,12_electricity_PRIOR_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/12_electricity_PRIOR_41001_0.001_20.pt,82dcd190e63f2569d0b5e680c5768586b6849f2f202cfcccb95e3eed47e73793,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_12_electricity_PRIOR_41001_0.001_20.npz,4630d5a223624918e5d0e443bca5cef8abc55cd7c3904db1811fe7f0c0b45df0,0.19156310401740484,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27449376978529605,0.3547596930001967,36.02210289120662
electricity,PRIOR,41002,P_MAIN,E_MIXED,22_electricity_PRIOR_41002_0.001,0.001,16,1024,.cache/channel_controlled_improvement_v1_20260916/22_electricity_PRIOR_41002_0.001_16.pt,04b7b068c66915bf0561f68d05d5528fa43aafe1e85ee06f1f0e3c5f48d0ec22,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_22_electricity_PRIOR_41002_0.001_16.npz,857cb75b4f8297061d0187a3235f1e81e3183221aa34c5b48ddd925d932d086c,0.19489157700445503,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27872775690706,0.35797415391460774,36.41238189758653
electricity,PRIOR,41002,P_VFIXED,E_MIXED,22_electricity_PRIOR_41002_0.001,0.001,18,1152,.cache/channel_controlled_improvement_v1_20260916/22_electricity_PRIOR_41002_0.001_18.pt,5cb82d224fc9eac942edbb35d780a6129cd6127d2d9ec16d72698bb369c6ed77,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_22_electricity_PRIOR_41002_0.001_18.npz,f1554a16c9fd7a85780fa63d69105796b6ba4d664a3172c4f51a4906e45ca12d,0.1945498799905181,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.2802741983741618,0.3591104747008218,36.51622469664562
electricity,PRIOR,41002,P_LR_FIXED,E_MIXED,22_electricity_PRIOR_41002_0.001,0.001,16,1024,.cache/channel_controlled_improvement_v1_20260916/22_electricity_PRIOR_41002_0.001_16.pt,04b7b068c66915bf0561f68d05d5528fa43aafe1e85ee06f1f0e3c5f48d0ec22,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_22_electricity_PRIOR_41002_0.001_16.npz,857cb75b4f8297061d0187a3235f1e81e3183221aa34c5b48ddd925d932d086c,0.19489157700445503,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27872775690706,0.35797415391460774,36.41238189758653
electricity,PRIOR,41002,P_LAST20,E_MIXED,22_electricity_PRIOR_41002_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/22_electricity_PRIOR_41002_0.001_20.pt,fe61d408c070135563aeb4ed34bf4bc2b627dc85ae0095ebf6adfd4a2db37d97,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_22_electricity_PRIOR_41002_0.001_20.npz,03c420e8b565fb334583d069a72ba85991dde943605c2e2c251aa0a1184d5ef6,0.1960571720264852,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27986914277483366,0.35814195416634265,36.320244399511765
traffic,LH,41000,P_MAIN,E_MIXED,05_traffic_LH_41000_0.001,0.001,20,1260,.cache/channel_phase_balance_20260916/02_traffic_41000_BALANCED_LH_20.pt,3aead1b8b2321c105990a86e06ca92d3d840008096593bd02fad32e213109d53,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_05_traffic_LH_41000_0.001_20.npz,4a5a72e6592dd268ca8fc5a705e5e352e8f9d421924036ecf28e14d5a8580c44,0.10428375398623757,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.3884478796858796,0.3230624371572345,0.016921706297503863
traffic,LH,41000,P_VFIXED,E_MIXED,05_traffic_LH_41000_0.001,0.001,17,1071,.cache/channel_phase_balance_20260916/02_traffic_41000_BALANCED_LH_17.pt,3f0d40c24042a98b6e301c3f24580239eeee75f179fd8df86424bddf93b2fc45,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_05_traffic_LH_41000_0.001_17.npz,88d7b7c42d1bccaafe83bab1144865b82988ea122fe2744ab80fb2d4581f4612,0.1020579909963999,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.38860898223550056,0.3251898393807547,0.0170335580949766
traffic,LH,41000,P_LR_FIXED,E_MIXED,05_traffic_LH_41000_0.001,0.001,20,1260,.cache/channel_phase_balance_20260916/02_traffic_41000_BALANCED_LH_20.pt,3aead1b8b2321c105990a86e06ca92d3d840008096593bd02fad32e213109d53,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_05_traffic_LH_41000_0.001_20.npz,4a5a72e6592dd268ca8fc5a705e5e352e8f9d421924036ecf28e14d5a8580c44,0.10428375398623757,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.3884478796858796,0.3230624371572345,0.016921706297503863
traffic,LH,41000,P_LAST20,E_MIXED,05_traffic_LH_41000_0.001,0.001,20,1260,.cache/channel_phase_balance_20260916/02_traffic_41000_BALANCED_LH_20.pt,3aead1b8b2321c105990a86e06ca92d3d840008096593bd02fad32e213109d53,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_05_traffic_LH_41000_0.001_20.npz,4a5a72e6592dd268ca8fc5a705e5e352e8f9d421924036ecf28e14d5a8580c44,0.10428375398623757,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.3884478796858796,0.3230624371572345,0.016921706297503863
traffic,LH,41001,P_MAIN,E_MIXED,00_traffic_LH_41001_0.001,0.001,20,1260,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_20.pt,11ab8f3b83e1035626fc5ce0c17808cccbbcb44b9ae14cf21ffb2ec5a2ecf5b2,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_00_traffic_LH_41001_0.001_20.npz,103b1e654f95b98d38293ed8bb3d88fa558c6041f020a4e578f8b4872fca8a03,0.10528314698603936,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.38891273786812697,0.3226669477836501,0.01689601003920685
traffic,LH,41001,P_VFIXED,E_MIXED,00_traffic_LH_41001_0.001,0.001,18,1134,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_18.pt,8be01b9e6206c5795356265c9bc236eb211bc7fe1bf20bf76400fbbb06c3a190,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_00_traffic_LH_41001_0.001_18.npz,cb79f38fa5842af2e8df4c639d76ddf735b021244cab1c093404e5bae0339129,0.10582354597863741,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.3921484323231276,0.32111456037635927,0.016818219288775357
traffic,LH,41001,P_LR_FIXED,E_MIXED,00_traffic_LH_41001_0.001,0.001,20,1260,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_20.pt,11ab8f3b83e1035626fc5ce0c17808cccbbcb44b9ae14cf21ffb2ec5a2ecf5b2,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_00_traffic_LH_41001_0.001_20.npz,103b1e654f95b98d38293ed8bb3d88fa558c6041f020a4e578f8b4872fca8a03,0.10528314698603936,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.38891273786812697,0.3226669477836501,0.01689601003920685
traffic,LH,41001,P_LAST20,E_MIXED,00_traffic_LH_41001_0.001,0.001,20,1260,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_20.pt,11ab8f3b83e1035626fc5ce0c17808cccbbcb44b9ae14cf21ffb2ec5a2ecf5b2,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_00_traffic_LH_41001_0.001_20.npz,103b1e654f95b98d38293ed8bb3d88fa558c6041f020a4e578f8b4872fca8a03,0.10528314698603936,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.38891273786812697,0.3226669477836501,0.01689601003920685
traffic,LH,41002,P_MAIN,E_MIXED,35_traffic_LH_41002_0.001,0.001,20,1260,.cache/channel_controlled_improvement_v1_20260916/35_traffic_LH_41002_0.001_20.pt,ca471d9a92b772678b326f41e25766187f91c4e678891f84153462713cb017ea,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_35_traffic_LH_41002_0.001_20.npz,0dc570c19f9cbe6633fe77a321e72a385dd5d94009d5efc4dd81f62677b572d4,0.10926334199029952,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.38608738893878664,0.31945379951726516,0.016744526659957973
traffic,LH,41002,P_VFIXED,E_MIXED,35_traffic_LH_41002_0.001,0.001,19,1197,.cache/channel_controlled_improvement_v1_20260916/35_traffic_LH_41002_0.001_19.pt,a9f7ef7d4a6cd643d7b36499f8313e4c4dff2b11f2bbe1b5aa099bc8db4e3a41,.cache/channel_controlled_improvement_v1_20260916/E_MIXED_35_traffic_LH_41002_0.001_19.npz,4a30380fe4d0beda66c245f694d3d59b930555bae0e64100f800cbad99851f61,0.10296748002292588,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.3837610057468362,0.3209666300233289,0.016835870414450498
