dataset,panel,arm,policy,seed,phase,origins,mse,mae
electricity,E_MIXED,LH,P_LR_FIXED,41002,14,2,0.3220512330846904,0.39091000719314195
electricity,E_MIXED,LH,P_LR_FIXED,41002,15,2,0.22423010244230485,0.3199188531050273
electricity,E_MIXED,LH,P_LR_FIXED,41002,16,3,0.2918737080370324,0.35809514133913156
electricity,E_MIXED,LH,P_LR_FIXED,41002,17,2,0.44331686145325205,0.41681269535130383
electricity,E_MIXED,LH,P_LR_FIXED,41002,18,2,0.19517730836393782,0.3090826220271339
electricity,E_MIXED,LH,P_LR_FIXED,41002,19,2,0.232399988745238,0.3477066988710315
electricity,E_MIXED,LH,P_LR_FIXED,41002,20,3,0.28041191374412233,0.35422029919851006
electricity,E_MIXED,LH,P_LR_FIXED,41002,21,2,0.3323171335078443,0.39426459155614424
electricity,E_MIXED,LH,P_LR_FIXED,41002,22,2,0.167360809703909,0.29320949903215165
electricity,E_MIXED,LH,P_LR_FIXED,41002,23,2,0.23183714141513864,0.31912409153599697
electricity,E_MIXED,LH,P_LAST20,41002,0,3,0.24446859179731187,0.32907836687513736
electricity,E_MIXED,LH,P_LAST20,41002,1,2,0.2508580892301738,0.33099889646285874
electricity,E_MIXED,LH,P_LAST20,41002,2,2,0.3607025271380111,0.42257820531618034
electricity,E_MIXED,LH,P_LAST20,41002,3,2,0.17867280231758614,0.29374617792573565
electricity,E_MIXED,LH,P_LAST20,41002,4,3,0.3341756804950614,0.38702677144706066
electricity,E_MIXED,LH,P_LAST20,41002,5,2,0.2389638441069534,0.3490460773858288
electricity,E_MIXED,LH,P_LAST20,41002,6,2,0.26221298281670613,0.34657022698676576
electricity,E_MIXED,LH,P_LAST20,41002,7,2,0.16570600464804508,0.28416845024643556
electricity,E_MIXED,LH,P_LAST20,41002,8,3,0.21027807789329217,0.3147584349056337
electricity,E_MIXED,LH,P_LAST20,41002,9,2,0.31172980949653756,0.38832430760944925
electricity,E_MIXED,LH,P_LAST20,41002,10,2,0.1915840062186075,0.2945885115994713
electricity,E_MIXED,LH,P_LAST20,41002,11,2,0.25700015936597487,0.340206431153753
electricity,E_MIXED,LH,P_LAST20,41002,12,3,0.3370937011725288,0.3742794430715498
electricity,E_MIXED,LH,P_LAST20,41002,13,2,0.2855397489068512,0.35207593939755577
electricity,E_MIXED,LH,P_LAST20,41002,14,2,0.3181587127911551,0.38870113399997785
electricity,E_MIXED,LH,P_LAST20,41002,15,2,0.2256527067040885,0.3200179680766932
electricity,E_MIXED,LH,P_LAST20,41002,16,3,0.29305238757361546,0.35923707161183277
electricity,E_MIXED,LH,P_LAST20,41002,17,2,0.44718589171034323,0.41943112139710814
electricity,E_MIXED,LH,P_LAST20,41002,18,2,0.2008227598522141,0.3134133259773032
electricity,E_MIXED,LH,P_LAST20,41002,19,2,0.22846507044145242,0.34344774724761373
electricity,E_MIXED,LH,P_LAST20,41002,20,3,0.2784892708548947,0.3532716843753102
electricity,E_MIXED,LH,P_LAST20,41002,21,2,0.32916928606141227,0.3923767894026871
electricity,E_MIXED,LH,P_LAST20,41002,22,2,0.16857744836279284,0.2936617968673332
electricity,E_MIXED,LH,P_LAST20,41002,23,2,0.22966124846639885,0.31805487049203407
electricity,E_MIXED,SIDE,P_MAIN,41000,0,3,0.24287186176263886,0.3339815667095536
electricity,E_MIXED,SIDE,P_MAIN,41000,1,2,0.2680611531258731,0.34334608996003146
electricity,E_MIXED,SIDE,P_MAIN,41000,2,2,0.3658631793071303,0.4280887308366535
electricity,E_MIXED,SIDE,P_MAIN,41000,3,2,0.18764135480712874,0.3023390748077759
electricity,E_MIXED,SIDE,P_MAIN,41000,4,3,0.34876204008184186,0.39838570448691735
electricity,E_MIXED,SIDE,P_MAIN,41000,5,2,0.2587904211275293,0.36110246219185405
electricity,E_MIXED,SIDE,P_MAIN,41000,6,2,0.3011377905793064,0.37423725280700637
electricity,E_MIXED,SIDE,P_MAIN,41000,7,2,0.18647759072924164,0.2968511842647009
electricity,E_MIXED,SIDE,P_MAIN,41000,8,3,0.22477729804839472,0.3260747578508851
electricity,E_MIXED,SIDE,P_MAIN,41000,9,2,0.3177871477767079,0.3929325835944416
electricity,E_MIXED,SIDE,P_MAIN,41000,10,2,0.19441993158894608,0.2998700775273259
electricity,E_MIXED,SIDE,P_MAIN,41000,11,2,0.25229918433493115,0.3425987390232284
electricity,E_MIXED,SIDE,P_MAIN,41000,12,3,0.3473089750325481,0.3816850379728799
electricity,E_MIXED,SIDE,P_MAIN,41000,13,2,0.3039622709530837,0.36930899663701666
electricity,E_MIXED,SIDE,P_MAIN,41000,14,2,0.3265404053272634,0.39521773035458335
electricity,E_MIXED,SIDE,P_MAIN,41000,15,2,0.24076304353792044,0.3315683321263189
electricity,E_MIXED,SIDE,P_MAIN,41000,16,3,0.30917073148999263,0.3716432105518853
electricity,E_MIXED,SIDE,P_MAIN,41000,17,2,0.45168102294234896,0.42199854880049514
electricity,E_MIXED,SIDE,P_MAIN,41000,18,2,0.2102725973331792,0.32343635030750784
electricity,E_MIXED,SIDE,P_MAIN,41000,19,2,0.24454666058917307,0.3557537019188951
electricity,E_MIXED,SIDE,P_MAIN,41000,20,3,0.29037755059514975,0.3581291149556718
electricity,E_MIXED,SIDE,P_MAIN,41000,21,2,0.3226871752048849,0.3916751898206054
electricity,E_MIXED,SIDE,P_MAIN,41000,22,2,0.1678396957592416,0.2911219691864607
electricity,E_MIXED,SIDE,P_MAIN,41000,23,2,0.24508758855839205,0.3268687763593997
electricity,E_MIXED,SIDE,P_VFIXED,41000,0,3,0.23197523205817458,0.32889184121129095
electricity,E_MIXED,SIDE,P_VFIXED,41000,1,2,0.2735260472322378,0.3477093165778484
electricity,E_MIXED,SIDE,P_VFIXED,41000,2,2,0.370447320140754,0.43153440157866874
electricity,E_MIXED,SIDE,P_VFIXED,41000,3,2,0.19182013735360248,0.3072886617741801
electricity,E_MIXED,SIDE,P_VFIXED,41000,4,3,0.35217812853584546,0.4017147529405144
electricity,E_MIXED,SIDE,P_VFIXED,41000,5,2,0.2548647028145449,0.3586485600319401
electricity,E_MIXED,SIDE,P_VFIXED,41000,6,2,0.31194458195066166,0.3811730195846745
electricity,E_MIXED,SIDE,P_VFIXED,41000,7,2,0.18193795104710164,0.29573358442537295
electricity,E_MIXED,SIDE,P_VFIXED,41000,8,3,0.22829434325274972,0.3292894142891909
electricity,E_MIXED,SIDE,P_VFIXED,41000,9,2,0.3082234854804397,0.3874979628053433
electricity,E_MIXED,SIDE,P_VFIXED,41000,10,2,0.19337011750864808,0.30005966991216343
electricity,E_MIXED,SIDE,P_VFIXED,41000,11,2,0.2632349485139124,0.3497301091924948
electricity,E_MIXED,SIDE,P_VFIXED,41000,12,3,0.34696135780295057,0.38283354555129434
electricity,E_MIXED,SIDE,P_VFIXED,41000,13,2,0.31221221511397806,0.37331365106503733
electricity,E_MIXED,SIDE,P_VFIXED,41000,14,2,0.3256328984401712,0.3958424949913516
electricity,E_MIXED,SIDE,P_VFIXED,41000,15,2,0.23271052450216112,0.3266540132396993
electricity,E_MIXED,SIDE,P_VFIXED,41000,16,3,0.3032483747566479,0.3685943159425954
electricity,E_MIXED,SIDE,P_VFIXED,41000,17,2,0.44631726759425827,0.4240681661493232
electricity,E_MIXED,SIDE,P_VFIXED,41000,18,2,0.20799866320721871,0.3243155291282799
electricity,E_MIXED,SIDE,P_VFIXED,41000,19,2,0.24333070286762723,0.3554753080084983
electricity,E_MIXED,SIDE,P_VFIXED,41000,20,3,0.28907531783775553,0.36013777151568627
electricity,E_MIXED,SIDE,P_VFIXED,41000,21,2,0.3268609255118986,0.3969939114251725
electricity,E_MIXED,SIDE,P_VFIXED,41000,22,2,0.16700397240442993,0.29140860513134
electricity,E_MIXED,SIDE,P_VFIXED,41000,23,2,0.23256708945951088,0.3200432185275588
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,0,3,0.24287186176263886,0.3339815667095536
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,1,2,0.2680611531258731,0.34334608996003146
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,2,2,0.3658631793071303,0.4280887308366535
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,3,2,0.18764135480712874,0.3023390748077759
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,4,3,0.34876204008184186,0.39838570448691735
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,5,2,0.2587904211275293,0.36110246219185405
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,6,2,0.3011377905793064,0.37423725280700637
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,7,2,0.18647759072924164,0.2968511842647009
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,8,3,0.22477729804839472,0.3260747578508851
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,9,2,0.3177871477767079,0.3929325835944416
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,10,2,0.19441993158894608,0.2998700775273259
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,11,2,0.25229918433493115,0.3425987390232284
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,12,3,0.3473089750325481,0.3816850379728799
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,13,2,0.3039622709530837,0.36930899663701666
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,14,2,0.3265404053272634,0.39521773035458335
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,15,2,0.24076304353792044,0.3315683321263189
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,16,3,0.30917073148999263,0.3716432105518853
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,17,2,0.45168102294234896,0.42199854880049514
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,18,2,0.2102725973331792,0.32343635030750784
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,19,2,0.24454666058917307,0.3557537019188951
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,20,3,0.29037755059514975,0.3581291149556718
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,21,2,0.3226871752048849,0.3916751898206054
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,22,2,0.1678396957592416,0.2911219691864607
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,23,2,0.24508758855839205,0.3268687763593997
electricity,E_MIXED,SIDE,P_LAST20,41000,0,3,0.23281026665058047,0.3305818858139749
electricity,E_MIXED,SIDE,P_LAST20,41000,1,2,0.26256917647227024,0.3423033238018197
electricity,E_MIXED,SIDE,P_LAST20,41000,2,2,0.37962835614936563,0.4379164185649529
electricity,E_MIXED,SIDE,P_LAST20,41000,3,2,0.18479955469694737,0.3030269949526314
electricity,E_MIXED,SIDE,P_LAST20,41000,4,3,0.36478339680699445,0.41075381049258575
electricity,E_MIXED,SIDE,P_LAST20,41000,5,2,0.2687109822855637,0.36625032723970463
electricity,E_MIXED,SIDE,P_LAST20,41000,6,2,0.3156323079026617,0.3835535710173493
electricity,E_MIXED,SIDE,P_LAST20,41000,7,2,0.18220896115543161,0.2966947822364622
electricity,E_MIXED,SIDE,P_LAST20,41000,8,3,0.22761393866408652,0.32776804960805195
electricity,E_MIXED,SIDE,P_LAST20,41000,9,2,0.3107976107096215,0.3906582288276728
electricity,E_MIXED,SIDE,P_LAST20,41000,10,2,0.19385855769758242,0.2998444733255402
electricity,E_MIXED,SIDE,P_LAST20,41000,11,2,0.26376416482602855,0.35259362904891367
electricity,E_MIXED,SIDE,P_LAST20,41000,12,3,0.3564096455602421,0.38871677029846474
electricity,E_MIXED,SIDE,P_LAST20,41000,13,2,0.3039798189721742,0.368581840309408
electricity,E_MIXED,SIDE,P_LAST20,41000,14,2,0.32796808169333663,0.3974092122314469
electricity,E_MIXED,SIDE,P_LAST20,41000,15,2,0.23769007130403802,0.3290906664171823
electricity,E_MIXED,SIDE,P_LAST20,41000,16,3,0.30500439479229724,0.37066694734496586
electricity,E_MIXED,SIDE,P_LAST20,41000,17,2,0.4465999564773186,0.4212905289565777
electricity,E_MIXED,SIDE,P_LAST20,41000,18,2,0.21234218740950267,0.32466239558065035
electricity,E_MIXED,SIDE,P_LAST20,41000,19,2,0.2516841742818088,0.3616989872640062
electricity,E_MIXED,SIDE,P_LAST20,41000,20,3,0.2841994134458782,0.3583358454425757
electricity,E_MIXED,SIDE,P_LAST20,41000,21,2,0.3148335067163175,0.3890074439916612
electricity,E_MIXED,SIDE,P_LAST20,41000,22,2,0.16635395696962216,0.2910725531645705
electricity,E_MIXED,SIDE,P_LAST20,41000,23,2,0.24875025230246306,0.33015220534551304
electricity,E_MIXED,SIDE,P_MAIN,41001,0,3,0.24610589860387488,0.33764348765091906
electricity,E_MIXED,SIDE,P_MAIN,41001,1,2,0.2571517167848125,0.33994928201034236
electricity,E_MIXED,SIDE,P_MAIN,41001,2,2,0.3721244043318501,0.43262344356808546
electricity,E_MIXED,SIDE,P_MAIN,41001,3,2,0.18039743043237427,0.2983170353137249
electricity,E_MIXED,SIDE,P_MAIN,41001,4,3,0.3598614653041798,0.4065932114487904
electricity,E_MIXED,SIDE,P_MAIN,41001,5,2,0.28710196598065246,0.37487400209304883
electricity,E_MIXED,SIDE,P_MAIN,41001,6,2,0.29031685168684307,0.3718863936924966
electricity,E_MIXED,SIDE,P_MAIN,41001,7,2,0.1999522780737966,0.3118314612835983
electricity,E_MIXED,SIDE,P_MAIN,41001,8,3,0.21795811405101162,0.3207588269954979
electricity,E_MIXED,SIDE,P_MAIN,41001,9,2,0.30408779847770784,0.3833576072186773
electricity,E_MIXED,SIDE,P_MAIN,41001,10,2,0.19286925081764808,0.29881491764877904
electricity,E_MIXED,SIDE,P_MAIN,41001,11,2,0.2740838966361056,0.35340938379251224
electricity,E_MIXED,SIDE,P_MAIN,41001,12,3,0.3339622077075371,0.3798988109403278
electricity,E_MIXED,SIDE,P_MAIN,41001,13,2,0.29183511644195076,0.36037750210063757
electricity,E_MIXED,SIDE,P_MAIN,41001,14,2,0.33498330685836236,0.40403113679973046
electricity,E_MIXED,SIDE,P_MAIN,41001,15,2,0.2435557105160216,0.331533870017149
electricity,E_MIXED,SIDE,P_MAIN,41001,16,3,0.3052713515001992,0.3687761053103379
electricity,E_MIXED,SIDE,P_MAIN,41001,17,2,0.4375804323819352,0.41751879136096903
electricity,E_MIXED,SIDE,P_MAIN,41001,18,2,0.20078797526415182,0.3138976564266187
electricity,E_MIXED,SIDE,P_MAIN,41001,19,2,0.24781702374876002,0.36114117457800887
electricity,E_MIXED,SIDE,P_MAIN,41001,20,3,0.2909106439464237,0.3630828539411495
electricity,E_MIXED,SIDE,P_MAIN,41001,21,2,0.3107749336035248,0.3877420598799617
electricity,E_MIXED,SIDE,P_MAIN,41001,22,2,0.18181787965977392,0.30599707324288516
electricity,E_MIXED,SIDE,P_MAIN,41001,23,2,0.265262554477634,0.3417988026725709
electricity,E_MIXED,SIDE,P_VFIXED,41001,0,3,0.24610589860387488,0.33764348765091906
electricity,E_MIXED,SIDE,P_VFIXED,41001,1,2,0.2571517167848125,0.33994928201034236
electricity,E_MIXED,SIDE,P_VFIXED,41001,2,2,0.3721244043318501,0.43262344356808546
electricity,E_MIXED,SIDE,P_VFIXED,41001,3,2,0.18039743043237427,0.2983170353137249
electricity,E_MIXED,SIDE,P_VFIXED,41001,4,3,0.3598614653041798,0.4065932114487904
electricity,E_MIXED,SIDE,P_VFIXED,41001,5,2,0.28710196598065246,0.37487400209304883
electricity,E_MIXED,SIDE,P_VFIXED,41001,6,2,0.29031685168684307,0.3718863936924966
electricity,E_MIXED,SIDE,P_VFIXED,41001,7,2,0.1999522780737966,0.3118314612835983
electricity,E_MIXED,SIDE,P_VFIXED,41001,8,3,0.21795811405101162,0.3207588269954979
electricity,E_MIXED,SIDE,P_VFIXED,41001,9,2,0.30408779847770784,0.3833576072186773
electricity,E_MIXED,SIDE,P_VFIXED,41001,10,2,0.19286925081764808,0.29881491764877904
electricity,E_MIXED,SIDE,P_VFIXED,41001,11,2,0.2740838966361056,0.35340938379251224
electricity,E_MIXED,SIDE,P_VFIXED,41001,12,3,0.3339622077075371,0.3798988109403278
electricity,E_MIXED,SIDE,P_VFIXED,41001,13,2,0.29183511644195076,0.36037750210063757
electricity,E_MIXED,SIDE,P_VFIXED,41001,14,2,0.33498330685836236,0.40403113679973046
electricity,E_MIXED,SIDE,P_VFIXED,41001,15,2,0.2435557105160216,0.331533870017149
electricity,E_MIXED,SIDE,P_VFIXED,41001,16,3,0.3052713515001992,0.3687761053103379
electricity,E_MIXED,SIDE,P_VFIXED,41001,17,2,0.4375804323819352,0.41751879136096903
electricity,E_MIXED,SIDE,P_VFIXED,41001,18,2,0.20078797526415182,0.3138976564266187
electricity,E_MIXED,SIDE,P_VFIXED,41001,19,2,0.24781702374876002,0.36114117457800887
electricity,E_MIXED,SIDE,P_VFIXED,41001,20,3,0.2909106439464237,0.3630828539411495
electricity,E_MIXED,SIDE,P_VFIXED,41001,21,2,0.3107749336035248,0.3877420598799617
electricity,E_MIXED,SIDE,P_VFIXED,41001,22,2,0.18181787965977392,0.30599707324288516
electricity,E_MIXED,SIDE,P_VFIXED,41001,23,2,0.265262554477634,0.3417988026725709
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,0,3,0.24610589860387488,0.33764348765091906
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,1,2,0.2571517167848125,0.33994928201034236
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,2,2,0.3721244043318501,0.43262344356808546
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,3,2,0.18039743043237427,0.2983170353137249
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,4,3,0.3598614653041798,0.4065932114487904
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,5,2,0.28710196598065246,0.37487400209304883
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,6,2,0.29031685168684307,0.3718863936924966
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,7,2,0.1999522780737966,0.3118314612835983
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,8,3,0.21795811405101162,0.3207588269954979
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,9,2,0.30408779847770784,0.3833576072186773
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,10,2,0.19286925081764808,0.29881491764877904
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,11,2,0.2740838966361056,0.35340938379251224
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,12,3,0.3339622077075371,0.3798988109403278
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,13,2,0.29183511644195076,0.36037750210063757
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,14,2,0.33498330685836236,0.40403113679973046
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,15,2,0.2435557105160216,0.331533870017149
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,16,3,0.3052713515001992,0.3687761053103379
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,17,2,0.4375804323819352,0.41751879136096903
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,18,2,0.20078797526415182,0.3138976564266187
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,19,2,0.24781702374876002,0.36114117457800887
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,20,3,0.2909106439464237,0.3630828539411495
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,21,2,0.3107749336035248,0.3877420598799617
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,22,2,0.18181787965977392,0.30599707324288516
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,23,2,0.265262554477634,0.3417988026725709
electricity,E_MIXED,SIDE,P_LAST20,41001,0,3,0.24610589860387488,0.33764348765091906
electricity,E_MIXED,SIDE,P_LAST20,41001,1,2,0.2571517167848125,0.33994928201034236
electricity,E_MIXED,SIDE,P_LAST20,41001,2,2,0.3721244043318501,0.43262344356808546
electricity,E_MIXED,SIDE,P_LAST20,41001,3,2,0.18039743043237427,0.2983170353137249
electricity,E_MIXED,SIDE,P_LAST20,41001,4,3,0.3598614653041798,0.4065932114487904
electricity,E_MIXED,SIDE,P_LAST20,41001,5,2,0.28710196598065246,0.37487400209304883
electricity,E_MIXED,SIDE,P_LAST20,41001,6,2,0.29031685168684307,0.3718863936924966
electricity,E_MIXED,SIDE,P_LAST20,41001,7,2,0.1999522780737966,0.3118314612835983
electricity,E_MIXED,SIDE,P_LAST20,41001,8,3,0.21795811405101162,0.3207588269954979
electricity,E_MIXED,SIDE,P_LAST20,41001,9,2,0.30408779847770784,0.3833576072186773
electricity,E_MIXED,SIDE,P_LAST20,41001,10,2,0.19286925081764808,0.29881491764877904
electricity,E_MIXED,SIDE,P_LAST20,41001,11,2,0.2740838966361056,0.35340938379251224
electricity,E_MIXED,SIDE,P_LAST20,41001,12,3,0.3339622077075371,0.3798988109403278
electricity,E_MIXED,SIDE,P_LAST20,41001,13,2,0.29183511644195076,0.36037750210063757
electricity,E_MIXED,SIDE,P_LAST20,41001,14,2,0.33498330685836236,0.40403113679973046
electricity,E_MIXED,SIDE,P_LAST20,41001,15,2,0.2435557105160216,0.331533870017149
electricity,E_MIXED,SIDE,P_LAST20,41001,16,3,0.3052713515001992,0.3687761053103379
electricity,E_MIXED,SIDE,P_LAST20,41001,17,2,0.4375804323819352,0.41751879136096903
electricity,E_MIXED,SIDE,P_LAST20,41001,18,2,0.20078797526415182,0.3138976564266187
electricity,E_MIXED,SIDE,P_LAST20,41001,19,2,0.24781702374876002,0.36114117457800887
electricity,E_MIXED,SIDE,P_LAST20,41001,20,3,0.2909106439464237,0.3630828539411495
electricity,E_MIXED,SIDE,P_LAST20,41001,21,2,0.3107749336035248,0.3877420598799617
electricity,E_MIXED,SIDE,P_LAST20,41001,22,2,0.18181787965977392,0.30599707324288516
electricity,E_MIXED,SIDE,P_LAST20,41001,23,2,0.265262554477634,0.3417988026725709
electricity,E_MIXED,SIDE,P_MAIN,41002,0,3,0.23589676013156488,0.33054089950168636
electricity,E_MIXED,SIDE,P_MAIN,41002,1,2,0.2568881440754253,0.3415034012482986
electricity,E_MIXED,SIDE,P_MAIN,41002,2,2,0.3661580711319441,0.42846949726665196
electricity,E_MIXED,SIDE,P_MAIN,41002,3,2,0.19031100533729284,0.3057100871621401
electricity,E_MIXED,SIDE,P_MAIN,41002,4,3,0.3490459430485853,0.3975882522679086
electricity,E_MIXED,SIDE,P_MAIN,41002,5,2,0.2439173985743129,0.35143973111021154
electricity,E_MIXED,SIDE,P_MAIN,41002,6,2,0.2941620734198138,0.3699131977921297
electricity,E_MIXED,SIDE,P_MAIN,41002,7,2,0.16528654123848702,0.2875648820326736
electricity,E_MIXED,SIDE,P_MAIN,41002,8,3,0.21586314023736092,0.3239861574580295
electricity,E_MIXED,SIDE,P_MAIN,41002,9,2,0.31288730058283765,0.3926170179313312
electricity,E_MIXED,SIDE,P_MAIN,41002,10,2,0.18867141170849933,0.2948423470389514
electricity,E_MIXED,SIDE,P_MAIN,41002,11,2,0.279378788887279,0.35892932470537886
electricity,E_MIXED,SIDE,P_MAIN,41002,12,3,0.32212258568497476,0.3717684817414314
electricity,E_MIXED,SIDE,P_MAIN,41002,13,2,0.2838267431275182,0.3517787253182216
electricity,E_MIXED,SIDE,P_MAIN,41002,14,2,0.33592227543126685,0.3972963214673939
electricity,E_MIXED,SIDE,P_MAIN,41002,15,2,0.23526409646728136,0.32825432600999704
electricity,E_MIXED,SIDE,P_MAIN,41002,16,3,0.31240036963012874,0.3683862739370214
electricity,E_MIXED,SIDE,P_MAIN,41002,17,2,0.46921225537507716,0.4288336268618475
electricity,E_MIXED,SIDE,P_MAIN,41002,18,2,0.19648969319467824,0.3108664730148073
electricity,E_MIXED,SIDE,P_MAIN,41002,19,2,0.24065224997668327,0.35561899915506484
electricity,E_MIXED,SIDE,P_MAIN,41002,20,3,0.28960616342592604,0.36191289615589994
electricity,E_MIXED,SIDE,P_MAIN,41002,21,2,0.3289532270481022,0.38710450792655376
electricity,E_MIXED,SIDE,P_MAIN,41002,22,2,0.17925654175085282,0.30478987320564244
electricity,E_MIXED,SIDE,P_MAIN,41002,23,2,0.24543539716492901,0.3295655087883441
electricity,E_MIXED,SIDE,P_VFIXED,41002,0,3,0.23589676013156488,0.33054089950168636
electricity,E_MIXED,SIDE,P_VFIXED,41002,1,2,0.2568881440754253,0.3415034012482986
electricity,E_MIXED,SIDE,P_VFIXED,41002,2,2,0.3661580711319441,0.42846949726665196
electricity,E_MIXED,SIDE,P_VFIXED,41002,3,2,0.19031100533729284,0.3057100871621401
electricity,E_MIXED,SIDE,P_VFIXED,41002,4,3,0.3490459430485853,0.3975882522679086
electricity,E_MIXED,SIDE,P_VFIXED,41002,5,2,0.2439173985743129,0.35143973111021154
electricity,E_MIXED,SIDE,P_VFIXED,41002,6,2,0.2941620734198138,0.3699131977921297
electricity,E_MIXED,SIDE,P_VFIXED,41002,7,2,0.16528654123848702,0.2875648820326736
electricity,E_MIXED,SIDE,P_VFIXED,41002,8,3,0.21586314023736092,0.3239861574580295
electricity,E_MIXED,SIDE,P_VFIXED,41002,9,2,0.31288730058283765,0.3926170179313312
electricity,E_MIXED,SIDE,P_VFIXED,41002,10,2,0.18867141170849933,0.2948423470389514
electricity,E_MIXED,SIDE,P_VFIXED,41002,11,2,0.279378788887279,0.35892932470537886
electricity,E_MIXED,SIDE,P_VFIXED,41002,12,3,0.32212258568497476,0.3717684817414314
electricity,E_MIXED,SIDE,P_VFIXED,41002,13,2,0.2838267431275182,0.3517787253182216
electricity,E_MIXED,SIDE,P_VFIXED,41002,14,2,0.33592227543126685,0.3972963214673939
electricity,E_MIXED,SIDE,P_VFIXED,41002,15,2,0.23526409646728136,0.32825432600999704
electricity,E_MIXED,SIDE,P_VFIXED,41002,16,3,0.31240036963012874,0.3683862739370214
electricity,E_MIXED,SIDE,P_VFIXED,41002,17,2,0.46921225537507716,0.4288336268618475
electricity,E_MIXED,SIDE,P_VFIXED,41002,18,2,0.19648969319467824,0.3108664730148073
electricity,E_MIXED,SIDE,P_VFIXED,41002,19,2,0.24065224997668327,0.35561899915506484
electricity,E_MIXED,SIDE,P_VFIXED,41002,20,3,0.28960616342592604,0.36191289615589994
electricity,E_MIXED,SIDE,P_VFIXED,41002,21,2,0.3289532270481022,0.38710450792655376
electricity,E_MIXED,SIDE,P_VFIXED,41002,22,2,0.17925654175085282,0.30478987320564244
electricity,E_MIXED,SIDE,P_VFIXED,41002,23,2,0.24543539716492901,0.3295655087883441
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,0,3,0.23589676013156488,0.33054089950168636
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,1,2,0.2568881440754253,0.3415034012482986
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,2,2,0.3661580711319441,0.42846949726665196
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,3,2,0.19031100533729284,0.3057100871621401
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,4,3,0.3490459430485853,0.3975882522679086
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,5,2,0.2439173985743129,0.35143973111021154
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,6,2,0.2941620734198138,0.3699131977921297
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,7,2,0.16528654123848702,0.2875648820326736
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,8,3,0.21586314023736092,0.3239861574580295
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,9,2,0.31288730058283765,0.3926170179313312
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,10,2,0.18867141170849933,0.2948423470389514
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,11,2,0.279378788887279,0.35892932470537886
