dataset,arm,seed,policy,panel,fit,lr,epoch,updates,checkpoint_path,checkpoint_sha256,prediction_path,prediction_sha256,seconds,peak_allocated,peak_reserved,exposure,mse,mae,raw_mae
electricity,LH,41000,P_MAIN,E_FIXED,17_electricity_LH_41000_0.001,0.001,17,1088,.cache/channel_phase_balance_20260916/00_electricity_41000_BALANCED_LH_17.pt,ea0005c0f7fdb9f8d09385007edc2cec93f1254ccdc573aa8ed908c9171f8149,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_17_electricity_LH_41000_0.001_17.npz,8c58e822370db231ca1aed8688e564f80cd7db94d84addd6dd1c0807040daaf0,0.14779174400609918,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.27599946601209235,0.35064256456205467,35.5638487053399
electricity,LH,41000,P_VFIXED,E_FIXED,17_electricity_LH_41000_0.001,0.001,16,1024,.cache/channel_phase_balance_20260916/00_electricity_41000_BALANCED_LH_16.pt,4808f436aa3d21526fb72ac3969d2bdadc0d3b6d0a7cbddd916fe7d4150a0ce7,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_17_electricity_LH_41000_0.001_16.npz,05c773eb357513c25794f93929e22d84208a13e5fae23f2ae50949ebe5d398f5,0.15246489399578422,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.2782832353239307,0.3536111853314478,35.85855305994083
electricity,LH,41000,P_LR_FIXED,E_FIXED,17_electricity_LH_41000_0.001,0.001,17,1088,.cache/channel_phase_balance_20260916/00_electricity_41000_BALANCED_LH_17.pt,ea0005c0f7fdb9f8d09385007edc2cec93f1254ccdc573aa8ed908c9171f8149,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_17_electricity_LH_41000_0.001_17.npz,8c58e822370db231ca1aed8688e564f80cd7db94d84addd6dd1c0807040daaf0,0.14779174400609918,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.27599946601209235,0.35064256456205467,35.5638487053399
electricity,LH,41000,P_LAST20,E_FIXED,17_electricity_LH_41000_0.001,0.001,20,1280,.cache/channel_phase_balance_20260916/00_electricity_41000_BALANCED_LH_20.pt,b5f837aa002942831f029410875337296715575a88366e70217d9983b954bfec,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_17_electricity_LH_41000_0.001_20.npz,6c00e266934d2171265c9a621fd2f841e528943243447fdd4c5e463bd6195119,0.1442912970087491,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.27724365641714754,0.3523690738835319,35.6811345982103
electricity,LH,41001,P_MAIN,E_FIXED,31_electricity_LH_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/31_electricity_LH_41001_0.001_20.pt,62728bee53d0d9bbe44dfc54d9b579c9f2320243e6bda0af85aa3cba907af320,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_31_electricity_LH_41001_0.001_20.npz,d3de73c65ee89219d5832d151bafbb3ac40361161fe7f23b6dd3d957bc62708d,0.14680102397687733,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.2749320371758206,0.351815148635254,35.6790662933287
electricity,LH,41001,P_VFIXED,E_FIXED,31_electricity_LH_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/31_electricity_LH_41001_0.001_20.pt,62728bee53d0d9bbe44dfc54d9b579c9f2320243e6bda0af85aa3cba907af320,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_31_electricity_LH_41001_0.001_20.npz,d3de73c65ee89219d5832d151bafbb3ac40361161fe7f23b6dd3d957bc62708d,0.14680102397687733,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.2749320371758206,0.351815148635254,35.6790662933287
electricity,LH,41001,P_LR_FIXED,E_FIXED,31_electricity_LH_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/31_electricity_LH_41001_0.001_20.pt,62728bee53d0d9bbe44dfc54d9b579c9f2320243e6bda0af85aa3cba907af320,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_31_electricity_LH_41001_0.001_20.npz,d3de73c65ee89219d5832d151bafbb3ac40361161fe7f23b6dd3d957bc62708d,0.14680102397687733,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.2749320371758206,0.351815148635254,35.6790662933287
electricity,LH,41001,P_LAST20,E_FIXED,31_electricity_LH_41001_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/31_electricity_LH_41001_0.001_20.pt,62728bee53d0d9bbe44dfc54d9b579c9f2320243e6bda0af85aa3cba907af320,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_31_electricity_LH_41001_0.001_20.npz,d3de73c65ee89219d5832d151bafbb3ac40361161fe7f23b6dd3d957bc62708d,0.14680102397687733,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.2749320371758206,0.351815148635254,35.6790662933287
electricity,LH,41002,P_MAIN,E_FIXED,29_electricity_LH_41002_0.001,0.001,16,1024,.cache/channel_controlled_improvement_v1_20260916/29_electricity_LH_41002_0.001_16.pt,fddf6a224b44a96b879bdfeeec712224d370ece78cea5aa909f9daa77fcd82a2,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_29_electricity_LH_41002_0.001_16.npz,3916d51103508252888c689decd2239f764b2a05274612744074a6140bfd7fcd,0.14568666799459606,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.2729460941132453,0.35009051068516817,35.571786147819225
electricity,LH,41002,P_VFIXED,E_FIXED,29_electricity_LH_41002_0.001,0.001,19,1216,.cache/channel_controlled_improvement_v1_20260916/29_electricity_LH_41002_0.001_19.pt,52d36d6957e6fb692870a07213585c6a346e69ce8414f2d11563cad06cebb95d,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_29_electricity_LH_41002_0.001_19.npz,813014e1bcf9f6c8a5f67a28e94c71f51b40576b35ae38a48c6f4f3862543b66,0.14316719199996442,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.2727861961624082,0.34994132973004566,35.53125212336765
electricity,LH,41002,P_LR_FIXED,E_FIXED,29_electricity_LH_41002_0.001,0.001,16,1024,.cache/channel_controlled_improvement_v1_20260916/29_electricity_LH_41002_0.001_16.pt,fddf6a224b44a96b879bdfeeec712224d370ece78cea5aa909f9daa77fcd82a2,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_29_electricity_LH_41002_0.001_16.npz,3916d51103508252888c689decd2239f764b2a05274612744074a6140bfd7fcd,0.14568666799459606,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.2729460941132453,0.35009051068516817,35.571786147819225
electricity,LH,41002,P_LAST20,E_FIXED,29_electricity_LH_41002_0.001,0.001,20,1280,.cache/channel_controlled_improvement_v1_20260916/29_electricity_LH_41002_0.001_20.pt,13f0e34a16e1f50b1aed001e66dadd1dade34b8f964b3ad53b0f406b25c8ed06,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_29_electricity_LH_41002_0.001_20.npz,59f6e86e2c2421a2ec1a144d746964c3e57be78950961b73ff92b4990a7f7d9d,0.14459419099148363,290763264,325058560,DISCOVERY_REUSED_PERIODS,0.2719810114709339,0.3494001373934047,35.477550063993405
electricity,SIDE,41000,P_MAIN,E_FIXED,15_electricity_SIDE_41000_0.001,0.001,17,1088,.cache/channel_attention_prior_20260916/00_electricity_41000_SIDE_17.pt,0801c2b1d7650c896bae2ccd6421e90298264af605b969e548802f3c8303273f,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_15_electricity_SIDE_41000_0.001_17.npz,4ce8c6205c75b18128682eb11fc007382739551f0735487a8d5d5757e0b463e8,0.19229719298891723,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.27886794590966935,0.35597525497629046,36.147856207132236
electricity,SIDE,41000,P_VFIXED,E_FIXED,15_electricity_SIDE_41000_0.001,0.001,18,1152,.cache/channel_attention_prior_20260916/00_electricity_41000_SIDE_18.pt,423c960879f7e47e30c84e4013b6534dbc6f8fae08d6bb077a580590b85aa4da,.cache/channel_controlled_improvement_v1_20260916/E_FIXED_15_electricity_SIDE_41000_0.001_18.npz,c2223c45845ec4aab1ea6fd92643945b1105c271fa4503c05b39d29a7bc433bd,0.19480685202870518,330035712,362807296,DISCOVERY_REUSED_PERIODS,0.2788122676834418,0.3576946431275915,36.2806402463025
