dataset,option,status,peak_allocated,peak_reserved,median_seconds,mean_seconds,contaminated,canonical_path,canonical_sha256,optimizer,updates
electricity,PRIOR-current,MEASURED,446556160,478150656,0.04061764900689013,0.04065422044691837,False,.cache/channel_controlled_improvement_v1_20260916/resource_canonical_electricity_PRIOR.pt,c32758236d1f02de7138d4175263003739999668067c3358f7d1aef283c6684c,identical empty Adam canonical; two warmup updates; discarded,11
electricity,SIDE-fast,MEASURED,445376512,478150656,0.03563545900397003,0.03581649422671439,False,.cache/channel_controlled_improvement_v1_20260916/resource_canonical_electricity_SIDE.pt,6ecb9790cecffefd1a2c856a77270480bc18f69f38f23f09f4a962fc37557032,identical empty Adam canonical; two warmup updates; discarded,11
traffic,PRIOR-current,MEASURED,446556160,478150656,0.04223194997757673,0.04269519266543082,False,.cache/channel_controlled_improvement_v1_20260916/resource_canonical_traffic_PRIOR.pt,e9ec4db313ecccf8f132357beb99026a033461a793c0d64e6f4c09c95dcc4add,identical empty Adam canonical; two warmup updates; discarded,11
traffic,SIDE-fast,MEASURED,445376512,478150656,0.036954415001673624,0.03711639476952971,False,.cache/channel_controlled_improvement_v1_20260916/resource_canonical_traffic_SIDE.pt,84863848fc1761c254d6a6e1ec7bfb8af7e09693ef37aa5803a512a75803f386,identical empty Adam canonical; two warmup updates; discarded,11
electricity,LH-current,MEASURED,1122343424,1203765248,0.0472463290207088,0.04842775400094171,False,.cache/channel_controlled_improvement_v1_20260916/resource_canonical_electricity_LH.pt,5914aefb7643d4d131f4dc72e770a7ebb965b0ff02d18e724270344ea7a716a1,identical empty Adam canonical; two warmup updates; discarded,11
traffic,LH-current,MEASURED,1122343424,1203765248,0.049658777978038415,0.05010585811234907,False,.cache/channel_controlled_improvement_v1_20260916/resource_canonical_traffic_LH.pt,8e86fad7dbbaffdb0d5d47dc82f6c40d75df46a834f82e9286cb4bc387f8537b,identical empty Adam canonical; two warmup updates; discarded,11
electricity,LH-native-checkpoint,MEASURED,421102080,476053504,0.07245541998418048,0.07217814732899165,False,.cache/channel_controlled_improvement_v1_20260916/resource_canonical_electricity_LH.pt,5914aefb7643d4d131f4dc72e770a7ebb965b0ff02d18e724270344ea7a716a1,identical empty Adam canonical; two warmup updates; discarded,11
traffic,LH-native-checkpoint,MEASURED,421102080,476053504,0.07265547901624814,0.07213920144325432,False,.cache/channel_controlled_improvement_v1_20260916/resource_canonical_traffic_LH.pt,8e86fad7dbbaffdb0d5d47dc82f6c40d75df46a834f82e9286cb4bc387f8537b,identical empty Adam canonical; two warmup updates; discarded,11
