target,seed,arm,variant,condition,metric,date,id,value
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-07,T0_TEST_1007,0.14369217039224064
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-07,T0_TEST_1007,0.18274354582536004
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-07,T0_TEST_1007,0.14414290745419095
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-07,T0_TEST_1007,0.13406598130058253
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-08,T0_TEST_1008,0.10775111423773333
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-08,T0_TEST_1008,0.08609655086676755
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-08,T0_TEST_1008,0.08702480552972293
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-08,T0_TEST_1008,0.21160755344213364
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-08,T0_TEST_1008,0.12824296994620804
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-08,T0_TEST_1008,0.12312000601908937
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-09,T0_TEST_1009,0.07698511925285519
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-09,T0_TEST_1009,0.17503697705541665
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-09,T0_TEST_1009,0.18996134581249235
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-09,T0_TEST_1009,0.18276046387893757
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-09,T0_TEST_1009,0.18258626224894883
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-09,T0_TEST_1009,0.15618597649992544
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-10,T0_TEST_1010,0.14607090442671816
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-10,T0_TEST_1010,0.20330173271686786
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-10,T0_TEST_1010,0.1349911049556885
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-10,T0_TEST_1010,0.20977467033263603
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-10,T0_TEST_1010,0.18268916933506416
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-10,T0_TEST_1010,0.17353460310797764
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-11,T0_TEST_1011,0.07167236564098686
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-11,T0_TEST_1011,0.08635251426927931
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-11,T0_TEST_1011,0.08452206834702776
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-11,T0_TEST_1011,0.08251244250803784
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-11,T0_TEST_1011,0.08446234170811497
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-11,T0_TEST_1011,0.08126484769133295
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-12,T0_TEST_1012,0.08132923656341885
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-12,T0_TEST_1012,0.10947955046214689
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-12,T0_TEST_1012,0.22487209955565995
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-12,T0_TEST_1012,0.08876622823984245
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-12,T0_TEST_1012,0.14103929275254978
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-12,T0_TEST_1012,0.12611177870526705
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-13,T0_TEST_1013,0.09890329196346598
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-13,T0_TEST_1013,0.09049175523647979
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-13,T0_TEST_1013,0.08964306230933172
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-13,T0_TEST_1013,0.099288188604737
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-13,T0_TEST_1013,0.09314100205018283
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-13,T0_TEST_1013,0.09458157452850362
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-14,T0_TEST_1014,0.11062209452806594
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-14,T0_TEST_1014,0.1303572927770967
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-14,T0_TEST_1014,0.1517768288249223
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-14,T0_TEST_1014,0.1572127262993702
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-14,T0_TEST_1014,0.14644894930046307
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-14,T0_TEST_1014,0.1374922356073638
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-15,T0_TEST_1015,0.09442932958597104
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-15,T0_TEST_1015,0.11251365971665937
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-15,T0_TEST_1015,0.12076422476432608
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-15,T0_TEST_1015,0.2420293379010864
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-15,T0_TEST_1015,0.15843574079402398
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-15,T0_TEST_1015,0.1424341379920107
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-16,T0_TEST_1016,0.1807868124924996
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-16,T0_TEST_1016,0.18598067889077727
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-16,T0_TEST_1016,0.19476264902417006
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-16,T0_TEST_1016,0.18544332617998915
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-16,T0_TEST_1016,0.18872888469831217
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-16,T0_TEST_1016,0.186743366646859
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-17,T0_TEST_1017,0.07771326088468453
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-17,T0_TEST_1017,0.08678525827685483
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-17,T0_TEST_1017,0.07686542375158849
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-17,T0_TEST_1017,0.07892473257335346
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-17,T0_TEST_1017,0.08085847153393226
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-17,T0_TEST_1017,0.08007216887162033
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-18,T0_TEST_1018,0.11450453840664812
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-18,T0_TEST_1018,0.14744962934909778
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-18,T0_TEST_1018,0.10251851179974351
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-18,T0_TEST_1018,0.17034620668008937
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-18,T0_TEST_1018,0.14010478260964357
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-18,T0_TEST_1018,0.13370472155889468
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-19,T0_TEST_1019,0.06792409359384122
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-19,T0_TEST_1019,0.21366552343754375
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-19,T0_TEST_1019,0.08180633665227194
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-19,T0_TEST_1019,0.31202614151135855
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-19,T0_TEST_1019,0.20249933386705807
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-19,T0_TEST_1019,0.16885552379875385
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-20,T0_TEST_1020,0.1327123390790567
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-20,T0_TEST_1020,0.10761972674018037
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-20,T0_TEST_1020,0.11763356029334872
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-20,T0_TEST_1020,0.10852694556344286
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-20,T0_TEST_1020,0.11126007753232399
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-20,T0_TEST_1020,0.11662314291900716
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-21,T0_TEST_1021,0.07789984113626376
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-21,T0_TEST_1021,0.06856711465639864
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-21,T0_TEST_1021,0.1418089010096328
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-21,T0_TEST_1021,0.0841138824217675
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-21,T0_TEST_1021,0.09816329936259965
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-21,T0_TEST_1021,0.09309743480601566
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-22,T0_TEST_1022,0.06463022816230841
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-22,T0_TEST_1022,0.07636474506247688
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-22,T0_TEST_1022,0.07010778793049068
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-22,T0_TEST_1022,0.07568373981012283
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-22,T0_TEST_1022,0.07405209093436346
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-22,T0_TEST_1022,0.0716966252413497
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-23,T0_TEST_1023,0.14567174667906896
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-23,T0_TEST_1023,0.25410918177231573
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-23,T0_TEST_1023,0.170160582718257
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-23,T0_TEST_1023,0.24206413659636186
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-23,T0_TEST_1023,0.22211130036231153
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-23,T0_TEST_1023,0.20300141194150087
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-24,T0_TEST_1024,0.07198495126010451
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-24,T0_TEST_1024,0.060080652028794285
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-24,T0_TEST_1024,0.06445525085922629
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-24,T0_TEST_1024,0.05883330404411895
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-24,T0_TEST_1024,0.061123068977379846
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-24,T0_TEST_1024,0.06383853954806101
T0,61730,E0,RAW,S0,normalized_2pinball,2024-10-25,T0_TEST_1025,0.11510740241196438
T0,61730,E0,RAW,S1,normalized_2pinball,2024-10-25,T0_TEST_1025,0.09705693022792208
T0,61730,E0,RAW,S2,normalized_2pinball,2024-10-25,T0_TEST_1025,0.07962151766129287
T0,61730,E0,RAW,S3,normalized_2pinball,2024-10-25,T0_TEST_1025,0.08691847346811557
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-10-25,T0_TEST_1025,0.0878656404524435
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-10-25,T0_TEST_1025,0.09467608094232371
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-10,T0_TEST_1110,0.043476641979304884
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-10,T0_TEST_1110,0.04817252694195322
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-10,T0_TEST_1110,0.06379924686654664
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-10,T0_TEST_1110,0.06376411641138982
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-10,T0_TEST_1110,0.058578630073296556
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-10,T0_TEST_1110,0.05480313304979864
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-11,T0_TEST_1111,0.2115831739393338
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-11,T0_TEST_1111,0.18668789168239772
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-11,T0_TEST_1111,0.13340143643150038
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-11,T0_TEST_1111,0.19690667291711195
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-11,T0_TEST_1111,0.17233200034367002
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-11,T0_TEST_1111,0.18214479374258596
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-12,T0_TEST_1112,0.11107577700929142
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-12,T0_TEST_1112,0.13212641108572423
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-12,T0_TEST_1112,0.13960194912366933
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-12,T0_TEST_1112,0.18315145503900793
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-12,T0_TEST_1112,0.1516266050828005
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-12,T0_TEST_1112,0.14148889806442322
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-13,T0_TEST_1113,0.12327840740214359
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-13,T0_TEST_1113,0.10137845790200027
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-13,T0_TEST_1113,0.07862265545144985
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-13,T0_TEST_1113,0.08195281587809343
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-13,T0_TEST_1113,0.08731797641051452
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-13,T0_TEST_1113,0.09630808415842179
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-14,T0_TEST_1114,0.06707171528931688
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-14,T0_TEST_1114,0.050348502402866625
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-14,T0_TEST_1114,0.05240966085250852
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-14,T0_TEST_1114,0.05339950571759782
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-14,T0_TEST_1114,0.052052556324324324
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-14,T0_TEST_1114,0.05580734606557246
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-15,T0_TEST_1115,0.04658627564027578
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-15,T0_TEST_1115,0.04505885406981537
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-15,T0_TEST_1115,0.049495333993423776
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-15,T0_TEST_1115,0.04348762465725447
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-15,T0_TEST_1115,0.04601393757349787
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-15,T0_TEST_1115,0.046157022090192346
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-16,T0_TEST_1116,0.05163117385475849
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-16,T0_TEST_1116,0.06508466880716315
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-16,T0_TEST_1116,0.07266151271738003
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-16,T0_TEST_1116,0.07290388621179351
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-16,T0_TEST_1116,0.07021668924544557
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-16,T0_TEST_1116,0.06557031039777379
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-17,T0_TEST_1117,0.21915877055251096
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-17,T0_TEST_1117,0.1283416086532318
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-17,T0_TEST_1117,0.1440716447681142
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-17,T0_TEST_1117,0.21324771511715276
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-17,T0_TEST_1117,0.16188698951283295
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-17,T0_TEST_1117,0.17620493477275243
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-18,T0_TEST_1118,0.1263955656863873
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-18,T0_TEST_1118,0.09083309168227147
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-18,T0_TEST_1118,0.23366723305006765
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-18,T0_TEST_1118,0.24476552528766687
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-18,T0_TEST_1118,0.18975528334000202
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-18,T0_TEST_1118,0.17391535392659832
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-19,T0_TEST_1119,0.0680306762229503
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-19,T0_TEST_1119,0.05780187701248586
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-19,T0_TEST_1119,0.06296022211512634
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-19,T0_TEST_1119,0.07287482702775744
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-19,T0_TEST_1119,0.06454564205178988
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-19,T0_TEST_1119,0.06541690059457998
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-20,T0_TEST_1120,0.08326093172507273
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-20,T0_TEST_1120,0.1022097074024834
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-20,T0_TEST_1120,0.08859868778884093
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-20,T0_TEST_1120,0.12095482661070572
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-20,T0_TEST_1120,0.10392107393401002
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-20,T0_TEST_1120,0.0987560383817757
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-21,T0_TEST_1121,0.05208400945294288
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-21,T0_TEST_1121,0.05476907510228794
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-21,T0_TEST_1121,0.04702024044411938
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-21,T0_TEST_1121,0.06480771024635862
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-21,T0_TEST_1121,0.055532341930921984
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-21,T0_TEST_1121,0.0546702588114272
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-22,T0_TEST_1122,0.04786337837070962
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-22,T0_TEST_1122,0.05153861680420873
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-22,T0_TEST_1122,0.050200618566159566
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-22,T0_TEST_1122,0.04893320451897887
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-22,T0_TEST_1122,0.05022414662978239
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-22,T0_TEST_1122,0.049633954565014196
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-23,T0_TEST_1123,0.06779890609516717
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-23,T0_TEST_1123,0.0773703618061128
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-23,T0_TEST_1123,0.07018037000705764
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-23,T0_TEST_1123,0.07911888903508948
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-23,T0_TEST_1123,0.07555654028275331
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-23,T0_TEST_1123,0.07361713173585677
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-24,T0_TEST_1124,0.0489098623458617
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-24,T0_TEST_1124,0.05932988985921157
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-24,T0_TEST_1124,0.06681586459622005
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-24,T0_TEST_1124,0.05562084249765594
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-24,T0_TEST_1124,0.06058886565102919
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-24,T0_TEST_1124,0.057669114824737314
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-25,T0_TEST_1125,0.05150111023543976
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-25,T0_TEST_1125,0.06200525528271963
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-25,T0_TEST_1125,0.06308546230350502
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-25,T0_TEST_1125,0.07238010084430622
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-25,T0_TEST_1125,0.0658236061435103
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-25,T0_TEST_1125,0.062242982166492655
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-26,T0_TEST_1126,0.054883405176442274
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-26,T0_TEST_1126,0.09257930352060116
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-26,T0_TEST_1126,0.09052781212109573
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-26,T0_TEST_1126,0.08502739386382045
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-26,T0_TEST_1126,0.08937816983517245
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-26,T0_TEST_1126,0.0807544786704899
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-27,T0_TEST_1127,0.04606097809698663
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-27,T0_TEST_1127,0.05142904994713401
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-27,T0_TEST_1127,0.04774290377762965
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-27,T0_TEST_1127,0.048206429615752236
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-27,T0_TEST_1127,0.04912612778017197
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-27,T0_TEST_1127,0.04835984035937563
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-28,T0_TEST_1128,0.1050102268764358
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-28,T0_TEST_1128,0.14336105149221828
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-28,T0_TEST_1128,0.20137670357644882
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-28,T0_TEST_1128,0.23461176356595864
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-28,T0_TEST_1128,0.19311650621154194
T0,61730,E0,RAW,MEAN,normalized_2pinball,2024-11-28,T0_TEST_1128,0.17108993637776537
T0,61730,E0,RAW,S0,normalized_2pinball,2024-11-29,T0_TEST_1129,0.11521825794306363
T0,61730,E0,RAW,S1,normalized_2pinball,2024-11-29,T0_TEST_1129,0.11317571872673951
T0,61730,E0,RAW,S2,normalized_2pinball,2024-11-29,T0_TEST_1129,0.1609610906617795
T0,61730,E0,RAW,S3,normalized_2pinball,2024-11-29,T0_TEST_1129,0.16644227604194034
T0,61730,E0,RAW,DELAYED,normalized_2pinball,2024-11-29,T0_TEST_1129,0.14685969514348646
