scope,variant,condition,metric,method,baseline,method_score,baseline_score,gain_percent,ci_low,ci_high,replicates,bootstrap_seed
ALL,CALIBRATED,S2,normalized_2pinball,E4,E3,0.10951698850858844,0.10936049790307749,-0.14309609823617336,-0.22702441181378544,-0.03751778901565589,2000,73300
ALL,CALIBRATED,S3,normalized_2pinball,E4,E0,0.11616381466610264,0.11803395536087273,1.584409070298792,-0.15443875972104806,3.651189510178279,2000,73300
ALL,CALIBRATED,S3,normalized_2pinball,E4,E2,0.11616381466610264,0.11616381466610264,0.0,0.0,0.0,2000,73300
ALL,CALIBRATED,S3,normalized_2pinball,E4,E3,0.11616381466610264,0.11616381466610264,0.0,0.0,0.0,2000,73300
ALL,RAW,DELAYED,normalized_2pinball,E4,E0,0.11118042861878104,0.11151791613012742,0.3026307548220088,-1.1612333893092992,1.9810263027740833,2000,73300
ALL,RAW,DELAYED,normalized_2pinball,E4,E2,0.11118042861878104,0.11174641533361473,0.506492054482432,0.16890995494241678,0.8069446830694261,2000,73300
ALL,RAW,DELAYED,normalized_2pinball,E4,E3,0.11118042861878104,0.11174641533361473,0.506492054482432,0.16890995494241678,0.8069446830694261,2000,73300
ALL,RAW,MEAN,normalized_2pinball,E4,E0,0.1079615894351194,0.10821470506862917,0.23390132916709064,-0.8957576632153428,1.5318182153423285,2000,73300
ALL,RAW,MEAN,normalized_2pinball,E4,E2,0.1079615894351194,0.10904159962454785,0.9904570302959087,0.18107239645483245,1.6575945252562034,2000,73300
ALL,RAW,MEAN,normalized_2pinball,E4,E3,0.1079615894351194,0.10838607947124468,0.3916462687792873,0.1298734285403133,0.6259938957821664,2000,73300
ALL,RAW,S0,normalized_2pinball,E4,E0,0.09830507188413444,0.09830507188413444,0.0,0.0,0.0,2000,73300
ALL,RAW,S0,normalized_2pinball,E4,E2,0.09830507188413444,0.10092715249734714,2.597993253878457,0.16825400319938455,4.560874420305308,2000,73300
ALL,RAW,S0,normalized_2pinball,E4,E3,0.09830507188413444,0.09830507188413444,0.0,0.0,0.0,2000,73300
ALL,RAW,S1,normalized_2pinball,E4,E0,0.10523104701099613,0.10588484852004343,0.6174646497449904,-0.6249641895966541,2.0137675657496845,2000,73300
ALL,RAW,S1,normalized_2pinball,E4,E2,0.10523104701099613,0.1069693438594685,1.625042078182766,0.6075216638002325,2.520105259026806,2000,73300
ALL,RAW,S1,normalized_2pinball,E4,E3,0.10523104701099613,0.1069693438594685,1.625042078182766,0.6075216638002325,2.520105259026806,2000,73300
ALL,RAW,S2,normalized_2pinball,E4,E0,0.11055601131129668,0.10974944553923045,-0.7349155780271481,-2.9312173712838696,1.2478442923779256,2000,73300
ALL,RAW,S2,normalized_2pinball,E4,E2,0.11055601131129668,0.11051567460732542,-0.03649862710839801,-0.1331295845171358,0.08217521509739847,2000,73300
ALL,RAW,S2,normalized_2pinball,E4,E3,0.11055601131129668,0.11051567460732542,-0.03649862710839801,-0.1331295845171358,0.08217521509739847,2000,73300
ALL,RAW,S3,normalized_2pinball,E4,E0,0.1177542275340503,0.11891945433110836,0.9798453950299114,-0.7899933915370994,3.1474378767450166,2000,73300
ALL,RAW,S3,normalized_2pinball,E4,E2,0.1177542275340503,0.1177542275340503,0.0,0.0,0.0,2000,73300
ALL,RAW,S3,normalized_2pinball,E4,E3,0.1177542275340503,0.1177542275340503,0.0,0.0,0.0,2000,73300
ADDITIONAL,CALIBRATED,DELAYED,normalized_2pinball,E4,E0,0.11577698107852978,0.11577345168115916,-0.0030485377427846025,-1.2719557373151331,1.336474322915709,2000,73300
ADDITIONAL,CALIBRATED,DELAYED,normalized_2pinball,E4,E2,0.11577698107852978,0.11648602618157211,0.6086954171971743,0.1562213390353617,1.0481955100227756,2000,73300
ADDITIONAL,CALIBRATED,DELAYED,normalized_2pinball,E4,E3,0.11577698107852978,0.11648602618157211,0.6086954171971743,0.1562213390353617,1.0481955100227756,2000,73300
ADDITIONAL,CALIBRATED,MEAN,normalized_2pinball,E4,E0,0.11339414324912708,0.11339149620109915,-0.0023344325779445798,-0.971280869626942,1.019615000751474,2000,73300
ADDITIONAL,CALIBRATED,MEAN,normalized_2pinball,E4,E2,0.11339414324912708,0.11455597002042206,1.014200107674752,0.13896992380028558,1.7930350981569678,2000,73300
ADDITIONAL,CALIBRATED,MEAN,normalized_2pinball,E4,E3,0.11339414324912708,0.11392592707640882,0.46678033782869793,0.11957492214967455,0.8079784411169989,2000,73300
ADDITIONAL,CALIBRATED,S0,normalized_2pinball,E4,E0,0.10624562976091897,0.10624562976091897,0.0,0.0,0.0,2000,73300
ADDITIONAL,CALIBRATED,S0,normalized_2pinball,E4,E2,0.10624562976091897,0.10876580153697188,2.3170626616457586,0.010270184536751508,4.251784565112498,2000,73300
ADDITIONAL,CALIBRATED,S0,normalized_2pinball,E4,E3,0.10624562976091897,0.10624562976091897,0.0,0.0,0.0,2000,73300
ADDITIONAL,CALIBRATED,S1,normalized_2pinball,E4,E0,0.11028984207760761,0.11130120287649489,0.9086701425945348,0.22270574849815516,1.6563595541586784,2000,73300
ADDITIONAL,CALIBRATED,S1,normalized_2pinball,E4,E2,0.11028984207760761,0.11265171329500102,2.0966136673024924,0.7274946765265466,3.3959074742142015,2000,73300
ADDITIONAL,CALIBRATED,S1,normalized_2pinball,E4,E3,0.11028984207760761,0.11265171329500102,2.0966136673024924,0.7274946765265466,3.3959074742142015,2000,73300
ADDITIONAL,CALIBRATED,S2,normalized_2pinball,E4,E0,0.11625671414832052,0.11495660681913566,-1.1309548578015605,-2.9107606664977324,0.5106507938897958,2000,73300
ADDITIONAL,CALIBRATED,S2,normalized_2pinball,E4,E2,0.11625671414832052,0.11602197824005409,-0.2023202084873576,-0.324559943225154,-0.05368306915099487,2000,73300
ADDITIONAL,CALIBRATED,S2,normalized_2pinball,E4,E3,0.11625671414832052,0.11602197824005409,-0.2023202084873576,-0.324559943225154,-0.05368306915099487,2000,73300
ADDITIONAL,CALIBRATED,S3,normalized_2pinball,E4,E0,0.12078438700966124,0.12106254534784697,0.22976415817667004,-1.2435115559381575,1.9679678267060978,2000,73300
ADDITIONAL,CALIBRATED,S3,normalized_2pinball,E4,E2,0.12078438700966124,0.12078438700966124,0.0,0.0,0.0,2000,73300
ADDITIONAL,CALIBRATED,S3,normalized_2pinball,E4,E3,0.12078438700966124,0.12078438700966124,0.0,0.0,0.0,2000,73300
ADDITIONAL,RAW,DELAYED,normalized_2pinball,E4,E0,0.11653172169891694,0.11596924212295134,-0.4850247924956298,-1.7683870436319309,0.9451251301759893,2000,73300
ADDITIONAL,RAW,DELAYED,normalized_2pinball,E4,E2,0.11653172169891694,0.1173807017711675,0.7232705712610494,0.2422429995440156,1.1616635649411047,2000,73300
ADDITIONAL,RAW,DELAYED,normalized_2pinball,E4,E3,0.11653172169891694,0.1173807017711675,0.7232705712610494,0.2422429995440156,1.1616635649411047,2000,73300
ADDITIONAL,RAW,MEAN,normalized_2pinball,E4,E0,0.11391009839979915,0.11348823871782493,-0.3717210582703005,-1.356891607659693,0.7224957213104227,2000,73300
ADDITIONAL,RAW,MEAN,normalized_2pinball,E4,E2,0.11391009839979915,0.11540255440425792,1.2932608053290229,0.39172953239360814,2.077967539189673,2000,73300
ADDITIONAL,RAW,MEAN,normalized_2pinball,E4,E3,0.11391009839979915,0.11454683345398706,0.5558731175608421,0.18463081949959115,0.8967432708851085,2000,73300
ADDITIONAL,RAW,S0,normalized_2pinball,E4,E0,0.10604522850244572,0.10604522850244572,0.0,0.0,0.0,2000,73300
ADDITIONAL,RAW,S0,normalized_2pinball,E4,E2,0.10604522850244572,0.10946811230352915,3.1268318499843963,0.7659127897371156,5.094255574945162,2000,73300
ADDITIONAL,RAW,S0,normalized_2pinball,E4,E3,0.10604522850244572,0.10604522850244572,0.0,0.0,0.0,2000,73300
ADDITIONAL,RAW,S1,normalized_2pinball,E4,E0,0.11087702413150169,0.11127454873925627,0.35724665905954595,-0.38260731553842026,1.212322080260375,2000,73300
ADDITIONAL,RAW,S1,normalized_2pinball,E4,E2,0.11087702413150169,0.11348446940421024,2.297623001982168,0.8655512258638266,3.5766126689737012,2000,73300
ADDITIONAL,RAW,S1,normalized_2pinball,E4,E3,0.11087702413150169,0.11348446940421024,2.297623001982168,0.8655512258638266,3.5766126689737012,2000,73300
ADDITIONAL,RAW,S2,normalized_2pinball,E4,E0,0.11681077831061984,0.11492809175445215,-1.638143057478162,-3.410246103780237,0.0799908347363307,2000,73300
ADDITIONAL,RAW,S2,normalized_2pinball,E4,E2,0.11681077831061984,0.11675027325466295,-0.05182433776828674,-0.18956932625990597,0.11772662544672237,2000,73300
ADDITIONAL,RAW,S2,normalized_2pinball,E4,E3,0.11681077831061984,0.11675027325466295,-0.05182433776828674,-0.18956932625990597,0.11772662544672237,2000,73300
ADDITIONAL,RAW,S3,normalized_2pinball,E4,E0,0.12190736265462933,0.12170508587514564,-0.16620240479612997,-1.6790808938257562,1.6403335421881862,2000,73300
ADDITIONAL,RAW,S3,normalized_2pinball,E4,E2,0.12190736265462933,0.12190736265462933,0.0,0.0,0.0,2000,73300
ADDITIONAL,RAW,S3,normalized_2pinball,E4,E3,0.12190736265462933,0.12190736265462933,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,DELAYED,normalized_2pinball,E4,E0,0.09824289976970149,0.10172950598652372,3.4273303335259553,0.5462903531185482,6.179915640947823,2000,73300
T0,CALIBRATED,DELAYED,normalized_2pinball,E4,E2,0.09824289976970149,0.09824289976970149,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,DELAYED,normalized_2pinball,E4,E3,0.09824289976970149,0.09824289976970149,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,MEAN,normalized_2pinball,E4,E0,0.09490722348122617,0.09752217814384286,2.681394850266461,0.42690090514049334,4.839866337792433,2000,73300
T0,CALIBRATED,MEAN,normalized_2pinball,E4,E2,0.09490722348122617,0.09453518279868528,-0.39354732442117096,-1.1818725549618792,0.2646276238356988,2000,73300
T0,CALIBRATED,MEAN,normalized_2pinball,E4,E3,0.09490722348122617,0.09490722348122617,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,S0,normalized_2pinball,E4,E0,0.08490019461580021,0.08490019461580021,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,S0,normalized_2pinball,E4,E2,0.08490019461580021,0.08341203188563666,-1.7841103933350095,-5.32194456589413,1.222001180853417,2000,73300
T0,CALIBRATED,S0,normalized_2pinball,E4,E3,0.08490019461580021,0.08490019461580021,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,S1,normalized_2pinball,E4,E0,0.09176849210099478,0.09444238673844385,2.8312442429630345,-0.014085928754161404,5.745939835021236,2000,73300
T0,CALIBRATED,S1,normalized_2pinball,E4,E2,0.09176849210099478,0.09176849210099478,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,S1,normalized_2pinball,E4,E3,0.09176849210099478,0.09176849210099478,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,S2,normalized_2pinball,E4,E0,0.09603753722912427,0.09876935583420315,2.7658564561913206,-0.6104383694308168,5.790918910078716,2000,73300
T0,CALIBRATED,S2,normalized_2pinball,E4,E2,0.09603753722912427,0.09603753722912427,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,S2,normalized_2pinball,E4,E3,0.09603753722912427,0.09603753722912427,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,S3,normalized_2pinball,E4,E0,0.10692266997898545,0.11197677538692422,4.513530051633322,0.8279381191719347,7.689995530093128,2000,73300
T0,CALIBRATED,S3,normalized_2pinball,E4,E2,0.10692266997898545,0.10692266997898545,0.0,0.0,0.0,2000,73300
T0,CALIBRATED,S3,normalized_2pinball,E4,E3,0.10692266997898545,0.10692266997898545,0.0,0.0,0.0,2000,73300
T0,RAW,DELAYED,normalized_2pinball,E4,E0,0.10047784245850921,0.10261526414447955,2.0829471168742537,-0.7518873043209138,4.685313931973794,2000,73300
T0,RAW,DELAYED,normalized_2pinball,E4,E2,0.10047784245850921,0.10047784245850921,0.0,0.0,0.0,2000,73300
T0,RAW,DELAYED,normalized_2pinball,E4,E3,0.10047784245850921,0.10047784245850921,0.0,0.0,0.0,2000,73300
T0,RAW,MEAN,normalized_2pinball,E4,E0,0.0960645715057599,0.09766763777023763,1.641348455922455,-0.5918311056223815,3.6997504707844726,2000,73300
T0,RAW,MEAN,normalized_2pinball,E4,E2,0.0960645715057599,0.0963196900651277,0.2648664662389375,-0.5493637155692557,0.9660707711574552,2000,73300
T0,RAW,MEAN,normalized_2pinball,E4,E3,0.0960645715057599,0.0960645715057599,0.0,0.0,0.0,2000,73300
T0,RAW,S0,normalized_2pinball,E4,E0,0.08282475864751185,0.08282475864751185,0.0,0.0,0.0,2000,73300
T0,RAW,S0,normalized_2pinball,E4,E2,0.08282475864751185,0.08384523288498315,1.2170927342657176,-2.464697695480811,4.499908374605496,2000,73300
T0,RAW,S0,normalized_2pinball,E4,E3,0.08282475864751185,0.08282475864751185,0.0,0.0,0.0,2000,73300
T0,RAW,S1,normalized_2pinball,E4,E0,0.09393909276998502,0.09510544808161775,1.226381174958329,-1.6046607452009034,4.0080769907827305,2000,73300
T0,RAW,S1,normalized_2pinball,E4,E2,0.09393909276998502,0.09393909276998502,0.0,0.0,0.0,2000,73300
T0,RAW,S1,normalized_2pinball,E4,E3,0.09393909276998502,0.09393909276998502,0.0,0.0,0.0,2000,73300
T0,RAW,S2,normalized_2pinball,E4,E0,0.09804647731265038,0.0993921531087871,1.3539054684365697,-2.0352024155425292,4.246868560345793,2000,73300
T0,RAW,S2,normalized_2pinball,E4,E2,0.09804647731265038,0.09804647731265038,0.0,0.0,0.0,2000,73300
T0,RAW,S2,normalized_2pinball,E4,E3,0.09804647731265038,0.09804647731265038,0.0,0.0,0.0,2000,73300
T0,RAW,S3,normalized_2pinball,E4,E0,0.10944795729289222,0.11334819124303377,3.4409317937671586,-0.3858379814750107,6.638755002253141,2000,73300
T0,RAW,S3,normalized_2pinball,E4,E2,0.10944795729289222,0.10944795729289222,0.0,0.0,0.0,2000,73300
T0,RAW,S3,normalized_2pinball,E4,E3,0.10944795729289222,0.10944795729289222,0.0,0.0,0.0,2000,73300
T1,CALIBRATED,DELAYED,normalized_2pinball,E4,E0,0.0940892834739378,0.09767634945637506,3.672399718459318,2.8265846287933893,4.493538521018248,2000,73300
T1,CALIBRATED,DELAYED,normalized_2pinball,E4,E2,0.0940892834739378,0.09373704993735027,-0.3757676786531571,-0.5325104411436413,-0.16645440464725741,2000,73300
T1,CALIBRATED,DELAYED,normalized_2pinball,E4,E3,0.0940892834739378,0.09373704993735027,-0.3757676786531571,-0.5325104411436413,-0.16645440464725741,2000,73300
T1,CALIBRATED,MEAN,normalized_2pinball,E4,E0,0.09133952727258515,0.09402982675941311,2.8611128825233534,2.2045070939340503,3.4891674161346034,2000,73300
T1,CALIBRATED,MEAN,normalized_2pinball,E4,E2,0.09133952727258515,0.09056712363936213,-0.8528521191627199,-1.2657035405659176,-0.48943402031644007,2000,73300
T1,CALIBRATED,MEAN,normalized_2pinball,E4,E3,0.09133952727258515,0.09107535212014453,-0.2900621807007973,-0.4104971923286277,-0.12886753937036163,2000,73300
T1,CALIBRATED,S0,normalized_2pinball,E4,E0,0.08309025866852725,0.08309025866852725,0.0,0.0,0.0,2000,73300
T1,CALIBRATED,S0,normalized_2pinball,E4,E2,0.08309025866852725,0.0810573447453977,-2.5079947159815736,-3.954860880075732,-1.35688978595204,2000,73300
T1,CALIBRATED,S0,normalized_2pinball,E4,E3,0.08309025866852725,0.08309025866852725,0.0,0.0,0.0,2000,73300
T1,CALIBRATED,S1,normalized_2pinball,E4,E0,0.08898538422883574,0.09194448266521257,3.2183534570002132,2.2300592822549294,4.185499958456102,2000,73300
T1,CALIBRATED,S1,normalized_2pinball,E4,E2,0.08898538422883574,0.088398155435606,-0.6642998265472974,-1.0029355504912296,-0.33482850645973977,2000,73300
T1,CALIBRATED,S1,normalized_2pinball,E4,E3,0.08898538422883574,0.088398155435606,-0.6642998265472974,-1.0029355504912296,-0.33482850645973977,2000,73300
T1,CALIBRATED,S2,normalized_2pinball,E4,E0,0.09143210391797069,0.09404876976914617,2.7822435717111422,1.6867249853757638,3.542751087673081,2000,73300
T1,CALIBRATED,S2,normalized_2pinball,E4,E2,0.09143210391797069,0.09096263210143782,-0.5161150306307456,-0.7889932998614264,-0.13475218338669626,2000,73300
T1,CALIBRATED,S2,normalized_2pinball,E4,E3,0.09143210391797069,0.09096263210143782,-0.5161150306307456,-0.7889932998614264,-0.13475218338669626,2000,73300
T1,CALIBRATED,S3,normalized_2pinball,E4,E0,0.10185036227500699,0.10703579593476643,4.844578969562422,3.7449872690846515,6.147984215596957,2000,73300
T1,CALIBRATED,S3,normalized_2pinball,E4,E2,0.10185036227500699,0.10185036227500699,0.0,0.0,0.0,2000,73300
T1,CALIBRATED,S3,normalized_2pinball,E4,E3,0.10185036227500699,0.10185036227500699,0.0,0.0,0.0,2000,73300
T1,RAW,DELAYED,normalized_2pinball,E4,E0,0.095180871622211,0.09780072817025194,2.678769981630687,1.8155000073599905,3.588000720170091,2000,73300
T1,RAW,DELAYED,normalized_2pinball,E4,E2,0.095180871622211,0.09507602972793443,-0.11027163689584947,-0.28021326550575204,0.09628414668330082,2000,73300
T1,RAW,DELAYED,normalized_2pinball,E4,E3,0.095180871622211,0.09507602972793443,-0.11027163689584947,-0.28021326550575204,0.09628414668330082,2000,73300
T1,RAW,MEAN,normalized_2pinball,E4,E0,0.09138714414795104,0.09335203655898174,2.1048200804802284,1.427176916269979,2.806635976670205,2000,73300
T1,RAW,MEAN,normalized_2pinball,E4,E2,0.09138714414795104,0.09128443180160455,-0.11251901810566184,-0.5563514866573029,0.2769485274540011,2000,73300
T1,RAW,MEAN,normalized_2pinball,E4,E3,0.09138714414795104,0.09130851272724361,-0.08611619920075166,-0.2185668068449444,0.075393476738892,2000,73300
T1,RAW,S0,normalized_2pinball,E4,E0,0.08000596172517112,0.08000596172517112,0.0,0.0,0.0,2000,73300
T1,RAW,S0,normalized_2pinball,E4,E2,0.08000596172517112,0.07990963802261487,-0.12054078198800566,-1.741491174014559,1.2414660036346616,2000,73300
T1,RAW,S0,normalized_2pinball,E4,E3,0.08000596172517112,0.08000596172517112,0.0,0.0,0.0,2000,73300
T1,RAW,S1,normalized_2pinball,E4,E0,0.08985749008736373,0.09173691039528825,2.0487067853345273,0.9714598530468436,3.1810113240828386,2000,73300
T1,RAW,S1,normalized_2pinball,E4,E2,0.08985749008736373,0.08966397451644778,-0.2158231017078622,-0.5886243114756817,0.12611588988449884,2000,73300
T1,RAW,S1,normalized_2pinball,E4,E3,0.08985749008736373,0.08966397451644778,-0.2158231017078622,-0.5886243114756817,0.12611588988449884,2000,73300
T1,RAW,S2,normalized_2pinball,E4,E0,0.09230496992776605,0.09395849594985316,1.7598472659349722,0.43975647568797305,2.766867568358815,2000,73300
T1,RAW,S2,normalized_2pinball,E4,E2,0.09230496992776605,0.09218395981585224,-0.13127024718349442,-0.45440197000737487,0.29397947470969404,2000,73300
T1,RAW,S2,normalized_2pinball,E4,E3,0.09230496992776605,0.09218395981585224,-0.13127024718349442,-0.45440197000737487,0.29397947470969404,2000,73300
T1,RAW,S3,normalized_2pinball,E4,E0,0.10338015485150329,0.10770677816561441,4.01703902744016,2.84200601050443,5.337908773274021,2000,73300
T1,RAW,S3,normalized_2pinball,E4,E2,0.10338015485150329,0.10338015485150329,0.0,0.0,0.0,2000,73300
T1,RAW,S3,normalized_2pinball,E4,E3,0.10338015485150329,0.10338015485150329,0.0,0.0,0.0,2000,73300
T2,CALIBRATED,DELAYED,normalized_2pinball,E4,E0,0.13746467868312176,0.13387055390594327,-2.684776205306288,-4.7269324693570685,-0.6988659504278262,2000,73300
T2,CALIBRATED,DELAYED,normalized_2pinball,E4,E2,0.13746467868312176,0.13923500242579395,1.2714645827766589,0.5815973211353433,1.945944159352441,2000,73300
T2,CALIBRATED,DELAYED,normalized_2pinball,E4,E3,0.13746467868312176,0.13923500242579395,1.2714645827766589,0.5815973211353433,1.945944159352441,2000,73300
T2,CALIBRATED,MEAN,normalized_2pinball,E4,E0,0.135448759225669,0.13275316564278516,-2.0305305488060488,-3.5643831901898544,-0.5287449104531954,2000,73300
T2,CALIBRATED,MEAN,normalized_2pinball,E4,E2,0.135448759225669,0.13854481640148197,2.2346972309963977,1.058555672942016,3.325192988614972,2000,73300
T2,CALIBRATED,MEAN,normalized_2pinball,E4,E3,0.135448759225669,0.1367765020326731,0.9707389699781361,0.44224352346157364,1.4948442339723036,2000,73300
T2,CALIBRATED,S0,normalized_2pinball,E4,E0,0.1294010008533107,0.1294010008533107,0.0,0.0,0.0,2000,73300
T2,CALIBRATED,S0,normalized_2pinball,E4,E2,0.1294010008533107,0.13647425832854607,5.1828510093143905,2.4058420194551533,7.658705711375594,2000,73300
T2,CALIBRATED,S0,normalized_2pinball,E4,E3,0.1294010008533107,0.1294010008533107,0.0,0.0,0.0,2000,73300
T2,CALIBRATED,S1,normalized_2pinball,E4,E0,0.1315942999263795,0.1306579230877772,-0.7166628831021757,-1.458094963306876,0.03225993275088309,2000,73300
T2,CALIBRATED,S1,normalized_2pinball,E4,E2,0.1315942999263795,0.13690527115439605,3.8793036843899578,1.7747824166197712,5.9584676713351055,2000,73300
T2,CALIBRATED,S1,normalized_2pinball,E4,E3,0.1315942999263795,0.13690527115439605,3.8793036843899578,1.7747824166197712,5.9584676713351055,2000,73300
T2,CALIBRATED,S2,normalized_2pinball,E4,E0,0.14108132437867035,0.13586444386912516,-3.8397687879033913,-6.403471385669237,-1.3073473315971291,2000,73300
T2,CALIBRATED,S2,normalized_2pinball,E4,E2,0.14108132437867035,0.14108132437867035,0.0,0.0,0.0,2000,73300
T2,CALIBRATED,S2,normalized_2pinball,E4,E3,0.14108132437867035,0.14108132437867035,0.0,0.0,0.0,2000,73300
T2,CALIBRATED,S3,normalized_2pinball,E4,E0,0.13971841174431548,0.13508929476092751,-3.4267089717066694,-6.205745960158455,-0.7587491731540472,2000,73300
T2,CALIBRATED,S3,normalized_2pinball,E4,E2,0.13971841174431548,0.13971841174431548,0.0,0.0,0.0,2000,73300
T2,CALIBRATED,S3,normalized_2pinball,E4,E3,0.13971841174431548,0.13971841174431548,0.0,0.0,0.0,2000,73300
T2,RAW,DELAYED,normalized_2pinball,E4,E0,0.13788257177562288,0.13413775607565076,-2.791768559077525,-4.806858620619514,-0.8345952304882494,2000,73300
T2,RAW,DELAYED,normalized_2pinball,E4,E2,0.13788257177562288,0.13968537381440058,1.2906161823163187,0.5760408698899766,1.95387052700943,2000,73300
T2,RAW,DELAYED,normalized_2pinball,E4,E3,0.13788257177562288,0.13968537381440058,1.2906161823163187,0.5760408698899766,1.95387052700943,2000,73300
T2,RAW,MEAN,normalized_2pinball,E4,E0,0.13643305265164726,0.13362444087666814,-2.101869805069119,-3.622351893342948,-0.6300174527622717,2000,73300
T2,RAW,MEAN,normalized_2pinball,E4,E2,0.13643305265164726,0.1395206770069113,2.2130227730410708,0.9516500444789165,3.2942577970341658,2000,73300
T2,RAW,MEAN,normalized_2pinball,E4,E3,0.13643305265164726,0.1377851541807305,0.9813114751896381,0.4363556124771359,1.4928558494670665,2000,73300
T2,RAW,S0,normalized_2pinball,E4,E0,0.13208449527972033,0.13208449527972033,0.0,0.0,0.0,2000,73300
T2,RAW,S0,normalized_2pinball,E4,E2,0.13208449527972033,0.13902658658444342,4.993355210160851,2.1003919154353556,7.468045420239286,2000,73300
T2,RAW,S0,normalized_2pinball,E4,E3,0.13208449527972033,0.13208449527972033,0.0,0.0,0.0,2000,73300
T2,RAW,S1,normalized_2pinball,E4,E0,0.13189655817563964,0.13081218708322429,-0.8289526508149152,-1.5567674429767207,-0.0759253339197781,2000,73300
T2,RAW,S1,normalized_2pinball,E4,E2,0.13189655817563964,0.1373049642919727,3.9389734699120798,1.7367659042466281,5.956364724751682,2000,73300
T2,RAW,S1,normalized_2pinball,E4,E3,0.13189655817563964,0.1373049642919727,3.9389734699120798,1.7367659042466281,5.956364724751682,2000,73300
T2,RAW,S2,normalized_2pinball,E4,E0,0.14131658669347363,0.13589768755905113,-3.9874844316742704,-6.511134947929463,-1.4856800080747867,2000,73300
T2,RAW,S2,normalized_2pinball,E4,E2,0.14131658669347363,0.14131658669347363,0.0,0.0,0.0,2000,73300
T2,RAW,S2,normalized_2pinball,E4,E3,0.14131658669347363,0.14131658669347363,0.0,0.0,0.0,2000,73300
T2,RAW,S3,normalized_2pinball,E4,E0,0.14043457045775537,0.13570339358467687,-3.4864101391291435,-6.149199357877014,-0.782822009264885,2000,73300
T2,RAW,S3,normalized_2pinball,E4,E2,0.14043457045775537,0.14043457045775537,0.0,0.0,0.0,2000,73300
T2,RAW,S3,normalized_2pinball,E4,E3,0.14043457045775537,0.14043457045775537,0.0,0.0,0.0,2000,73300
