panel,kind,condition,new,baseline,new_nmae,baseline_nmae,gain_pct,ci_type,ci_low_pct,ci_high_pct,bonferroni3_low_pct,bonferroni3_high_pct,conditional_on_fixed_seeds,development_E_reused
electricity,standard,SHIFT8,C3,POS_ONLY,0.2008912272209722,0.2015201367999388,0.3120827471405074,time,0.018920350663508,0.5650415386264246,-0.0603320551195823,0.6188236958581802,True,True
electricity,standard,SHIFT8,C3,MAG_ONLY,0.2008912272209722,0.200735669693094,-0.07749371505128,time,-0.1368805216043866,-0.0154087694845946,-0.1469417136943707,0.0050504813831588,True,True
electricity,standard,SHIFT8,C3,OUTPUT_CONTEXT,0.2008912272209722,0.2039092578752951,1.4800851544311322,time,1.0240518694048577,1.9716241299623367,0.9247381473884771,2.1200920720360736,True,True
electricity_transfer,standard,SHIFT8,C3,POS_ONLY,0.3586602241855592,0.3611678568874726,0.6943122578858762,time,0.5184988746969785,0.8562413018169918,0.4799360333773911,0.8910223182185282,True,True
electricity_transfer,standard,SHIFT8,C3,POS_ONLY,0.3586602241855592,0.3611678568874726,0.6943122578858762,series_and_time,0.3773400647187055,1.0826709538338228,0.311425689371718,1.1758029650868769,True,True
electricity_transfer,standard,SHIFT8,C3,MAG_ONLY,0.3586602241855592,0.3577603890204783,-0.2515189475124968,time,-0.3243749395347456,-0.1781740678356159,-0.3380862310465961,-0.16070590666509,True,True
electricity_transfer,standard,SHIFT8,C3,MAG_ONLY,0.3586602241855592,0.3577603890204783,-0.2515189475124968,series_and_time,-0.430722444865822,-0.1036897752295658,-0.4700858621634807,-0.0729832376809021,True,True
electricity_transfer,standard,SHIFT8,C3,OUTPUT_CONTEXT,0.3586602241855592,0.3693678320475154,2.89890102302649,time,2.055435214232086,3.710056101409072,1.859883870407037,3.876774241208419,True,True
electricity_transfer,standard,SHIFT8,C3,OUTPUT_CONTEXT,0.3586602241855592,0.3693678320475154,2.89890102302649,series_and_time,1.4757260695999126,4.735509688191069,1.188639291738755,5.26767083139086,True,True
ettm1,standard,SHIFT8,C3,POS_ONLY,0.5473460405955393,0.5396361715538998,-1.4287161328416342,time,-1.8749194290134656,-0.9800497317419824,-1.956866620200972,-0.861630153623148,True,True
ettm1,standard,SHIFT8,C3,MAG_ONLY,0.5473460405955393,0.5460646596934534,-0.2346573577578059,time,-0.4475936705677175,-0.0275694628387629,-0.4801959218829519,0.0055579904795279,True,True
ettm1,standard,SHIFT8,C3,OUTPUT_CONTEXT,0.5473460405955393,0.5445754299085022,-0.5087652756391448,time,-1.2230689262271854,0.2159712222618046,-1.38252531516222,0.3098487779700246,True,True
