source,B0_gradient_cos_min,B0_gradient_cos_max,output_J_ratio_mean,gate_cos_min,gate_cos_max,first_batch_common,order_gradient_cos_min,order_gradient_cos_max,Adam_m_cos_min,Adam_m_cos_max
electricity,0.3931325541116825,0.4065369112366043,2.9361980953357447,0.9909570124518716,0.993496935197266,1,0.7304858707268529,0.8158713794443916,0.4603241081772073,0.6773632297182934
ettm1,0.732702939874316,0.7395891856026896,0.980684230599463,0.9956635417822272,0.9977835272636958,2,0.214786036365158,0.2671040233572927,0.3913816752734718,0.6463298168370902
