channel,loss_difference,zero_fraction
HOUSEHOLD_2_351_WI_3_evaluation,7.455602910072523e-05,0.9031954887218046
FOODS_3_494_TX_2_evaluation,-1.5042243433183167e-05,0.6870300751879699
FOODS_3_640_CA_1_evaluation,0.0023078091845898374,0.950187969924812
HOBBIES_1_312_CA_2_evaluation,0.00011329439212459658,0.5046992481203008
FOODS_3_600_TX_2_evaluation,0.0011226986363991331,0.7697368421052632
FOODS_3_582_CA_4_evaluation,2.1846447984946726e-05,0.6466165413533834
HOBBIES_1_369_CA_2_evaluation,2.5789000299369924e-05,0.756578947368421
HOBBIES_1_405_TX_1_evaluation,-7.467791737003626e-05,0.9530075187969925
FOODS_3_149_WI_1_evaluation,2.2705925325994247e-05,0.8994360902255639
FOODS_2_125_CA_1_evaluation,-0.00013267624480051143,0.6917293233082706
HOUSEHOLD_2_444_TX_2_evaluation,0.00017004633245787382,0.7800751879699248
FOODS_2_206_CA_1_evaluation,0.00047372628206809875,0.8045112781954887
FOODS_3_487_WI_2_evaluation,0.0001918488291883791,0.6127819548872181
HOBBIES_2_123_WI_3_evaluation,0.00030846135806328334,0.8956766917293233
HOUSEHOLD_2_321_WI_1_evaluation,0.00014653241662287986,0.7922932330827067
FOODS_3_604_CA_3_evaluation,3.182388421330007e-05,0.6296992481203008
FOODS_2_240_WI_2_evaluation,-0.00025228979324448675,0.5263157894736842
FOODS_2_323_WI_1_evaluation,0.00033278255638979903,0.7941729323308271
FOODS_3_207_WI_2_evaluation,0.00018229142794612407,0.6607142857142857
HOUSEHOLD_2_291_CA_3_evaluation,3.539154855342064e-05,0.9050751879699248
HOBBIES_2_141_WI_2_evaluation,4.207358953522977e-05,0.900375939849624
FOODS_2_044_CA_4_evaluation,-0.00028880875255188343,0.6278195488721805
HOUSEHOLD_1_450_TX_1_evaluation,0.00021941683142956414,0.881578947368421
FOODS_2_029_WI_2_evaluation,0.0006851121649477099,0.8468045112781954
HOUSEHOLD_2_265_CA_1_evaluation,8.565233656876448e-05,0.6757518796992481
FOODS_2_277_CA_4_evaluation,0.0002445210339657722,0.9530075187969925
FOODS_2_010_CA_1_evaluation,-0.0011601629539399472,0.6898496240601504
FOODS_3_529_TX_1_evaluation,-0.00012065078055861767,0.9445488721804511
HOUSEHOLD_2_451_CA_2_evaluation,-0.00026949994816105605,0.7406015037593985
FOODS_3_014_WI_1_evaluation,2.4802639848942043e-05,0.5629699248120301
FOODS_1_136_CA_3_evaluation,3.2354366756526254e-05,0.7951127819548872
HOBBIES_1_372_CA_4_evaluation,-1.1427259897445197e-05,0.6560150375939849
HOUSEHOLD_2_501_TX_3_evaluation,0.00033988394470019223,0.8167293233082706
HOUSEHOLD_1_167_WI_1_evaluation,0.00010448932348261497,0.6090225563909775
HOBBIES_1_160_TX_2_evaluation,0.00023864376838078627,0.6851503759398496
HOUSEHOLD_2_135_CA_2_evaluation,6.0654430191542374e-05,0.6287593984962406
HOUSEHOLD_2_053_CA_3_evaluation,0.00015853781113289722,0.7509398496240601
FOODS_2_358_TX_2_evaluation,2.3904744279018564e-05,0.6090225563909775
FOODS_3_268_WI_3_evaluation,0.0001560410969189685,0.7406015037593985
HOUSEHOLD_1_096_WI_3_evaluation,0.00023542091875733417,0.5216165413533834
FOODS_3_078_TX_1_evaluation,-2.8096408342406787e-05,0.8355263157894737
HOUSEHOLD_2_459_CA_1_evaluation,-4.696157168937454e-05,0.9595864661654135
FOODS_2_229_TX_2_evaluation,-2.496887765136846e-05,0.7189849624060151
HOUSEHOLD_1_421_WI_1_evaluation,2.5560901826371385e-05,0.7368421052631579
HOBBIES_1_160_WI_3_evaluation,0.0001963467060253632,0.8223684210526315
HOUSEHOLD_1_354_CA_4_evaluation,3.422336830716244e-05,0.6550751879699248
HOBBIES_2_104_WI_3_evaluation,-4.2297084046794e-05,0.9332706766917294
HOUSEHOLD_2_379_TX_3_evaluation,0.00013879963264157302,0.8778195488721805
HOUSEHOLD_2_363_CA_2_evaluation,-1.4222159319760008e-05,0.8909774436090225
HOUSEHOLD_1_210_CA_2_evaluation,5.2942387798543544e-05,0.7669172932330827
FOODS_1_186_TX_2_evaluation,7.244774862918968e-05,0.8270676691729323
FOODS_1_202_WI_3_evaluation,0.00030776174853097693,0.6889097744360902
HOBBIES_1_361_CA_4_evaluation,0.00012086033302227683,0.7922932330827067
FOODS_2_116_WI_3_evaluation,0.0002676341976736718,0.5949248120300752
HOBBIES_2_112_WI_1_evaluation,0.00012180278563744817,0.8740601503759399
HOUSEHOLD_1_424_WI_2_evaluation,-7.358547350899691e-05,0.6531954887218046
FOODS_3_204_TX_2_evaluation,5.177374010373326e-06,0.681390977443609
FOODS_3_344_CA_2_evaluation,0.0001448994062109854,0.8242481203007519
HOUSEHOLD_2_288_WI_3_evaluation,0.00010554319593381045,0.8355263157894737
HOBBIES_1_310_CA_1_evaluation,-4.746443028486036e-05,0.6080827067669173
FOODS_3_665_TX_1_evaluation,9.790444805574117e-05,0.5949248120300752
HOUSEHOLD_2_043_WI_2_evaluation,6.422947890721842e-05,0.9342105263157895
HOUSEHOLD_1_164_WI_1_evaluation,-0.00028217082873749355,0.8383458646616542
FOODS_1_177_TX_3_evaluation,9.102655526027625e-05,0.7546992481203008
HOUSEHOLD_2_472_TX_1_evaluation,0.0002485755641435383,0.5968045112781954
FOODS_3_389_TX_3_evaluation,-3.181524104595157e-05,0.6701127819548872
FOODS_2_277_CA_3_evaluation,-5.0359624149010074e-05,0.8881578947368421
FOODS_2_394_CA_3_evaluation,0.00021027488219699242,0.7913533834586466
HOUSEHOLD_2_116_TX_2_evaluation,0.00033038254273315415,0.9454887218045113
FOODS_2_161_TX_3_evaluation,0.00012865113688637075,0.8881578947368421
FOODS_3_146_TX_2_evaluation,-3.1769100417272655e-05,0.5648496240601504
HOBBIES_2_126_WI_3_evaluation,-5.593049211355394e-05,0.9069548872180451
FOODS_3_420_TX_2_evaluation,-0.0002415122836950112,0.5300751879699248
HOBBIES_1_120_WI_3_evaluation,4.895574244018208e-05,0.8148496240601504
HOUSEHOLD_2_473_WI_2_evaluation,0.00012835603210648028,0.9417293233082706
FOODS_1_149_CA_3_evaluation,0.00016339264964115863,0.7161654135338346
HOBBIES_2_028_CA_4_evaluation,-9.091883339640283e-05,0.8787593984962406
HOBBIES_1_013_CA_2_evaluation,0.00023645189940230127,0.7509398496240601
HOBBIES_1_402_CA_4_evaluation,6.47668562016035e-05,0.9492481203007519
FOODS_3_199_WI_2_evaluation,0.0003805825182857103,0.5319548872180451
HOBBIES_1_367_WI_2_evaluation,-0.00018611111298449945,0.8045112781954887
FOODS_3_294_WI_3_evaluation,-7.36210717528496e-05,0.681390977443609
HOUSEHOLD_2_107_CA_1_evaluation,5.3348866638713854e-05,0.8139097744360902
HOUSEHOLD_2_054_WI_3_evaluation,-4.822570546636484e-05,0.7772556390977443
FOODS_2_330_CA_2_evaluation,0.00017280112814016535,0.7255639097744361
HOUSEHOLD_2_289_WI_3_evaluation,9.452269747178832e-05,0.8402255639097744
FOODS_3_390_TX_1_evaluation,-0.0001456455461512629,0.9379699248120301
HOBBIES_1_027_CA_1_evaluation,0.0010335723877772374,0.918233082706767
HOUSEHOLD_1_283_CA_4_evaluation,0.0001042719238065759,0.8336466165413534
HOBBIES_1_320_TX_1_evaluation,3.737307783868715e-05,0.5093984962406015
HOBBIES_1_265_CA_3_evaluation,8.332563781743296e-07,0.6766917293233082
HOUSEHOLD_2_126_CA_3_evaluation,6.557544512880709e-05,0.7922932330827067
HOUSEHOLD_2_253_CA_3_evaluation,3.077530718664789e-05,0.9097744360902256
HOBBIES_1_143_CA_3_evaluation,6.887874581013032e-05,0.6898496240601504
FOODS_1_050_WI_2_evaluation,0.00033971857834891317,0.8468045112781954
HOUSEHOLD_1_290_CA_3_evaluation,0.001223504426961064,0.9539473684210527
HOBBIES_1_383_TX_1_evaluation,-9.888229774324131e-05,0.8167293233082706
HOUSEHOLD_1_062_TX_3_evaluation,-0.00014740280150393748,0.856203007518797
HOUSEHOLD_2_218_CA_3_evaluation,6.183043617280504e-05,0.8270676691729323
HOBBIES_2_120_TX_2_evaluation,-0.00013960908567478558,0.7086466165413534
HOUSEHOLD_1_164_CA_4_evaluation,-0.00036335681021504307,0.8966165413533834
HOUSEHOLD_1_306_CA_2_evaluation,0.0008747055522830838,0.8637218045112782
HOUSEHOLD_1_354_WI_1_evaluation,0.00034918221900637203,0.5328947368421053
FOODS_3_799_CA_1_evaluation,1.584105153379367e-05,0.8298872180451128
HOUSEHOLD_2_337_CA_4_evaluation,5.4497845981354986e-05,0.8270676691729323
HOUSEHOLD_1_036_TX_3_evaluation,0.0009349357012113924,0.9539473684210527
FOODS_1_090_WI_1_evaluation,0.00015629027400054785,0.6719924812030075
FOODS_3_290_CA_4_evaluation,-0.00011882139107927125,0.5874060150375939
FOODS_3_246_CA_4_evaluation,0.00013773479383771825,0.5244360902255639
HOUSEHOLD_1_362_WI_1_evaluation,-4.451591383675124e-05,0.5780075187969925
HOBBIES_1_249_CA_4_evaluation,0.00026588078085221234,0.5845864661654135
FOODS_2_008_TX_3_evaluation,-0.0002376269101599382,0.8881578947368421
HOBBIES_1_035_CA_2_evaluation,0.00017249909901317917,0.8900375939849624
FOODS_2_358_TX_1_evaluation,-9.143057965305124e-05,0.7734962406015038
FOODS_3_333_CA_1_evaluation,0.0003676661608296161,0.8120300751879699
FOODS_2_301_TX_3_evaluation,-0.00046888630314939617,0.7528195488721805
FOODS_3_770_TX_2_evaluation,4.580740704068775e-05,0.6456766917293233
HOUSEHOLD_2_211_CA_4_evaluation,0.00013328553863445336,0.9577067669172933
HOUSEHOLD_2_332_CA_4_evaluation,3.6312523695403165e-05,0.856203007518797
FOODS_2_389_CA_4_evaluation,-0.00010634734912268184,0.9097744360902256
HOBBIES_1_219_CA_3_evaluation,0.00034019381087313505,0.9191729323308271
HOUSEHOLD_1_511_WI_1_evaluation,-0.00013211339554325408,0.8139097744360902
FOODS_1_073_WI_2_evaluation,-7.049013249349478e-05,0.6672932330827067
HOBBIES_1_009_TX_2_evaluation,-9.685373880341519e-05,0.6231203007518797
HOBBIES_1_106_WI_3_evaluation,0.0003403260017378895,0.9135338345864662
HOBBIES_2_039_CA_2_evaluation,5.383882088483283e-07,0.8900375939849624
FOODS_3_597_WI_1_evaluation,-0.00025355315870645434,0.75
HOUSEHOLD_1_383_TX_3_evaluation,-0.00010177247690190683,0.6428571428571429
FOODS_3_062_TX_2_evaluation,0.0005664892381994635,0.6353383458646616
HOUSEHOLD_2_047_WI_2_evaluation,-1.3537932816332088e-05,0.6588345864661654
HOUSEHOLD_1_190_TX_3_evaluation,0.00010540190329044741,0.9135338345864662
FOODS_3_605_CA_3_evaluation,7.264590405609006e-05,0.5855263157894737
HOUSEHOLD_1_457_TX_1_evaluation,5.5040745687628956e-05,0.6099624060150376
FOODS_1_198_CA_2_evaluation,-0.00029155977581657444,0.6109022556390977
FOODS_3_282_CA_4_evaluation,-0.00023346564562076733,0.5582706766917294
FOODS_3_361_WI_3_evaluation,-0.0003250609989907671,0.5413533834586466
FOODS_1_125_WI_1_evaluation,9.811095277767468e-05,0.9097744360902256
FOODS_1_175_WI_1_evaluation,8.232788557271942e-05,0.7471804511278195
HOBBIES_1_387_CA_3_evaluation,5.342772098437809e-05,0.5422932330827067
FOODS_2_066_CA_1_evaluation,-6.146473788909423e-05,0.6842105263157895
FOODS_1_063_CA_4_evaluation,-0.000159018269688338,0.5460526315789473
FOODS_2_103_TX_3_evaluation,-0.00013784727974242017,0.5422932330827067
FOODS_3_100_TX_1_evaluation,5.1664871308088056e-05,0.7875939849624061
FOODS_2_239_WI_2_evaluation,0.0002804920633273089,0.950187969924812
HOUSEHOLD_2_269_CA_3_evaluation,0.00014776047738596088,0.6983082706766918
FOODS_3_147_WI_3_evaluation,-0.0007292261489284524,0.806390977443609
HOUSEHOLD_2_416_TX_2_evaluation,0.0009595125931907145,0.6879699248120301
FOODS_2_341_CA_4_evaluation,-0.00040284310637028753,0.9511278195488722
FOODS_2_340_WI_2_evaluation,3.058428339480779e-05,0.5780075187969925
HOUSEHOLD_2_121_CA_4_evaluation,0.000105473216922225,0.9276315789473685
FOODS_2_218_TX_2_evaluation,4.9494459075455355e-05,0.8731203007518797
