channel,loss_difference,zero_fraction
FOODS_2_392_WI_3_evaluation,0.0001382505922892796,0.568609022556391
HOBBIES_1_248_TX_3_evaluation,0.0001874254096548289,0.575187969924812
HOUSEHOLD_2_153_WI_1_evaluation,0.0001722683321000451,0.9539473684210527
FOODS_2_378_TX_1_evaluation,-0.00015606568866222137,0.6419172932330827
HOUSEHOLD_2_111_CA_4_evaluation,6.101643326256179e-05,0.8524436090225563
HOUSEHOLD_2_468_CA_2_evaluation,-0.00024699031928610005,0.5159774436090225
HOBBIES_1_205_CA_3_evaluation,2.2402900127976855e-05,0.9257518796992481
FOODS_3_321_CA_2_evaluation,-0.0029855894692722984,0.7913533834586466
HOUSEHOLD_2_344_CA_1_evaluation,0.00027772376848589353,0.8092105263157895
HOUSEHOLD_2_011_TX_1_evaluation,-4.517099042194994e-05,0.7189849624060151
HOUSEHOLD_1_311_TX_3_evaluation,-8.811878590853084e-05,0.8956766917293233
FOODS_3_382_TX_3_evaluation,0.00013467397338429166,0.8430451127819549
HOUSEHOLD_1_297_CA_1_evaluation,0.00018053960500941102,0.9586466165413534
FOODS_3_486_CA_1_evaluation,0.0001264080797302447,0.5845864661654135
FOODS_1_127_CA_4_evaluation,-0.00020715484697270137,0.5028195488721805
HOBBIES_1_335_TX_1_evaluation,-6.181316569708883e-11,0.8129699248120301
HOBBIES_1_248_TX_1_evaluation,-2.28500534257825e-06,0.5037593984962406
HOUSEHOLD_1_102_CA_1_evaluation,0.0002565966121093055,0.8674812030075187
HOUSEHOLD_2_324_WI_1_evaluation,0.00035894150264914604,0.8092105263157895
FOODS_3_391_WI_3_evaluation,0.00013522034035789998,0.875
FOODS_1_164_CA_1_evaluation,0.00013023467326164773,0.918233082706767
HOUSEHOLD_1_239_CA_3_evaluation,0.00010232855256098183,0.8073308270676691
HOUSEHOLD_2_218_TX_3_evaluation,-3.121217298546197e-05,0.9191729323308271
FOODS_3_429_TX_3_evaluation,7.157486487280318e-05,0.7922932330827067
HOBBIES_1_227_TX_2_evaluation,-1.951014312634447e-05,0.8477443609022557
HOUSEHOLD_2_358_TX_3_evaluation,-0.0002051425472865409,0.9624060150375939
HOBBIES_1_107_CA_3_evaluation,-0.00011653784623022467,0.8778195488721805
FOODS_3_799_TX_3_evaluation,4.320921034914327e-05,0.9332706766917294
FOODS_3_042_CA_2_evaluation,0.0005128631610594736,0.9229323308270677
FOODS_2_175_CA_3_evaluation,0.00042735485735023726,0.5122180451127819
HOUSEHOLD_1_190_WI_2_evaluation,0.00015771118229990222,0.9201127819548872
HOUSEHOLD_1_349_TX_3_evaluation,0.0002793936399392294,0.8016917293233082
HOUSEHOLD_1_406_CA_2_evaluation,0.0005427012949432708,0.8909774436090225
FOODS_1_078_WI_1_evaluation,-0.00015857887628728529,0.7828947368421053
HOBBIES_2_002_WI_3_evaluation,6.431735117434778e-05,0.9069548872180451
FOODS_3_249_TX_3_evaluation,-0.0004263594082183908,0.6832706766917294
HOUSEHOLD_2_174_TX_1_evaluation,-0.00013464161029425048,0.9332706766917294
HOUSEHOLD_2_334_CA_1_evaluation,4.223191152316619e-05,0.8637218045112782
FOODS_1_044_CA_1_evaluation,0.00014382740247340098,0.5789473684210527
FOODS_3_053_CA_2_evaluation,-1.4281259163806403e-05,0.7725563909774437
FOODS_2_115_TX_3_evaluation,-0.0005577326338813693,0.8731203007518797
FOODS_1_137_TX_3_evaluation,-0.0002163095628970324,0.6945488721804511
FOODS_3_511_WI_3_evaluation,-0.0007122070364182775,0.6832706766917294
HOUSEHOLD_2_176_WI_2_evaluation,-0.00014976195531613,0.5845864661654135
HOUSEHOLD_2_323_TX_3_evaluation,6.886692475482903e-05,0.8533834586466166
FOODS_2_080_WI_3_evaluation,0.0005191771392498157,0.5310150375939849
FOODS_3_815_WI_1_evaluation,-4.3754795592876317e-05,0.8862781954887218
FOODS_3_636_WI_3_evaluation,0.002112242801941333,0.7490601503759399
FOODS_2_350_TX_1_evaluation,0.00010116281933397753,0.8928571428571429
FOODS_2_092_CA_4_evaluation,-8.587480498922773e-05,0.7528195488721805
FOODS_3_078_WI_2_evaluation,5.8749855858686306e-05,0.7556390977443609
FOODS_1_148_TX_2_evaluation,0.00012221769481135514,0.8674812030075187
HOUSEHOLD_1_050_TX_3_evaluation,0.00086536157328998,0.6390977443609023
HOUSEHOLD_1_248_CA_4_evaluation,-0.00013780179352473887,0.5620300751879699
FOODS_3_679_CA_1_evaluation,5.17123865143021e-05,0.5131578947368421
HOBBIES_2_052_WI_3_evaluation,7.742242821157097e-05,0.9530075187969925
FOODS_3_595_WI_1_evaluation,-0.00017645892860601586,0.6823308270676691
FOODS_3_085_CA_2_evaluation,0.0007381703321271971,0.9614661654135338
HOBBIES_2_126_WI_1_evaluation,-0.0005215031312504337,0.9041353383458647
HOUSEHOLD_2_015_WI_3_evaluation,6.810369089510493e-05,0.8759398496240601
HOBBIES_2_136_WI_2_evaluation,5.6310487862309966e-05,0.9078947368421053
FOODS_3_510_WI_3_evaluation,0.00020573130241463566,0.9520676691729323
HOUSEHOLD_1_058_CA_3_evaluation,0.00020646456352668707,0.5968045112781954
FOODS_2_115_TX_1_evaluation,-0.0005973947749013941,0.8298872180451128
HOUSEHOLD_1_377_TX_2_evaluation,5.619881634955082e-05,0.5516917293233082
FOODS_3_287_CA_3_evaluation,0.00020731824082254047,0.5695488721804511
HOUSEHOLD_1_422_TX_1_evaluation,0.0001096933632517838,0.6832706766917294
FOODS_1_069_CA_4_evaluation,-0.0005332621233339885,0.6127819548872181
HOUSEHOLD_1_058_TX_1_evaluation,0.00025102413732824846,0.6757518796992481
HOBBIES_1_048_WI_2_evaluation,9.40936299227424e-05,0.8637218045112782
HOUSEHOLD_1_104_CA_3_evaluation,-9.967549365275108e-06,0.9107142857142857
FOODS_3_145_TX_2_evaluation,0.00021001654439956052,0.7368421052631579
HOUSEHOLD_2_410_CA_2_evaluation,0.00010130862180079969,0.5103383458646616
FOODS_3_396_CA_1_evaluation,-1.782417602524955e-05,0.806390977443609
HOBBIES_1_024_CA_1_evaluation,7.393887880335903e-05,0.7603383458646616
FOODS_2_291_WI_1_evaluation,0.00025959564164346194,0.674812030075188
HOUSEHOLD_1_210_CA_3_evaluation,5.825071509030222e-05,0.8674812030075187
FOODS_3_683_CA_2_evaluation,0.0004236125218270992,0.6325187969924813
HOBBIES_2_125_CA_1_evaluation,2.0360824099618924e-05,0.8825187969924813
HOUSEHOLD_1_119_TX_2_evaluation,4.725591623733205e-05,0.700187969924812
HOUSEHOLD_1_143_TX_1_evaluation,-0.00010112719985777563,0.5516917293233082
HOBBIES_1_110_WI_2_evaluation,-2.9027680987503413e-05,0.943609022556391
FOODS_2_178_WI_2_evaluation,-7.509598530941464e-05,0.9238721804511278
HOUSEHOLD_2_322_CA_3_evaluation,-0.00017816637860379458,0.6419172932330827
HOUSEHOLD_2_273_TX_2_evaluation,0.0002245780883406434,0.7857142857142857
HOUSEHOLD_2_428_TX_2_evaluation,9.902319857479913e-06,0.9078947368421053
FOODS_2_386_TX_2_evaluation,0.00010110233063397034,0.7584586466165414
HOBBIES_1_122_WI_3_evaluation,-3.458656045685071e-05,0.9144736842105263
HOUSEHOLD_1_298_CA_1_evaluation,-0.0003103137488578156,0.5159774436090225
FOODS_3_589_CA_1_evaluation,-0.00011369362913543624,0.6597744360902256
HOBBIES_2_077_CA_3_evaluation,-7.460470130560282e-09,0.9389097744360902
HOUSEHOLD_1_108_CA_1_evaluation,8.303828530206725e-05,0.8148496240601504
HOBBIES_1_180_CA_1_evaluation,0.000405056824863248,0.9360902255639098
HOUSEHOLD_1_464_CA_4_evaluation,-6.676582611025994e-06,0.8345864661654135
FOODS_3_299_TX_3_evaluation,-0.0001283163171955648,0.6052631578947368
FOODS_3_017_TX_3_evaluation,0.00020870058990424267,0.9417293233082706
FOODS_3_214_TX_2_evaluation,-2.1025237987082335e-05,0.606203007518797
FOODS_3_286_WI_2_evaluation,0.0006171645465170572,0.7631578947368421
HOUSEHOLD_1_337_CA_3_evaluation,0.00020506334678965787,0.8204887218045113
FOODS_3_691_CA_4_evaluation,7.631200670954463e-05,0.9548872180451128
HOBBIES_1_410_CA_2_evaluation,0.00021455009087761878,0.9389097744360902
HOUSEHOLD_2_489_WI_1_evaluation,8.960209266312136e-05,0.9191729323308271
HOUSEHOLD_1_281_CA_4_evaluation,-0.00011259897796001006,0.8016917293233082
HOBBIES_1_130_TX_2_evaluation,8.137182439055257e-06,0.6992481203007519
HOUSEHOLD_1_123_CA_1_evaluation,-0.00016889299178518558,0.7556390977443609
