arm,updates,clip_fraction,gradnorm_median,gradnorm_max,contaminated_updates,minimum_boundary_free_MiB,mean_update_seconds,mean_observation,mean_penalty
I0,2048,0.7197265625,1.8899543285369873,42.95762252807617,0,8072,0.0970200174645015,0.4381301353696472,0.0
I1,2048,0.34814453125,0.6197321712970734,15.049779891967773,0,8090,0.09721518698773934,0.30207691646264223,0.0
I2,2048,0.34765625,0.5950697362422943,17.18031883239746,0,8087,0.0974057654113949,0.3373808523126627,0.0
I3,2048,0.328125,0.5510294735431671,20.945188522338867,0,8114,0.09714709158396317,0.3097425588891056,0.12449828598121135
I4,2048,0.33056640625,0.5680512487888336,15.224310874938965,0,8115,0.09716602895937854,0.30920270833306773,0.0526272612339513
