arm,seed,policy,condition,channel,normalized_RMSE,raw_RMSE,raw_MAE
I0,73101,selected,standard,0,0.6894168235215232,14.732858253823917,7.210863101917009
I0,73101,selected,standard,1,0.6484626272435062,12.53269505759617,8.134099950393042
I0,73101,selected,standard,2,0.025573169731642132,1.3354304527979297,0.7145590552439293
I0,73101,selected,standard,3,0.8534833370897564,72.82439197614549,52.09103133281072
I0,73101,fixed512,standard,0,0.6802299565515437,14.536534630367665,7.3008265984244645
I0,73101,fixed512,standard,1,0.6651301371755993,12.854824368634997,8.42344285796086
I0,73101,fixed512,standard,2,0.025425859059430227,1.327737892205783,0.7269909985673925
I0,73101,fixed512,standard,3,0.8606153884958212,73.43294200239475,53.210545072952904
I1,73101,selected,standard,0,0.6332283080024638,13.532107987233935,6.715692831048121
I1,73101,selected,standard,1,0.6546045346718591,12.651398356194482,8.229954895873865
I1,73101,selected,standard,2,0.02497857305885935,1.3043806254867705,0.6705124370443324
I1,73101,selected,standard,3,0.8541095557331873,72.8778247614972,52.147608975569405
I1,73101,fixed512,standard,0,0.6332283080024638,13.532107987233935,6.715692831048121
I1,73101,fixed512,standard,1,0.6546045346718591,12.651398356194482,8.229954895873865
I1,73101,fixed512,standard,2,0.02497857305885935,1.3043806254867705,0.6705124370443324
I1,73101,fixed512,standard,3,0.8541095557331873,72.8778247614972,52.147608975569405
I2,73101,selected,standard,0,0.6291100336758793,13.444100341012001,6.575091489901145
I2,73101,selected,standard,1,0.8461892527753446,16.35411420875336,11.863652447859446
I2,73101,selected,standard,2,0.02523955053809242,1.3180088646499062,0.658096218171219
I2,73101,selected,standard,3,1.2847122272128197,109.61946501511396,81.44902330636978
I2,73101,fixed512,standard,0,0.6291100336758793,13.444100341012001,6.575091489901145
I2,73101,fixed512,standard,1,0.8461892527753446,16.35411420875336,11.863652447859446
I2,73101,fixed512,standard,2,0.02523955053809242,1.3180088646499062,0.658096218171219
I2,73101,fixed512,standard,3,1.2847122272128197,109.61946501511396,81.44902330636978
I3,73101,selected,standard,0,0.5635324281806088,12.04270493924046,5.8376357840995
I3,73101,selected,standard,1,0.7642387601725127,14.770275001277478,10.43161210914453
I3,73101,selected,standard,2,0.02510663709003669,1.3110681268382622,0.6502905099963149
I3,73101,selected,standard,3,1.1429491368127354,97.52337547896899,71.84747737646103
I3,73101,fixed512,standard,0,0.6373164916484519,13.619472594706506,6.653997169186671
I3,73101,fixed512,standard,1,0.7536532143994157,14.56569047840931,10.16524862498045
I3,73101,fixed512,standard,2,0.024964327565003427,1.3036367260597548,0.6283155009150505
I3,73101,fixed512,standard,3,1.1101882930185347,94.72802092867009,69.23713384071986
I4,73101,selected,standard,0,0.5623444389891835,12.017317574489276,5.811925106992324
I4,73101,selected,standard,1,0.768166160245764,14.84617900163054,10.47479843099912
I4,73101,selected,standard,2,0.02506973436430133,1.3091410671794326,0.6476700405279795
I4,73101,selected,standard,3,1.1455790799430718,97.74777823069893,72.14780135949452
I4,73101,fixed512,standard,0,0.6241571295721746,13.33825663135036,6.7459727469831705
I4,73101,fixed512,standard,1,0.7545297226148076,14.582630560562816,10.280545557538668
I4,73101,fixed512,standard,2,0.024904581281418564,1.300516776230383,0.6356519203012189
I4,73101,fixed512,standard,3,1.13033307574866,96.44689637715311,70.81294983625412
I0,73102,selected,standard,0,0.6943529103791635,14.838342578431362,7.353413991630077
