panel,kind,condition,seed,new,baseline,new_nmae,baseline_nmae,gain_pct
electricity,standard,SHIFT_POINT,81551,C1,C0,0.19846368824791222,0.19846368824791222,0.0
electricity,standard,SHIFT_POINT,81551,C3_W_RECENCY_G,C3,0.1949516921542272,0.19466151391236575,-0.1490681111172787
electricity,standard,SHIFT_POINT,81551,RECENCY_W_C3_G,M_RECENCY,0.19470127849118232,0.19491786962873445,0.11111917956247996
electricity,standard,SHIFT_POINT,81551,C3,RECENCY_W_C3_G,0.19466151391236575,0.19470127849118232,0.02042337837980801
electricity,standard,SHIFT_POINT,81551,C3_W_RECENCY_G,M_RECENCY,0.1949516921542272,0.19491786962873445,-0.017352193288977524
electricity,standard,SHIFT_POINT,81552,C2,C0,0.19240385261411186,0.1939792235709032,0.8121338604159867
electricity,standard,SHIFT_POINT,81552,C3,C0,0.19220219808693126,0.1939792235709032,0.9160906262326574
electricity,standard,SHIFT_POINT,81552,C3,C2,0.19220219808693126,0.19240385261411186,0.10480794663974002
electricity,standard,SHIFT_POINT,81552,C3,M_MEAN,0.19220219808693126,0.192363078367906,0.08363365898472752
electricity,standard,SHIFT_POINT,81552,C3,M_ROTATE16,0.19220219808693126,0.192439335472889,0.12322708627890977
electricity,standard,SHIFT_POINT,81552,C3,M_RECENCY,0.19220219808693126,0.1922024647777607,0.00013875515579853115
electricity,standard,SHIFT_POINT,81552,C3,C2_SHRINK,0.19220219808693126,0.19240385261411186,0.10480794663974002
electricity,standard,SHIFT_POINT,81552,C3,C0_BIAS,0.19220219808693126,0.19397640885636896,0.914652859024434
electricity,standard,SHIFT_POINT,81552,C1,C0,0.1939792235709032,0.1939792235709032,0.0
electricity,standard,SHIFT_POINT,81552,C3_W_RECENCY_G,C3,0.19211337786397226,0.19220219808693126,0.046211866379819444
electricity,standard,SHIFT_POINT,81552,RECENCY_W_C3_G,M_RECENCY,0.19245889637657454,0.1922024647777607,-0.13341743515637994
electricity,standard,SHIFT_POINT,81552,C3,RECENCY_W_C3_G,0.19220219808693126,0.19245889637657454,0.13337824048466063
electricity,standard,SHIFT_POINT,81552,C3_W_RECENCY_G,M_RECENCY,0.19211337786397226,0.1922024647777607,0.0463505574142653
electricity,standard,SHIFT_POINT,81553,C2,C0,0.19416729799895463,0.1972888553636546,1.5822269123849542
electricity,standard,SHIFT_POINT,81553,C3,C0,0.19402626210646162,0.1972888553636546,1.6537139166726722
electricity,standard,SHIFT_POINT,81553,C3,C2,0.19402626210646162,0.19416729799895463,0.07263627497858804
electricity,standard,SHIFT_POINT,81553,C3,M_MEAN,0.19402626210646162,0.19421756294631667,0.09849821867444764
electricity,standard,SHIFT_POINT,81553,C3,M_ROTATE16,0.19402626210646162,0.19417739097421838,0.07783031124196649
electricity,standard,SHIFT_POINT,81553,C3,M_RECENCY,0.19402626210646162,0.19417453738476803,0.07636185480519586
electricity,standard,SHIFT_POINT,81553,C3,C2_SHRINK,0.19402626210646162,0.1946231929584387,0.30671105683922617
electricity,standard,SHIFT_POINT,81553,C3,C0_BIAS,0.19402626210646162,0.19706298430406197,1.5409906676916996
electricity,standard,SHIFT_POINT,81553,C1,C0,0.1972888553636546,0.1972888553636546,0.0
electricity,standard,SHIFT_POINT,81553,C3_W_RECENCY_G,C3,0.1941946878014475,0.19402626210646162,-0.0868056175268972
electricity,standard,SHIFT_POINT,81553,RECENCY_W_C3_G,M_RECENCY,0.1941101041989367,0.19417453738476803,0.033183128281977226
electricity,standard,SHIFT_POINT,81553,C3,RECENCY_W_C3_G,0.19402626210646162,0.1941101041989367,0.0431930593315033
electricity,standard,SHIFT_POINT,81553,C3_W_RECENCY_G,M_RECENCY,0.1941946878014475,0.19417453738476803,-0.01037747634209385
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,C2,C0,0.36591189333084595,0.3891380736575109,5.968621910562999
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,C3,C0,0.3627202455636387,0.3891380736575109,6.788805794706976
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,C3,C2,0.3627202455636387,0.36591189333084595,0.8722448833663576
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,C3,M_MEAN,0.3627202455636387,0.36548051354993705,0.75524354485762
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,C3,M_ROTATE16,0.3627202455636387,0.3667490176341135,1.0985093011194103
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,C3,M_RECENCY,0.3627202455636387,0.36409056038652027,0.37636647910531673
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,C3_W_RECENCY_G,C3,0.36264121288254725,0.3627202455636387,0.021788880565143387
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,RECENCY_W_C3_G,M_RECENCY,0.364154325473265,0.36409056038652027,-0.01751352374448345
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,C3,RECENCY_W_C3_G,0.3627202455636387,0.364154325473265,0.3938110326610955
electricity_transfer,shape,PAIRED_SHIFT8_D32,81551,C3_W_RECENCY_G,M_RECENCY,0.36264121288254725,0.36409056038652027,0.3980733536278369
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,C2,C0,0.38984106580061734,0.4169135753781621,6.493554342285113
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,C3,C0,0.36859466761802157,0.4169135753781621,11.589670045239664
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,C3,C2,0.36859466761802157,0.38984106580061734,5.450015415631492
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,C3,M_MEAN,0.36859466761802157,0.385800732468245,4.459832084854742
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,C3,M_ROTATE16,0.36859466761802157,0.3905064251660588,5.611113194544625
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,C3,M_RECENCY,0.36859466761802157,0.36919382734850503,0.16228866413789955
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,C3_W_RECENCY_G,C3,0.3686940538252986,0.36859466761802157,-0.026963549939362785
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,RECENCY_W_C3_G,M_RECENCY,0.3690869382948381,0.36919382734850503,0.028952015377570195
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,C3,RECENCY_W_C3_G,0.36859466761802157,0.3690869382948381,0.13337526358715435
electricity_transfer,shape,PAIRED_SHIFT8_D32,81552,C3_W_RECENCY_G,M_RECENCY,0.3686940538252986,0.36919382734850503,0.13536887298353228
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,C2,C0,0.3465221186240792,0.36351193470440885,4.6737987004869535
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,C3,C0,0.34781816656818265,0.36351193470440885,4.317263516805204
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,C3,C2,0.34781816656818265,0.3465221186240792,-0.3740159356203865
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,C3,M_MEAN,0.34781816656818265,0.34657122089274073,-0.3597949282199142
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,C3,M_ROTATE16,0.34781816656818265,0.34654555731631526,-0.3672271148770889
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,C3,M_RECENCY,0.34781816656818265,0.3476004515683388,-0.06263369304082556
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,C3_W_RECENCY_G,C3,0.3477734570189955,0.34781816656818265,0.012854288097807753
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,RECENCY_W_C3_G,M_RECENCY,0.3476346996998357,0.3476004515683388,-0.009852729287995743
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,C3,RECENCY_W_C3_G,0.34781816656818265,0.3476346996998357,-0.05277576389968175
electricity_transfer,shape,PAIRED_SHIFT8_D32,81553,C3_W_RECENCY_G,M_RECENCY,0.3477734570189955,0.3476004515683388,-0.049771353827687825
electricity_transfer,shape,PULSE8_D32,81551,C2,C0,7.0293865673894285,7.026497943596206,-0.04111043390904179
electricity_transfer,shape,PULSE8_D32,81551,C3,C0,7.059991738053184,7.026497943596206,-0.47667834995246405
electricity_transfer,shape,PULSE8_D32,81551,C3,C2,7.059991738053184,7.0293865673894285,-0.4353889257668442
electricity_transfer,shape,PULSE8_D32,81551,C3,M_MEAN,7.059991738053184,7.032108206730539,-0.3965173814583389
electricity_transfer,shape,PULSE8_D32,81551,C3,M_ROTATE16,7.059991738053184,7.0266692851888175,-0.47422827960048597
electricity_transfer,shape,PULSE8_D32,81551,C3,M_RECENCY,7.059991738053184,7.053460136866922,-0.09260137662256973
electricity_transfer,shape,PULSE8_D32,81551,C3_W_RECENCY_G,C3,7.059649684209614,7.059991738053184,0.004844960961170042
electricity_transfer,shape,PULSE8_D32,81551,RECENCY_W_C3_G,M_RECENCY,7.053627848581966,7.053460136866922,-0.0023777225899079824
electricity_transfer,shape,PULSE8_D32,81551,C3,RECENCY_W_C3_G,7.059991738053184,7.053627848581966,-0.09022150881545787
electricity_transfer,shape,PULSE8_D32,81551,C3_W_RECENCY_G,M_RECENCY,7.059649684209614,7.053460136866922,-0.08775192916083974
electricity_transfer,shape,PULSE8_D32,81552,C2,C0,6.931444756590375,6.886718787792802,-0.6494525212333846
electricity_transfer,shape,PULSE8_D32,81552,C3,C0,6.990757770873129,6.886718787792802,-1.51071920149759
electricity_transfer,shape,PULSE8_D32,81552,C3,C2,6.990757770873129,6.931444756590375,-0.855709254933612
electricity_transfer,shape,PULSE8_D32,81552,C3,M_MEAN,6.990757770873129,6.941877084028484,-0.7041422118681417
electricity_transfer,shape,PULSE8_D32,81552,C3,M_ROTATE16,6.990757770873129,6.93187537576172,-0.8494439371674156
electricity_transfer,shape,PULSE8_D32,81552,C3,M_RECENCY,6.990757770873129,6.989552635676003,-0.017241950378554805
electricity_transfer,shape,PULSE8_D32,81552,C3_W_RECENCY_G,C3,6.99029038304693,6.990757770873129,0.006685796325922588
electricity_transfer,shape,PULSE8_D32,81552,RECENCY_W_C3_G,M_RECENCY,6.989939089669404,6.989552635676003,-0.005529023294403856
electricity_transfer,shape,PULSE8_D32,81552,C3,RECENCY_W_C3_G,6.990757770873129,6.989939089669404,-0.011712279509490386
electricity_transfer,shape,PULSE8_D32,81552,C3_W_RECENCY_G,M_RECENCY,6.99029038304693,6.989552635676003,-0.010555001290946109
electricity_transfer,shape,PULSE8_D32,81553,C2,C0,7.097943071248717,7.172985545255375,1.0461818657406252
electricity_transfer,shape,PULSE8_D32,81553,C3,C0,7.1420824271350405,7.172985545255375,0.4308264379645266
electricity_transfer,shape,PULSE8_D32,81553,C3,C2,7.1420824271350405,7.097943071248717,-0.6218612271647661
electricity_transfer,shape,PULSE8_D32,81553,C3,M_MEAN,7.1420824271350405,7.100877816292739,-0.5802748886589715
electricity_transfer,shape,PULSE8_D32,81553,C3,M_ROTATE16,7.1420824271350405,7.097392891398137,-0.6296612914168387
electricity_transfer,shape,PULSE8_D32,81553,C3,M_RECENCY,7.1420824271350405,7.138478518597204,-0.05048566761736151
electricity_transfer,shape,PULSE8_D32,81553,C3_W_RECENCY_G,C3,7.141543488263924,7.1420824271350405,0.007545962632260483
electricity_transfer,shape,PULSE8_D32,81553,RECENCY_W_C3_G,M_RECENCY,7.138885056691704,7.138478518597204,-0.0056950244150755225
electricity_transfer,shape,PULSE8_D32,81553,C3,RECENCY_W_C3_G,7.1420824271350405,7.138885056691704,-0.044788092509473465
electricity_transfer,shape,PULSE8_D32,81553,C3_W_RECENCY_G,M_RECENCY,7.141543488263924,7.138478518597204,-0.04293589535548925
electricity_transfer,shape,RAMP8_D32,81551,C2,C0,1.0098777490974422,0.9525609827854461,-6.0171230344111315
electricity_transfer,shape,RAMP8_D32,81551,C3,C0,0.9696415516665261,0.9525609827854461,-1.7931207754419587
electricity_transfer,shape,RAMP8_D32,81551,C3,C2,0.9696415516665261,1.0098777490974422,3.9842641811720703
electricity_transfer,shape,RAMP8_D32,81551,C3,M_MEAN,0.9696415516665261,1.0115192560677995,4.140079800761242
electricity_transfer,shape,RAMP8_D32,81551,C3,M_ROTATE16,0.9696415516665261,1.0094368779628786,3.942329348682261
electricity_transfer,shape,RAMP8_D32,81551,C3,M_RECENCY,0.9696415516665261,0.9746158369713824,0.510384206387815
electricity_transfer,shape,RAMP8_D32,81551,C3_W_RECENCY_G,C3,0.9697163154417617,0.9696415516665261,-0.007710454972476022
electricity_transfer,shape,RAMP8_D32,81551,RECENCY_W_C3_G,M_RECENCY,0.9746817585290632,0.9746158369713824,-0.006763850450619557
electricity_transfer,shape,RAMP8_D32,81551,C3,RECENCY_W_C3_G,0.9696415516665261,0.9746817585290632,0.5171130800830315
electricity_transfer,shape,RAMP8_D32,81551,C3_W_RECENCY_G,M_RECENCY,0.9697163154417617,0.9746158369713824,0.5027131043597644
electricity_transfer,shape,RAMP8_D32,81552,C2,C0,0.8352613781203919,0.8839357963111114,5.506555837409255
electricity_transfer,shape,RAMP8_D32,81552,C3,C0,0.8171383019307666,0.8839357963111114,7.556826486619017
electricity_transfer,shape,RAMP8_D32,81552,C3,C2,0.8171383019307666,0.8352613781203919,2.169749094637663
electricity_transfer,shape,RAMP8_D32,81552,C3,M_MEAN,0.8171383019307666,0.8302024146008823,1.5736057183592056
electricity_transfer,shape,RAMP8_D32,81552,C3,M_ROTATE16,0.8171383019307666,0.8371746373387897,2.393328048221166
electricity_transfer,shape,RAMP8_D32,81552,C3,M_RECENCY,0.8171383019307666,0.8149982638648304,-0.2625819171427235
electricity_transfer,shape,RAMP8_D32,81552,C3_W_RECENCY_G,C3,0.8175124605250012,0.8171383019307666,-0.04578889440751688
electricity_transfer,shape,RAMP8_D32,81552,RECENCY_W_C3_G,M_RECENCY,0.8146234780329874,0.8149982638648304,0.045986089598004654
electricity_transfer,shape,RAMP8_D32,81552,C3,RECENCY_W_C3_G,0.8171383019307666,0.8146234780329874,-0.30870997038430215
electricity_transfer,shape,RAMP8_D32,81552,C3_W_RECENCY_G,M_RECENCY,0.8175124605250012,0.8149982638648304,-0.30849104490702217
electricity_transfer,shape,RAMP8_D32,81553,C2,C0,0.8974140722914908,0.8137127449430234,-10.286348329757121
electricity_transfer,shape,RAMP8_D32,81553,C3,C0,0.8603352524122866,0.8137127449430234,-5.729602707959036
electricity_transfer,shape,RAMP8_D32,81553,C3,C2,0.8603352524122866,0.8974140722914908,4.131740411037432
electricity_transfer,shape,RAMP8_D32,81553,C3,M_MEAN,0.8603352524122866,0.8979263483362312,4.186434220757329
electricity_transfer,shape,RAMP8_D32,81553,C3,M_ROTATE16,0.8603352524122866,0.8957106774672794,3.9494254054245226
electricity_transfer,shape,RAMP8_D32,81553,C3,M_RECENCY,0.8603352524122866,0.8560509381746838,-0.5004742178938537
electricity_transfer,shape,RAMP8_D32,81553,C3_W_RECENCY_G,C3,0.860569216392676,0.8603352524122866,-0.027194512805728266
electricity_transfer,shape,RAMP8_D32,81553,RECENCY_W_C3_G,M_RECENCY,0.8559348537395782,0.8560509381746838,0.013560458838246525
electricity_transfer,shape,RAMP8_D32,81553,C3,RECENCY_W_C3_G,0.8603352524122866,0.8559348537395782,-0.5141043916465193
electricity_transfer,shape,RAMP8_D32,81553,C3_W_RECENCY_G,M_RECENCY,0.860569216392676,0.8560509381746838,-0.5278048322248541
electricity_transfer,shape,STEP12_D17,81551,C2,C0,0.5802088850584409,0.5822282099360754,0.3468270419009989
electricity_transfer,shape,STEP12_D17,81551,C3,C0,0.5466698307211065,0.5822282099360754,6.107292399808816
electricity_transfer,shape,STEP12_D17,81551,C3,C2,0.5466698307211065,0.5802088850584409,5.780513742728399
electricity_transfer,shape,STEP12_D17,81551,C3,M_MEAN,0.5466698307211065,0.5806310049153406,5.849011490384637
electricity_transfer,shape,STEP12_D17,81551,C3,M_ROTATE16,0.5466698307211065,0.5834522894262831,6.304278751111825
electricity_transfer,shape,STEP12_D17,81551,C3,M_RECENCY,0.5466698307211065,0.5544311859061194,1.3998770960779061
electricity_transfer,shape,STEP12_D17,81551,C3_W_RECENCY_G,C3,0.546655300495846,0.5466698307211065,0.0026579526514858287
electricity_transfer,shape,STEP12_D17,81551,RECENCY_W_C3_G,M_RECENCY,0.5544707723739284,0.5544311859061194,-0.007140014633977287
electricity_transfer,shape,STEP12_D17,81551,C3,RECENCY_W_C3_G,0.5466698307211065,0.5544707723739284,1.4069166566566982
electricity_transfer,shape,STEP12_D17,81551,C3_W_RECENCY_G,M_RECENCY,0.546655300495846,0.5544311859061194,1.4024978406590005
electricity_transfer,shape,STEP12_D17,81552,C2,C0,0.6139749888940228,0.7216019544636573,14.915004720244973
electricity_transfer,shape,STEP12_D17,81552,C3,C0,0.5964889819700575,0.7216019544636573,17.3382252805277
electricity_transfer,shape,STEP12_D17,81552,C3,C2,0.5964889819700575,0.6139749888940228,2.8479998762593772
electricity_transfer,shape,STEP12_D17,81552,C3,M_MEAN,0.5964889819700575,0.6032037155243591,1.1131784141058532
electricity_transfer,shape,STEP12_D17,81552,C3,M_ROTATE16,0.5964889819700575,0.6139052367621596,2.836961431369822
electricity_transfer,shape,STEP12_D17,81552,C3,M_RECENCY,0.5964889819700575,0.6071134637653456,1.7499993706933337
electricity_transfer,shape,STEP12_D17,81552,C3_W_RECENCY_G,C3,0.596816556307822,0.5964889819700575,-0.05491708106371007
electricity_transfer,shape,STEP12_D17,81552,RECENCY_W_C3_G,M_RECENCY,0.606842466677974,0.6071134637653456,0.04463697538361622
electricity_transfer,shape,STEP12_D17,81552,C3,RECENCY_W_C3_G,0.5964889819700575,0.606842466677974,1.7061239574406195
electricity_transfer,shape,STEP12_D17,81552,C3_W_RECENCY_G,M_RECENCY,0.596816556307822,0.6071134637653456,1.6960433382026574
electricity_transfer,shape,STEP12_D17,81553,C2,C0,0.49576530371084954,0.5111254751297788,3.0051664740500694
electricity_transfer,shape,STEP12_D17,81553,C3,C0,0.48176544533366844,0.5111254751297788,5.744192223769639
electricity_transfer,shape,STEP12_D17,81553,C3,C2,0.48176544533366844,0.49576530371084954,2.823888293995336
electricity_transfer,shape,STEP12_D17,81553,C3,M_MEAN,0.48176544533366844,0.49637060278496725,2.9423896921683568
electricity_transfer,shape,STEP12_D17,81553,C3,M_ROTATE16,0.48176544533366844,0.4950762035083863,2.6886281506544707
electricity_transfer,shape,STEP12_D17,81553,C3,M_RECENCY,0.48176544533366844,0.48414911384612286,0.4923418104637922
electricity_transfer,shape,STEP12_D17,81553,C3_W_RECENCY_G,C3,0.4819019166027246,0.48176544533366844,-0.028327326166288636
electricity_transfer,shape,STEP12_D17,81553,RECENCY_W_C3_G,M_RECENCY,0.48402731288378403,0.48414911384612286,0.0251577373283296
electricity_transfer,shape,STEP12_D17,81553,C3,RECENCY_W_C3_G,0.48176544533366844,0.48402731288378403,0.46730163565349425
electricity_transfer,shape,STEP12_D17,81553,C3_W_RECENCY_G,M_RECENCY,0.4819019166027246,0.48414911384612286,0.46415395156801376
electricity_transfer,shape,STEP12_D63,81551,C2,C0,0.4212495053284526,0.41133803225040233,-2.409568846290555
electricity_transfer,shape,STEP12_D63,81551,C3,C0,0.4135866845782603,0.41133803225040233,-0.5466677407765408
electricity_transfer,shape,STEP12_D63,81551,C3,C2,0.4135866845782603,0.4212495053284526,1.8190693765248511
electricity_transfer,shape,STEP12_D63,81551,C3,M_MEAN,0.4135866845782603,0.4201692093492767,1.5666366369898599
electricity_transfer,shape,STEP12_D63,81551,C3,M_ROTATE16,0.4135866845782603,0.4223761021076786,2.0809457461155256
electricity_transfer,shape,STEP12_D63,81551,C3,M_RECENCY,0.4135866845782603,0.41156785739878077,-0.49052109954335066
electricity_transfer,shape,STEP12_D63,81551,C3_W_RECENCY_G,C3,0.41355423656330953,0.4135866845782603,0.007845517314919448
electricity_transfer,shape,STEP12_D63,81551,RECENCY_W_C3_G,M_RECENCY,0.4116019007822181,0.41156785739878077,-0.008271633176715198
electricity_transfer,shape,STEP12_D63,81551,C3,RECENCY_W_C3_G,0.4135866845782603,0.4116019007822181,-0.4822095797590631
electricity_transfer,shape,STEP12_D63,81551,C3_W_RECENCY_G,M_RECENCY,0.41355423656330953,0.41156785739878077,-0.4826370983106454
electricity_transfer,shape,STEP12_D63,81552,C2,C0,0.36628628273079583,0.3714624323176014,1.3934517023729498
electricity_transfer,shape,STEP12_D63,81552,C3,C0,0.39097537007840955,0.3714624323176014,-5.253004358762325
electricity_transfer,shape,STEP12_D63,81552,C3,C2,0.39097537007840955,0.36628628273079583,-6.740380001005697
electricity_transfer,shape,STEP12_D63,81552,C3,M_MEAN,0.39097537007840955,0.3680749165577903,-6.221682731000144
electricity_transfer,shape,STEP12_D63,81552,C3,M_ROTATE16,0.39097537007840955,0.3667538707488792,-6.604292759084496
electricity_transfer,shape,STEP12_D63,81552,C3,M_RECENCY,0.39097537007840955,0.3888137537523539,-0.5559516105575923
electricity_transfer,shape,STEP12_D63,81552,C3_W_RECENCY_G,C3,0.3908807488972714,0.39097537007840955,0.02420131506472023
electricity_transfer,shape,STEP12_D63,81552,RECENCY_W_C3_G,M_RECENCY,0.38890375889886314,0.3888137537523539,-0.02314865295802715
electricity_transfer,shape,STEP12_D63,81552,C3,RECENCY_W_C3_G,0.39097537007840955,0.38890375889886314,-0.5326796494361297
electricity_transfer,shape,STEP12_D63,81552,C3_W_RECENCY_G,M_RECENCY,0.3908807488972714,0.3888137537523539,-0.5316157478920003
electricity_transfer,shape,STEP12_D63,81553,C2,C0,0.44672875041515353,0.46398305520095334,3.7187359737365644
electricity_transfer,shape,STEP12_D63,81553,C3,C0,0.44601418643616064,0.46398305520095334,3.8727424554352075
electricity_transfer,shape,STEP12_D63,81553,C3,C2,0.44601418643616064,0.44672875041515353,0.1599547775532284
electricity_transfer,shape,STEP12_D63,81553,C3,M_MEAN,0.44601418643616064,0.44964648758019893,0.807812636007843
electricity_transfer,shape,STEP12_D63,81553,C3,M_ROTATE16,0.44601418643616064,0.44586535751631623,-0.03337978996023061
electricity_transfer,shape,STEP12_D63,81553,C3,M_RECENCY,0.44601418643616064,0.44595747804122055,-0.01271609911985827
electricity_transfer,shape,STEP12_D63,81553,C3_W_RECENCY_G,C3,0.4459713622565649,0.44601418643616064,0.009601528583180752
electricity_transfer,shape,STEP12_D63,81553,RECENCY_W_C3_G,M_RECENCY,0.4460093556677673,0.44595747804122055,-0.011632863916677394
electricity_transfer,shape,STEP12_D63,81553,C3,RECENCY_W_C3_G,0.44601418643616064,0.4460093556677673,-0.001083109206567734
electricity_transfer,shape,STEP12_D63,81553,C3_W_RECENCY_G,M_RECENCY,0.4459713622565649,0.44595747804122055,-0.0031133495967727853
electricity_transfer,shape,STEP6_D17,81551,C2,C0,0.41543922795230587,0.41180511591633645,-0.8824834601393716
electricity_transfer,shape,STEP6_D17,81551,C3,C0,0.4007410873369391,0.41180511591633645,2.6867146987181068
electricity_transfer,shape,STEP6_D17,81551,C3,C2,0.4007410873369391,0.41543922795230587,3.5379761049079805
electricity_transfer,shape,STEP6_D17,81551,C3,M_MEAN,0.4007410873369391,0.41615360022698195,3.7035635115583387
electricity_transfer,shape,STEP6_D17,81551,C3,M_ROTATE16,0.4007410873369391,0.41684087672452025,3.8623345949397203
electricity_transfer,shape,STEP6_D17,81551,C3,M_RECENCY,0.4007410873369391,0.4037243207520974,0.738928338426792
electricity_transfer,shape,STEP6_D17,81551,C3_W_RECENCY_G,C3,0.4007219979432268,0.4007410873369391,0.004763522961703792
electricity_transfer,shape,STEP6_D17,81551,RECENCY_W_C3_G,M_RECENCY,0.4038506036868663,0.4037243207520974,-0.031279496497416126
electricity_transfer,shape,STEP6_D17,81551,C3,RECENCY_W_C3_G,0.4007410873369391,0.4038506036868663,0.7699669931255704
electricity_transfer,shape,STEP6_D17,81551,C3_W_RECENCY_G,M_RECENCY,0.4007219979432268,0.4037243207520974,0.7436566623674201
electricity_transfer,shape,STEP6_D17,81552,C2,C0,0.41432454643684186,0.45143130886359434,8.219802591929826
electricity_transfer,shape,STEP6_D17,81552,C3,C0,0.40805035702754555,0.45143130886359434,9.609646248341386
electricity_transfer,shape,STEP6_D17,81552,C3,C2,0.40805035702754555,0.41432454643684186,1.5143175713951407
electricity_transfer,shape,STEP6_D17,81552,C3,M_MEAN,0.40805035702754555,0.41110282649575264,0.7425075361865985
electricity_transfer,shape,STEP6_D17,81552,C3,M_ROTATE16,0.40805035702754555,0.4141947131167724,1.4834462861660458
electricity_transfer,shape,STEP6_D17,81552,C3,M_RECENCY,0.40805035702754555,0.4117101628268933,0.888927728725164
electricity_transfer,shape,STEP6_D17,81552,C3_W_RECENCY_G,C3,0.40796828129747204,0.40805035702754555,0.02011411794157203
electricity_transfer,shape,STEP6_D17,81552,RECENCY_W_C3_G,M_RECENCY,0.41190246615243786,0.4117101628268933,-0.04670842328111657
electricity_transfer,shape,STEP6_D17,81552,C3,RECENCY_W_C3_G,0.40805035702754555,0.41190246615243786,0.9351993351422894
electricity_transfer,shape,STEP6_D17,81552,C3_W_RECENCY_G,M_RECENCY,0.40796828129747204,0.4117101628268933,0.9088630466949632
electricity_transfer,shape,STEP6_D17,81553,C2,C0,0.3871127932811267,0.406676493660418,4.8106297472967245
electricity_transfer,shape,STEP6_D17,81553,C3,C0,0.3862441045731531,0.406676493660418,5.0242365629143855
electricity_transfer,shape,STEP6_D17,81553,C3,C2,0.3862441045731531,0.3871127932811267,0.22440196321352746
electricity_transfer,shape,STEP6_D17,81553,C3,M_MEAN,0.3862441045731531,0.3870703613157188,0.21346422385767339
electricity_transfer,shape,STEP6_D17,81553,C3,M_ROTATE16,0.3862441045731531,0.386963086147486,0.18580107510793864
electricity_transfer,shape,STEP6_D17,81553,C3,M_RECENCY,0.3862441045731531,0.38677548730405054,0.1373879028894298
electricity_transfer,shape,STEP6_D17,81553,C3_W_RECENCY_G,C3,0.386332493121256,0.3862441045731531,-0.02288411578490468
electricity_transfer,shape,STEP6_D17,81553,RECENCY_W_C3_G,M_RECENCY,0.3867253381541806,0.38677548730405054,0.012965958680444256
electricity_transfer,shape,STEP6_D17,81553,C3,RECENCY_W_C3_G,0.3862441045731531,0.3867253381541806,0.12443807879886082
electricity_transfer,shape,STEP6_D17,81553,C3_W_RECENCY_G,M_RECENCY,0.386332493121256,0.38677548730405054,0.11453522711130093
electricity_transfer,shape,STEP6_D63,81551,C2,C0,0.35119737603021345,0.360955539342189,2.703425283279759
electricity_transfer,shape,STEP6_D63,81551,C3,C0,0.35204694845432705,0.360955539342189,2.4680576738334903
electricity_transfer,shape,STEP6_D63,81551,C3,C2,0.35204694845432705,0.35119737603021345,-0.2419073951282824
electricity_transfer,shape,STEP6_D63,81551,C3,M_MEAN,0.35204694845432705,0.35098661036866347,-0.30210214701633653
electricity_transfer,shape,STEP6_D63,81551,C3,M_ROTATE16,0.35204694845432705,0.352115713577916,0.0195291266300468
electricity_transfer,shape,STEP6_D63,81551,C3,M_RECENCY,0.35204694845432705,0.35205169690608756,0.00134879388516973
electricity_transfer,shape,STEP6_D63,81551,C3_W_RECENCY_G,C3,0.3522890903616176,0.35204694845432705,-0.06878114079775788
electricity_transfer,shape,STEP6_D63,81551,RECENCY_W_C3_G,M_RECENCY,0.35164125213575226,0.35205169690608756,0.11658650531793935
electricity_transfer,shape,STEP6_D63,81551,C3,RECENCY_W_C3_G,0.35204694845432705,0.35164125213575226,-0.11537221987201196
electricity_transfer,shape,STEP6_D63,81551,C3_W_RECENCY_G,M_RECENCY,0.3522890903616176,0.35205169690608756,-0.06743141919676177
electricity_transfer,shape,STEP6_D63,81552,C2,C0,0.3252060736275301,0.3236020559900276,-0.49567597232815785
electricity_transfer,shape,STEP6_D63,81552,C3,C0,0.33763363489559667,0.3236020559900276,-4.336059875343157
electricity_transfer,shape,STEP6_D63,81552,C3,C2,0.33763363489559667,0.3252060736275301,-3.8214419335538707
