panel,kind,condition,C3weights_C3gate,C3weights_RECENCYgate,RECENCYweights_C3gate,RECENCYweights_RECENCYgate,total_nmae_benefit,gate_nmae_benefit,weights_nmae_benefit,interaction,meaning
electricity,shape,PAIRED_SHIFT8_D32,0.20493419528273626,0.20508726854912637,0.20503848047565199,0.20511402841804627,0.00017983313531000356,0.00011431060439219543,6.552253091780813e-05,-7.752532399582512e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,shape,PULSE8_D32,3.0033453833773063,3.0027337725230865,3.0021757522418007,3.0019335120724593,-0.00141187130484699,-0.0004269255117805848,-0.0009849457930664052,0.00036937068487841174,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,shape,RAMP8_D32,0.4848126867766814,0.48524268302575724,0.48545314912061294,0.4854955316767903,0.0006828449001089476,0.00023618940262662425,0.00044665549748232336,-0.0003876136928984697,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,shape,STEP12_D17,0.29322235051179013,0.2931089058802865,0.2952877639678885,0.29489161207957904,0.0016692615677889044,-0.00025479825990654126,0.0019240598276954457,-0.000282707256805792,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,shape,STEP12_D63,0.22132219668924544,0.2213736457128666,0.22092265590719284,0.2209144992128207,-0.0004076974764247454,2.1646164624508635e-05,-0.00042934364104925404,-5.9605717993321816e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,shape,STEP6_D17,0.23605903374839388,0.23617761285587657,0.2366535862126534,0.23665816315971577,0.000599129411321897,6.157802727253803e-05,0.000537551384049359,-0.00011400216042031786,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,shape,STEP6_D63,0.1960496176297994,0.19602821977474888,0.19576773660959063,0.19577392728732473,-0.00027569034247465485,-7.603588658200433e-06,-0.0002680867538164544,2.7588532784617037e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,shape,STEP8_D31,0.2077163966597886,0.20784240196957754,0.2078594332855275,0.20792501501669808,0.00020861835690946795,9.579352047975331e-05,0.00011282483642971464,-6.042357861835157e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,shape,STEP8_D33,0.20688393894823753,0.2070698923673021,0.20723156359735453,0.20730731973126487,0.0004233807830273384,0.00013085477648745736,0.00029252600653988103,-0.00011019728515423988,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,standard,FAULT,0.17289327411919975,0.17291746898255977,0.17275034728263405,0.17271990665140136,-0.00017336746779839096,-3.1228839363350858e-06,-0.00017024458386205588,-5.463549459272521e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,standard,REFERENCE,0.1674955548362826,0.16756890935209856,0.1673762818169472,0.16739590457233564,-9.965026394695431e-05,4.648863560220706e-05,-0.00014613889954916137,-5.373176042752781e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,standard,SHIFT4,0.18949540456831743,0.18956917692433667,0.18962024387852944,0.1895749440555755,7.953948725808457e-05,1.423626653265786e-05,6.530322072542671e-05,-0.00011907217897316746,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,standard,SHIFT8,0.20089122722097225,0.20103632430112878,0.20105818962197547,0.20117550025329023,0.0002842730323179832,0.00013120385573564541,0.00015306917658233776,-2.7786448841771172e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity,standard,SHIFT_POINT,0.19362999136858622,0.19375325260654896,0.19375675968889786,0.19376495726375442,0.00013496589516820423,6.572940640965641e-05,6.923648875854782e-05,-0.00011506366310617966,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,shape,PAIRED_SHIFT8_D32,0.35971102658328097,0.3597029079089471,0.36029198782264626,0.3602949464344547,0.0005839198511737309,-2.5800312627166644e-06,0.0005864998824364476,1.1077286142302523e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,shape,PULSE8_D32,7.064277312020451,7.063827851840156,7.060817331647692,7.06049709704671,-0.003780214973740925,-0.0003848473906384875,-0.0033953675831024377,0.0001292255793137187,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,shape,RAMP8_D32,0.8823717020031931,0.8825993307864797,0.8817466967672096,0.8818883463369656,-0.00048335566622759174,0.00018463917652122852,-0.0006679948427488203,-8.59792135305959e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,shape,STEP12_D17,0.5416414193416108,0.5417912578021309,0.5484468506452289,0.5485645878391959,0.006923168497585119,0.00013378782724354776,0.0067893806703415716,-3.2101266553064e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,shape,STEP12_D63,0.4168587470309435,0.41680211590571525,0.41550500511628286,0.41544636306411836,-0.001412383966825137,-5.763658869636923e-05,-0.0013547473781287678,-2.0109269362467153e-06,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,shape,STEP6_D17,0.3983451829792126,0.39834092412065164,0.40082613599782824,0.40073665696101374,0.0023914739818011177,-4.6868947687739304e-05,0.002438342929488857,-8.522017825352002e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,shape,STEP6_D63,0.3488012095671705,0.34885341067336856,0.34854358383299067,0.34871291828501216,-8.829128215831483e-05,0.0001107677791097883,-0.00019905906126810313,0.00011713334582341695,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,shape,STEP8_D31,0.3635699481355571,0.3635418385449289,0.364196319603858,0.3641829104147883,0.0006129622792311884,-2.0759389848967746e-05,0.0006337216690801561,1.4700401558487286e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,shape,STEP8_D33,0.37077261643695425,0.3707439952250239,0.3720095932353562,0.37198814506369765,0.0012155286267434007,-2.503469179446216e-05,0.0012405633185378628,7.173040271812869e-06,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,standard,FAULT,0.25840639170432245,0.25827880854229596,0.2581013295289155,0.25800302583034496,-0.00040336587397749035,-0.00011294343029852327,-0.0002904224436789671,2.9279463455933463e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,standard,REFERENCE,0.24229306950040386,0.24222539986977648,0.2421038615216707,0.24204796258413439,-0.0002451069162694719,-6.178428408185055e-05,-0.00018332263218762135,1.1770693091051054e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,standard,SHIFT4,0.31991627180851145,0.3192485074510148,0.32079638895025686,0.3197784537352468,-0.00013781807326462836,-0.0008428497862533468,0.0007050317129887185,-0.0003501708575133766,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,standard,SHIFT8,0.3586602241855592,0.35859668421733415,0.35935381257039867,0.35930840200138164,0.0006481778158224372,-5.447526862104035e-05,0.0007026530844434775,1.812939920803336e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
electricity_transfer,standard,SHIFT_POINT,0.33508850268266854,0.33475930803105114,0.33604619789495127,0.33539386346283656,0.00030536078016801804,-0.0004907645418660567,0.0007961253220340747,-0.00032313978049730574,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,shape,PAIRED_SHIFT8_D32,0.5420057433604855,0.5421248401587597,0.5421164603039419,0.5421335559836585,0.00012781262317307363,6.809623899545203e-05,5.9716384177621595e-05,-0.00010200111855762639,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,shape,PULSE8_D32,6.485813489135285,6.4867468600130405,6.484885974853358,6.485708208700981,-0.0001052804343046887,0.000877802362688751,-0.0009830827969934397,-0.0001111370301325465,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,shape,RAMP8_D32,0.9941819258499759,0.994164184725402,0.9924170458437434,0.9925124608123639,-0.0016694650376120057,3.883692202333311e-05,-0.0017083019596353388,0.00011315609319439979,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,shape,STEP12_D17,0.8290791738799439,0.8287216272351338,0.8282911521978676,0.8288556094166986,-0.0002235644632453404,0.00010345528701038997,-0.0003270197502557304,0.0009220038636410521,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,shape,STEP12_D63,0.6780103778200057,0.6782812145511633,0.6765970487658053,0.6766188906180104,-0.001391487201995334,0.00014633929168134108,-0.001537826493676675,-0.00024899487895246875,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,shape,STEP6_D17,0.6258253422074771,0.6258714168295125,0.6253780291058593,0.6254881980785977,-0.0003371441288794186,7.812179738692082e-05,-0.0004152659262663394,6.40943507029812e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,shape,STEP6_D63,0.5608780466426755,0.5610472463895405,0.5602796290275702,0.5604132145460805,-0.00046483209659498037,0.00015139263268765246,-0.0006162247292826328,-3.561422835474115e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,shape,STEP8_D31,0.5370950641689594,0.5373197549337363,0.5369967575408978,0.5371693692279297,7.430505897032536e-05,0.00019865122590440043,-0.00012434616693407508,-5.207907774507081e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,shape,STEP8_D33,0.5507523346504267,0.5511359647932172,0.5513260092912795,0.5515891670989476,0.0008368324485208412,0.00032339397522929136,0.0005134384732915498,-0.00012047233512246791,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,standard,FAULT,0.42209920250690935,0.4219172379363438,0.4224282827494424,0.4221865501708899,8.73476639805526e-05,-0.00021184857455902595,0.00029919623853957855,-5.9768007986904514e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,standard,REFERENCE,0.4065125572690387,0.40637371317993254,0.40674078113313156,0.4064687072394428,-4.3850029595893236e-05,-0.00020545899139745583,0.0001616089618015626,-0.00013322980458263523,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,standard,SHIFT4,0.5464459559814894,0.54660819373694,0.5454289503373644,0.5454926642005875,-0.000953291780901866,0.00011297580933689044,-0.0010662675902387564,-9.852389222753111e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,standard,SHIFT8,0.5473460405955393,0.5473798424591158,0.547514848496844,0.5474760310858456,0.00012999049030637533,-2.5077737109135967e-06,0.00013249826401728892,-7.261927457480333e-05,fixed learned-functions decomposition; not training-causal identification or selectable new method
ettm1,standard,SHIFT_POINT,0.5851547277910685,0.5854560398552393,0.5844534534230287,0.5846253602021794,-0.000529367588889107,0.0002366094216607606,-0.0007659770105498676,-0.00012940528502014548,fixed learned-functions decomposition; not training-causal identification or selectable new method
