panel,kind,arm,seed,condition,nmae,mae,pinball,crossing,nrmse
electricity,standard,C3_W_RECENCY_G,81551,SHIFT_POINT,0.1949516921542272,12.811438778964394,0.15945304884791475,0.000545501708984375,0.3269970761662947
electricity,standard,C3_W_RECENCY_G,81552,BURST16,0.1759362669654992,11.74736270363428,0.14609915677913007,0.00070953369140625,0.32271638016610404
electricity,standard,C3_W_RECENCY_G,81552,BURST4,0.16889208249651005,11.076985209161649,0.14010996855638916,0.000812530517578125,0.3141395037612572
electricity,standard,C3_W_RECENCY_G,81552,BURST8,0.17817726170455547,12.142186538014357,0.14823834646858597,0.0007724761962890625,0.34551747827817925
electricity,standard,C3_W_RECENCY_G,81552,POINT16,0.16885210811815393,11.051243309178972,0.14009412446500988,0.0005512237548828125,0.3140141599029612
electricity,standard,C3_W_RECENCY_G,81552,POINT4,0.16693174776079073,10.892449354643759,0.13884286816886615,0.0008411407470703125,0.31285767866929215
electricity,standard,C3_W_RECENCY_G,81552,POINT8,0.16824977296462892,10.980467759298335,0.1397105391572728,0.0007114410400390625,0.3148327895056432
electricity,standard,C3_W_RECENCY_G,81552,REFERENCE,0.16621379372600173,10.82865723404393,0.1383975210616046,0.001453399658203125,0.3122531694188351
electricity,standard,C3_W_RECENCY_G,81552,SHIFT4,0.18876506695269038,12.437327932728868,0.15478710796954256,0.0011157989501953125,0.3245104431907111
electricity,standard,C3_W_RECENCY_G,81552,SHIFT8,0.20215917084550888,13.058175270106078,0.1664660217672377,0.0022449493408203125,0.337002522692069
electricity,standard,C3_W_RECENCY_G,81552,SHIFT_POINT,0.19211337786397226,12.640684841563658,0.15760705575761413,0.00083160400390625,0.3269677599452701
electricity,standard,C3_W_RECENCY_G,81553,BURST16,0.1818256955107584,12.162066707125632,0.15101007025140015,0.0019893646240234375,0.32893606113951496
electricity,standard,C3_W_RECENCY_G,81553,BURST4,0.17120356620214816,11.223383058357285,0.1421357021666753,0.000850677490234375,0.31487913242056065
electricity,standard,C3_W_RECENCY_G,81553,BURST8,0.1820481883103688,12.306602089851367,0.1513609797187346,0.0010890960693359375,0.34580204188014224
electricity,standard,C3_W_RECENCY_G,81553,POINT16,0.17208806233584195,11.23621967813233,0.1427875615648093,0.0005817413330078125,0.3155863297847129
electricity,standard,C3_W_RECENCY_G,81553,POINT4,0.16990189603816896,11.06268490999355,0.1414911676880973,0.0007495880126953125,0.3153327799031286
electricity,standard,C3_W_RECENCY_G,81553,POINT8,0.17112624659103476,11.13993784305785,0.14216437306588195,0.000591278076171875,0.3170688553556553
electricity,standard,C3_W_RECENCY_G,81553,REFERENCE,0.1688799098502244,10.977032991766464,0.14070723908900942,0.001148223876953125,0.3139876791960487
electricity,standard,C3_W_RECENCY_G,81553,SHIFT4,0.19027889233094447,12.474108853597954,0.15545060766877913,0.0003814697265625,0.3234448261511118
electricity,standard,C3_W_RECENCY_G,81553,SHIFT8,0.19942572468357073,12.988241765325215,0.16324435841348517,0.00057220458984375,0.33365777537158825
electricity,standard,C3_W_RECENCY_G,81553,SHIFT_POINT,0.1941946878014475,12.643687069316703,0.15830054383646167,0.000202178955078125,0.32521410576988674
electricity,standard,M_MEAN,81551,BURST16,0.17746400335444856,11.862951570128644,0.14773001041753236,0.0017528533935546875,0.3248728484553881
electricity,standard,M_MEAN,81551,BURST4,0.16973669092166116,11.131145260107587,0.14096763892741904,0.0007724761962890625,0.31492312214299556
electricity,standard,M_MEAN,81551,BURST8,0.17913290409022725,12.154160026770114,0.1490289103465206,0.0008983612060546875,0.34476622906574195
electricity,standard,M_MEAN,81551,POINT16,0.1705606086733215,11.150157597206999,0.1415026043377945,0.0006923675537109375,0.3158768034375655
electricity,standard,M_MEAN,81551,POINT4,0.16801407191520729,10.961011676896305,0.139959181447252,0.000698089599609375,0.3138786213969831
electricity,standard,M_MEAN,81551,POINT8,0.16976134499610532,11.06486026168568,0.14110732795736297,0.0007190704345703125,0.31577622028788466
electricity,standard,M_MEAN,81551,REFERENCE,0.16715712432643512,10.884364715297124,0.13936608849174462,0.001018524169921875,0.3129248355640301
electricity,standard,M_MEAN,81551,SHIFT4,0.18913994839603862,12.455211010358145,0.1551102541455765,0.0013370513916015625,0.3240874191761862
electricity,standard,M_MEAN,81551,SHIFT8,0.2015601057243457,13.295676059776149,0.1660430189496504,0.002048492431640625,0.3366523783185602
electricity,standard,M_MEAN,81551,SHIFT_POINT,0.19460313770323506,12.772272681953288,0.15932180996571182,0.00057220458984375,0.32704229132228885
electricity,standard,M_MEAN,81552,BURST16,0.176194502642747,11.760300660549547,0.14639559813196765,0.0007801055908203125,0.32263070774761715
electricity,standard,M_MEAN,81552,BURST4,0.16869044424094073,11.054069414945843,0.14020356315433474,0.0006847381591796875,0.31397166565915546
electricity,standard,M_MEAN,81552,BURST8,0.17804925758148754,12.147816982960649,0.14844081914194912,0.00070953369140625,0.3463282136118983
electricity,standard,M_MEAN,81552,POINT16,0.16898418453665823,11.047574088952388,0.14042453049351833,0.000530242919921875,0.3146231800634321
electricity,standard,M_MEAN,81552,POINT4,0.16675754581491184,10.876706559407467,0.1389310854531277,0.0007152557373046875,0.3125979855640935
electricity,standard,M_MEAN,81552,POINT8,0.1680118455719299,10.961588840764307,0.13975944584092315,0.000606536865234375,0.31445316833067893
electricity,standard,M_MEAN,81552,REFERENCE,0.16600748435640553,10.811943014370627,0.138474840193303,0.001232147216796875,0.31188887419514966
electricity,standard,M_MEAN,81552,SHIFT4,0.18881426657794773,12.40479718357241,0.15490214171430552,0.0012340545654296875,0.3237889548580237
electricity,standard,M_MEAN,81552,SHIFT8,0.20599114769054466,13.303645731918706,0.16953298940411504,0.0027599334716796875,0.3406212925341603
electricity,standard,M_MEAN,81552,SHIFT_POINT,0.192363078367906,12.619707615651048,0.15781897264383613,0.000926971435546875,0.3264232665707397
electricity,standard,M_MEAN,81553,BURST16,0.1820181226243983,12.142172838281112,0.15118293522040077,0.002002716064453125,0.3289045568543171
electricity,standard,M_MEAN,81553,BURST4,0.17126392499774318,11.226664123329101,0.14222128272529047,0.0009002685546875,0.3152051091551682
electricity,standard,M_MEAN,81553,BURST8,0.18215002110571152,12.327169378051622,0.15161457687039043,0.001056671142578125,0.34687949265202267
electricity,standard,M_MEAN,81553,POINT16,0.17209615632372716,11.22857512831979,0.14291416273104324,0.00052642822265625,0.316145389919891
electricity,standard,M_MEAN,81553,POINT4,0.16971301878531714,11.056018177027,0.14142772638929807,0.00070953369140625,0.3152233473862146
electricity,standard,M_MEAN,81553,POINT8,0.17101998347411715,11.133850866819557,0.1422221003352598,0.00057220458984375,0.31716623193839266
electricity,standard,M_MEAN,81553,REFERENCE,0.16872513862999317,10.973515174977365,0.14069767933907032,0.00113677978515625,0.3139572035514641
electricity,standard,M_MEAN,81553,SHIFT4,0.190158417100446,12.464212823878354,0.15540295993883474,0.0010128021240234375,0.32335378703255446
electricity,standard,M_MEAN,81553,SHIFT8,0.19989173624759426,13.016850115783868,0.1638502408474988,0.001583099365234375,0.33360324389793256
electricity,standard,M_MEAN,81553,SHIFT_POINT,0.19421756294631667,12.635685474293624,0.15833506617603232,0.0003490447998046875,0.32526954358086846
electricity,standard,M_RECENCY,81551,BURST16,0.17749761390847196,11.858939859914244,0.147661305622512,0.00176239013671875,0.3247336801594486
electricity,standard,M_RECENCY,81551,BURST4,0.16980841306741967,11.135905384042417,0.14101648858037122,0.0009613037109375,0.31485926635624845
electricity,standard,M_RECENCY,81551,BURST8,0.17937558496200523,12.165863366171834,0.14919480354047132,0.0010013580322265625,0.3449129379758789
electricity,standard,M_RECENCY,81551,POINT16,0.17073340680022958,11.166064392367844,0.14157135127689943,0.000820159912109375,0.3157397543036605
electricity,standard,M_RECENCY,81551,POINT4,0.16823009461711796,10.972530297578487,0.14014350027262112,0.000835418701171875,0.31412033567725783
electricity,standard,M_RECENCY,81551,POINT8,0.16991161082490633,11.075592946355755,0.1412248237047861,0.00086212158203125,0.31583462829807507
electricity,standard,M_RECENCY,81551,REFERENCE,0.1673713880647981,10.898280978668481,0.1395623081057323,0.001262664794921875,0.3132201219129631
electricity,standard,M_RECENCY,81551,SHIFT4,0.18969781290986387,12.525993566118155,0.15545118705770905,0.0010395050048828125,0.3244188074218581
electricity,standard,M_RECENCY,81551,SHIFT8,0.20185108023390916,13.273761416507982,0.1658822283157513,0.001178741455078125,0.3365509217610645
electricity,standard,M_RECENCY,81551,SHIFT_POINT,0.19491786962873445,12.806375383464744,0.15945471245759085,0.000606536865234375,0.32673369948984016
electricity,standard,M_RECENCY,81552,BURST16,0.17582781727374258,11.74352142740463,0.14598765729297006,0.0006809234619140625,0.3225991212772808
electricity,standard,M_RECENCY,81552,BURST4,0.16864183100692104,11.060039293544833,0.1399218711419709,0.0008144378662109375,0.3138545951882187
electricity,standard,M_RECENCY,81552,BURST8,0.17804061278841293,12.127741335232713,0.14808679487147688,0.0007724761962890625,0.34502136701383734
electricity,standard,M_RECENCY,81552,POINT16,0.16864412662883088,11.04375360027916,0.13996695063022344,0.0005779266357421875,0.31373526310035116
electricity,standard,M_RECENCY,81552,POINT4,0.16678850803113796,10.884908789208566,0.13873326206485181,0.0008373260498046875,0.31275815688902353
electricity,standard,M_RECENCY,81552,POINT8,0.16806088016660067,10.970588626536482,0.13957133388072684,0.0007266998291015625,0.31463429188997605
electricity,standard,M_RECENCY,81552,REFERENCE,0.1660680174455506,10.81979465081531,0.13828071726906666,0.001438140869140625,0.31216684390457594
electricity,standard,M_RECENCY,81552,SHIFT4,0.18879136197299032,12.452000756507818,0.15485365189697567,0.001354217529296875,0.3245712089265256
electricity,standard,M_RECENCY,81552,SHIFT8,0.20232401734434263,13.067067193119884,0.16660810129598194,0.0029697418212890625,0.33712504787779274
electricity,standard,M_RECENCY,81552,SHIFT_POINT,0.1922024647777607,12.647466355047591,0.15769703173850244,0.00102996826171875,0.32702240517785514
electricity,standard,M_RECENCY,81553,BURST16,0.18176892780635695,12.15178473962078,0.15092625944076557,0.001613616943359375,0.32873738827699783
electricity,standard,M_RECENCY,81553,BURST4,0.17110691796603605,11.212974120353465,0.14205679555623768,0.00075531005859375,0.31469632933463276
electricity,standard,M_RECENCY,81553,BURST8,0.18189895810674345,12.29365033562135,0.151222521857047,0.0009212493896484375,0.3454854062208617
electricity,standard,M_RECENCY,81553,POINT16,0.1718960612214731,11.222696417116822,0.14264212600048792,0.000507354736328125,0.3152576791289785
electricity,standard,M_RECENCY,81553,POINT4,0.16973323537219065,11.050709886592813,0.14133529760643435,0.0006561279296875,0.315020885862331
electricity,standard,M_RECENCY,81553,POINT8,0.17099371917662753,11.128802824721788,0.14204938958677987,0.00052642822265625,0.3168809901240832
electricity,standard,M_RECENCY,81553,REFERENCE,0.1687483082066582,10.966408529653563,0.1405811923826072,0.000995635986328125,0.3137607226937101
electricity,standard,M_RECENCY,81553,SHIFT4,0.19023565728387243,12.483027816413115,0.15546477167453207,0.000446319580078125,0.3234840441599106
electricity,standard,M_RECENCY,81553,SHIFT8,0.1993514031816189,12.995150953260044,0.1631712550411804,0.0006885528564453125,0.33339770524724766
electricity,standard,M_RECENCY,81553,SHIFT_POINT,0.19417453738476803,12.652756721271738,0.1583118356177717,0.00022125244140625,0.32501438676147093
electricity,standard,M_ROTATE16,81551,BURST16,0.17740226975745313,11.85349043172755,0.14769811657771348,0.0019397735595703125,0.32480613793181634
electricity,standard,M_ROTATE16,81551,BURST4,0.16964761391653055,11.126985109280213,0.14086751982088228,0.0008144378662109375,0.31473223593758226
electricity,standard,M_ROTATE16,81551,BURST8,0.1789853867559884,12.146395628158643,0.14890702702814523,0.0009593963623046875,0.344544976070403
electricity,standard,M_ROTATE16,81551,POINT16,0.17045783360010153,11.14292324543203,0.1414145962306514,0.000743865966796875,0.3157382323865972
electricity,standard,M_ROTATE16,81551,POINT4,0.16792403112069867,10.95647354223911,0.13987297578205166,0.0007419586181640625,0.31367609438865063
electricity,standard,M_ROTATE16,81551,POINT8,0.16970022961656395,11.060700786561938,0.14103974797996144,0.0007457733154296875,0.31563211629082183
electricity,standard,M_ROTATE16,81551,REFERENCE,0.1670637547972911,10.879678588156821,0.1392714569531484,0.001064300537109375,0.31272159410981015
electricity,standard,M_ROTATE16,81551,SHIFT4,0.18918160076867604,12.460036350580172,0.15512758357828868,0.0016078948974609375,0.3241370122209527
electricity,standard,M_ROTATE16,81551,SHIFT8,0.20194147584838715,13.314910582571041,0.16634619374588389,0.0027370452880859375,0.33701961482504944
electricity,standard,M_ROTATE16,81551,SHIFT_POINT,0.1947422669051656,12.78097342304696,0.1593875901605936,0.00069427490234375,0.3272510425010879
electricity,standard,M_ROTATE16,81552,BURST16,0.17619790982599118,11.766895138884138,0.14639067881694479,0.00078582763671875,0.32248815529925334
electricity,standard,M_ROTATE16,81552,BURST4,0.168573317399254,11.052432506876357,0.14011806906427254,0.000667572021484375,0.3136343481609048
electricity,standard,M_ROTATE16,81552,BURST8,0.17798634669610963,12.151662593507353,0.14840670669112258,0.0006866455078125,0.34616579282063326
electricity,standard,M_ROTATE16,81552,POINT16,0.16894255305632783,11.047140294227574,0.14041267082137168,0.0005283355712890625,0.31451690071248034
electricity,standard,M_ROTATE16,81552,POINT4,0.1666346871443057,10.874458130572748,0.13881046753677928,0.0006866455078125,0.3122775046948102
electricity,standard,M_ROTATE16,81552,POINT8,0.16787986624459045,10.958394672772556,0.1396317304073994,0.0006046295166015625,0.3140455168541876
electricity,standard,M_ROTATE16,81552,REFERENCE,0.16587036500187094,10.808171289259917,0.13833563250511027,0.001209259033203125,0.31155785526425095
electricity,standard,M_ROTATE16,81552,SHIFT4,0.18877169560576718,12.399931938028937,0.15491175261590495,0.0012454986572265625,0.3237403637006178
electricity,standard,M_ROTATE16,81552,SHIFT8,0.20719792790460234,13.374596715604891,0.1704883263205474,0.0027790069580078125,0.3418751123035418
electricity,standard,M_ROTATE16,81552,SHIFT_POINT,0.192439335472889,12.622484570765655,0.15790691877384205,0.0009670257568359375,0.3265692938207911
electricity,standard,M_ROTATE16,81553,BURST16,0.1821724667483415,12.14384554480057,0.15132362348916814,0.0019168853759765625,0.32903942110476136
electricity,standard,M_ROTATE16,81553,BURST4,0.1712861187728626,11.227085876089404,0.1422223866368819,0.000888824462890625,0.31517810954246755
electricity,standard,M_ROTATE16,81553,BURST8,0.18216113219604,12.326968376317382,0.15162424376069397,0.0010318756103515625,0.34687396956432637
electricity,standard,M_ROTATE16,81553,POINT16,0.1721499949037124,11.229350618552417,0.14295810408371368,0.00051116943359375,0.31628785984052676
electricity,standard,M_ROTATE16,81553,POINT4,0.1696798312626319,11.054679910761479,0.14138887700542394,0.0006999969482421875,0.3150664926054047
electricity,standard,M_ROTATE16,81553,POINT8,0.1710040892812567,11.132760297317873,0.1422099110699119,0.0005550384521484375,0.3170644429743568
electricity,standard,M_ROTATE16,81553,REFERENCE,0.16870113093855335,10.972448268119479,0.14066849690410707,0.0010986328125,0.3138045611346091
electricity,standard,M_ROTATE16,81553,SHIFT4,0.19007849851648473,12.461007609383358,0.15534986853087462,0.00093841552734375,0.3232161251960687
electricity,standard,M_ROTATE16,81553,SHIFT8,0.199959509668341,13.015061374455717,0.16393460081278363,0.00151824951171875,0.3336015443823304
electricity,standard,M_ROTATE16,81553,SHIFT_POINT,0.19417739097421838,12.633789341997641,0.15831301365015707,0.0003147125244140625,0.3250430707042729
electricity,standard,RECENCY_W_C3_G,81551,BURST16,0.1775307088862865,11.859407990908949,0.147739260591642,0.00188446044921875,0.32465865852177994
electricity,standard,RECENCY_W_C3_G,81551,BURST4,0.16983369184284355,11.135173115668294,0.1410900343342728,0.0010089874267578125,0.31491866804908003
electricity,standard,RECENCY_W_C3_G,81551,BURST8,0.1793247829010242,12.164717335752357,0.1491649954998267,0.0011005401611328125,0.34473196616609003
electricity,standard,RECENCY_W_C3_G,81551,POINT16,0.17081085700167342,11.1680209750848,0.14167779530406288,0.000850677490234375,0.3158778882543772
electricity,standard,RECENCY_W_C3_G,81551,POINT4,0.16823393118032443,10.97262800502358,0.14018441545019875,0.0008831024169921875,0.3141714980979635
electricity,standard,RECENCY_W_C3_G,81551,POINT8,0.16995512803113605,11.076385405642213,0.1412815834020431,0.0008831024169921875,0.31595864521257416
electricity,standard,RECENCY_W_C3_G,81551,REFERENCE,0.1673746247734145,10.898263374023372,0.1395873479204415,0.001308441162109375,0.31324385236601265
electricity,standard,RECENCY_W_C3_G,81551,SHIFT4,0.18957792486864383,12.524084860396817,0.155384009112474,0.0010395050048828125,0.32439007296882844
electricity,standard,RECENCY_W_C3_G,81551,SHIFT8,0.20162060366846174,13.268656816586045,0.16572465729235666,0.001178741455078125,0.336235993389858
electricity,standard,RECENCY_W_C3_G,81551,SHIFT_POINT,0.19470127849118232,12.803333570680413,0.15935635930839367,0.0006084442138671875,0.3267624322571525
electricity,standard,RECENCY_W_C3_G,81552,BURST16,0.1758646532174578,11.74299936807438,0.14610383938869154,0.000728607177734375,0.32262020784520756
electricity,standard,RECENCY_W_C3_G,81552,BURST4,0.16868812928765262,11.060730979821528,0.14006890099640903,0.0008411407470703125,0.314018763187901
electricity,standard,RECENCY_W_C3_G,81552,BURST8,0.1779169139504995,12.123497312088148,0.14813618080913124,0.000835418701171875,0.344867004583891
electricity,standard,RECENCY_W_C3_G,81552,POINT16,0.16872288753808917,11.04586651034333,0.14012356162672174,0.0006465911865234375,0.31406492324638896
electricity,standard,RECENCY_W_C3_G,81552,POINT4,0.16677374668045378,10.885126013061381,0.1388195533159432,0.0008907318115234375,0.3127653502699248
electricity,standard,RECENCY_W_C3_G,81552,POINT8,0.16804694262458847,10.970186858146917,0.13964327577031355,0.0007877349853515625,0.3146374942185184
electricity,standard,RECENCY_W_C3_G,81552,REFERENCE,0.1660468053685054,10.81953227269696,0.13837375649020373,0.001491546630859375,0.3121545972751779
electricity,standard,RECENCY_W_C3_G,81552,SHIFT4,0.18899277281838953,12.472571693363474,0.15506447898267633,0.001354217529296875,0.32462874003230774
electricity,standard,RECENCY_W_C3_G,81552,SHIFT8,0.20233746651876675,13.067897529721142,0.16659052184913503,0.002956390380859375,0.33703146618542484
electricity,standard,RECENCY_W_C3_G,81552,SHIFT_POINT,0.19245889637657454,12.679303406285237,0.15792973364601876,0.00102996826171875,0.3273813705627925
electricity,standard,RECENCY_W_C3_G,81553,BURST16,0.18195512304384112,12.156937988776917,0.1510914357823257,0.001743316650390625,0.32887816699908134
electricity,standard,RECENCY_W_C3_G,81553,BURST4,0.17116536834162602,11.214291911368491,0.14212638158351304,0.0007686614990234375,0.3148653224489373
electricity,standard,RECENCY_W_C3_G,81553,BURST8,0.18198760916268114,12.297414935885172,0.15132877289860056,0.000972747802734375,0.3455374003170523
electricity,standard,RECENCY_W_C3_G,81553,POINT16,0.1720399378335994,11.226258364633395,0.14280176929042743,0.0005397796630859375,0.31560384969575744
electricity,standard,RECENCY_W_C3_G,81553,POINT4,0.1696875918930325,11.049328090128256,0.1413163597145017,0.000652313232421875,0.31490782715153876
electricity,standard,RECENCY_W_C3_G,81553,POINT8,0.17096824767060367,11.128068151600019,0.14204529280205042,0.0005340576171875,0.3168434330607104
electricity,standard,RECENCY_W_C3_G,81553,REFERENCE,0.1687074153089216,10.965208310226444,0.14057407564791263,0.00102996826171875,0.31366307327232706
electricity,standard,RECENCY_W_C3_G,81553,SHIFT4,0.19029003394855498,12.498962939082475,0.15553345206861605,0.000446319580078125,0.32377490055282576
electricity,standard,RECENCY_W_C3_G,81553,SHIFT8,0.19921649867869792,12.992113945657785,0.16306280911242488,0.0006885528564453125,0.3331517959937441
electricity,standard,RECENCY_W_C3_G,81553,SHIFT_POINT,0.1941101041989367,12.65938755730912,0.15827538020185303,0.000225067138671875,0.3251935056966416
electricity_transfer,shape,C0,81551,PAIRED_SHIFT8_D32,0.3891380736575109,3319.0720163918218,0.3142409175150664,0.0037326812744140625,0.5390457594450448
electricity_transfer,shape,C0,81551,PULSE8_D32,7.026497943596206,86673.35693900788,6.8465126202181406,0.0037326812744140625,7.252750643874984
electricity_transfer,shape,C0,81551,RAMP8_D32,0.9525609827854461,8456.199308331012,0.7478025815089682,0.0010843276977539062,1.1374221683379304
electricity_transfer,shape,C0,81551,STEP12_D17,0.5822282099360754,6055.0580995757755,0.47619713922729234,0.0058193206787109375,0.762254587080406
electricity_transfer,shape,C0,81551,STEP12_D63,0.41133803225040233,3255.5238723931375,0.32692980456809545,0.0009508132934570312,0.5810556140674578
electricity_transfer,shape,C0,81551,STEP6_D17,0.41180511591633645,3516.1621645338246,0.3304430505701592,0.000667572021484375,0.5642819778148416
electricity_transfer,shape,C0,81551,STEP6_D63,0.360955539342189,2680.5233021128024,0.28582495035754085,0.0003719329833984375,0.520539806822442
electricity_transfer,shape,C0,81551,STEP8_D31,0.38073289217246437,3114.8408660588566,0.3125208391273028,0.0042705535888671875,0.5277074953967682
electricity_transfer,shape,C0,81551,STEP8_D33,0.3988651771175441,3494.7248008875285,0.3205480593885834,0.0036268234252929688,0.5483801594725903
electricity_transfer,shape,C0,81552,PAIRED_SHIFT8_D32,0.4169135753781621,3976.2905505587028,0.3333972462649531,0.0020799636840820312,0.5660937090279302
electricity_transfer,shape,C0,81552,PULSE8_D32,6.886718787792802,84762.30339244392,6.685001184291079,0.0020799636840820312,7.107937917887269
electricity_transfer,shape,C0,81552,RAMP8_D32,0.8839357963111114,8568.322836015144,0.6848963767618916,0.0001392364501953125,1.0907855525800916
electricity_transfer,shape,C0,81552,STEP12_D17,0.7216019544636573,8291.459089161961,0.5785591592004506,0.0044422149658203125,0.8991787287340243
electricity_transfer,shape,C0,81552,STEP12_D63,0.3714624323176014,2696.5763030540274,0.2987440599539488,0.0020608901977539062,0.5300655138695667
electricity_transfer,shape,C0,81552,STEP6_D17,0.45143130886359434,4419.220444972124,0.35840757784526556,0.0005884170532226562,0.6092058475414248
electricity_transfer,shape,C0,81552,STEP6_D63,0.3236020559900276,2119.1768356438924,0.25775421228850576,0.00038433074951171875,0.47756624923729674
electricity_transfer,shape,C0,81552,STEP8_D31,0.4196664424254276,4057.7462701844124,0.3372764515218452,0.002605438232421875,0.5666447463638501
electricity_transfer,shape,C0,81552,STEP8_D33,0.4442196073566347,4558.9025620582215,0.35504626618041074,0.0020160675048828125,0.5901139246942613
electricity_transfer,shape,C0,81553,PAIRED_SHIFT8_D32,0.36351193470440885,2607.4799785935875,0.2885028865499085,0.001956939697265625,0.5192085989992254
electricity_transfer,shape,C0,81553,PULSE8_D32,7.172985545255375,88866.51231598298,6.999483973574655,0.001956939697265625,7.404099098136831
electricity_transfer,shape,C0,81553,RAMP8_D32,0.8137127449430234,6451.5112568789755,0.6307899662074413,9.918212890625e-05,1.02620355305363
electricity_transfer,shape,C0,81553,STEP12_D17,0.5111254751297788,4470.499043084927,0.4170898446688494,0.0019540786743164062,0.6784745015117755
electricity_transfer,shape,C0,81553,STEP12_D63,0.46398305520095334,4069.885400842919,0.36901487968900765,0.0005340576171875,0.6247989479454908
electricity_transfer,shape,C0,81553,STEP6_D17,0.406676493660418,3128.3311848319418,0.3258643189124173,0.000431060791015625,0.5607178267625255
electricity_transfer,shape,C0,81553,STEP6_D63,0.37088174625761733,2874.3727386941005,0.29366339375086065,0.00032901763916015625,0.5260421448330589
electricity_transfer,shape,C0,81553,STEP8_D31,0.3629956361002374,2473.7483798944872,0.28737453492547244,0.0022211074829101562,0.5165870769456135
electricity_transfer,shape,C0,81553,STEP8_D33,0.3622689787033855,2612.1831590049082,0.2873927089969054,0.0015802383422851562,0.5159425420059321
electricity_transfer,shape,C2,81551,PAIRED_SHIFT8_D32,0.36591189333084595,2888.162519512845,0.2969624437674247,0.003978729248046875,0.5148106294510639
electricity_transfer,shape,C2,81551,PULSE8_D32,7.0293865673894285,86858.56705197389,6.84731529778351,0.003978729248046875,7.2556260578673415
electricity_transfer,shape,C2,81551,RAMP8_D32,1.0098777490974422,9187.895790561453,0.7945786318954773,0.0007638931274414062,1.2037491518157515
electricity_transfer,shape,C2,81551,STEP12_D17,0.5802088850584409,5881.115860948187,0.46257380177992413,0.005428314208984375,0.7595809702127803
electricity_transfer,shape,C2,81551,STEP12_D63,0.4212495053284526,3518.167161019798,0.333286083506108,0.00240325927734375,0.582522521229806
electricity_transfer,shape,C2,81551,STEP6_D17,0.41543922795230587,3571.982969877946,0.3302757992256358,0.0006809234619140625,0.5698935751758536
electricity_transfer,shape,C2,81551,STEP6_D63,0.35119737603021345,2614.6855692178983,0.2773025333386546,0.0005178451538085938,0.5054925837739267
electricity_transfer,shape,C2,81551,STEP8_D31,0.36638540757619736,2843.3338691974855,0.30302053124888323,0.004860877990722656,0.5136825210320954
electricity_transfer,shape,C2,81551,STEP8_D33,0.3792910972444843,3161.9032712066637,0.3061763970447353,0.0037546157836914062,0.5281649536535469
electricity_transfer,shape,C2,81552,PAIRED_SHIFT8_D32,0.38984106580061734,3389.40354501321,0.3123322425059531,0.005377769470214844,0.5380073451199013
electricity_transfer,shape,C2,81552,PULSE8_D32,6.931444756590375,85542.18349816222,6.744685785056711,0.005377769470214844,7.1538400234496295
electricity_transfer,shape,C2,81552,RAMP8_D32,0.8352613781203919,7703.452275993646,0.6482185324766415,0.00030231475830078125,1.0339048737542014
electricity_transfer,shape,C2,81552,STEP12_D17,0.6139749888940228,6471.782635417738,0.5000933053204709,0.0077724456787109375,0.7868321940606436
electricity_transfer,shape,C2,81552,STEP12_D63,0.36628628273079583,2685.412141741475,0.292752511543116,0.005138397216796875,0.5214336998726432
electricity_transfer,shape,C2,81552,STEP6_D17,0.41432454643684186,3661.5110645552463,0.331451824307303,0.001239776611328125,0.5699377858529031
electricity_transfer,shape,C2,81552,STEP6_D63,0.3252060736275301,2159.90760154527,0.25865186883658736,0.0010242462158203125,0.47856077988349865
electricity_transfer,shape,C2,81552,STEP8_D31,0.39002049166300967,3411.428275101949,0.3147232666809057,0.0066280364990234375,0.5372124803844347
electricity_transfer,shape,C2,81552,STEP8_D33,0.41293314004469533,3873.496041293732,0.3314311963386296,0.0053863525390625,0.5593435633629021
electricity_transfer,shape,C2,81553,PAIRED_SHIFT8_D32,0.3465221186240792,2352.5821927595557,0.2770825811388736,0.0033254623413085938,0.4971439001539075
electricity_transfer,shape,C2,81553,PULSE8_D32,7.097943071248717,87988.73484030983,6.931134330852234,0.0033254623413085938,7.32711443404277
electricity_transfer,shape,C2,81553,RAMP8_D32,0.8974140722914908,8083.971118926531,0.6983452786896344,0.000118255615234375,1.106516745865698
electricity_transfer,shape,C2,81553,STEP12_D17,0.49576530371084954,4370.0515062161585,0.39808335809284323,0.0045795440673828125,0.665236337174147
electricity_transfer,shape,C2,81553,STEP12_D63,0.44672875041515353,3924.6704517666835,0.3548752927479067,0.0013513565063476562,0.601433851104423
electricity_transfer,shape,C2,81553,STEP6_D17,0.3871127932811267,2889.137996760569,0.3095625929178637,0.000896453857421875,0.5411868436450624
electricity_transfer,shape,C2,81553,STEP6_D63,0.35499684914156004,2652.4265372606815,0.28154645099064873,0.0006685256958007812,0.5064153251687807
electricity_transfer,shape,C2,81553,STEP8_D31,0.35038205395291394,2332.98457708235,0.27996754987464895,0.003928184509277344,0.5000990716110043
electricity_transfer,shape,C2,81553,STEP8_D33,0.35476281627895884,2554.7760667244916,0.28394932923072413,0.002750396728515625,0.5045144303494475
electricity_transfer,shape,C3,81551,PAIRED_SHIFT8_D32,0.3627202455636387,2812.462340596813,0.29427415496027365,0.005215644836425781,0.5109441767585583
electricity_transfer,shape,C3,81551,PULSE8_D32,7.059991738053184,87243.42502076653,6.884229698950083,0.005215644836425781,7.286417391961494
electricity_transfer,shape,C3,81551,RAMP8_D32,0.9696415516665261,8566.829885431329,0.7643195825493189,0.000782012939453125,1.1617153413418833
