source,role,days,count,full_days,phase_histogram,date_deciles,week_blocks,first_origin,last_origin,first_timestamp,last_timestamp,unique_target_timestamps,total_target_timestamps,max_overlap,missing_input_values,missing_target_values
neso_2025,E_DISCOVERY,128,128,181,"[6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5]","[13, 12, 13, 13, 13, 12, 13, 13, 13, 13]",27,4345,8671,2025-07-01 01:00:00+00:00,2025-12-28 07:00:00+00:00,4386,8192,3,0,0
