panel,kind,condition,new,baseline,new_nmae,baseline_nmae,absolute_error_difference,gain_pct,ci_type,ci_low_pct,ci_high_pct,bonferroni3_low_pct,bonferroni3_high_pct,seed_count,origin_count,channel_count,bootstrap_seed,draws,common_draw_sha256,conditional_on_fixed_seeds,exploratory_shapes_and_interventions
electricity,shape,PAIRED_SHIFT8_D32,C2,C0,0.20664486210034688,0.2113712441049303,-0.004726382004583418,2.2360572388158473,time,1.5118874477915345,3.0118703369259174,,,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PAIRED_SHIFT8_D32,C3,C0,0.20493419528273626,0.2113712441049303,-0.006437048822194036,3.0453758501787997,time,2.369664693788,3.8176508881359617,,,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PAIRED_SHIFT8_D32,C3,C2,0.20493419528273626,0.20664486210034688,-0.0017106668176106177,0.8278293494565214,time,0.4264320985345482,1.3047515576277395,,,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PAIRED_SHIFT8_D32,C3,M_MEAN,0.20493419528273626,0.2062600825802114,-0.0013258872974751257,0.6428230227046083,time,0.27574719600114095,1.067646266210296,0.17014406053233955,1.1713874614678277,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PAIRED_SHIFT8_D32,C3,M_ROTATE16,0.20493419528273626,0.20666230148612236,-0.0017281062033860928,0.8361980830365101,time,0.4477018282242731,1.2966823935884295,0.33803333374750705,1.3914794470742773,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PAIRED_SHIFT8_D32,C3,M_RECENCY,0.20493419528273626,0.20511402841804627,-0.00017983313531000356,0.08767471279120809,time,-0.014329150032517113,0.20017764685587902,-0.03470694060289788,0.22779350129947204,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PAIRED_SHIFT8_D32,C3_W_RECENCY_G,C3,0.20508726854912637,0.20493419528273626,0.000153073266390108,-0.07469386267084932,time,-0.17365451274082622,0.0062650061131558285,,,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PAIRED_SHIFT8_D32,RECENCY_W_C3_G,M_RECENCY,0.20503848047565199,0.20511402841804627,-7.554794239428286e-05,0.03683216744215789,time,-0.04893686401445996,0.12839094336035045,-0.06684124188782152,0.14963924687008182,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PAIRED_SHIFT8_D32,C3,RECENCY_W_C3_G,0.20493419528273626,0.20503848047565199,-0.00010428519291572069,0.0508612786603746,time,-0.009915189239350086,0.12046827433693941,,,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PAIRED_SHIFT8_D32,C3_W_RECENCY_G,M_RECENCY,0.20508726854912637,0.20511402841804627,-2.675986891989557e-05,0.013046337749922365,time,-0.05342249748107153,0.0832758288911042,-0.0695546965339916,0.09694557029731257,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PULSE8_D32,C2,C0,2.9846648413852037,2.99348744864939,-0.008822607264186377,0.2947267164312595,time,0.2463071704478645,0.3372868540662591,,,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PULSE8_D32,C3,C0,3.0033453833773063,2.99348744864939,0.009857934727916184,-0.3293127129149642,time,-0.36406510017993166,-0.2984755014278268,,,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PULSE8_D32,C3,C2,3.0033453833773063,2.9846648413852037,0.01868054199210256,-0.6258840769348462,time,-0.6521159598240167,-0.5996318553809604,,,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
electricity,shape,PULSE8_D32,C3,M_MEAN,3.0033453833773063,2.9869319520534505,0.016413431323855754,-0.5495080432807331,time,-0.5722318848986846,-0.5273206879003783,-0.5755788426841598,-0.5222884363330641,3,64,4,88700,2000,7d10f583164f9874176829f9232e2ee6059fd31b3882dc8b9f94668e053b4247,True,True
