role,arm,seed,tag,kind,query_count,compute_seconds,median_seconds,peak_allocated,peak_scope,series,updates,unique_target_lead_cells,unique_target_indices,cell_uses,state_sha
DEV,STATIC,92401,0.0,fixed,384.0,6.440623200353002,0.016621100017800927,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,STATIC,92401,128.0,fixed,384.0,6.423437400255352,0.016609750004136004,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,STATIC,92401,512.0,fixed,384.0,6.47038120002253,0.016655200015520677,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,STATIC,92402,0.0,fixed,384.0,6.4899132999707945,0.016678900006809272,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,STATIC,92402,128.0,fixed,384.0,6.411870699754218,0.016570450010476634,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,STATIC,92402,512.0,fixed,384.0,6.4794584000483155,0.016714350000256673,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_FULLGEN,92401,0.0,fixed,384.0,8.7747302998323,0.022621600001002662,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_FULLGEN,92401,128.0,fixed,384.0,8.855033799482044,0.022685449992422946,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_FULLGEN,92401,512.0,fixed,384.0,8.891047200071625,0.022681400005239993,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_FULLGEN,92402,0.0,fixed,384.0,8.828781999676721,0.022679850007989444,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_FULLGEN,92402,128.0,fixed,384.0,8.999321100156521,0.022958250003284775,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_FULLGEN,92402,512.0,fixed,384.0,8.858260099921608,0.022771949996240437,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_SET,92401,0.0,fixed,384.0,8.922672199929366,0.02284575000521727,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_SET,92401,128.0,fixed,384.0,8.85910780041013,0.022743649999029003,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_SET,92401,512.0,fixed,384.0,8.84810110006947,0.02285234998271335,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_SET,92402,0.0,fixed,384.0,8.788593500008574,0.02262175001669675,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_SET,92402,128.0,fixed,384.0,8.836260799813317,0.02290260000154376,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_SET,92402,512.0,fixed,384.0,8.8822178998671,0.022873099995194934,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
DEV,B_TIME,92401,0.0,fixed,384.0,9.136789099895395,0.02324515000509564,466889216,Process high-water since last offline fit reset; not isolated method memory,,,,,,
