arm,seed,baseline,g0_wall_seconds,generator_fit_wall_seconds,uncached_reference_prep_seconds,standalone_prep_estimate_seconds,baseline_prep_estimate_seconds,additional_prep_seconds,prepared_record_forward_median_seconds,feature_generator_query_mean_seconds,support4_cold_seconds,field_cold_seconds,baseline_field_seconds,field_saving_pct,break_even_episodes,status,timing_limitation
B_FULLGEN,92401,STATIC_LONG320,47.9234363999858,148.35334400000283,174.06554319977295,298.3451979001111,74.52453649998643,223.82066140012466,0.018135799997253343,0.022899326823335286,0.018968499993206933,0.04186782681654222,0.016981421094972877,-146.55078383832452,,NEVER_RECOVERED,Field estimate includes actual feature construction and query mean plus cold support median. Optimizer trajectories include journal IO. Read-only forward benchmark uses prepared records. Not an isolated efficiency proof.
B_FULLGEN,92402,STATIC_LONG320,28.110256699990714,44.85303870000644,121.32923410047079,194.29252950046794,84.18941530000302,110.10311420046492,0.017056499986210838,0.023009331509911135,0.017842500004917383,0.04085183151482852,0.017088224740518854,-139.0642219139501,,NEVER_RECOVERED,Field estimate includes actual feature construction and query mean plus cold support median. Optimizer trajectories include journal IO. Read-only forward benchmark uses prepared records. Not an isolated efficiency proof.
B_SET,92401,STATIC_LONG320,47.9234363999858,44.76579639999545,174.06554319977295,266.7547759997542,74.52453649998643,192.23023949976778,0.018894599983468652,0.022945757551800245,0.018968499993206933,0.041914257545007175,0.016981421094972877,-146.82420458565352,,NEVER_RECOVERED,Field estimate includes actual feature construction and query mean plus cold support median. Optimizer trajectories include journal IO. Read-only forward benchmark uses prepared records. Not an isolated efficiency proof.
B_SET,92402,STATIC_LONG320,28.110256699990714,45.08513760002097,121.32923410047079,194.52462840048247,84.18941530000302,110.33521310047945,0.017840499989688396,0.023015378644989443,0.017842500004917383,0.04085787864990682,0.017088224740518854,-139.0996096453858,,NEVER_RECOVERED,Field estimate includes actual feature construction and query mean plus cold support median. Optimizer trajectories include journal IO. Read-only forward benchmark uses prepared records. Not an isolated efficiency proof.
B_TIME,92401,STATIC_LONG320,47.9234363999858,45.483362800005125,174.06554319977295,267.4723423997639,74.52453649998643,192.94780589977745,0.01752160000614822,0.023409212499397352,0.018968499993206933,0.04237771249260429,0.016981421094972877,-149.5533928261731,,NEVER_RECOVERED,Field estimate includes actual feature construction and query mean plus cold support median. Optimizer trajectories include journal IO. Read-only forward benchmark uses prepared records. Not an isolated efficiency proof.
B_TIME,92402,STATIC_LONG320,28.110256699990714,148.6966764999961,121.32923410047079,226.19855389886652,84.18941530000302,142.0091385988635,0.016730000003008172,0.023087280208073935,0.017842500004917383,0.04092978021299132,0.017088224740518854,-139.52037636736137,,NEVER_RECOVERED,Field estimate includes actual feature construction and query mean plus cold support median. Optimizer trajectories include journal IO. Read-only forward benchmark uses prepared records. Not an isolated efficiency proof.
