arm,seed,lead,pinball,raw_pinball,nmae,raw_mae,coverage,width,crossing
STATIC,92401,1,0.12893942973667538,19.748333294965605,0.16342950077937132,25.218315998713177,0.8802083333333334,0.5944967865943909,0.0
STATIC,92401,2,0.1485511168786997,21.80455155836211,0.19121379546865644,28.18523480494817,0.8489583333333334,0.6346144080162048,0.0
STATIC,92401,3,0.16390850815702665,24.209878611564637,0.20559546976389168,30.072607437769573,0.8385416666666666,0.6556603908538818,0.0009765625
STATIC,92401,4,0.18496036139217997,29.519580065100282,0.23185740521182152,37.152984976768494,0.7916666666666666,0.6731268763542175,0.0
STATIC,92401,5,0.1991490893760618,34.05981775389777,0.25015698407329373,42.98941863576571,0.7708333333333334,0.6759774684906006,0.0
STATIC,92401,6,0.17254667375805877,26.74215592234223,0.2218699071341339,34.146457056204476,0.8098958333333334,0.6818801760673523,0.0
STATIC,92401,7,0.18597957376453952,31.067418566898066,0.22918734751243708,37.686463395754494,0.796875,0.6876352429389954,0.0
STATIC,92401,8,0.1931334847162347,29.980507920185726,0.2470462082962611,37.99890088041624,0.8098958333333334,0.7063654065132141,0.0
STATIC,92401,9,0.1789811211287009,26.178652099106046,0.22536318160238122,33.351296216249466,0.8203125,0.7007794380187988,0.0
STATIC,92401,10,0.1803534418555889,25.023639222427647,0.22865388564345981,31.73337185382843,0.8072916666666666,0.6866785883903503,0.0
STATIC,92401,11,0.18631410564680947,27.50436574264809,0.23027462307805494,33.78086744745573,0.8229166666666666,0.6758278012275696,0.0
STATIC,92401,12,0.1944219336944614,30.120378815907017,0.23970968505455534,37.021574368079506,0.8020833333333334,0.6951705813407898,0.0
STATIC,92401,13,0.20602598364587532,35.5682834190351,0.2550434581883633,44.34377865990003,0.75,0.6903117299079895,0.0
STATIC,92401,14,0.1784823031870341,26.946346138362532,0.22785072762227712,34.14956361055374,0.8151041666666666,0.6853459477424622,0.0
STATIC,92401,15,0.18903619627424592,31.288098512093228,0.23367520133380404,38.18499729037285,0.78125,0.6889558434486389,0.0
STATIC,92401,16,0.20254679547049173,31.13948591373585,0.25780130131691953,39.172122687101364,0.7760416666666666,0.7036232352256775,0.0
STATIC,92401,17,0.18117329410605185,26.110772511914927,0.22821779601362713,33.102747519811,0.8125,0.7013804912567139,0.0
STATIC,92401,18,0.18014583563257106,25.073789169832512,0.22993991471988906,31.825737009445827,0.8151041666666666,0.6939252018928528,0.0006510416666666666
STATIC,92401,19,0.18579635588253876,27.45106767791289,0.2317181132446723,33.97516256570816,0.8151041666666666,0.6947341561317444,0.0006510416666666666
STATIC,92401,20,0.20113889668441373,31.168649513412408,0.24970816140611296,38.57466091712316,0.7864583333333334,0.7116749882698059,0.0
STATIC,92401,21,0.2162270743276323,37.28475170223801,0.26717975379292364,46.31236527363459,0.7552083333333334,0.7131557464599609,0.0
STATIC,92401,22,0.18736972904451196,28.8326645233013,0.2391032138148134,36.5162308216095,0.8203125,0.7080013155937195,0.0
STATIC,92401,23,0.19735441300877274,33.54684498177634,0.24579896046155478,40.960273077090584,0.7890625,0.7035996913909912,0.0
STATIC,92401,24,0.21017990561725527,33.65465196525609,0.26537714828924447,41.98240780830383,0.7682291666666666,0.7144436836242676,0.0003255208333333333
STATIC,92401,25,0.1944333515050394,29.32448246236201,0.24208843870038543,36.93951332569122,0.8020833333333334,0.7210888862609863,0.0006510416666666666
STATIC,92401,26,0.20109085243350963,28.818923863437437,0.25423502768913103,35.946784814198814,0.7838541666666666,0.7242014408111572,0.0
STATIC,92401,27,0.2084253122872255,31.177117472666282,0.25875883050420945,38.55219260851542,0.8020833333333334,0.7253241539001465,0.0
STATIC,92401,28,0.21600176041664085,33.94072586231761,0.26824078538567275,42.045657296975456,0.7838541666666666,0.7341561317443848,0.0
STATIC,92401,29,0.22886236094970824,40.804033915864096,0.2812537229661471,49.96553407112757,0.7526041666666666,0.7254786491394043,0.0
STATIC,92401,30,0.1942331207688505,30.59628900620672,0.24688611346409872,38.540302097797394,0.7786458333333334,0.7223658561706543,0.0
STATIC,92401,31,0.2008826185012428,35.0298056240435,0.2503770426596692,43.14125562707583,0.7994791666666666,0.7285106778144836,0.0
STATIC,92401,32,0.2187143389743814,34.985825844385005,0.27634544854933285,43.60701385140419,0.7786458333333334,0.7473867535591125,0.0
STATIC,92401,33,0.20516228757620933,31.30762134900799,0.2560312473507725,39.07258667548498,0.78125,0.7409018874168396,0.0003255208333333333
STATIC,92401,34,0.20210643352276395,29.54183646506733,0.25565967243488047,37.30497913559278,0.8125,0.7366485595703125,0.0
STATIC,92401,35,0.2085114650858296,31.757593142544778,0.2573057223778999,38.89754699667295,0.8203125,0.7294418215751648,0.0
STATIC,92401,36,0.2178625952999742,34.757890863109516,0.27129928538602655,43.0732736090819,0.765625,0.7438812851905823,0.0
STATIC,92401,37,0.23059466082869315,41.23428008203154,0.2828815958231747,50.43397204081217,0.7421875,0.7419674396514893,0.0
STATIC,92401,38,0.1921893122834093,30.023427134531516,0.24825782236111885,38.18188479542732,0.796875,0.7294671535491943,0.0
STATIC,92401,39,0.20530189529325052,35.08002111514409,0.25663609219491734,42.74649633963903,0.7864583333333334,0.7273799777030945,0.0
STATIC,92401,40,0.2243386635780336,35.41644685290478,0.28303870232061173,43.712832947572075,0.75,0.7404990196228027,0.0
STATIC,92401,41,0.2125096064018344,31.845329301004057,0.2639099882291767,39.470099290212,0.7734375,0.7332945466041565,0.0
