arm,seed,series_local,series_original,issue,tag,pinball,raw_pinball,nmae,raw_mae,coverage,width,crossing,early32,late32,early16,late48
STATIC,92401,40,202,21160,0,0.24067890188360425,31.29680061340332,0.298763184611936,38.84981918334961,0.65625,0.6358731985092163,0.0,0.1854030017407787,0.2959548020264299,0.10337309072187187,0.28644750560418175
STATIC,92401,40,202,21168,0,0.2663109451678827,33.781361918979215,0.3310360608901618,41.99169874191284,0.65625,0.6501445770263672,0.0,0.19885814644552802,0.3337637438902372,0.14796710584363268,0.30575889160929925
STATIC,92401,40,202,21176,0,0.33980225390928065,44.329035059611,0.4102694434159739,53.521859645843506,0.546875,0.6836010217666626,0.0,0.24029708743371622,0.4393074203848451,0.27260246831703117,0.36220218244003055
STATIC,92401,40,202,21184,0,0.288616551960828,38.06539093653361,0.35102527641220405,46.2964243888855,0.71875,0.6379219889640808,0.0,0.2975248579565491,0.279708245965107,0.19986162080528513,0.3182015290126756
STATIC,92401,40,202,21192,0,0.2351653373291132,31.186327860090465,0.2937016876122096,38.949095249176025,0.78125,0.6924692392349243,0.0,0.1982338637638694,0.272096810894357,0.16576559670085644,0.25829858420519886
STATIC,92401,40,202,21200,0,0.2816468805685203,38.051361846923825,0.34648811566625864,46.811612606048584,0.75,0.7509728670120239,0.0,0.23157564878774156,0.331718112349299,0.2899971994372704,0.2788634409456036
STATIC,92401,40,202,21208,0,0.2552100084660346,34.7580987824334,0.3216057260466293,43.800804138183594,0.78125,0.7420393228530884,0.0,0.25539331177820174,0.25502670515386733,0.1681356680436617,0.2842347886068255
STATIC,92401,40,202,21216,0,0.21032408162672575,28.71075818803575,0.2786346795628142,38.035648822784424,0.8125,0.805273175239563,0.0,0.1911438168702654,0.22950434638318606,0.1401945132582414,0.2337006044162205
STATIC,92401,40,202,21224,0,0.2498996935933062,34.83395788404677,0.3306778429083268,46.09376621246338,0.75,0.8065038323402405,0.0,0.23712592725784987,0.2626734599287625,0.2918519498172714,0.23591560818531776
STATIC,92401,40,202,21232,0,0.20608006535457613,29.009394645690918,0.27269197504012344,38.3861927986145,0.734375,0.7640027403831482,0.0,0.2306440857422009,0.1815160449669514,0.20583517071752241,0.20616169690026073
STATIC,92401,40,202,21240,0,0.17613169036354426,24.855441072252063,0.23059364921585318,32.54103136062622,0.84375,0.8007842302322388,0.0,0.19491946216657133,0.15734391856051724,0.16506646126993402,0.17982010006141438
STATIC,92401,40,202,21248,0,0.18169899029851716,26.2353504286872,0.23328715234466466,33.684117794036865,0.84375,0.8258064985275269,0.0,0.1921946444101712,0.17120333618686312,0.20571119984524705,0.17369492044960722
STATIC,92401,40,202,21256,0,0.17133725738027122,24.767999585469564,0.2135252030500416,30.866562366485596,0.8125,0.7200874090194702,0.0,0.21669293072105178,0.12598158403949059,0.2388574979591651,0.1488305105206399
STATIC,92401,40,202,21264,0,0.15390266340820263,22.06605535083347,0.19274743547135428,27.63549041748047,0.90625,0.7559769153594971,0.0,0.16314553008693486,0.14465979672947044,0.1518247074967276,0.1545953153786943
STATIC,92401,40,202,21272,0,0.14870938662270472,21.626750575171577,0.1868169368998478,27.16871738433838,0.921875,0.806331217288971,0.0,0.1516382978317815,0.14578047541362799,0.1711629565471141,0.1412248633145683
STATIC,92401,40,202,21280,0,0.1563840309331981,22.807226170433893,0.20661645632446743,30.133180618286133,0.84375,0.7323542237281799,0.0,0.16749840378278827,0.14526965808360798,0.17112950548628802,0.15146887274883483
STATIC,92401,40,202,21288,0,0.14338319914285236,20.735305309295654,0.18780187347529093,27.158894538879395,0.84375,0.7117500305175781,0.0,0.15408448880031836,0.13268190948538636,0.11734700133890896,0.15206193174416682
STATIC,92401,40,202,21296,0,0.15574782580550733,23.077479807535806,0.20631716797318086,30.570444583892822,0.84375,0.7724566459655762,0.0,0.15662631732631874,0.15486933428469596,0.18952465197223553,0.1444888837499313
STATIC,92401,40,202,21304,0,0.134786932958114,19.98953432506985,0.17282779228901107,25.63117218017578,0.828125,0.6477856636047363,0.0,0.13598809825274724,0.13358576766348076,0.14089488130926586,0.13275095017439673
STATIC,92401,40,202,21312,0,0.14853352353436663,21.446800571017796,0.17871688324789436,25.80498504638672,0.796875,0.6422154903411865,0.0,0.15875548167220369,0.13831156539652958,0.11676142065023132,0.15912422449574506
STATIC,92401,40,202,21320,0,0.14400324853670482,21.422104252709282,0.17663655019161775,26.2766752243042,0.84375,0.6853494644165039,0.0,0.1399010275962747,0.14810546947713496,0.17187733316270115,0.13471188699470604
STATIC,92401,40,202,21328,0,0.14185478533801443,21.141674190097383,0.17363096280567253,25.877514362335205,0.828125,0.6145800352096558,0.0,0.1444903469907406,0.13921922368528822,0.18393714573032893,0.12782733187390957
STATIC,92401,40,202,21336,0,0.12673279315040928,18.682566918267142,0.1590080934028984,23.440494537353516,0.84375,0.6128813028335571,0.0,0.1292523925060723,0.12421319379474627,0.1153926912931699,0.13051282710282242
STATIC,92401,40,202,21344,0,0.13053473902941257,19.880674266815184,0.16108465187837007,24.533480644226074,0.90625,0.6937471628189087,0.0,0.14561050415844673,0.11545897390037832,0.11332005913752838,0.13627296566004057
STATIC,92401,40,202,21352,0,0.1212215486444603,18.448371028900148,0.1508981010136573,22.964763164520264,0.875,0.6009344458580017,0.0,0.13539816779326813,0.10704492949565245,0.1335537707366372,0.11711080794706798
STATIC,92401,40,202,21360,0,0.15032596929776185,22.438324451446533,0.18143922988981187,27.082428455352783,0.859375,0.614250123500824,0.0,0.12873109993968215,0.17192083865584157,0.15716425057801675,0.14804654220434357
STATIC,92401,40,202,21368,0,0.19941401392737446,30.57836700015598,0.24428969769641054,37.459654331207275,0.828125,0.6442544460296631,0.0,0.1110428025202027,0.2877852253345462,0.13005057083599214,0.2225351616245019
STATIC,92401,40,202,21376,0,0.2198554438069043,33.60263316896227,0.26878612951676195,41.08118295669556,0.796875,0.6139732599258423,0.0,0.13480063928779792,0.30491024832601066,0.11379387861996466,0.25520929886921745
STATIC,92401,40,202,21384,0,0.28053628825981236,42.16305025948418,0.32908351951148773,49.45943021774292,0.671875,0.5782703161239624,0.0,0.1001363843687659,0.4609361921508588,0.08577288137249756,0.34545742388891726
STATIC,92401,40,202,21392,0,0.37285322687368805,57.55330990685357,0.43740699436276187,67.51777505874634,0.609375,0.6430369019508362,0.0,0.1801539557986389,0.5655524979487372,0.12177321649155724,0.45654656366773166
STATIC,92401,40,202,21400,0,0.37492307596221985,57.59918649461534,0.4373520866349526,67.19011449813843,0.53125,0.5688869953155518,0.0,0.29038309889751723,0.4594630530269224,0.10906398703742153,0.46354277227048596
STATIC,92401,40,202,21408,0,0.44267951471714223,67.33186259799534,0.5148070829957282,78.30251598358154,0.4375,0.5695328712463379,0.0,0.24897192408484092,0.6363871053494435,0.22730778237268728,0.5144700921652938
STATIC,92401,40,202,21416,0,0.5633166946708839,87.78428604337904,0.6421954721901699,100.07633638381958,0.34375,0.5982387065887451,0.0,0.41047518913826436,0.7161582002035032,0.43739784191606035,0.6052896455891582
STATIC,92401,40,202,21424,0,0.40584405683903557,63.903341462877066,0.5049761160010455,79.51246452331543,0.546875,0.7868183255195618,0.0,0.32730903291878366,0.48437908075928754,0.12760842991929883,0.4985892658122812
STATIC,92401,41,138,21048,0,0.14822849426723061,30.87589980231391,0.18327404377600987,38.175865173339844,0.8125,0.5675065517425537,0.0,0.11266063931789982,0.1837963492165614,0.12431597183563059,0.15619933507776396
STATIC,92401,41,138,21056,0,0.1625958821241081,34.009973695543074,0.19966840529257363,41.76438617706299,0.8125,0.5937746167182922,0.0,0.17555300629101506,0.14963875795720116,0.1049028196487859,0.18182690294921552
STATIC,92401,41,138,21064,0,0.17244952250122259,35.85589998033311,0.21480476441265176,44.66244983673096,0.796875,0.6135777831077576,0.0,0.18385520054236643,0.1610438444600787,0.09293870827669523,0.1989531272427317
STATIC,92401,41,138,21072,0,0.18599745554795766,38.20497574276394,0.2304417112708904,47.33408832550049,0.796875,0.6305187940597534,0.0,0.19544237164759892,0.1765525394483164,0.2620442590697699,0.16064852104068694
STATIC,92401,41,138,21080,0,0.19808163596599446,40.9480160607232,0.2455574472622955,50.76235485076904,0.765625,0.6962006092071533,0.0,0.20301503778600444,0.19314823414598448,0.270701624354134,0.17387497316994796
STATIC,92401,41,138,21088,0,0.256205890258435,53.492940224541556,0.33143734337481856,69.20043087005615,0.75,0.8820558786392212,0.0,0.24574471490170116,0.2666670656151689,0.1836045636602289,0.2804063324578371
STATIC,92401,41,138,21096,0,0.2073713105288761,42.85587156083849,0.26349164322483065,54.45383930206299,0.8125,0.8796044588088989,0.0,0.19786707722804434,0.21687554382970786,0.1503228743065796,0.22638745593630827
STATIC,92401,41,138,21104,0,0.19514217999534342,40.875674947102866,0.24133952291464542,50.55245304107666,0.84375,0.8243619203567505,0.0,0.1820769177308492,0.20820744225983762,0.18590626826378986,0.1982208172391946
STATIC,92401,41,138,21112,0,0.16794684609594035,35.086731317308214,0.2060247111000028,43.041794776916504,0.84375,0.7733582854270935,0.0,0.19462830175697068,0.14126539043491002,0.22812152418896287,0.14788862006493284
STATIC,92401,41,138,21120,0,0.15356047417924162,31.5859402762519,0.19317286965267133,39.73383617401123,0.890625,0.7810966968536377,0.0,0.1734580851210627,0.1336628632374206,0.1809766148416839,0.14442176062509424
STATIC,92401,41,138,21128,0,0.12515245157773752,26.117595058017304,0.1538763906791744,32.1118860244751,0.875,0.7205604314804077,0.0,0.13631213432631648,0.11399276882915856,0.12305127590399413,0.1258528434689853
STATIC,92401,41,138,21136,0,0.12042101212191884,24.945477294921872,0.15290196398148703,31.673977851867676,0.890625,0.6418836712837219,0.0,0.11677137516569208,0.12407064907814563,0.11571494449892183,0.12198970132958453
STATIC,92401,41,138,21144,0,0.12209047534849758,24.847662989298506,0.1585121350499314,32.26014232635498,0.859375,0.5972200632095337,0.0,0.1248621675673758,0.11931878312961938,0.11707612242779307,0.12376192632206577
STATIC,92401,41,138,21152,0,0.12089747651670418,25.097709125942657,0.16241529342448754,33.716599464416504,0.890625,0.6298336982727051,0.0,0.1303540997442802,0.11144085328912819,0.1472727280422123,0.11210572600820147
STATIC,92401,41,138,21160,0,0.1060266107120086,21.998037020365395,0.13906445441423004,28.852615356445312,0.859375,0.539254903793335,0.0,0.11038408306573873,0.10166913835827845,0.11881734690346332,0.1017630319815237
STATIC,92401,41,138,21168,0,0.11021828843028639,22.57534279293484,0.133632780450795,27.371191024780273,0.8125,0.579580545425415,0.0,0.11759477987460551,0.10284179698596728,0.12427069094948368,0.10553415425722064
STATIC,92401,41,138,21176,0,0.09316623366485915,19.507440906100804,0.11392899946115764,23.854814529418945,0.9375,0.5855839252471924,0.0,0.10302288711901524,0.08330958021070309,0.09567862471305791,0.09232876998212625
STATIC,92401,41,138,21184,0,0.0885826266581144,18.512338193257648,0.10987754046568098,22.962631225585938,0.90625,0.5229660272598267,0.0,0.09631548998994466,0.08084976332628413,0.09092700308667417,0.08780116784859444
STATIC,92401,41,138,21192,0,0.0967017347726567,20.00212542215983,0.1192173503305665,24.659334182739258,0.921875,0.5567399859428406,0.0,0.09530366070361103,0.09809980884170239,0.12862441269633196,0.08606084213143161
STATIC,92401,41,138,21200,0,0.08949977500303541,18.90596260494656,0.10975990144752062,23.185718536376953,0.953125,0.5877476930618286,0.0,0.08814327552471528,0.09085627448135553,0.10007684814509327,0.08597408395568279
STATIC,92401,41,138,21208,0,0.08289504868012965,17.60767182244195,0.10298031851024192,21.87396812438965,0.9375,0.5278155207633972,0.0,0.07399355244139055,0.09179654491886871,0.05849867081250683,0.09102717463600389
STATIC,92401,41,138,21216,0,0.09209957045521339,19.513458739386664,0.11697248813798178,24.783370971679688,0.9375,0.527719259262085,0.0,0.07322659762317604,0.1109725432872507,0.07285873287880863,0.09851318298068162
STATIC,92401,41,138,21224,0,0.1236244553758161,26.525984679328072,0.14927457901823687,32.02970790863037,0.875,0.5289583206176758,0.0,0.08922798488773818,0.158020925863894,0.08638875459033374,0.13603635563764352
STATIC,92401,41,138,21232,0,0.19593890414589932,42.14096688164605,0.22949774887207147,49.35853385925293,0.8125,0.4726139008998871,0.0,0.07752837618079793,0.31434943211100075,0.07613490989453332,0.23587356889635466
STATIC,92401,41,138,21240,0,0.19299709902029055,41.83206664191352,0.2248022070731133,48.72581481933594,0.8125,0.476626992225647,0.0,0.07653457455100258,0.30945962348957845,0.07488053980059008,0.23236928542685734
STATIC,92401,41,138,21248,0,0.1961219577859995,42.879941410488556,0.22377537993492458,48.92606258392334,0.828125,0.49596190452575684,0.0,0.08741015114760554,0.30483376442439347,0.07029174668543918,0.2380653614861863
STATIC,92401,41,138,21256,0,0.19795083243243733,42.905725203620065,0.22819204145031047,49.46048927307129,0.78125,0.4286749064922333,0.0,0.14285457237784227,0.2530470924870324,0.06896928534799505,0.24094468146058476
STATIC,92401,41,138,21264,0,0.21084188612589105,45.06040308210585,0.2434780894183904,52.03530025482178,0.75,0.45167577266693115,0.0,0.32196701303464614,0.09971675921713596,0.09707208559721567,0.24876515296878285
STATIC,92401,41,138,21272,0,0.21037046724112682,45.319227070278586,0.24005956998067118,51.715025901794434,0.734375,0.45580074191093445,0.0,0.32544718565579056,0.09529374882646309,0.22476676165358594,0.20557170243697379
STATIC,92401,41,138,21280,0,0.21561465417785808,46.23855669233534,0.2457241781704504,52.69554328918457,0.71875,0.40995705127716064,0.0,0.3177863511656491,0.11344295719006703,0.5521886265777463,0.10342333004456199
STATIC,92401,41,138,21288,0,0.1314521096700217,27.718279435899518,0.157348939954139,33.17894172668457,0.90625,0.7646924257278442,0.0,0.14437306084060145,0.11853115849944197,0.19251755731972403,0.11109696045345428
STATIC,92401,41,138,21296,0,0.10258030020793882,21.456181335449216,0.11050592308516545,23.11394214630127,0.875,0.6393704414367676,0.0,0.10556969419850686,0.09959090621737077,0.0999989245331977,0.10344075876618584
STATIC,92401,41,138,21304,0,0.09853785481880759,20.634849972195095,0.1094988892256448,22.930204391479492,0.921875,0.5920507907867432,0.0,0.08774048681523086,0.1093352228223843,0.08279213852876553,0.10378642691548827
STATIC,92401,41,138,21312,0,0.09938057001284226,20.542677391899957,0.11895771871740354,24.589414596557617,0.890625,0.49783772230148315,0.0,0.10818063865239647,0.09058050137328807,0.10480995529258116,0.09757077491959597
STATIC,92401,41,138,21320,0,0.1031296677459196,21.556746631198457,0.12468309501552943,26.061965942382812,0.875,0.5310987830162048,0.0,0.13029949411231118,0.07595984137952805,0.11858002361577764,0.09797954912263358
STATIC,92401,41,138,21328,0,0.09303188006570881,19.393049473232693,0.1052097438615959,21.93159770965576,0.859375,0.46510010957717896,0.0,0.1010184287739927,0.08504533135742492,0.10635427213115453,0.08859108271056025
STATIC,92401,41,138,21336,0,0.10933043955084928,22.504908307393393,0.13117091113706814,27.000617027282715,0.828125,0.49975574016571045,0.0,0.11062753792186165,0.10803334117983693,0.15112521224857636,0.09539884865160693
STATIC,92401,41,138,21344,0,0.12801849515876892,26.365005535549585,0.15748388896584758,32.43331050872803,0.828125,0.5169171094894409,0.0,0.11766107370455961,0.13837591661297827,0.11734981903264184,0.13157472053414462
STATIC,92401,41,138,21352,0,0.11365959837883738,23.40481238894992,0.13825095629278822,28.46867084503174,0.828125,0.4875127077102661,0.0,0.0825061270201759,0.14481306973749886,0.08344406660982912,0.12373144230184015
STATIC,92401,41,138,21360,0,0.124458657929903,25.28322304619683,0.1567144511613119,31.835844039916992,0.875,0.5278630256652832,0.0,0.08868568838386495,0.16023162747594102,0.09918875322309476,0.13288195949883908
STATIC,92401,41,138,21368,0,0.14185986838314824,29.28210892147488,0.18095390040548226,37.35173225402832,0.796875,0.5134605765342712,0.0,0.10455965505529219,0.17916008171100423,0.0814960811671856,0.16198113078846907
STATIC,92401,41,138,21376,0,0.14038225693303688,29.008840137057835,0.1839698708002369,38.015862464904785,0.8125,0.459102064371109,0.0,0.1251272148371682,0.15563729902890552,0.08083029679894958,0.16023291031106598
STATIC,92401,41,138,21384,0,0.19570869918531553,40.02628673977322,0.24991103793899466,51.11173343658447,0.640625,0.4832059144973755,0.0,0.15222914029102697,0.23918825807960414,0.11903185302418161,0.2212676479056935
STATIC,92401,41,138,21392,0,0.2615339662317899,54.11279748280843,0.3238037171803242,66.99674701690674,0.53125,0.5065473318099976,0.0,0.17236679319945408,0.3507011392641258,0.19819779835706489,0.2826460221900316
STATIC,92401,41,138,21400,0,0.2409117236389664,49.96797974904378,0.30160030495858237,62.555519104003906,0.640625,0.46971485018730164,0.0,0.1569397255154301,0.32488372176250274,0.16185163783408382,0.2672650855739273
STATIC,92401,41,138,21408,0,0.286275627655313,58.318823369344074,0.3436185048974142,70.00046443939209,0.609375,0.5419386625289917,0.0,0.12884439192435784,0.4437068633862682,0.11588050028923154,0.3430740034440069
STATIC,92401,41,138,21416,0,0.36573402718255205,75.08261983659531,0.4368343677222978,89.6790189743042,0.46875,0.5783876180648804,0.0,0.25937046383525897,0.472097590529845,0.18580845167392684,0.4257092190187604
STATIC,92401,41,138,21424,0,0.36195537638205855,74.63168924119736,0.4329597346869195,89.27209949493408,0.46875,0.5391585230827332,0.0,0.30959647424143294,0.4143142785226842,0.1428225999231662,0.4349996352016894
STATIC,92401,42,48,21048,0,0.17275010160902252,6.303289239936404,0.22513331187780067,8.214642822742462,0.875,0.8786877393722534,0.0,0.16772447444428934,0.17777572877375564,0.17629568838923754,0.17156823934895082
STATIC,92401,42,48,21056,0,0.1966516274418625,7.264516137705908,0.24843498247055157,9.177447259426117,0.78125,0.8906480669975281,0.0,0.1772902365301375,0.21601301835358744,0.23320259064786814,0.1844679730398606
STATIC,92401,42,48,21064,0,0.20861685583168518,7.431802095307244,0.2726042150815257,9.71129858493805,0.703125,0.7543208599090576,0.0,0.20195563332762,0.2152780783357504,0.19891764730293088,0.21184992534126998
STATIC,92401,42,48,21072,0,0.17439930170707818,6.27361837360594,0.2273680166110818,8.179047465324402,0.90625,0.8548882007598877,0.0,0.16504208074101862,0.18375652267313775,0.13846500179904922,0.18637740167642117
STATIC,92401,42,48,21080,0,0.18757189863358464,6.825697822040982,0.2415927704735613,8.791504800319672,0.8125,0.8356022834777832,0.0,0.20074017466010463,0.17440362260706466,0.17923012251839476,0.19035249067198126
STATIC,92401,42,48,21088,0,0.18237689420828251,6.430750505129496,0.23607807777549653,8.324295818805695,0.796875,0.8104684352874756,0.0,0.21153861360532877,0.15321517481123625,0.1878032024181892,0.1805681248049803
STATIC,92401,42,48,21096,0,0.20498140332128276,7.199800819820828,0.2652983775498252,9.318384230136871,0.796875,0.8247227668762207,0.001953125,0.1854957222715444,0.22446708437102114,0.21375542684547888,0.20205672881321737
STATIC,92401,42,48,21104,0,0.20697589474975225,7.330413150787353,0.2626062612822205,9.300659835338593,0.859375,1.0012893676757812,0.0,0.17122215108178002,0.2427296384177245,0.2159905825683137,0.20397099881023176
STATIC,92401,42,48,21112,0,0.19877472821206169,7.027481449974908,0.2527097396977553,8.934299767017365,0.8125,0.8496416807174683,0.0,0.1877555668385772,0.2097938895855462,0.1849147920343997,0.20339470693794903
STATIC,92401,42,48,21120,0,0.2193359492906348,7.679752502176497,0.2887084971482208,10.108738720417023,0.859375,1.0500819683074951,0.0,0.16685992758831214,0.2718119709929575,0.12450680720117821,0.2509456633204537
STATIC,92401,42,48,21128,0,0.23793629537109817,8.444460194640689,0.31597680480165174,11.21415102481842,0.875,1.0786625146865845,0.0,0.21887841776444272,0.2569941729777536,0.22389767182252424,0.24261583655395616
STATIC,92401,42,48,21136,0,0.23578014940217307,8.28427472644382,0.2992568820231922,10.514567196369171,0.828125,1.0728740692138672,0.0,0.24316768661027677,0.22839261219406942,0.21054719868579197,0.24419113297430015
STATIC,92401,42,48,21144,0,0.22499517301503108,7.88161361614863,0.29689339844183626,10.400218904018402,0.859375,0.9929263591766357,0.0,0.1894266430476092,0.260563702982453,0.23014096098404144,0.2232799103586943
STATIC,92401,42,48,21152,0,0.2535674450792037,9.071306370364294,0.3191572691675522,11.417764484882355,0.859375,1.204624056816101,0.0,0.25501376426787115,0.25212112589053626,0.2553775691646753,0.2529640703840465
STATIC,92401,42,48,21160,0,0.24624900171619346,8.8070300883717,0.3227256989760267,11.542198836803436,0.828125,0.9941891431808472,0.0,0.24114986103543626,0.2513481423969506,0.16387202147256147,0.27370799513073746
STATIC,92401,42,48,21168,0,0.2742770942983498,9.71934536298116,0.3577006890136146,12.675562798976898,0.78125,1.0275483131408691,0.0,0.2133055990670326,0.335248589529667,0.25606022584433785,0.28034938378302043
STATIC,92401,42,48,21176,0,0.3016169857964998,10.86062666575114,0.3948499343711862,14.217759370803833,0.8125,1.043729543685913,0.0,0.24945040376897332,0.35378356782402637,0.31127072225345753,0.2983990736441806
STATIC,92401,42,48,21184,0,0.28205329990339956,10.073499115308126,0.3591127340109598,12.825667381286621,0.765625,0.9444468021392822,0.0,0.2510390786259891,0.31306752118081005,0.16511769539084384,0.3210318347409182
STATIC,92401,42,48,21192,0,0.2835460858530564,9.963802912500169,0.3604584813234885,12.666502714157104,0.75,0.8740149736404419,0.0,0.20686861221973493,0.3602235594863779,0.1891303811644794,0.3150179874159154
STATIC,92401,42,48,21200,0,0.31922140319545417,11.404384007718829,0.40988073387905644,14.643245220184326,0.6875,0.9174274206161499,0.0,0.30407839363341704,0.3343644127574913,0.3294839186089048,0.31580056472430396
STATIC,92401,42,48,21208,0,0.3038614375731903,10.805190397633446,0.3892375658663782,13.841131150722504,0.65625,0.7992191314697266,0.0,0.34544285982894835,0.2622800153174323,0.24637670235442313,0.32302301597944605
STATIC,92401,42,48,21216,0,0.2421932165530471,8.66059024201499,0.3054914234644407,10.924071609973907,0.84375,0.987736165523529,0.0,0.2315959848909147,0.2527904482151795,0.2235189536200607,0.24841797086404252
STATIC,92401,42,48,21224,0,0.2681380131580655,9.701910796430376,0.3377017904214199,12.2189040184021,0.765625,0.9250289797782898,0.0,0.28451203126802316,0.25176399504810787,0.35689783039496314,0.23855140741243294
STATIC,92401,42,48,21232,0,0.21200335425173855,7.7468128230836655,0.2692146392889757,9.837369918823242,0.875,1.0120216608047485,0.0,0.22544923385086843,0.19855747465260867,0.20044744303295764,0.21585532465799884
STATIC,92401,42,48,21240,0,0.21221838545171626,7.750577341185675,0.2745824503234398,10.02821934223175,0.75,0.8825303316116333,0.0,0.17314165196289077,0.25129511894054174,0.14904336468178883,0.23327672570835875
STATIC,92401,42,48,21248,0,0.2468717011178298,9.121984713607365,0.3219293811274534,11.895388901233673,0.75,1.0169774293899536,0.0,0.20400618416085192,0.2897372180748077,0.2422878044105595,0.2483996666869199
STATIC,92401,42,48,21256,0,0.22358906688377217,8.233125952879586,0.29443975901742736,10.842031121253967,0.828125,0.9106605052947998,0.0,0.2154700545652604,0.23170807920228392,0.21307582821125598,0.22709347977461092
STATIC,92401,42,48,21264,0,0.22014756593384763,8.083934064706167,0.28485901516885037,10.460172414779663,0.859375,1.0158368349075317,0.0,0.18516214620120078,0.25513298566649456,0.16408299161458234,0.23883575737360274
STATIC,92401,42,48,21272,0,0.23897187247394547,8.865611596902212,0.3196162735051765,11.85743623971939,0.828125,1.0958396196365356,0.0,0.23718265724229487,0.2407610877055961,0.22613785328633568,0.24324987886981542
STATIC,92401,42,48,21280,0,0.2313565620161923,8.630900526046752,0.313701953108127,11.702846586704254,0.859375,0.9964008927345276,0.0,0.2566944027636341,0.20601872126875057,0.20274593239049404,0.24089343855809173
STATIC,92401,42,48,21288,0,0.2383542530906696,8.787947734196981,0.3226913757068378,11.89739602804184,0.875,1.0029332637786865,0.0,0.22831428937615078,0.24839421680518847,0.22090446727353785,0.2441708483630469
STATIC,92401,42,48,21296,0,0.2571238555785287,9.556735433472527,0.33609067703217976,12.491760730743408,0.84375,1.170945405960083,0.0,0.23620218248109942,0.27804552867595794,0.31467655873620537,0.23793962119263642
STATIC,92401,42,48,21304,0,0.2732474540278826,10.262577807903291,0.3600663996824041,13.523307859897614,0.78125,1.0563621520996094,0.0,0.2569400353082616,0.2895548727475036,0.24945030179928485,0.2811798381040818
STATIC,92401,42,48,21312,0,0.25044544369778005,9.195387317074669,0.3299993310543517,12.116298139095306,0.8125,1.0732340812683105,0.0,0.18949430341259,0.3113965839829701,0.16463782641687996,0.2790479827914134
STATIC,92401,42,48,21320,0,0.25577439518061673,9.585135828124153,0.34615879568818153,12.972287833690643,0.8125,1.1897989511489868,0.0,0.23639406773010613,0.2751547226311272,0.24933879006310253,0.2579195968864547
STATIC,92401,42,48,21328,0,0.2531204159807339,9.38743636608124,0.3357645891652445,12.452447593212128,0.796875,1.0517888069152832,0.0,0.2624638454978204,0.24377698646364737,0.203253721112436,0.26974264760349986
