candidate,control,candidate_score,control_score,improvement_pct,ci_low,ci_high,series_ci_low,series_ci_high
B_TIME,STATIC,0.20718278431209933,0.20718278431209933,0.0,0.0,0.0,0.0,0.0
B_TIME,B_FULLGEN,0.20718278431209933,0.20718278431209933,0.0,0.0,0.0,0.0,0.0
B_TIME,B_SET,0.20718278431209933,0.20718278431209933,0.0,0.0,0.0,0.0,0.0
B_TIME,G0,0.20718278431209933,0.20718278431209933,0.0,0.0,0.0,0.0,0.0
B_TIME,STATIC_LONG320,0.20718278431209933,0.20301278596954186,-2.054057000716747,-5.01485409869732,-0.5048300609936154,-3.028161670920926,-0.9372630530849791
B_TIME,B_AFFINE,0.20718278431209933,0.2249253369020151,7.888196516360013,5.759524427335482,9.924254386048387,4.776536960446064,10.610951104935626
B_TIME,B_WAIT,0.20718278431209933,0.20824353075593385,0.5093778615757993,-0.6745642690337456,2.95790355482957,-0.5694227005750724,1.4039999816500262
B_TIME,B_MASKED,0.20718278431209933,0.20723398594615017,0.024707160756998192,-1.5593106795678457,2.279410575540473,-1.2065218476829676,1.1739897454923265
B_TIME,B_COEFF,0.20718278431209933,0.2071795248967566,-0.0015732323666473036,-0.0019380259779655518,-0.0009921235254434226,-0.0030595789474940904,-6.486226401370034e-05
B_TIME,B_COSA_CELL,0.20718278431209933,0.2066571204061773,-0.2543652523991691,-1.2431856933501078,1.2295241076335088,-1.449930790104762,0.5981615414750807
B_FULLGEN,STATIC,0.20718278431209933,0.20718278431209933,0.0,0.0,0.0,0.0,0.0
B_SET,STATIC,0.20718278431209933,0.20718278431209933,0.0,0.0,0.0,0.0,0.0
STATIC_LONG320,STATIC,0.20301278596954186,0.20718278431209933,2.0127146936474216,0.5022943274568867,4.77537595976497,0.9285599641051473,2.9391591792087612
B_AFFINE,STATIC,0.2249253369020151,0.20718278431209933,-8.563719543023641,-11.017676723833189,-6.111518850843277,-11.870526931172202,-5.016134477762057
B_WAIT,STATIC,0.20824353075593385,0.20718278431209933,-0.5119858039153602,-3.0480622997638216,0.6700443887246126,-1.4239928721004307,0.5661986369997946
B_MASKED,STATIC,0.20723398594615017,0.20718278431209933,-0.02471326670352436,-2.332579646460222,1.5353694565548521,-1.1879360004499573,1.1921384364293495
B_COEFF,STATIC,0.2071795248967566,0.20718278431209933,0.0015732076164343134,0.000992113682456719,0.0019379884192594064,6.486222189988623e-05,0.0030594853401136324
B_COSA_CELL,STATIC,0.2066571204061773,0.20718278431209933,0.25371987719314815,-1.2448295893241301,1.2279203621521773,-0.601761061869342,1.429208258970772
STATIC,G0,0.20718278431209933,0.20718278431209933,0.0,0.0,0.0,0.0,0.0
