source,seed,state,patch,adapter_rms,native_rms,discarded_feature_rms
electricity,81501,BURST8,6,0.0021894308738410473,0.21230748295783997,0.10009945929050446
electricity,81501,BURST8,7,0.002207026584073901,0.21547415852546692,0.09414221346378326
electricity,81501,BURST8,8,0.0021767173893749714,0.21071314811706543,0.08190330862998962
electricity,81501,BURST8,9,0.0022407607175409794,0.21242184937000275,0.08341311663389206
electricity,81501,BURST8,10,0.002035446697846055,0.21039345860481262,0.07499933987855911
electricity,81501,BURST8,11,0.00215949397534132,0.21070435643196106,0.07952268421649933
electricity,81501,BURST8,12,0.002228759229183197,0.2163599282503128,0.0901859700679779
electricity,81501,BURST8,13,0.0020869774743914604,0.21354329586029053,0.08440691232681274
electricity,81501,BURST8,14,0.0021321335807442665,0.20685690641403198,0.07097320258617401
electricity,81501,BURST8,15,0.0021114281844347715,0.21409153938293457,0.08622767776250839
electricity,81501,BURST8,16,0.002058318117633462,0.214524507522583,0.0887538269162178
electricity,81501,BURST8,17,0.0022201123647391796,0.21049955487251282,0.0877799242734909
electricity,81501,BURST8,18,0.00225527910515666,0.20943930745124817,0.08057133853435516
electricity,81501,BURST8,19,0.002071293303743005,0.2133326679468155,0.08440372347831726
electricity,81501,BURST8,20,0.0020075738430023193,0.2085893750190735,0.07315395772457123
electricity,81501,BURST8,21,0.0022843198385089636,0.21105220913887024,0.08199124038219452
electricity,81501,BURST8,22,0.002257064450532198,0.21311397850513458,0.09894825518131256
electricity,81501,BURST8,23,0.0023170632775872946,0.21303626894950867,0.10086305439472198
electricity,81501,BURST8,24,0.0023749438114464283,0.21196123957633972,0.10688437521457672
electricity,81501,BURST8,25,0.002305378206074238,0.21177059412002563,0.09905260056257248
electricity,81501,BURST8,26,0.002208495046943426,0.21512562036514282,0.1003318503499031
electricity,81501,BURST8,27,0.002167585538700223,0.21444454789161682,0.09393313527107239
electricity,81501,BURST8,28,0.0023231105878949165,0.21397888660430908,0.10925346612930298
electricity,81501,BURST8,29,0.002272252459079027,0.21141670644283295,0.11342436075210571
electricity,81501,BURST8,30,0.002222983632236719,0.21085897088050842,0.1125340610742569
electricity,81501,BURST8,31,0.0023225690238177776,0.2088693529367447,0.11653578281402588
electricity,81501,POINT16,0,0.0023146129678934813,0.209175705909729,0.11787604540586472
electricity,81501,POINT16,1,0.0023292868863791227,0.21075521409511566,0.11529751867055893
electricity,81501,POINT16,2,0.0023849671706557274,0.21032527089118958,0.10517466068267822
electricity,81501,POINT16,3,0.0021330188028514385,0.2087419331073761,0.09589186310768127
electricity,81501,POINT16,4,0.0021108747459948063,0.2077147662639618,0.09727023541927338
electricity,81501,POINT16,5,0.002121142577379942,0.209276020526886,0.10661652684211731
electricity,81501,POINT16,6,0.002243494614958763,0.21107357740402222,0.11316188424825668
electricity,81501,POINT16,7,0.0021120700985193253,0.20866572856903076,0.08657993376255035
electricity,81501,POINT16,8,0.002226277720183134,0.21070432662963867,0.10361909866333008
electricity,81501,POINT16,9,0.0022080885246396065,0.20914271473884583,0.09943673759698868
electricity,81501,POINT16,10,0.0020538168027997017,0.21113954484462738,0.10704167187213898
electricity,81501,POINT16,11,0.0020867553539574146,0.2098199427127838,0.08668484538793564
electricity,81501,POINT16,12,0.0021706349216401577,0.20665603876113892,0.0794416069984436
electricity,81501,POINT16,13,0.002045036992058158,0.20916470885276794,0.0968397855758667
electricity,81501,POINT16,14,0.002183501608669758,0.20692627131938934,0.08512908220291138
electricity,81501,POINT16,15,0.0020558240357786417,0.20901969075202942,0.10245215892791748
electricity,81501,POINT16,16,0.002029471332207322,0.20959162712097168,0.10543452203273773
electricity,81501,POINT16,17,0.0022146855480968952,0.20962916314601898,0.10686127841472626
electricity,81501,POINT16,18,0.0022309054620563984,0.21349205076694489,0.09651534259319305
electricity,81501,POINT16,19,0.0020767475944012403,0.2060965746641159,0.08738762885332108
electricity,81501,POINT16,20,0.0020926687866449356,0.20980733633041382,0.10816043615341187
electricity,81501,POINT16,21,0.002328840084373951,0.20884943008422852,0.09152983129024506
electricity,81501,POINT16,22,0.0021820066031068563,0.21068476140499115,0.11728131771087646
electricity,81501,POINT16,23,0.002259261906147003,0.20711445808410645,0.10647495836019516
electricity,81501,POINT16,24,0.00237395241856575,0.20951303839683533,0.11225748062133789
electricity,81501,POINT16,25,0.0023589618504047394,0.21141241490840912,0.12807798385620117
electricity,81501,POINT16,26,0.0020936711225658655,0.20877394080162048,0.1015038937330246
electricity,81501,POINT16,27,0.0021520054433494806,0.20936237275600433,0.1011941060423851
electricity,81501,POINT16,28,0.002320726402103901,0.20782490074634552,0.11539795994758606
electricity,81501,POINT16,29,0.0022560968063771725,0.20909948647022247,0.11856135725975037
electricity,81501,POINT16,30,0.0022127358242869377,0.2084432989358902,0.12389928847551346
electricity,81501,POINT16,31,0.0023412094451487064,0.2122221142053604,0.1422097533941269
electricity,81501,POINT4,0,0.00232649315148592,0.21004259586334229,0.08093251287937164
electricity,81501,POINT4,1,0.00233865506015718,0.2079310417175293,0.07577499747276306
electricity,81501,POINT4,2,0.002370966598391533,0.2092292606830597,0.06833816319704056
electricity,81501,POINT4,3,0.0021529158111661673,0.20793263614177704,0.05552434176206589
electricity,81501,POINT4,4,0.002100288635119796,0.20966999232769012,0.04759044945240021
electricity,81501,POINT4,5,0.002131308661773801,0.2063204050064087,0.05688104405999184
electricity,81501,POINT4,6,0.0022249966859817505,0.2092089056968689,0.07017605006694794
electricity,81501,POINT4,7,0.0021279891952872276,0.2083260715007782,0.05263448506593704
electricity,81501,POINT4,8,0.002203454962000251,0.20840196311473846,0.05500026047229767
electricity,81501,POINT4,9,0.0021808710880577564,0.20917770266532898,0.05431322753429413
electricity,81501,POINT4,10,0.0020283423364162445,0.20811434090137482,0.05226828530430794
electricity,81501,POINT4,11,0.002076284494251013,0.20909345149993896,0.04601855203509331
electricity,81501,POINT4,12,0.002201947383582592,0.20990340411663055,0.048032015562057495
electricity,81501,POINT4,13,0.0020218510180711746,0.20644445717334747,0.04863198474049568
electricity,81501,POINT4,14,0.0021929363720119,0.20504072308540344,0.054608073085546494
electricity,81501,POINT4,15,0.0020541218109428883,0.20857344567775726,0.05191055312752724
electricity,81501,POINT4,16,0.00199477793648839,0.20786523818969727,0.049509916454553604
electricity,81501,POINT4,17,0.0022051522973924875,0.20622539520263672,0.060086511075496674
electricity,81501,POINT4,18,0.0022438596934080124,0.21129897236824036,0.04786873608827591
electricity,81501,POINT4,19,0.0020671028178185225,0.20717065036296844,0.0512964241206646
electricity,81501,POINT4,20,0.002083366736769676,0.20634981989860535,0.05375424399971962
electricity,81501,POINT4,21,0.002319447696208954,0.2073516547679901,0.05956120789051056
electricity,81501,POINT4,22,0.002172911074012518,0.21116913855075836,0.07048381865024567
electricity,81501,POINT4,23,0.0022456597071141005,0.2076171636581421,0.06575532257556915
electricity,81501,POINT4,24,0.002379663521423936,0.2075936198234558,0.0771028995513916
electricity,81501,POINT4,25,0.002340116538107395,0.20744028687477112,0.0732976645231247
electricity,81501,POINT4,26,0.002061203122138977,0.20934605598449707,0.0545668825507164
electricity,81501,POINT4,27,0.002150345128029585,0.20909541845321655,0.05597957223653793
electricity,81501,POINT4,28,0.00232473062351346,0.20970173180103302,0.07440686225891113
electricity,81501,POINT4,29,0.0022729304619133472,0.20933347940444946,0.0761466920375824
electricity,81501,POINT4,30,0.002196433488279581,0.2071223258972168,0.08148525655269623
electricity,81501,POINT4,31,0.0023017439525574446,0.20743054151535034,0.09618645906448364
electricity,81501,POINT8,0,0.0022908304817974567,0.21282809972763062,0.10128073394298553
electricity,81501,POINT8,1,0.002322540618479252,0.20884522795677185,0.09459064155817032
electricity,81501,POINT8,2,0.0023439356591552496,0.21009458601474762,0.08697278052568436
electricity,81501,POINT8,3,0.0021170773543417454,0.20944851636886597,0.0705253928899765
electricity,81501,POINT8,4,0.002068198984488845,0.20623637735843658,0.06401088833808899
electricity,81501,POINT8,5,0.002107122913002968,0.20766109228134155,0.07985611259937286
electricity,81501,POINT8,6,0.002200800459831953,0.20938915014266968,0.09191170334815979
electricity,81501,POINT8,7,0.002111423294991255,0.21064922213554382,0.07190469652414322
electricity,81501,POINT8,8,0.0021767928265035152,0.208717480301857,0.07322818040847778
electricity,81501,POINT8,9,0.0021637501195073128,0.20825836062431335,0.07125374674797058
electricity,81501,POINT8,10,0.0019949115812778473,0.20759174227714539,0.066827192902565
electricity,81501,POINT8,11,0.0020635707769542933,0.21113765239715576,0.06841643899679184
electricity,81501,POINT8,12,0.002171992789953947,0.20778469741344452,0.0683550015091896
electricity,81501,POINT8,13,0.0019947541877627373,0.20861096680164337,0.06549136340618134
electricity,81501,POINT8,14,0.0021788072772324085,0.2088368833065033,0.07966291904449463
electricity,81501,POINT8,15,0.002012829529121518,0.2065580040216446,0.06479579955339432
electricity,81501,POINT8,16,0.0019890444818884134,0.20933319628238678,0.07133141160011292
electricity,81501,POINT8,17,0.002188414800912142,0.20834070444107056,0.07500766962766647
electricity,81501,POINT8,18,0.002220332622528076,0.21130581200122833,0.07082304358482361
electricity,81501,POINT8,19,0.002059179823845625,0.208131805062294,0.07509823143482208
electricity,81501,POINT8,20,0.0020795005839318037,0.20643261075019836,0.0772494301199913
electricity,81501,POINT8,21,0.002300456864759326,0.21087700128555298,0.07625389099121094
electricity,81501,POINT8,22,0.0021623047068715096,0.21092355251312256,0.09593188762664795
electricity,81501,POINT8,23,0.002224576659500599,0.2064540982246399,0.08327430486679077
electricity,81501,POINT8,24,0.002363049192354083,0.21004420518875122,0.09926195442676544
electricity,81501,POINT8,25,0.0023232114035636187,0.20914265513420105,0.09095538407564163
electricity,81501,POINT8,26,0.002049096627160907,0.20925652980804443,0.07127456367015839
electricity,81501,POINT8,27,0.0021260790526866913,0.20834730565547943,0.0782138779759407
electricity,81501,POINT8,28,0.002285837661474943,0.20747753977775574,0.09154300391674042
electricity,81501,POINT8,29,0.0022653797641396523,0.21134570240974426,0.0984886959195137
electricity,81501,POINT8,30,0.002179281786084175,0.20990221202373505,0.10056693851947784
electricity,81501,POINT8,31,0.0022793575190007687,0.20784103870391846,0.11088161170482635
electricity,81501,REFERENCE,0,0.00235073734074831,0.2065175324678421,0.0798385888338089
electricity,81501,REFERENCE,1,0.0023895655758678913,0.20777982473373413,0.07608231902122498
electricity,81501,REFERENCE,2,0.0024089959915727377,0.20853908360004425,0.06729347258806229
electricity,81501,REFERENCE,3,0.0021933047100901604,0.20730620622634888,0.055112190544605255
electricity,81501,REFERENCE,4,0.002124669961631298,0.20616866648197174,0.047563113272190094
electricity,81501,REFERENCE,5,0.0021854250226169825,0.20602914690971375,0.056724175810813904
electricity,81501,REFERENCE,6,0.0022641224786639214,0.20643895864486694,0.06915178149938583
electricity,81501,REFERENCE,7,0.0021659727208316326,0.20695661008358002,0.05290587991476059
electricity,81501,REFERENCE,8,0.0022312169894576073,0.20764008164405823,0.05454230308532715
electricity,81501,REFERENCE,9,0.0022350831422954798,0.2057281732559204,0.05507618933916092
electricity,81501,REFERENCE,10,0.002064701169729233,0.20677247643470764,0.05115319415926933
electricity,81501,REFERENCE,11,0.0021147828083485365,0.20666912198066711,0.04601855203509331
electricity,81501,REFERENCE,12,0.0022380873560905457,0.2066417932510376,0.04799792170524597
electricity,81501,REFERENCE,13,0.002082259627059102,0.2073836773633957,0.04890914633870125
electricity,81501,REFERENCE,14,0.002236788161098957,0.2063259780406952,0.05417707562446594
electricity,81501,REFERENCE,15,0.0020827408879995346,0.2059953212738037,0.051763929426670074
electricity,81501,REFERENCE,16,0.0020323223434388638,0.2054091989994049,0.049582406878471375
electricity,81501,REFERENCE,17,0.0022481807973235846,0.20788273215293884,0.05962379649281502
electricity,81501,REFERENCE,18,0.002282192464917898,0.20768803358078003,0.046127256006002426
electricity,81501,REFERENCE,19,0.002119702287018299,0.20665523409843445,0.052727460861206055
electricity,81501,REFERENCE,20,0.002128463238477707,0.20498375594615936,0.05421917140483856
electricity,81501,REFERENCE,21,0.00235904473811388,0.207371786236763,0.058180369436740875
electricity,81501,REFERENCE,22,0.0022092745639383793,0.20826034247875214,0.0706658586859703
electricity,81501,REFERENCE,23,0.0022967366967350245,0.20761260390281677,0.06558099389076233
electricity,81501,REFERENCE,24,0.002426847815513611,0.2085639089345932,0.07773025333881378
electricity,81501,REFERENCE,25,0.002372071612626314,0.2066214382648468,0.0725470781326294
electricity,81501,REFERENCE,26,0.0021286148112267256,0.207626074552536,0.05357670783996582
electricity,81501,REFERENCE,27,0.0021968891378492117,0.20673906803131104,0.05496475473046303
electricity,81501,REFERENCE,28,0.002370961708948016,0.20697709918022156,0.07400951534509659
electricity,81501,REFERENCE,29,0.0023004389367997646,0.20845714211463928,0.0761466920375824
electricity,81501,REFERENCE,30,0.002238848712295294,0.20658719539642334,0.08073747903108597
electricity,81501,REFERENCE,31,0.002341211773455143,0.20716048777103424,0.09614710509777069
electricity,81501,SHIFT4,0,0.002146780025213957,0.2027101218700409,0.07040470093488693
electricity,81501,SHIFT4,1,0.002149678999558091,0.20263603329658508,0.06255906820297241
electricity,81501,SHIFT4,2,0.002163267694413662,0.2028757631778717,0.0562184676527977
electricity,81501,SHIFT4,3,0.0019515941385179758,0.202056422829628,0.04649072140455246
electricity,81501,SHIFT4,4,0.0019248216412961483,0.201583594083786,0.04122614860534668
electricity,81501,SHIFT4,5,0.0019531047437340021,0.20200224220752716,0.045821525156497955
electricity,81501,SHIFT4,6,0.002048684749752283,0.20226505398750305,0.06323236227035522
electricity,81501,SHIFT4,7,0.00195824122056365,0.20229525864124298,0.047640711069107056
electricity,81501,SHIFT4,8,0.0019811997190117836,0.20172205567359924,0.04267420619726181
electricity,81501,SHIFT4,9,0.0020085731521248817,0.20165404677391052,0.050792936235666275
electricity,81501,SHIFT4,10,0.0018528824439272285,0.20222948491573334,0.043864861130714417
electricity,81501,SHIFT4,11,0.0018727032002061605,0.20220494270324707,0.03688744828104973
electricity,81501,SHIFT4,12,0.0019866032525897026,0.2015891820192337,0.04361899197101593
electricity,81501,SHIFT4,13,0.0018726454582065344,0.20233555138111115,0.04259057343006134
electricity,81501,SHIFT4,14,0.002008607843890786,0.2018062323331833,0.05018344148993492
electricity,81501,SHIFT4,15,0.0018820923287421465,0.2014225274324417,0.04712473973631859
electricity,81501,SHIFT4,16,0.0018429048359394073,0.20166003704071045,0.04341250658035278
electricity,81501,SHIFT4,17,0.00204869220033288,0.20241066813468933,0.05387362837791443
electricity,81501,SHIFT4,18,0.002039828337728977,0.2017756700515747,0.04185735434293747
electricity,81501,SHIFT4,19,0.0019031227566301823,0.2013293206691742,0.045510485768318176
electricity,81501,SHIFT4,20,0.0019429813837632537,0.2014608532190323,0.04833218455314636
electricity,81501,SHIFT4,21,0.002159654162824154,0.20207783579826355,0.05522361025214195
electricity,81501,SHIFT4,22,0.001970612443983555,0.20253866910934448,0.06085340306162834
electricity,81501,SHIFT4,23,0.0020393473096191883,0.20179437100887299,0.05892874673008919
electricity,81501,SHIFT4,24,0.002183300442993641,0.20262731611728668,0.06967434287071228
electricity,81501,SHIFT4,25,0.0021604166831821203,0.20192760229110718,0.06717362999916077
electricity,81501,SHIFT4,26,0.0018916814588010311,0.2021103948354721,0.0471891351044178
electricity,81501,SHIFT4,27,0.001989990007132292,0.20188529789447784,0.05085563659667969
electricity,81501,SHIFT4,28,0.0021135658025741577,0.20215725898742676,0.06611108779907227
electricity,81501,SHIFT4,29,0.002068375004455447,0.2024279534816742,0.0705222561955452
electricity,81501,SHIFT4,30,0.004566345363855362,0.32981207966804504,0.11927510052919388
electricity,81501,SHIFT4,31,0.004832558333873749,0.3286914825439453,0.13607266545295715
electricity,81501,SHIFT8,0,0.0020674101542681456,0.20248626172542572,0.07025042176246643
electricity,81501,SHIFT8,1,0.0020812549628317356,0.20227810740470886,0.0626441165804863
electricity,81501,SHIFT8,2,0.002085302723571658,0.2023186981678009,0.05636829510331154
electricity,81501,SHIFT8,3,0.0018811014015227556,0.20176348090171814,0.04569010064005852
electricity,81501,SHIFT8,4,0.0018517340067774057,0.2015884667634964,0.04030192643404007
electricity,81501,SHIFT8,5,0.0018678789492696524,0.20177067816257477,0.04468447342514992
electricity,81501,SHIFT8,6,0.0019858661107718945,0.20187273621559143,0.0624467171728611
electricity,81501,SHIFT8,7,0.0018918156856670976,0.20186077058315277,0.047634877264499664
electricity,81501,SHIFT8,8,0.0019055495504289865,0.20148694515228271,0.04323940351605415
electricity,81501,SHIFT8,9,0.0019533708691596985,0.20170274376869202,0.05069372430443764
electricity,81501,SHIFT8,10,0.0018218145705759525,0.20175695419311523,0.04449644684791565
electricity,81501,SHIFT8,11,0.0018236390314996243,0.20188875496387482,0.037172067910432816
electricity,81501,SHIFT8,12,0.001935536041855812,0.2014264017343521,0.04443458467721939
electricity,81501,SHIFT8,13,0.001806234591640532,0.20214249193668365,0.042830564081668854
electricity,81501,SHIFT8,14,0.0019298044499009848,0.2016712725162506,0.04978061467409134
electricity,81501,SHIFT8,15,0.0018100927118211985,0.2012861967086792,0.04609920457005501
electricity,81501,SHIFT8,16,0.0017773134168237448,0.2016318440437317,0.042151931673288345
electricity,81501,SHIFT8,17,0.0019705286249518394,0.20154613256454468,0.0541529543697834
electricity,81501,SHIFT8,18,0.0019608689472079277,0.2014143168926239,0.042319756001234055
electricity,81501,SHIFT8,19,0.001806170679628849,0.2009478509426117,0.04665202647447586
electricity,81501,SHIFT8,20,0.0018465120811015368,0.20124782621860504,0.04966015741229057
electricity,81501,SHIFT8,21,0.002064220141619444,0.2015153169631958,0.05464917793869972
electricity,81501,SHIFT8,22,0.00191021291539073,0.20196107029914856,0.06123766303062439
electricity,81501,SHIFT8,23,0.001976919826120138,0.2016022950410843,0.059740714728832245
electricity,81501,SHIFT8,24,0.0020834181923419237,0.20222070813179016,0.0666830986738205
electricity,81501,SHIFT8,25,0.002057399833574891,0.20186065137386322,0.0647866427898407
electricity,81501,SHIFT8,26,0.0018011622596532106,0.20169095695018768,0.04709970951080322
electricity,81501,SHIFT8,27,0.001904545002616942,0.20167335867881775,0.05026879161596298
electricity,81501,SHIFT8,28,0.0020488265436142683,0.2018800526857376,0.06533896923065186
electricity,81501,SHIFT8,29,0.00200703926384449,0.20235991477966309,0.07188059389591217
electricity,81501,SHIFT8,30,0.012371033430099487,0.36173033714294434,1.2320064306259155
electricity,81501,SHIFT8,31,0.01245830673724413,0.3624197840690613,1.2306431531906128
electricity,81501,SHIFT_POINT,0,0.0021456347312778234,0.20384612679481506,0.0896395742893219
electricity,81501,SHIFT_POINT,1,0.0021607629023492336,0.2038380354642868,0.08203507959842682
electricity,81501,SHIFT_POINT,2,0.0021709250286221504,0.20399373769760132,0.06656700372695923
electricity,81501,SHIFT_POINT,3,0.001958403969183564,0.20329323410987854,0.06575451791286469
electricity,81501,SHIFT_POINT,4,0.0019242934649810195,0.20269078016281128,0.05400977283716202
electricity,81501,SHIFT_POINT,5,0.0019480254268273711,0.20304881036281586,0.06324510276317596
electricity,81501,SHIFT_POINT,6,0.002045691478997469,0.20274828374385834,0.0727597028017044
electricity,81501,SHIFT_POINT,7,0.0019484164658933878,0.203916996717453,0.06528128683567047
electricity,81501,SHIFT_POINT,8,0.0019949409179389477,0.20262254774570465,0.057765062898397446
electricity,81501,SHIFT_POINT,9,0.002042397391051054,0.20303213596343994,0.07138033211231232
electricity,81501,SHIFT_POINT,10,0.0018863928271457553,0.20361454784870148,0.061649978160858154
electricity,81501,SHIFT_POINT,11,0.0019109523855149746,0.2033413052558899,0.05568934231996536
electricity,81501,SHIFT_POINT,12,0.0020270906388759613,0.20359393954277039,0.06193379685282707
electricity,81501,SHIFT_POINT,13,0.0018788704182952642,0.20340962707996368,0.06190601363778114
electricity,81501,SHIFT_POINT,14,0.0020189734641462564,0.2033064365386963,0.06981830298900604
electricity,81501,SHIFT_POINT,15,0.0018880043644458055,0.20236364006996155,0.06241566315293312
electricity,81501,SHIFT_POINT,16,0.0018357059452682734,0.20260336995124817,0.05678725987672806
electricity,81501,SHIFT_POINT,17,0.0020548191387206316,0.2038138061761856,0.08116203546524048
electricity,81501,SHIFT_POINT,18,0.002031422918662429,0.2030147910118103,0.055703483521938324
electricity,81501,SHIFT_POINT,19,0.0018963967449963093,0.20208129286766052,0.06350619345903397
electricity,81501,SHIFT_POINT,20,0.0019564577378332615,0.2022559940814972,0.0625118613243103
electricity,81501,SHIFT_POINT,21,0.002168392762541771,0.20361143350601196,0.07520177215337753
electricity,81501,SHIFT_POINT,22,0.0019825613126158714,0.20363500714302063,0.07806244492530823
electricity,81501,SHIFT_POINT,23,0.002058763522654772,0.20336982607841492,0.0819820985198021
electricity,81501,SHIFT_POINT,24,0.002170354127883911,0.203683003783226,0.08544238656759262
electricity,81501,SHIFT_POINT,25,0.002140213968232274,0.2031179964542389,0.07696952670812607
electricity,81501,SHIFT_POINT,26,0.0018918265122920275,0.20320549607276917,0.06426506489515305
electricity,81501,SHIFT_POINT,27,0.0019854307174682617,0.20250344276428223,0.060679659247398376
electricity,81501,SHIFT_POINT,28,0.0021125192288309336,0.20324024558067322,0.08421287685632706
electricity,81501,SHIFT_POINT,29,0.0020789895206689835,0.20280000567436218,0.07969927787780762
electricity,81501,SHIFT_POINT,30,0.0045772441662848,0.3187246024608612,0.1193917840719223
electricity,81501,SHIFT_POINT,31,0.004726314451545477,0.3179573714733124,0.12083721905946732
electricity,81502,BURST16,0,0.0026716911233961582,0.21254195272922516,0.1395564079284668
electricity,81502,BURST16,1,0.002693998161703348,0.21601168811321259,0.16270282864570618
electricity,81502,BURST16,2,0.002874341793358326,0.2111114263534546,0.14776036143302917
electricity,81502,BURST16,3,0.002525429939851165,0.21134111285209656,0.13193383812904358
electricity,81502,BURST16,4,0.002368801971897483,0.2114722579717636,0.12431245297193527
electricity,81502,BURST16,5,0.0025366907939314842,0.21169549226760864,0.13210231065750122
electricity,81502,BURST16,6,0.002635447308421135,0.21236273646354675,0.15762990713119507
