source,arm,seed,role,condition,subset,count,mean,std,min,p10,p25,median,p75,p90,max,histogram
electricity,B5,81552,E_DISCOVERY,POINT4,clipped_slots,8153,0.028415139764547348,0.004849719349294901,0.02041521854698658,0.022732997685670855,0.02460433728992939,0.0278385691344738,0.031242763623595238,0.03446124121546745,0.04545101523399353,"[8153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,POINT8,all_slots,524288,0.020242230966687202,0.0012011787621304393,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.04545101523399353,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,POINT8,clipped_slots,9936,0.027424536645412445,0.00469344574958086,0.020437482744455338,0.022624380886554718,0.023607514798641205,0.026605797931551933,0.030281533487141132,0.03334570676088333,0.04545101523399353,"[9936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,POINT16,all_slots,524288,0.020259447395801544,0.001274101552553475,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.04545101523399353,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,POINT16,clipped_slots,10000,0.028249377384781837,0.004296532366424799,0.020498080179095268,0.02314755693078041,0.02537418156862259,0.02749786339700222,0.030420531518757343,0.03341507911682129,0.04545101523399353,"[10000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,BURST4,all_slots,524288,0.02024203911423683,0.00117326935287565,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.04545101523399353,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,BURST4,clipped_slots,8198,0.028057534247636795,0.004766319412738085,0.02037205919623375,0.022583461925387384,0.02435229904949665,0.027445750311017036,0.030786406714469194,0.03395247086882591,0.04545101523399353,"[8198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,BURST8,all_slots,524288,0.02031164988875389,0.001386097981594503,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.04545101523399353,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,BURST8,clipped_slots,15249,0.0271670613437891,0.004054629243910313,0.02038889192044735,0.02303093411028385,0.024256255477666855,0.02638927847146988,0.028828943148255348,0.032485026866197586,0.04545101523399353,"[15249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,BURST16,all_slots,524288,0.0204157717525959,0.0019627241417765617,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.0477670282125473,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,BURST16,clipped_slots,15712,0.030513949692249298,0.004732931964099407,0.02046586014330387,0.024142080917954445,0.027316526975482702,0.030166657641530037,0.03373437747359276,0.037022314965724945,0.0477670282125473,"[15712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,SHIFT4,all_slots,524288,0.020298799499869347,0.001162125845439732,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.04710884764790535,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,SHIFT4,clipped_slots,8001,0.02773505449295044,0.004490985535085201,0.02041521854698658,0.0225616917014122,0.0242853332310915,0.027105556800961494,0.03035738132894039,0.03446124121546745,0.04710884764790535,"[8001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,SHIFT8,all_slots,524288,0.020602643489837646,0.001993423094972968,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.02035611681640148,0.0484699048101902,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,SHIFT8,clipped_slots,35271,0.027350297197699547,0.0030651274137198925,0.02035611681640148,0.023433411493897438,0.025148008950054646,0.027700908482074738,0.02863195352256298,0.030404245480895042,0.0484699048101902,"[35271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,SHIFT_POINT,all_slots,524288,0.020304299890995026,0.001143616158515215,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.020078912377357483,0.04710884764790535,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
electricity,B5,81552,E_DISCOVERY,SHIFT_POINT,clipped_slots,9608,0.026762207970023155,0.004333228338509798,0.02035611681640148,0.022195239551365376,0.02334696240723133,0.025668920949101448,0.02920406684279442,0.033134445548057556,0.04710884764790535,"[9608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B3,81551,V_SELECT,REFERENCE,all_slots,262144,0.04420280456542969,0.19263842701911926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[246906, 0, 1160, 0, 4, 1006, 8, 956, 2, 0, 978, 4, 990, 4, 0, 1054, 2, 1174, 0, 7896]"
ettm1,B3,81551,V_SELECT,REFERENCE,clipped_slots,2862,0.930031418800354,0.1591821014881134,0.25,0.75,1.0,1.0,1.0,1.0,1.0,"[0, 0, 0, 0, 0, 26, 0, 64, 0, 0, 82, 0, 110, 0, 0, 116, 0, 236, 0, 2228]"
ettm1,B3,81551,V_SELECT,POINT4,all_slots,262144,0.04402802884578705,0.1912890374660492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[246247, 0, 1953, 2, 7, 1007, 8, 951, 1, 0, 987, 4, 980, 4, 0, 1059, 2, 1237, 0, 7695]"
ettm1,B3,81551,V_SELECT,POINT4,clipped_slots,2869,0.9246252775192261,0.16855724155902863,0.125,0.625,1.0,1.0,1.0,1.0,1.0,"[0, 0, 13, 0, 0, 25, 0, 66, 0, 0, 81, 0, 115, 0, 0, 126, 0, 238, 0, 2205]"
ettm1,B3,81551,V_SELECT,POINT8,all_slots,262144,0.04419419914484024,0.19147063791751862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[246072, 0, 2086, 1, 4, 1024, 10, 948, 2, 0, 985, 4, 988, 4, 0, 1060, 2, 1263, 0, 7691]"
ettm1,B3,81551,V_SELECT,POINT8,clipped_slots,3780,0.728437602519989,0.3723212778568268,0.125,0.125,0.25,1.0,1.0,1.0,1.0,"[0, 0, 917, 1, 0, 44, 2, 66, 0, 0, 85, 0, 111, 0, 0, 122, 0, 265, 0, 2167]"
ettm1,B3,81551,V_SELECT,POINT16,all_slots,262144,0.044258084148168564,0.19165363907814026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[246063, 0, 2080, 3, 5, 1018, 13, 955, 1, 0, 978, 4, 982, 4, 0, 1068, 2, 1243, 0, 7725]"
ettm1,B3,81551,V_SELECT,POINT16,clipped_slots,3857,0.7241496443748474,0.37455177307128906,0.125,0.125,0.25,1.0,1.0,1.0,1.0,"[0, 0, 955, 3, 1, 42, 5, 67, 0, 0, 83, 0, 117, 0, 0, 118, 0, 268, 0, 2198]"
ettm1,B3,81551,V_SELECT,BURST4,all_slots,262144,0.04897520691156387,0.19861742854118347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[244244, 0, 1564, 1, 6, 1412, 12, 1374, 5, 0, 1396, 5, 1339, 8, 2, 1430, 4, 1560, 0, 7782]"
ettm1,B3,81551,V_SELECT,BURST4,clipped_slots,2800,0.9212499856948853,0.17163017392158508,0.125,0.625,1.0,1.0,1.0,1.0,1.0,"[0, 0, 9, 0, 0, 40, 0, 59, 0, 0, 71, 0, 125, 0, 0, 133, 0, 241, 0, 2122]"
ettm1,B3,81551,V_SELECT,BURST8,all_slots,262144,0.050749413669109344,0.20184069871902466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[243595, 0, 1594, 1, 7, 1458, 13, 1422, 6, 0, 1457, 6, 1451, 5, 1, 1475, 2, 1629, 0, 8022]"
ettm1,B3,81551,V_SELECT,BURST8,clipped_slots,6585,0.720810055732727,0.3004239499568939,0.125,0.25,0.5,0.875,1.0,1.0,1.0,"[0, 0, 462, 1, 3, 499, 4, 516, 4, 0, 535, 1, 594, 1, 1, 595, 0, 714, 0, 2655]"
ettm1,B3,81551,V_SELECT,BURST16,all_slots,262144,0.05099445953965187,0.20231634378433228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[243516, 0, 1600, 1, 6, 1464, 13, 1423, 4, 0, 1454, 5, 1438, 6, 2, 1519, 2, 1641, 0, 8050]"
ettm1,B3,81551,V_SELECT,BURST16,clipped_slots,6769,0.7149723172187805,0.3018582761287689,0.125,0.25,0.5,0.875,1.0,1.0,1.0,"[0, 0, 491, 1, 2, 523, 4, 548, 2, 0, 565, 0, 619, 2, 2, 612, 0, 719, 0, 2679]"
ettm1,B3,81551,V_SELECT,SHIFT4,all_slots,262144,0.07412321120500565,0.24666859209537506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[237358, 0, 1530, 0, 4, 1488, 5, 1481, 1, 0, 1538, 1, 1489, 3, 0, 1550, 2, 2008, 0, 13686]"
ettm1,B3,81551,V_SELECT,SHIFT4,clipped_slots,2400,0.9479687213897705,0.13875295221805573,0.125,0.75,1.0,1.0,1.0,1.0,1.0,"[0, 0, 2, 0, 0, 28, 0, 18, 0, 0, 36, 0, 83, 0, 0, 80, 0, 174, 0, 1979]"
ettm1,B3,81551,V_SELECT,SHIFT8,all_slots,262144,0.09292387217283249,0.2781270444393158,0.0,0.0,0.0,0.0,0.0,0.375,1.0,"[232919, 0, 1449, 0, 4, 1367, 4, 1354, 1, 0, 1352, 0, 1317, 2, 2, 1401, 2, 1585, 0, 19385]"
ettm1,B3,81551,V_SELECT,SHIFT8,clipped_slots,16636,0.9005244374275208,0.22501817345619202,0.125,0.5,1.0,1.0,1.0,1.0,1.0,"[0, 0, 437, 0, 0, 468, 0, 457, 0, 0, 460, 0, 508, 0, 0, 552, 0, 619, 0, 13135]"
ettm1,B3,81551,V_SELECT,SHIFT_POINT,all_slots,262144,0.07417038083076477,0.2460472732782364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[236595, 0, 2411, 2, 6, 1485, 6, 1469, 1, 0, 1502, 1, 1453, 3, 1, 1566, 3, 2109, 0, 13531]"
ettm1,B3,81551,V_SELECT,SHIFT_POINT,clipped_slots,3344,0.7424940466880798,0.3731916546821594,0.125,0.125,0.25,1.0,1.0,1.0,1.0,"[0, 0, 805, 2, 2, 43, 2, 29, 0, 0, 48, 0, 82, 0, 0, 85, 0, 206, 0, 2040]"
ettm1,B3,81551,E_DISCOVERY,REFERENCE,all_slots,524288,0.028812916949391365,0.1558619886636734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[503928, 0, 1664, 4, 6, 1456, 4, 1402, 12, 0, 1394, 8, 1384, 14, 10, 1470, 22, 1704, 0, 9806]"
ettm1,B3,81551,E_DISCOVERY,REFERENCE,clipped_slots,3340,0.9333083629608154,0.1568550318479538,0.125,0.75,1.0,1.0,1.0,1.0,1.0,"[0, 0, 14, 0, 0, 18, 0, 70, 0, 0, 68, 0, 124, 0, 0, 170, 0, 242, 0, 2634]"
ettm1,B3,81551,E_DISCOVERY,POINT4,all_slots,524288,0.028772901743650436,0.1546509861946106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[502540, 0, 3255, 6, 17, 1473, 8, 1397, 12, 0, 1383, 7, 1368, 14, 10, 1478, 22, 1737, 0, 9561]"
ettm1,B3,81551,E_DISCOVERY,POINT4,clipped_slots,3320,0.9195406436920166,0.18315069377422333,0.125,0.625,1.0,1.0,1.0,1.0,1.0,"[0, 0, 52, 0, 0, 26, 0, 70, 0, 0, 77, 0, 123, 0, 0, 170, 0, 250, 0, 2552]"
ettm1,B3,81551,E_DISCOVERY,POINT8,all_slots,524288,0.02887091040611267,0.15468242764472961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[502219, 0, 3544, 11, 13, 1471, 9, 1400, 12, 0, 1395, 7, 1364, 14, 10, 1476, 22, 1823, 0, 9498]"
ettm1,B3,81551,E_DISCOVERY,POINT8,clipped_slots,5211,0.6366655826568604,0.4053191840648651,0.125,0.125,0.125,0.875,1.0,1.0,1.0,"[0, 0, 1858, 7, 6, 51, 4, 72, 0, 0, 80, 0, 129, 0, 0, 187, 0, 288, 0, 2529]"
ettm1,B3,81551,E_DISCOVERY,POINT16,all_slots,524288,0.028760170564055443,0.1544073075056076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[502278, 0, 3566, 8, 10, 1477, 10, 1389, 12, 0, 1393, 6, 1360, 14, 10, 1457, 22, 1776, 0, 9500]"
ettm1,B3,81551,E_DISCOVERY,POINT16,clipped_slots,5296,0.6288856863975525,0.4074990749359131,0.125,0.125,0.125,0.875,1.0,1.0,1.0,"[0, 0, 1953, 4, 2, 48, 4, 68, 0, 0, 83, 0, 126, 0, 0, 179, 0, 296, 0, 2533]"
ettm1,B3,81551,E_DISCOVERY,BURST4,all_slots,524288,0.03446732833981514,0.16622595489025116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[498175, 0, 2472, 5, 8, 2271, 8, 2200, 13, 0, 2208, 6, 2162, 17, 10, 2197, 27, 2379, 0, 10130]"
ettm1,B3,81551,E_DISCOVERY,BURST4,clipped_slots,3402,0.912404477596283,0.1844484955072403,0.125,0.625,0.875,1.0,1.0,1.0,1.0,"[0, 0, 30, 0, 0, 42, 0, 82, 0, 0, 105, 0, 150, 0, 0, 187, 0, 268, 0, 2538]"
ettm1,B3,81551,E_DISCOVERY,BURST8,all_slots,524288,0.035994309931993484,0.16941262781620026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[496955, 0, 2556, 7, 10, 2376, 6, 2317, 14, 0, 2320, 9, 2318, 13, 7, 2372, 22, 2661, 0, 10325]"
ettm1,B3,81551,E_DISCOVERY,BURST8,clipped_slots,10945,0.6741286516189575,0.30451250076293945,0.125,0.25,0.375,0.75,1.0,1.0,1.0,"[0, 0, 949, 3, 2, 970, 3, 1013, 2, 0, 1041, 0, 1090, 3, 1, 1133, 4, 1232, 0, 3499]"
ettm1,B3,81551,E_DISCOVERY,BURST16,all_slots,524288,0.036128103733062744,0.16962365806102753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[496818, 0, 2553, 9, 10, 2397, 7, 2351, 14, 0, 2365, 10, 2332, 14, 9, 2401, 19, 2616, 0, 10363]"
ettm1,B3,81551,E_DISCOVERY,BURST16,clipped_slots,11218,0.6682925224304199,0.30468595027923584,0.125,0.25,0.375,0.75,1.0,1.0,1.0,"[0, 0, 995, 5, 1, 1013, 3, 1063, 2, 0, 1079, 1, 1129, 4, 2, 1184, 4, 1251, 0, 3482]"
ettm1,B3,81551,E_DISCOVERY,SHIFT4,all_slots,524288,0.06073039770126343,0.2256881445646286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[484021, 0, 2449, 5, 10, 2332, 4, 2300, 9, 0, 2336, 9, 2332, 12, 4, 2612, 21, 2952, 0, 22880]"
ettm1,B3,81551,E_DISCOVERY,SHIFT4,clipped_slots,3785,0.9310275316238403,0.1687278151512146,0.125,0.75,1.0,1.0,1.0,1.0,1.0,"[0, 0, 28, 0, 0, 47, 0, 66, 0, 0, 82, 0, 122, 0, 0, 168, 2, 247, 0, 3023]"
ettm1,B3,81551,E_DISCOVERY,SHIFT8,all_slots,524288,0.07864602655172348,0.25862327218055725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[475209, 0, 2328, 6, 10, 2216, 5, 2206, 5, 0, 2154, 7, 2111, 13, 7, 2264, 14, 2420, 0, 33313]"
ettm1,B3,81551,E_DISCOVERY,SHIFT8,clipped_slots,31809,0.8969827890396118,0.22914376854896545,0.125,0.5,1.0,1.0,1.0,1.0,1.0,"[0, 0, 881, 0, 0, 906, 0, 935, 0, 0, 952, 0, 980, 0, 0, 1048, 0, 1093, 0, 25014]"
ettm1,B3,81551,E_DISCOVERY,SHIFT_POINT,all_slots,524288,0.0599619597196579,0.223227858543396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[482787, 0, 4287, 8, 9, 2338, 7, 2300, 6, 0, 2329, 10, 2319, 14, 4, 2591, 22, 3229, 0, 22028]"
ettm1,B3,81551,E_DISCOVERY,SHIFT_POINT,clipped_slots,5481,0.6751459836959839,0.39721691608428955,0.125,0.125,0.125,1.0,1.0,1.0,1.0,"[0, 0, 1719, 3, 0, 72, 3, 64, 0, 0, 100, 0, 127, 0, 0, 170, 2, 299, 0, 2922]"
ettm1,B3,81552,V_SELECT,REFERENCE,all_slots,262144,0.04420280456542969,0.19263842701911926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[246906, 0, 1160, 0, 4, 1006, 8, 956, 2, 0, 978, 4, 990, 4, 0, 1054, 2, 1174, 0, 7896]"
ettm1,B3,81552,V_SELECT,REFERENCE,clipped_slots,2862,0.930031418800354,0.1591821014881134,0.25,0.75,1.0,1.0,1.0,1.0,1.0,"[0, 0, 0, 0, 0, 26, 0, 64, 0, 0, 82, 0, 110, 0, 0, 116, 0, 236, 0, 2228]"
ettm1,B3,81552,V_SELECT,POINT4,all_slots,262144,0.04402802884578705,0.1912890374660492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[246247, 0, 1953, 2, 7, 1007, 8, 951, 1, 0, 987, 4, 980, 4, 0, 1059, 2, 1237, 0, 7695]"
ettm1,B3,81552,V_SELECT,POINT4,clipped_slots,2869,0.9246252775192261,0.16855724155902863,0.125,0.625,1.0,1.0,1.0,1.0,1.0,"[0, 0, 13, 0, 0, 25, 0, 66, 0, 0, 81, 0, 115, 0, 0, 126, 0, 238, 0, 2205]"
ettm1,B3,81552,V_SELECT,POINT8,all_slots,262144,0.04419419914484024,0.19147063791751862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[246072, 0, 2086, 1, 4, 1024, 10, 948, 2, 0, 985, 4, 988, 4, 0, 1060, 2, 1263, 0, 7691]"
ettm1,B3,81552,V_SELECT,POINT8,clipped_slots,3780,0.728437602519989,0.3723212778568268,0.125,0.125,0.25,1.0,1.0,1.0,1.0,"[0, 0, 917, 1, 0, 44, 2, 66, 0, 0, 85, 0, 111, 0, 0, 122, 0, 265, 0, 2167]"
ettm1,B3,81552,V_SELECT,POINT16,all_slots,262144,0.044258084148168564,0.19165363907814026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[246063, 0, 2080, 3, 5, 1018, 13, 955, 1, 0, 978, 4, 982, 4, 0, 1068, 2, 1243, 0, 7725]"
ettm1,B3,81552,V_SELECT,POINT16,clipped_slots,3857,0.7241496443748474,0.37455177307128906,0.125,0.125,0.25,1.0,1.0,1.0,1.0,"[0, 0, 955, 3, 1, 42, 5, 67, 0, 0, 83, 0, 117, 0, 0, 118, 0, 268, 0, 2198]"
ettm1,B3,81552,V_SELECT,BURST4,all_slots,262144,0.04897520691156387,0.19861742854118347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[244244, 0, 1564, 1, 6, 1412, 12, 1374, 5, 0, 1396, 5, 1339, 8, 2, 1430, 4, 1560, 0, 7782]"
ettm1,B3,81552,V_SELECT,BURST4,clipped_slots,2800,0.9212499856948853,0.17163017392158508,0.125,0.625,1.0,1.0,1.0,1.0,1.0,"[0, 0, 9, 0, 0, 40, 0, 59, 0, 0, 71, 0, 125, 0, 0, 133, 0, 241, 0, 2122]"
ettm1,B3,81552,V_SELECT,BURST8,all_slots,262144,0.050749413669109344,0.20184069871902466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[243595, 0, 1594, 1, 7, 1458, 13, 1422, 6, 0, 1457, 6, 1451, 5, 1, 1475, 2, 1629, 0, 8022]"
ettm1,B3,81552,V_SELECT,BURST8,clipped_slots,6585,0.720810055732727,0.3004239499568939,0.125,0.25,0.5,0.875,1.0,1.0,1.0,"[0, 0, 462, 1, 3, 499, 4, 516, 4, 0, 535, 1, 594, 1, 1, 595, 0, 714, 0, 2655]"
ettm1,B3,81552,V_SELECT,BURST16,all_slots,262144,0.05099445953965187,0.20231634378433228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[243516, 0, 1600, 1, 6, 1464, 13, 1423, 4, 0, 1454, 5, 1438, 6, 2, 1519, 2, 1641, 0, 8050]"
ettm1,B3,81552,V_SELECT,BURST16,clipped_slots,6769,0.7149723172187805,0.3018582761287689,0.125,0.25,0.5,0.875,1.0,1.0,1.0,"[0, 0, 491, 1, 2, 523, 4, 548, 2, 0, 565, 0, 619, 2, 2, 612, 0, 719, 0, 2679]"
ettm1,B3,81552,V_SELECT,SHIFT4,all_slots,262144,0.07412321120500565,0.24666859209537506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[237358, 0, 1530, 0, 4, 1488, 5, 1481, 1, 0, 1538, 1, 1489, 3, 0, 1550, 2, 2008, 0, 13686]"
ettm1,B3,81552,V_SELECT,SHIFT4,clipped_slots,2400,0.9479687213897705,0.13875295221805573,0.125,0.75,1.0,1.0,1.0,1.0,1.0,"[0, 0, 2, 0, 0, 28, 0, 18, 0, 0, 36, 0, 83, 0, 0, 80, 0, 174, 0, 1979]"
ettm1,B3,81552,V_SELECT,SHIFT8,all_slots,262144,0.09292387217283249,0.2781270444393158,0.0,0.0,0.0,0.0,0.0,0.375,1.0,"[232919, 0, 1449, 0, 4, 1367, 4, 1354, 1, 0, 1352, 0, 1317, 2, 2, 1401, 2, 1585, 0, 19385]"
ettm1,B3,81552,V_SELECT,SHIFT8,clipped_slots,16636,0.9005244374275208,0.22501817345619202,0.125,0.5,1.0,1.0,1.0,1.0,1.0,"[0, 0, 437, 0, 0, 468, 0, 457, 0, 0, 460, 0, 508, 0, 0, 552, 0, 619, 0, 13135]"
ettm1,B3,81552,V_SELECT,SHIFT_POINT,all_slots,262144,0.07417038083076477,0.2460472732782364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[236595, 0, 2411, 2, 6, 1485, 6, 1469, 1, 0, 1502, 1, 1453, 3, 1, 1566, 3, 2109, 0, 13531]"
ettm1,B3,81552,V_SELECT,SHIFT_POINT,clipped_slots,3344,0.7424940466880798,0.3731916546821594,0.125,0.125,0.25,1.0,1.0,1.0,1.0,"[0, 0, 805, 2, 2, 43, 2, 29, 0, 0, 48, 0, 82, 0, 0, 85, 0, 206, 0, 2040]"
ettm1,B3,81552,E_DISCOVERY,REFERENCE,all_slots,524288,0.028812916949391365,0.1558619886636734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[503928, 0, 1664, 4, 6, 1456, 4, 1402, 12, 0, 1394, 8, 1384, 14, 10, 1470, 22, 1704, 0, 9806]"
ettm1,B3,81552,E_DISCOVERY,REFERENCE,clipped_slots,3340,0.9333083629608154,0.1568550318479538,0.125,0.75,1.0,1.0,1.0,1.0,1.0,"[0, 0, 14, 0, 0, 18, 0, 70, 0, 0, 68, 0, 124, 0, 0, 170, 0, 242, 0, 2634]"
ettm1,B3,81552,E_DISCOVERY,POINT4,all_slots,524288,0.028772901743650436,0.1546509861946106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[502540, 0, 3255, 6, 17, 1473, 8, 1397, 12, 0, 1383, 7, 1368, 14, 10, 1478, 22, 1737, 0, 9561]"
ettm1,B3,81552,E_DISCOVERY,POINT4,clipped_slots,3320,0.9195406436920166,0.18315069377422333,0.125,0.625,1.0,1.0,1.0,1.0,1.0,"[0, 0, 52, 0, 0, 26, 0, 70, 0, 0, 77, 0, 123, 0, 0, 170, 0, 250, 0, 2552]"
ettm1,B3,81552,E_DISCOVERY,POINT8,all_slots,524288,0.02887091040611267,0.15468242764472961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[502219, 0, 3544, 11, 13, 1471, 9, 1400, 12, 0, 1395, 7, 1364, 14, 10, 1476, 22, 1823, 0, 9498]"
ettm1,B3,81552,E_DISCOVERY,POINT8,clipped_slots,5211,0.6366655826568604,0.4053191840648651,0.125,0.125,0.125,0.875,1.0,1.0,1.0,"[0, 0, 1858, 7, 6, 51, 4, 72, 0, 0, 80, 0, 129, 0, 0, 187, 0, 288, 0, 2529]"
ettm1,B3,81552,E_DISCOVERY,POINT16,all_slots,524288,0.028760170564055443,0.1544073075056076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[502278, 0, 3566, 8, 10, 1477, 10, 1389, 12, 0, 1393, 6, 1360, 14, 10, 1457, 22, 1776, 0, 9500]"
ettm1,B3,81552,E_DISCOVERY,POINT16,clipped_slots,5296,0.6288856863975525,0.4074990749359131,0.125,0.125,0.125,0.875,1.0,1.0,1.0,"[0, 0, 1953, 4, 2, 48, 4, 68, 0, 0, 83, 0, 126, 0, 0, 179, 0, 296, 0, 2533]"
ettm1,B3,81552,E_DISCOVERY,BURST4,all_slots,524288,0.03446732833981514,0.16622595489025116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[498175, 0, 2472, 5, 8, 2271, 8, 2200, 13, 0, 2208, 6, 2162, 17, 10, 2197, 27, 2379, 0, 10130]"
ettm1,B3,81552,E_DISCOVERY,BURST4,clipped_slots,3402,0.912404477596283,0.1844484955072403,0.125,0.625,0.875,1.0,1.0,1.0,1.0,"[0, 0, 30, 0, 0, 42, 0, 82, 0, 0, 105, 0, 150, 0, 0, 187, 0, 268, 0, 2538]"
ettm1,B3,81552,E_DISCOVERY,BURST8,all_slots,524288,0.035994309931993484,0.16941262781620026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[496955, 0, 2556, 7, 10, 2376, 6, 2317, 14, 0, 2320, 9, 2318, 13, 7, 2372, 22, 2661, 0, 10325]"
ettm1,B3,81552,E_DISCOVERY,BURST8,clipped_slots,10945,0.6741286516189575,0.30451250076293945,0.125,0.25,0.375,0.75,1.0,1.0,1.0,"[0, 0, 949, 3, 2, 970, 3, 1013, 2, 0, 1041, 0, 1090, 3, 1, 1133, 4, 1232, 0, 3499]"
ettm1,B3,81552,E_DISCOVERY,BURST16,all_slots,524288,0.036128103733062744,0.16962365806102753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[496818, 0, 2553, 9, 10, 2397, 7, 2351, 14, 0, 2365, 10, 2332, 14, 9, 2401, 19, 2616, 0, 10363]"
