seed_81551_gain_pct,seed_81552_gain_pct,source,panel,new,baseline,new_nmae,baseline_nmae,gain_pct,ci_low_pct,ci_high_pct,paired_difference,origins,time_blocks,bootstrap_draws
-1.5229278592366224,-1.8469278093498742,electricity,FAULT,B5,B0,0.1743480282705405,0.17146015159423397,-1.684284452950191,-5.694609173838078,1.4088879132542271,0.0028878766763065153,128,32,2000
-0.4266637711569654,-1.7459351859793637,electricity,FAULT,B5,B3,0.1743480282705405,0.17248446080632585,-1.0804262920282248,-4.981507217941385,1.9556090117784342,0.0018635674642146264,128,32,2000
0.038346236322417404,0.010468170541833022,electricity,FAULT,B5,B4,0.1743480282705405,0.17439065335502407,0.02444229874911663,-0.0013216739138099953,0.054668886460184356,-4.262508448356144e-05,128,32,2000
0.8288014239254293,-0.613906553204191,electricity,FAULT,B5,B2,0.1743480282705405,0.17454766202894234,0.11437206094959684,-1.2459095231279376,1.2088091794668923,-0.00019963375840181385,128,32,2000
-1.0916065982015555,-0.09925961482970536,electricity,FAULT,B3,B0,0.17248446080632585,0.17146015159423397,-0.5974036547663486,-1.3248943951795211,-0.08393993277034328,0.0010243092120918893,128,32,2000
-2.3713833420678343,-1.2254978445684905,electricity,FAULT,B2,B0,0.17454766202894234,0.17146015159423397,-1.8007160299350788,-5.0487320317156446,0.6659036852046639,0.0030875104347083296,128,32,2000
-1.628884364711114,-1.9674175245699255,electricity,FAULT,B1,B0,0.17454211130506547,0.17146015159423397,-1.797478704046096,-5.957545870462956,1.4138055612930687,0.0030819597108315312,128,32,2000
-2.1836775641290718,-2.8310299416708817,electricity,REFERENCE,B5,B0,0.1706971741309888,0.1665240673577794,-2.5060081941449486,-7.225225548776761,0.84612706323786,0.004173106773209445,128,32,2000
-1.0497922058539055,-2.42344744772367,electricity,REFERENCE,B5,B3,0.1706971741309888,0.16779219366280965,-1.7312965548426762,-6.3458518705832025,1.5709598846056319,0.002904980468179164,128,32,2000
0.03371372808256279,0.006230478015722962,electricity,REFERENCE,B5,B4,0.1706971741309888,0.17073129943703988,0.019987727009396217,-0.0029356882528580597,0.05288431761747923,-3.412530605103898e-05,128,32,2000
