option,passed,z_max_abs,raw_max_abs,raw_train_scaled_max_abs_diagnostic_only,raw_gradient_relative_l2,update_relative_l2,loss_relative_l2,rng_equal
ettm2_standard_cp0_mb1,False,7.152557373046875e-07,1.1444091796875e-05,1.7366333187151192e-06,3.784510616151414e-05,5.361744498231507e-05,9.702031217255645e-08,True
ettm2_side_cp0_mb1,True,5.364418029785156e-07,7.62939453125e-06,1.338854332911464e-06,1.218617140563872e-07,2.304394212914741e-06,0.0,True
ettm2_query_cp0_mb1,True,6.109476089477539e-07,7.62939453125e-06,1.8595403437963317e-06,5.76745882466218e-07,2.391332196427471e-06,0.0,True
electricity_standard_cp0_mb1,False,2.6226043701171875e-06,0.00048828125,2.6713388287836362e-05,3.580436331012271e-05,3.9329564337505345e-05,1.9799353353119487e-07,True
electricity_side_cp0_mb1,False,4.410743713378906e-06,0.00048828125,9.883953666499454e-05,2.0140425629976996e-07,2.3107452481870045e-06,0.0,True
electricity_query_cp0_mb1,False,3.337860107421875e-06,0.000732421875,8.014016486350908e-05,1.3970745401380165e-06,3.45382332861599e-06,1.7967502896211738e-07,True
