method,baseline,seed,method_score_old,baseline_score_old,gain_percent_old,ci_low_old,ci_high_old,method_score_repaired,baseline_score_repaired,gain_percent_repaired,ci_low_repaired,ci_high_repaired,execution
H3,H2,73101,0.3820574121025961,0.3821411758997635,0.0219195947597725,-0.0240021050485524,0.178148768229753,,,,,,BLOCKED_DIVERSITY
H3,H2,73102,0.3796014632323502,0.3799654817317737,0.0958030444671912,-0.0237400935270281,0.4159206360249192,,,,,,BLOCKED_DIVERSITY
H3,H2,MEAN,0.3808294376674731,0.3810533288157686,0.0587558568222638,-0.023872763389174,0.2417705656748968,,,,,,BLOCKED_DIVERSITY
H3,H1,73101,0.3820574121025961,0.381998757268967,-0.0153547184416106,-0.1467403017374548,0.2929294333151398,,,,,,BLOCKED_DIVERSITY
H3,H1,73102,0.3796014632323502,0.3800530656266628,0.1188261417041839,0.0040070412904277,0.202925685744188,,,,,,BLOCKED_DIVERSITY
H3,H1,MEAN,0.3808294376674731,0.3810259114478149,0.0515644145027471,-0.0307298326615013,0.2470012626403341,,,,,,BLOCKED_DIVERSITY
H3,BLEND,73101,0.3820574121025961,0.3821136068698931,0.0147062984114571,-0.2704906197867401,0.5840223776305871,,,,,,BLOCKED_DIVERSITY
H3,BLEND,73102,0.3796014632323502,0.3798878876158046,0.0753970823476515,-0.1362897203056383,0.4888090997234132,,,,,,BLOCKED_DIVERSITY
H3,BLEND,MEAN,0.3808294376674731,0.3810007472428489,0.0449630549586871,-0.2041976752926428,0.426082829068067,,,,,,BLOCKED_DIVERSITY
