arm,updates,clip_fraction,gradnorm_median,gradnorm_max,contaminated_updates,minimum_boundary_free_MiB,mean_update_seconds
G0,2048,0.4638671875,0.9237857758998871,33.12419128417969,0,8126,0.09786831584357003
G1,2048,0.32177734375,0.6761294007301331,11.601912498474121,0,8125,0.09772772083414338
G2,2048,0.427734375,0.8253290057182312,28.7530574798584,0,8126,0.09749389768811056
G3,2048,0.4404296875,0.8680918216705322,18.019874572753906,0,8127,0.09738305424134808
