arm,seed,policy,condition,channel,normalized_RMSE,raw_RMSE,raw_MAE
G0,73101,selected,standard,0,0.35471023243938093,8.568348289834566,4.534006309850763
G0,73101,selected,standard,1,0.2568908374721223,7.094243348422917,5.257698657612006
G0,73101,selected,standard,2,0.00594531166240918,0.3733029749905638,0.308105678918461
G0,73101,selected,standard,3,0.3716039355259454,52.670781133185415,39.92314696311951
G0,73101,fixed512,standard,0,0.41461405657287337,10.015379647060715,5.527236198075116
G0,73101,fixed512,standard,1,0.3575926395876254,9.875203139990552,7.275987231483062
G0,73101,fixed512,standard,2,0.01856797869214554,1.1658735620481382,0.603143706995373
G0,73101,fixed512,standard,3,0.41131963813167227,58.30004627144676,44.50101872285207
G1,73101,selected,standard,0,0.3513473343074543,8.487114426747445,4.463459370657802
G1,73101,selected,standard,1,0.25613053496886345,7.073246994369927,5.255015388131142
G1,73101,selected,standard,2,0.006006436548639637,0.3771409742699057,0.3151311107600729
G1,73101,selected,standard,3,0.3764196606102069,53.35335733236298,40.48141281803449
G1,73101,fixed512,standard,0,0.4172508356355534,10.079073443591513,5.756656884526213
G1,73101,fixed512,standard,1,0.3813542788131576,10.531399572226675,7.788205336779356
G1,73101,fixed512,standard,2,0.017336431231872486,1.0885453483450895,0.6574040510846922
G1,73101,fixed512,standard,3,0.40902275399843435,57.97448814381597,44.70438016951084
G2,73101,selected,standard,0,0.35710434420410686,8.62618023706622,4.5900045015538735
G2,73101,selected,standard,1,0.2593041998748804,7.16089025705374,5.308520187934239
G2,73101,selected,standard,2,0.006014921888594396,0.3776737642780303,0.3102173558436334
G2,73101,selected,standard,3,0.3711456800895989,52.605828452432085,39.864410281181335
G2,73101,fixed512,standard,0,0.41184609515624415,9.948517021453894,5.486776035899918
G2,73101,fixed512,standard,1,0.3535920553561449,9.764723847099983,7.216071276615064
G2,73101,fixed512,standard,2,0.018714032966706495,1.175044232704216,0.5749867930232236
G2,73101,fixed512,standard,3,0.4107088755703598,58.21347737882805,44.279919202129044
G3,73101,selected,standard,0,0.3539080132250886,8.548969955058084,4.466409894172102
G3,73101,selected,standard,1,0.25300771763825697,6.987007927636382,5.181138316790263
G3,73101,selected,standard,2,0.0057616352086513525,0.3617700275999255,0.29832033316294354
G3,73101,selected,standard,3,0.3697007918088263,52.40103138996081,39.74318069716295
G3,73101,fixed512,standard,0,0.41824356369295673,10.103053692749892,5.672569493607928
G3,73101,fixed512,standard,1,0.36853014906451026,10.177251101756115,7.4949514990051584
G3,73101,fixed512,standard,2,0.0211575655275275,1.3284723498891031,0.7912529267681142
G3,73101,fixed512,standard,3,0.42154924220914125,59.749980424272465,46.03076949715614
G0,73102,selected,standard,0,0.36076959199333963,8.714717631126483,4.630529570082824
G0,73102,selected,standard,1,0.2632368750093017,7.269494186599901,5.39412646740675
G0,73102,selected,standard,2,0.0063283509085333344,0.39735380667704717,0.33011817776908475
G0,73102,selected,standard,3,0.370177718810625,52.468630560278235,39.73199444015821
G0,73102,fixed512,standard,0,0.4119384477684723,9.950747882801211,5.827117016849418
G0,73102,fixed512,standard,1,0.37110101868493667,10.248247696589326,7.6069971558948355
G0,73102,fixed512,standard,2,0.029087302858343045,1.826376363097325,0.8759574317373335
G0,73102,fixed512,standard,3,0.430278645461835,60.98727756832773,47.13068234423796
G1,73102,selected,standard,0,0.35542939502503346,8.585720316202432,4.508706723184635
G1,73102,selected,standard,1,0.25870370485137395,7.1443071127571525,5.324285430212815
G1,73102,selected,standard,2,0.00619414417430126,0.3889270368124208,0.3279498351427416
G1,73102,selected,standard,3,0.37063789899270255,52.53385605262328,39.83858879903952
G1,73102,fixed512,standard,0,0.418958205232757,10.120316509143098,5.833482522517443
G1,73102,fixed512,standard,1,0.4000478028751249,11.047636001833034,8.133317535122236
G1,73102,fixed512,standard,2,0.022954851747349386,1.4413230011024287,0.7969529073840628
G1,73102,fixed512,standard,3,0.4080907524474322,57.84238714860141,44.450017948945366
G2,73102,selected,standard,0,0.36209282631631756,8.746681559740455,4.660115704250832
G2,73102,selected,standard,1,0.264601748938725,7.307186258028092,5.428000072638194
G2,73102,selected,standard,2,0.006369120052935543,0.39991367969251784,0.3309145770035684
G2,73102,selected,standard,3,0.36887414691119397,52.283863544533034,39.61916369199753
G2,73102,fixed512,standard,0,0.41458741682066674,10.014736139616085,5.954197584185749
G2,73102,fixed512,standard,1,0.389422476637014,10.754209226743315,7.940171152353287
G2,73102,fixed512,standard,2,0.0299246545075065,1.8789532302988177,0.8923768637080988
G2,73102,fixed512,standard,3,0.44128821965368314,62.54776392810664,48.44518503546715
G3,73102,selected,standard,0,0.360057513476329,8.697516726879948,4.5764690261955066
G3,73102,selected,standard,1,0.2597721360646783,7.17381268447321,5.3224597573280334
G3,73102,selected,standard,2,0.006156789520660789,0.3865815578660607,0.3200508866769572
G3,73102,selected,standard,3,0.36981100925309,52.41665350353088,39.66644414265951
G3,73102,fixed512,standard,0,0.4174521498102708,10.083936370586308,5.910815568951269
G3,73102,fixed512,standard,1,0.39563006802308176,10.925636765123766,8.013165444135666
G3,73102,fixed512,standard,2,0.029558694098416754,1.8559747697572542,0.981719034180666
G3,73102,fixed512,standard,3,0.4386648111544793,62.175924553776724,48.112706239024796
SPECTRAL_RIDGE,73101,selected,standard,0,0.6723921908935366,16.242244942638752,10.93919644588025
SPECTRAL_RIDGE,73101,selected,standard,1,0.7684013950113796,21.22001134458497,17.43697458240651
SPECTRAL_RIDGE,73101,selected,standard,2,0.12353796702858551,7.756883614301462,5.668358843012643
SPECTRAL_RIDGE,73101,selected,standard,3,0.7476034071324642,105.96458128401181,78.0932794199782
SPECTRAL_RIDGE,73102,selected,standard,0,0.6723921908935366,16.242244942638752,10.93919644588025
SPECTRAL_RIDGE,73102,selected,standard,1,0.7684013950113796,21.22001134458497,17.43697458240651
SPECTRAL_RIDGE,73102,selected,standard,2,0.12353796702858551,7.756883614301462,5.668358843012643
SPECTRAL_RIDGE,73102,selected,standard,3,0.7476034071324642,105.96458128401181,78.0932794199782
