id,arm,seed,updates,optimizer_seconds,seconds,trainable_parameters,peak_allocated_bytes,peak_reserved_bytes,status
G0_73100_1e-04,G0,73100,512,49.979643024504185,62.79463282998768,1179648,634260480,645922816,COMPLETE
G0_73100_3e-05,G0,73100,512,50.78075324918609,62.589319808990695,1179648,633457664,650117120,COMPLETE
G1_73100_1e-04,G1,73100,512,50.05066481989343,63.02036864499678,1179648,633457664,650117120,COMPLETE
G1_73100_3e-05,G1,73100,512,50.288020472595235,61.955972646013834,1179648,633457664,650117120,COMPLETE
G2_73100_1e-04,G2,73100,512,50.10444663869566,62.93457943102112,1179648,633457664,650117120,COMPLETE
G2_73100_3e-05,G2,73100,512,49.83540750294924,61.63816760899499,1179648,633457664,650117120,COMPLETE
G3_73100_1e-04,G3,73100,512,49.92802750595729,62.84306791401468,1179648,633457664,650117120,COMPLETE
G3_73100_3e-05,G3,73100,512,49.84184845210984,61.780181103007635,1179648,633457664,650117120,COMPLETE
G0_73101_3e-05,G0,73101,512,49.84440960889333,62.61742368299747,1179648,633457664,650117120,COMPLETE
G1_73101_3e-05,G1,73101,512,49.90297891528462,62.742216737999115,1179648,633457664,650117120,COMPLETE
G2_73101_3e-05,G2,73101,512,49.80376361173694,62.682571318990085,1179648,633457664,650117120,COMPLETE
G3_73101_3e-05,G3,73101,512,49.73924416070804,62.44851430100971,1179648,633457664,650117120,COMPLETE
G0_73102_3e-05,G0,73102,512,49.82950496504782,62.800817584997276,1179648,633457664,650117120,COMPLETE
G1_73102_3e-05,G1,73102,512,49.904708060552366,62.62931570300134,1179648,633457664,650117120,COMPLETE
G2_73102_3e-05,G2,73102,512,49.923884711868595,62.84032764600124,1179648,633457664,650117120,COMPLETE
G3_73102_3e-05,G3,73102,512,49.93137496750569,62.83401764900191,1179648,633457664,650117120,COMPLETE
