method,baseline,policy,condition,seed,method_score,baseline_score,gain_percent,ci_low,ci_high,replicates
G2,G1,selected,PRIMARY,73101,0.24839228651429518,0.24747599160879102,-0.37025608001305876,-1.304649839022106,1.0662021687937135,2000
G2,G1,selected,PRIMARY,73102,0.250484460554793,0.24774128576085283,-1.107273979593451,-1.6888203961371397,0.07754142531920406,2000
G2,G1,selected,PRIMARY,MEAN,0.2494383735345441,0.2476086386848219,-0.738962444703405,-1.415988639804043,0.5738446597039725,2000
G2,G3,selected,PRIMARY,73101,0.24839228651429518,0.24559453947020576,-1.1391731469782225,-1.735771102361811,-0.5325981127494039,2000
G2,G3,selected,PRIMARY,73102,0.250484460554793,0.24894936207868956,-0.6166308133050057,-0.8983126472375627,-0.22008259275314257,2000
G2,G3,selected,PRIMARY,MEAN,0.2494383735345441,0.24727195077444766,-0.8761296027759179,-1.3144182939908358,-0.5422133749019167,2000
G2,G0,selected,PRIMARY,73101,0.24839228651429518,0.24728757927496445,-0.44672977210164855,-0.658093985324047,-0.019031847474476036,2000
G2,G0,selected,PRIMARY,73102,0.250484460554793,0.25012813418044993,-0.14245753501923536,-0.4505716155029121,0.10343437122872913,2000
G2,G0,selected,PRIMARY,MEAN,0.2494383735345441,0.24870785672770718,-0.29372486114771557,-0.55319386923724,0.04229882849370684,2000
G2,G1,selected,standard,73101,0.24839228651429518,0.24747599160879102,-0.37025608001305876,-1.304649839022106,1.0662021687937135,2000
G2,G1,selected,standard,73102,0.250484460554793,0.24774128576085283,-1.107273979593451,-1.6888203961371397,0.07754142531920406,2000
G2,G1,selected,standard,MEAN,0.2494383735345441,0.2476086386848219,-0.738962444703405,-1.415988639804043,0.5738446597039725,2000
G2,G3,selected,standard,73101,0.24839228651429518,0.24559453947020576,-1.1391731469782225,-1.735771102361811,-0.5325981127494039,2000
G2,G3,selected,standard,73102,0.250484460554793,0.24894936207868956,-0.6166308133050057,-0.8983126472375627,-0.22008259275314257,2000
G2,G3,selected,standard,MEAN,0.2494383735345441,0.24727195077444766,-0.8761296027759179,-1.3144182939908358,-0.5422133749019167,2000
G2,G0,selected,standard,73101,0.24839228651429518,0.24728757927496445,-0.44672977210164855,-0.658093985324047,-0.019031847474476036,2000
G2,G0,selected,standard,73102,0.250484460554793,0.25012813418044993,-0.14245753501923536,-0.4505716155029121,0.10343437122872913,2000
G2,G0,selected,standard,MEAN,0.2494383735345441,0.24870785672770718,-0.29372486114771557,-0.55319386923724,0.04229882849370684,2000
G2,G1,fixed512,PRIMARY,73101,0.2987152647623638,0.30624107491975444,2.457479016935478,-1.2360136456457484,5.485628405081607,2000
G2,G1,fixed512,PRIMARY,73102,0.3188056919047176,0.31251290307566587,-2.0136092836871105,-8.084344799505603,1.0104226890324914,2000
G2,G1,fixed512,PRIMARY,MEAN,0.3087604783335407,0.30937698899771016,0.19927489312206711,-4.680280192730531,3.1966458797900947,2000
G2,G3,fixed512,PRIMARY,73101,0.2987152647623638,0.3073701301235339,2.815779580693694,0.8194559711705635,4.019907211818379,2000
G2,G3,fixed512,PRIMARY,73102,0.3188056919047176,0.3203264307715621,0.47474660869586743,-1.5451882918673907,1.7622432272109338,2000
G2,G3,fixed512,PRIMARY,MEAN,0.3087604783335407,0.313848280447548,1.6211024341927467,0.074603967019485,2.63442206361037,2000
G2,G0,fixed512,PRIMARY,73101,0.2987152647623638,0.3005235782460791,0.6017210011503943,-0.06314742735068177,1.07218638342853,2000
G2,G0,fixed512,PRIMARY,73102,0.3188056919047176,0.31060135369339675,-2.641436720658841,-3.214656581081014,-2.0255512040638335,2000
G2,G0,fixed512,PRIMARY,MEAN,0.3087604783335407,0.3055624659697379,-1.0465985583842998,-1.59727945440546,-0.7245788277115207,2000
G2,G1,fixed512,standard,73101,0.2987152647623638,0.30624107491975444,2.457479016935478,-1.2360136456457484,5.485628405081607,2000
G2,G1,fixed512,standard,73102,0.3188056919047176,0.31251290307566587,-2.0136092836871105,-8.084344799505603,1.0104226890324914,2000
G2,G1,fixed512,standard,MEAN,0.3087604783335407,0.30937698899771016,0.19927489312206711,-4.680280192730531,3.1966458797900947,2000
G2,G3,fixed512,standard,73101,0.2987152647623638,0.3073701301235339,2.815779580693694,0.8194559711705635,4.019907211818379,2000
G2,G3,fixed512,standard,73102,0.3188056919047176,0.3203264307715621,0.47474660869586743,-1.5451882918673907,1.7622432272109338,2000
G2,G3,fixed512,standard,MEAN,0.3087604783335407,0.313848280447548,1.6211024341927467,0.074603967019485,2.63442206361037,2000
G2,G0,fixed512,standard,73101,0.2987152647623638,0.3005235782460791,0.6017210011503943,-0.06314742735068177,1.07218638342853,2000
G2,G0,fixed512,standard,73102,0.3188056919047176,0.31060135369339675,-2.641436720658841,-3.214656581081014,-2.0255512040638335,2000
G2,G0,fixed512,standard,MEAN,0.3087604783335407,0.3055624659697379,-1.0465985583842998,-1.59727945440546,-0.7245788277115207,2000
