arm,tune_scaled_RMSE,dev_scaled_RMSE,tune_gain_vs_F0,dev_gain_vs_F0,tune_rank,dev_rank
F0,1.0873404058119829,0.6995868939172729,0.0,0.0,4,5
AFFINE,1.080194846318796,0.6900963546514329,0.657159382194652,1.3565919185104474,3,3
LOCAL,1.089206229506451,0.6947293306541379,-0.17159517704806254,0.6943473791991073,5,4
LOCAL_FIXED120,1.272910999844123,0.6437710514933669,-17.066467229603536,7.97840024008602,7,1
POOLED,1.0187194506783002,0.8994718300240241,6.310899030965311,-28.571852595395796,1,7
POOLED_AFFINE,1.1023564365475385,0.6855545563050687,-1.3809870998348668,2.005803386857556,6,2
WARM,1.0299581483775522,0.8404109024906756,5.277303880892746,-20.12959502212392,2,6
