canonical,source,split,origin,channel,numerator,count
beijing_233_34000_native_anchor_1_step450,beijing,S,19200,3,15.034163399756665,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19296,0,33.33746415599833,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19296,1,12.205386798009211,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19296,2,4.365248552599129,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19296,3,18.649571707237378,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19392,0,9.974580905859879,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19392,1,4.866767683372722,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19392,2,3.993871758370633,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19392,3,6.709135699074591,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19488,0,11.62949952620549,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19488,1,13.229577601201285,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19488,2,6.006914520190072,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19488,3,7.868051859532134,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19584,0,25.341493235998062,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19584,1,8.534016411450104,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19584,2,17.379050458637728,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19584,3,7.931658977161604,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19680,0,9.82510788662859,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19680,1,8.073997020700318,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19680,2,20.12253093023215,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19680,3,19.1594392038803,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19776,0,5.0910037369208085,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19776,1,4.474352093601403,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19776,2,6.371446967913618,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19776,3,5.563538696019275,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19872,0,20.435686855935383,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19872,1,17.79981337483485,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19872,2,9.822189719566408,48
beijing_233_34000_native_anchor_1_step450,beijing,S,19872,3,9.6959474500929,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18432,0,6.5714477844918555,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18432,1,3.227777788060308,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18432,2,7.835511636050443,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18432,3,7.302798525938264,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18528,0,32.20070056485116,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18528,1,10.422634835502215,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18528,2,6.27989072407038,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18528,3,17.98248738871564,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18624,0,4.581268409459574,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18624,1,4.776888242081833,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18624,2,4.113298552449462,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18624,3,9.51619346340121,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18720,0,35.840254670281055,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18720,1,14.609738259719096,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18720,2,4.86195460298232,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18720,3,9.654370731812248,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18816,0,22.487162510729522,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18816,1,10.672482604054926,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18816,2,4.198269387616709,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18816,3,15.427794379874982,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18912,0,30.7842179326288,42
beijing_233_34000_native_anchor_1_step900,beijing,S,18912,1,10.932857281007472,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18912,2,3.4747563689709677,48
beijing_233_34000_native_anchor_1_step900,beijing,S,18912,3,4.827823881939539,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19008,0,10.562757680270865,46
beijing_233_34000_native_anchor_1_step900,beijing,S,19008,1,4.016204193136165,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19008,2,2.1204025820379546,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19008,3,13.934067875907022,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19104,0,20.429210715100748,47
beijing_233_34000_native_anchor_1_step900,beijing,S,19104,1,11.969727718988045,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19104,2,7.38058218489733,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19104,3,13.421829534700368,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19200,0,5.732420853756763,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19200,1,5.48351483743598,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19200,2,7.766744829562444,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19200,3,17.18446304425754,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19296,0,40.569621806931856,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19296,1,16.045899918597033,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19296,2,5.146779081182385,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19296,3,26.699182427146965,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19392,0,11.020481552145371,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19392,1,5.868962638072136,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19392,2,4.687670995740792,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19392,3,3.0135906294780264,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19488,0,13.170973636255228,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19488,1,13.970746766522577,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19488,2,5.995236599296951,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19488,3,7.980913742715024,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19584,0,25.45822735876191,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19584,1,8.802713785668125,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19584,2,18.650532928361574,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19584,3,7.300030499180978,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19680,0,12.497130569968892,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19680,1,9.271880850245465,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19680,2,20.430081298336642,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19680,3,17.01712603282193,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19776,0,7.317813865722575,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19776,1,4.23875983152246,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19776,2,8.806476149474783,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19776,3,6.333055187959117,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19872,0,25.42605143889294,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19872,1,21.992240422128564,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19872,2,10.320043809328407,48
beijing_233_34000_native_anchor_1_step900,beijing,S,19872,3,10.981950265899075,48
beijing_233_34001_native_0_step150,beijing,S,18432,0,6.219562759757136,48
beijing_233_34001_native_0_step150,beijing,S,18432,1,4.305526338236555,48
beijing_233_34001_native_0_step150,beijing,S,18432,2,6.005263024416758,48
beijing_233_34001_native_0_step150,beijing,S,18432,3,6.853507753587004,48
beijing_233_34001_native_0_step150,beijing,S,18528,0,26.255074338159837,48
beijing_233_34001_native_0_step150,beijing,S,18528,1,8.262490941879173,48
beijing_233_34001_native_0_step150,beijing,S,18528,2,4.734380622503352,48
beijing_233_34001_native_0_step150,beijing,S,18528,3,14.099039264061979,48
beijing_233_34001_native_0_step150,beijing,S,18624,0,8.874849710228359,48
beijing_233_34001_native_0_step150,beijing,S,18624,1,5.1199486408904855,48
beijing_233_34001_native_0_step150,beijing,S,18624,2,2.93771178423349,48
beijing_233_34001_native_0_step150,beijing,S,18624,3,6.422759540332414,48
beijing_233_34001_native_0_step150,beijing,S,18720,0,28.850058492174405,48
beijing_233_34001_native_0_step150,beijing,S,18720,1,10.586189713845432,48
beijing_233_34001_native_0_step150,beijing,S,18720,2,4.731658487029635,48
beijing_233_34001_native_0_step150,beijing,S,18720,3,10.10040119492472,48
beijing_233_34001_native_0_step150,beijing,S,18816,0,15.616909076106838,48
beijing_233_34001_native_0_step150,beijing,S,18816,1,7.618623172120067,48
beijing_233_34001_native_0_step150,beijing,S,18816,2,3.90172362407093,48
beijing_233_34001_native_0_step150,beijing,S,18816,3,12.166158246348154,48
beijing_233_34001_native_0_step150,beijing,S,18912,0,22.803134925913895,42
beijing_233_34001_native_0_step150,beijing,S,18912,1,8.291161249758398,48
beijing_233_34001_native_0_step150,beijing,S,18912,2,4.671594600222619,48
beijing_233_34001_native_0_step150,beijing,S,18912,3,6.496740681758558,48
beijing_233_34001_native_0_step150,beijing,S,19008,0,11.819505306978385,46
beijing_233_34001_native_0_step150,beijing,S,19008,1,5.7664237474266775,48
beijing_233_34001_native_0_step150,beijing,S,19008,2,2.5523807954453175,48
beijing_233_34001_native_0_step150,beijing,S,19008,3,9.540147627714274,48
beijing_233_34001_native_0_step150,beijing,S,19104,0,16.071933387365657,47
beijing_233_34001_native_0_step150,beijing,S,19104,1,10.78200316262856,48
beijing_233_34001_native_0_step150,beijing,S,19104,2,6.319678735910386,48
beijing_233_34001_native_0_step150,beijing,S,19104,3,18.882433552219236,48
beijing_233_34001_native_0_step150,beijing,S,19200,0,7.458684930011583,48
beijing_233_34001_native_0_step150,beijing,S,19200,1,5.032634520913853,48
beijing_233_34001_native_0_step150,beijing,S,19200,2,8.35374259746188,48
beijing_233_34001_native_0_step150,beijing,S,19200,3,11.170077210963925,48
beijing_233_34001_native_0_step150,beijing,S,19296,0,45.50588933926545,48
beijing_233_34001_native_0_step150,beijing,S,19296,1,20.087235681984005,48
beijing_233_34001_native_0_step150,beijing,S,19296,2,5.201331458383093,48
beijing_233_34001_native_0_step150,beijing,S,19296,3,27.14498127830975,48
beijing_233_34001_native_0_step150,beijing,S,19392,0,14.115167838496678,48
beijing_233_34001_native_0_step150,beijing,S,19392,1,5.2253673566384435,48
beijing_233_34001_native_0_step150,beijing,S,19392,2,4.6965595389497015,48
beijing_233_34001_native_0_step150,beijing,S,19392,3,4.842473158312288,48
beijing_233_34001_native_0_step150,beijing,S,19488,0,15.076047348603964,48
beijing_233_34001_native_0_step150,beijing,S,19488,1,12.042530314111389,48
beijing_233_34001_native_0_step150,beijing,S,19488,2,6.996299491103103,48
beijing_233_34001_native_0_step150,beijing,S,19488,3,9.522323226583685,48
beijing_233_34001_native_0_step150,beijing,S,19584,0,31.934309701722206,48
beijing_233_34001_native_0_step150,beijing,S,19584,1,8.29890592158025,48
beijing_233_34001_native_0_step150,beijing,S,19584,2,15.777573614724922,48
beijing_233_34001_native_0_step150,beijing,S,19584,3,7.619471503915608,48
beijing_233_34001_native_0_step150,beijing,S,19680,0,7.6163561557610215,48
beijing_233_34001_native_0_step150,beijing,S,19680,1,7.963958620405856,48
beijing_233_34001_native_0_step150,beijing,S,19680,2,10.623189938986371,48
beijing_233_34001_native_0_step150,beijing,S,19680,3,12.631428199865887,48
beijing_233_34001_native_0_step150,beijing,S,19776,0,4.571803925617484,48
beijing_233_34001_native_0_step150,beijing,S,19776,1,5.3350488625507175,48
beijing_233_34001_native_0_step150,beijing,S,19776,2,5.013465391238788,48
beijing_233_34001_native_0_step150,beijing,S,19776,3,6.6637257601911335,48
beijing_233_34001_native_0_step150,beijing,S,19872,0,19.185522303667597,48
beijing_233_34001_native_0_step150,beijing,S,19872,1,16.248937191359154,48
beijing_233_34001_native_0_step150,beijing,S,19872,2,11.752751215925482,48
beijing_233_34001_native_0_step150,beijing,S,19872,3,9.18490624142939,48
beijing_233_34001_native_0_step450,beijing,S,18432,0,5.997386444685885,48
beijing_233_34001_native_0_step450,beijing,S,18432,1,3.677088755659415,48
beijing_233_34001_native_0_step450,beijing,S,18432,2,6.7828419247532254,48
beijing_233_34001_native_0_step450,beijing,S,18432,3,6.891015072139604,48
beijing_233_34001_native_0_step450,beijing,S,18528,0,28.398956501702866,48
beijing_233_34001_native_0_step450,beijing,S,18528,1,11.204181721820117,48
beijing_233_34001_native_0_step450,beijing,S,18528,2,6.088645268614631,48
beijing_233_34001_native_0_step450,beijing,S,18528,3,17.395040748267704,48
beijing_233_34001_native_0_step450,beijing,S,18624,0,4.807262484745962,48
beijing_233_34001_native_0_step450,beijing,S,18624,1,5.956448542204155,48
beijing_233_34001_native_0_step450,beijing,S,18624,2,4.269769404989049,48
beijing_233_34001_native_0_step450,beijing,S,18624,3,8.33825413110684,48
beijing_233_34001_native_0_step450,beijing,S,18720,0,33.57186064533709,48
beijing_233_34001_native_0_step450,beijing,S,18720,1,10.465833989096133,48
beijing_233_34001_native_0_step450,beijing,S,18720,2,6.11803663330826,48
beijing_233_34001_native_0_step450,beijing,S,18720,3,11.451886917721318,48
beijing_233_34001_native_0_step450,beijing,S,18816,0,15.252869310325472,48
beijing_233_34001_native_0_step450,beijing,S,18816,1,7.586068489275997,48
beijing_233_34001_native_0_step450,beijing,S,18816,2,4.257286850594935,48
beijing_233_34001_native_0_step450,beijing,S,18816,3,12.184986476776656,48
beijing_233_34001_native_0_step450,beijing,S,18912,0,28.21663221124524,42
beijing_233_34001_native_0_step450,beijing,S,18912,1,10.099991954062562,48
beijing_233_34001_native_0_step450,beijing,S,18912,2,4.427436771056598,48
beijing_233_34001_native_0_step450,beijing,S,18912,3,7.591262485919568,48
beijing_233_34001_native_0_step450,beijing,S,19008,0,12.621448904271746,46
beijing_233_34001_native_0_step450,beijing,S,19008,1,5.616648541518368,48
beijing_233_34001_native_0_step450,beijing,S,19008,2,2.924583355830062,48
beijing_233_34001_native_0_step450,beijing,S,19008,3,9.626218586439565,48
beijing_233_34001_native_0_step450,beijing,S,19104,0,21.152583035813983,47
beijing_233_34001_native_0_step450,beijing,S,19104,1,13.095731244236472,48
beijing_233_34001_native_0_step450,beijing,S,19104,2,6.572388790606075,48
beijing_233_34001_native_0_step450,beijing,S,19104,3,16.72827760811817,48
beijing_233_34001_native_0_step450,beijing,S,19200,0,6.013076373537739,48
beijing_233_34001_native_0_step450,beijing,S,19200,1,5.918722611659647,48
beijing_233_34001_native_0_step450,beijing,S,19200,2,7.293558126722881,48
beijing_233_34001_native_0_step450,beijing,S,19200,3,10.794636486471262,48
beijing_233_34001_native_0_step450,beijing,S,19296,0,45.608181670752785,48
beijing_233_34001_native_0_step450,beijing,S,19296,1,15.909144789000292,48
beijing_233_34001_native_0_step450,beijing,S,19296,2,6.183178953542606,48
beijing_233_34001_native_0_step450,beijing,S,19296,3,26.014274691550217,48
beijing_233_34001_native_0_step450,beijing,S,19392,0,12.679190914346613,48
beijing_233_34001_native_0_step450,beijing,S,19392,1,5.432899981870109,48
beijing_233_34001_native_0_step450,beijing,S,19392,2,3.9375213072738595,48
beijing_233_34001_native_0_step450,beijing,S,19392,3,4.954079143468846,48
beijing_233_34001_native_0_step450,beijing,S,19488,0,12.700217305918915,48
beijing_233_34001_native_0_step450,beijing,S,19488,1,11.222217780859957,48
beijing_233_34001_native_0_step450,beijing,S,19488,2,6.966322116606072,48
beijing_233_34001_native_0_step450,beijing,S,19488,3,8.828798365272723,48
beijing_233_34001_native_0_step450,beijing,S,19584,0,26.445598976856648,48
beijing_233_34001_native_0_step450,beijing,S,19584,1,8.57167471101818,48
beijing_233_34001_native_0_step450,beijing,S,19584,2,17.911382029787468,48
beijing_233_34001_native_0_step450,beijing,S,19584,3,5.4584689931895305,48
beijing_233_34001_native_0_step450,beijing,S,19680,0,9.480070983588524,48
beijing_233_34001_native_0_step450,beijing,S,19680,1,9.36236587914177,48
beijing_233_34001_native_0_step450,beijing,S,19680,2,13.718719393569597,48
beijing_233_34001_native_0_step450,beijing,S,19680,3,16.2586465923787,48
beijing_233_34001_native_0_step450,beijing,S,19776,0,5.237681261762231,48
beijing_233_34001_native_0_step450,beijing,S,19776,1,5.641231437744168,48
beijing_233_34001_native_0_step450,beijing,S,19776,2,7.044020823473797,48
beijing_233_34001_native_0_step450,beijing,S,19776,3,8.427108722553035,48
beijing_233_34001_native_0_step450,beijing,S,19872,0,20.421475773458024,48
beijing_233_34001_native_0_step450,beijing,S,19872,1,17.69054542394479,48
beijing_233_34001_native_0_step450,beijing,S,19872,2,11.548351977057676,48
beijing_233_34001_native_0_step450,beijing,S,19872,3,10.673984205812378,48
beijing_233_34001_native_0_step900,beijing,S,18432,0,7.040195171718915,48
beijing_233_34001_native_0_step900,beijing,S,18432,1,2.8060059094024394,48
beijing_233_34001_native_0_step900,beijing,S,18432,2,7.15973509918637,48
beijing_233_34001_native_0_step900,beijing,S,18432,3,6.610640234173832,48
beijing_233_34001_native_0_step900,beijing,S,18528,0,39.8516387840837,48
beijing_233_34001_native_0_step900,beijing,S,18528,1,11.835305457892678,48
beijing_233_34001_native_0_step900,beijing,S,18528,2,6.647838594267512,48
beijing_233_34001_native_0_step900,beijing,S,18528,3,29.00659371535196,48
beijing_233_34001_native_0_step900,beijing,S,18624,0,2.5971557474192157,48
beijing_233_34001_native_0_step900,beijing,S,18624,1,6.676227362169129,48
beijing_233_34001_native_0_step900,beijing,S,18624,2,6.521773846223082,48
beijing_233_34001_native_0_step900,beijing,S,18624,3,14.12799238435976,48
beijing_233_34001_native_0_step900,beijing,S,18720,0,45.292526783371805,48
beijing_233_34001_native_0_step900,beijing,S,18720,1,15.719867906379838,48
beijing_233_34001_native_0_step900,beijing,S,18720,2,6.652709786354903,48
beijing_233_34001_native_0_step900,beijing,S,18720,3,12.568177941305866,48
beijing_233_34001_native_0_step900,beijing,S,18816,0,16.717994670914376,48
beijing_233_34001_native_0_step900,beijing,S,18816,1,7.818122416184033,48
beijing_233_34001_native_0_step900,beijing,S,18816,2,4.235484544111888,48
beijing_233_34001_native_0_step900,beijing,S,18816,3,12.659604142017665,48
beijing_233_34001_native_0_step900,beijing,S,18912,0,28.694534565086403,42
beijing_233_34001_native_0_step900,beijing,S,18912,1,7.95869555503138,48
beijing_233_34001_native_0_step900,beijing,S,18912,2,4.078539728443194,48
beijing_233_34001_native_0_step900,beijing,S,18912,3,5.163525409327968,48
beijing_233_34001_native_0_step900,beijing,S,19008,0,13.775037901344282,46
beijing_233_34001_native_0_step900,beijing,S,19008,1,4.741302781256811,48
beijing_233_34001_native_0_step900,beijing,S,19008,2,2.8762912599475503,48
beijing_233_34001_native_0_step900,beijing,S,19008,3,10.534680876824561,48
beijing_233_34001_native_0_step900,beijing,S,19104,0,23.701041212250907,47
beijing_233_34001_native_0_step900,beijing,S,19104,1,12.0114326481696,48
beijing_233_34001_native_0_step900,beijing,S,19104,2,7.19586138994501,48
beijing_233_34001_native_0_step900,beijing,S,19104,3,17.783638631461596,48
beijing_233_34001_native_0_step900,beijing,S,19200,0,6.250576182087357,48
beijing_233_34001_native_0_step900,beijing,S,19200,1,6.3988631426692075,48
beijing_233_34001_native_0_step900,beijing,S,19200,2,5.8890060152281185,48
beijing_233_34001_native_0_step900,beijing,S,19200,3,11.230342435359331,48
beijing_233_34001_native_0_step900,beijing,S,19296,0,30.63075124901645,48
beijing_233_34001_native_0_step900,beijing,S,19296,1,7.9640471105147235,48
beijing_233_34001_native_0_step900,beijing,S,19296,2,5.182026514726609,48
beijing_233_34001_native_0_step900,beijing,S,19296,3,14.128293030701943,48
beijing_233_34001_native_0_step900,beijing,S,19392,0,13.578771394217812,48
beijing_233_34001_native_0_step900,beijing,S,19392,1,8.544523861148894,48
beijing_233_34001_native_0_step900,beijing,S,19392,2,3.5596361827903564,48
beijing_233_34001_native_0_step900,beijing,S,19392,3,4.785135221385248,48
beijing_233_34001_native_0_step900,beijing,S,19488,0,13.272639861348054,48
beijing_233_34001_native_0_step900,beijing,S,19488,1,15.752143381000218,48
beijing_233_34001_native_0_step900,beijing,S,19488,2,5.863481849621749,48
beijing_233_34001_native_0_step900,beijing,S,19488,3,8.794095443013546,48
beijing_233_34001_native_0_step900,beijing,S,19584,0,26.138873750382448,48
beijing_233_34001_native_0_step900,beijing,S,19584,1,11.649913604296666,48
beijing_233_34001_native_0_step900,beijing,S,19584,2,17.163838863923626,48
beijing_233_34001_native_0_step900,beijing,S,19584,3,5.801003345156371,48
beijing_233_34001_native_0_step900,beijing,S,19680,0,10.090985984927862,48
beijing_233_34001_native_0_step900,beijing,S,19680,1,8.8478265209818,48
beijing_233_34001_native_0_step900,beijing,S,19680,2,16.620536586411593,48
beijing_233_34001_native_0_step900,beijing,S,19680,3,15.932390551317221,48
beijing_233_34001_native_0_step900,beijing,S,19776,0,7.784225569966646,48
beijing_233_34001_native_0_step900,beijing,S,19776,1,5.314904506925526,48
beijing_233_34001_native_0_step900,beijing,S,19776,2,7.888312856219437,48
beijing_233_34001_native_0_step900,beijing,S,19776,3,7.195305881485219,48
beijing_233_34001_native_0_step900,beijing,S,19872,0,24.825142858900538,48
beijing_233_34001_native_0_step900,beijing,S,19872,1,21.18526752734908,48
beijing_233_34001_native_0_step900,beijing,S,19872,2,12.129611273392975,48
beijing_233_34001_native_0_step900,beijing,S,19872,3,11.374409363182446,48
beijing_233_34001_native_1_step150,beijing,S,18432,0,5.753053410380376,48
beijing_233_34001_native_1_step150,beijing,S,18432,1,3.908196627357501,48
beijing_233_34001_native_1_step150,beijing,S,18432,2,6.1038829724321015,48
beijing_233_34001_native_1_step150,beijing,S,18432,3,6.567580173681916,48
beijing_233_34001_native_1_step150,beijing,S,18528,0,28.662993002557847,48
beijing_233_34001_native_1_step150,beijing,S,18528,1,9.799096721759465,48
beijing_233_34001_native_1_step150,beijing,S,18528,2,4.416815445999038,48
beijing_233_34001_native_1_step150,beijing,S,18528,3,15.1869166208234,48
beijing_233_34001_native_1_step150,beijing,S,18624,0,7.4788997125327095,48
beijing_233_34001_native_1_step150,beijing,S,18624,1,5.453500625811919,48
beijing_233_34001_native_1_step150,beijing,S,18624,2,3.0796195626224567,48
beijing_233_34001_native_1_step150,beijing,S,18624,3,7.338148464734408,48
beijing_233_34001_native_1_step150,beijing,S,18720,0,32.33239594934306,48
beijing_233_34001_native_1_step150,beijing,S,18720,1,10.402868544066063,48
beijing_233_34001_native_1_step150,beijing,S,18720,2,4.917132013739162,48
beijing_233_34001_native_1_step150,beijing,S,18720,3,10.28995273408333,48
beijing_233_34001_native_1_step150,beijing,S,18816,0,14.486982947156255,48
beijing_233_34001_native_1_step150,beijing,S,18816,1,7.606640323440828,48
beijing_233_34001_native_1_step150,beijing,S,18816,2,4.1864559639230565,48
beijing_233_34001_native_1_step150,beijing,S,18816,3,12.195789519858836,48
beijing_233_34001_native_1_step150,beijing,S,18912,0,26.19706194524061,42
beijing_233_34001_native_1_step150,beijing,S,18912,1,9.852348071933099,48
beijing_233_34001_native_1_step150,beijing,S,18912,2,4.303954890060256,48
beijing_233_34001_native_1_step150,beijing,S,18912,3,7.119798076248505,48
beijing_233_34001_native_1_step150,beijing,S,19008,0,12.00415258587673,46
beijing_233_34001_native_1_step150,beijing,S,19008,1,5.1527471444549775,48
beijing_233_34001_native_1_step150,beijing,S,19008,2,2.8297718476681593,48
beijing_233_34001_native_1_step150,beijing,S,19008,3,9.413345549659226,48
beijing_233_34001_native_1_step150,beijing,S,19104,0,16.238746295027685,47
beijing_233_34001_native_1_step150,beijing,S,19104,1,11.415536174311109,48
beijing_233_34001_native_1_step150,beijing,S,19104,2,6.562125302611534,48
beijing_233_34001_native_1_step150,beijing,S,19104,3,19.21698110079553,48
beijing_233_34001_native_1_step150,beijing,S,19200,0,6.586119286255212,48
beijing_233_34001_native_1_step150,beijing,S,19200,1,5.002222092190841,48
beijing_233_34001_native_1_step150,beijing,S,19200,2,7.45122978442772,48
beijing_233_34001_native_1_step150,beijing,S,19200,3,10.356107982570231,48
beijing_233_34001_native_1_step150,beijing,S,19296,0,48.92846947700746,48
beijing_233_34001_native_1_step150,beijing,S,19296,1,19.14925443527249,48
beijing_233_34001_native_1_step150,beijing,S,19296,2,5.153860150119459,48
beijing_233_34001_native_1_step150,beijing,S,19296,3,27.3767362112785,48
beijing_233_34001_native_1_step150,beijing,S,19392,0,14.38105868771603,48
beijing_233_34001_native_1_step150,beijing,S,19392,1,5.555121955276859,48
beijing_233_34001_native_1_step150,beijing,S,19392,2,4.214733808724937,48
beijing_233_34001_native_1_step150,beijing,S,19392,3,4.70924917991898,48
beijing_233_34001_native_1_step150,beijing,S,19488,0,12.925030249350673,48
beijing_233_34001_native_1_step150,beijing,S,19488,1,11.46303097896979,48
beijing_233_34001_native_1_step150,beijing,S,19488,2,6.80364652128746,48
beijing_233_34001_native_1_step150,beijing,S,19488,3,8.887886445030173,48
beijing_233_34001_native_1_step150,beijing,S,19584,0,28.595332009422087,48
beijing_233_34001_native_1_step150,beijing,S,19584,1,8.38714149808793,48
beijing_233_34001_native_1_step150,beijing,S,19584,2,14.657018232501635,48
beijing_233_34001_native_1_step150,beijing,S,19584,3,6.864374158270737,48
beijing_233_34001_native_1_step150,beijing,S,19680,0,7.995863748090676,48
beijing_233_34001_native_1_step150,beijing,S,19680,1,8.394233230567982,48
beijing_233_34001_native_1_step150,beijing,S,19680,2,11.326759540030919,48
beijing_233_34001_native_1_step150,beijing,S,19680,3,14.647906515299939,48
beijing_233_34001_native_1_step150,beijing,S,19776,0,4.4016193963168515,48
beijing_233_34001_native_1_step150,beijing,S,19776,1,5.845314221804228,48
beijing_233_34001_native_1_step150,beijing,S,19776,2,5.255237931030644,48
beijing_233_34001_native_1_step150,beijing,S,19776,3,7.214794864708727,48
beijing_233_34001_native_1_step150,beijing,S,19872,0,19.03057384636535,48
beijing_233_34001_native_1_step150,beijing,S,19872,1,16.038915205735865,48
beijing_233_34001_native_1_step150,beijing,S,19872,2,10.976465368868999,48
beijing_233_34001_native_1_step150,beijing,S,19872,3,9.365717329556682,48
beijing_233_34001_native_1_step450,beijing,S,18432,0,6.18671040575108,48
beijing_233_34001_native_1_step450,beijing,S,18432,1,3.3100648805871824,48
beijing_233_34001_native_1_step450,beijing,S,18432,2,8.013840537876208,48
beijing_233_34001_native_1_step450,beijing,S,18432,3,7.788573332186741,48
beijing_233_34001_native_1_step450,beijing,S,18528,0,35.32506673629128,48
beijing_233_34001_native_1_step450,beijing,S,18528,1,10.85730672243378,48
beijing_233_34001_native_1_step450,beijing,S,18528,2,5.816461193741598,48
beijing_233_34001_native_1_step450,beijing,S,18528,3,20.62136552376527,48
beijing_233_34001_native_1_step450,beijing,S,18624,0,4.9061680342086404,48
beijing_233_34001_native_1_step450,beijing,S,18624,1,4.718672623865766,48
beijing_233_34001_native_1_step450,beijing,S,18624,2,5.283892156151255,48
beijing_233_34001_native_1_step450,beijing,S,18624,3,10.548417511119316,48
beijing_233_34001_native_1_step450,beijing,S,18720,0,41.23729126400773,48
beijing_233_34001_native_1_step450,beijing,S,18720,1,14.213633290364312,48
beijing_233_34001_native_1_step450,beijing,S,18720,2,6.337315925674594,48
beijing_233_34001_native_1_step450,beijing,S,18720,3,10.772191064580277,48
beijing_233_34001_native_1_step450,beijing,S,18816,0,16.701747911916563,48
