source,recent_loss,spread_loss,recent_minus_spread,recent_gain_f0,spread_gain_f0,spread_minus_recent_gain_pp,same_checkpoint_cells
beijing,0.18884729037161735,0.18775430115762126,0.001092989213996115,0.7009697926555283,1.2756816074945392,0.5747118148390111,0
electricity_new,0.21574547168626956,0.215498740504586,0.00024673118168354324,-0.1144930968532935,0.0,0.1144930968532935,0
ettm2_later,0.10816808988247495,0.10842456258810242,-0.0002564727056274599,1.2499295657737628,1.0157875209924803,-0.23414204478128245,1
