arm,variant,scaled_2pinball,median_mae,qmean_mse,interval80_coverage,interval80_width,rmsse,occurrence_brier,positive_demand_mae,censored_pinball,uncensored_pinball,censored_underprediction_bias,prediction_sha256
F0,clean,0.524918064010481,0.74157100937147,2.688611954360486,0.7801378038194444,1.4537481277786422,1.0719469598056663,0.17895342409610748,1.7210768461227417,3.279112615638583,0.30595381296755797,3.5888850688934326,938bd2eb0a000e429aa33e27ecfce2e94cd6b02fe2f637153d8105690f6e1837
NAIVE_LORA,clean,0.5210425642912357,0.7345395644339847,2.7031694555536143,0.7930636935763888,1.4735157484714199,1.0773069213224788,0.1773812472820282,1.746117115020752,3.293614370640089,0.2977932861599085,3.665320873260498,66fab5c43b04c2abaccceab312ed5ac4bcb47f3468d9d7a81372ca4affa011be
DROP_CENSORED_LORA,clean,0.5246834037366431,0.7390635957748857,2.703319829389714,0.7867024739583333,1.4245735996806637,1.079884942587654,0.17951858043670654,1.7513865232467651,3.31870601142159,0.30206612657925225,3.6499316692352295,91c70bdf3a2a539d4ea332ff5bc30f83dd5b1666a41cd3ec44a83f435072f4c7
CENSORED_LOSS_LORA,clean,0.52062265836078,0.7425889312292222,2.7004582558844783,0.8390570746527778,1.5845233097555738,1.0993704068367347,0.18219834566116333,1.8341747522354126,3.244757067937454,0.30163171007916395,3.8031907081604004,ce7495a28d76504b4666b2a19ab921ae25a84e500aca720c487a275461746def
CENSOR_PRESERVE_LORA,clean,0.5207914630974182,0.7425393457771362,2.7007687454377507,0.8380398220486112,1.5779147165542597,1.0992742434762726,0.18210692703723907,1.8338583707809448,3.2583590628466186,0.30133555654157546,3.802339553833008,f810fd9b2b1b52fa917e06c9d55b1818431665b1c88371b6e6bf641c87237537
