timestamp,available_at,temperature_2m,eligible_at_2024_12_27_08_utc
2024-12-28 12:00:00+00:00,2024-12-23 12:00:00+00:00,5.15,True
2024-12-28 12:00:00+00:00,2024-12-24 12:00:00+00:00,7.0,True
2024-12-28 12:00:00+00:00,2024-12-25 12:00:00+00:00,4.1,True
2024-12-28 12:00:00+00:00,2024-12-26 12:00:00+00:00,3.65,True
2024-12-28 12:00:00+00:00,2024-12-27 12:00:00+00:00,1.1805,False
2024-12-28 12:00:00+00:00,2024-12-28 12:00:00+00:00,0.28050002,False
