uid,group,yaw,equivariance_defect,paired_error_penalty,canonical_baseline_error,raw_base_error
zara1:118:661,zara1,45.0,0.1637157312976526,-0.14604663705602727,0.20048519213000202,0.2452473971570061
zara1:119:677,zara1,45.0,0.05739317186302786,-0.012470997791622862,0.15883021044101409,0.3680956136704597
zara1:120:681,zara1,45.0,0.023853421806613474,0.008121328654335819,0.3201464650546068,0.18065607049357668
zara1:121:681,zara1,45.0,0.11052160337655008,-0.08768514888159201,0.17120489273997222,0.21566032092212642
zara1:122:698,zara1,45.0,0.004831736415964963,-0.0006341654621440651,0.25127554305152644,0.15362839312193657
zara1:123:698,zara1,45.0,0.0036541956585765525,0.0007997563425037463,0.19813832675978932,0.098438975162023
zara1:124:701,zara1,45.0,0.0046153822069135274,-0.0002957071078138196,0.16041621527347547,0.1285605726056272
zara1:125:701,zara1,45.0,0.024912339814065675,0.003759346262949756,0.1408585245803937,0.11166448916143476
zara1:126:730,zara1,45.0,0.02614541959386774,0.024447200977696204,0.2921654641212049,0.451773286030366
zara1:126:750,zara1,45.0,0.10605228053869464,0.0957429056360021,0.0765851696475073,0.1688020323571416
zara1:127:733,zara1,45.0,0.0913903514985973,0.07592661959209057,0.13576367604286274,0.26064679504729393
zara1:127:753,zara1,45.0,0.1066456311255269,0.08433310019845724,0.15767776126909364,0.16578540433524336
zara1:128:734,zara1,45.0,0.009403470188282605,0.008749016739680815,0.22161776815208806,0.31497816537850953
zara1:129:733,zara1,45.0,0.008719466833017766,-0.005715959105977109,0.22254338988403086,0.31297579577562423
zara1:129:753,zara1,45.0,0.057938083763286075,0.03849200523588239,0.09165956453277227,0.21777353506840222
zara1:130:736,zara1,45.0,0.01030279270577388,0.00010598325414423737,0.23786283759870627,0.3517089369307111
zara1:131:750,zara1,45.0,0.0983320684943388,0.07710027172120307,0.08448980302959325,0.19847602259571032
zara1:132:763,zara1,45.0,0.0027646802739371206,-0.002184149670143458,0.08050316053266579,0.050268032996694745
zara1:133:767,zara1,45.0,0.05141798003317672,0.008384724416046374,0.10458332156219637,0.272353423916645
zara1:133:787,zara1,45.0,0.10785705478766651,0.09369093709193535,0.07850763379468194,0.15371603529272018
zara1:134:770,zara1,45.0,0.1193483833391779,0.11226574030881709,0.19072281245217648,0.21635549913002938
zara1:135:776,zara1,45.0,0.008413159658382147,0.0003370901746963806,0.2631205002859596,0.14478083587343515
zara1:136:777,zara1,45.0,0.00331109019765283,-0.0011424333431263034,0.1967598421149763,0.09634553935119254
zara2:130:755,zara2,45.0,0.19673810774415096,-0.09301295578530022,0.4978905399767048,0.6332057095325828
zara2:139:737,zara2,45.0,0.08703072999141907,0.08021289488027233,0.19534687364050998,0.23631378373579165
zara2:140:740,zara2,45.0,0.06952029852981956,0.03845317891543021,0.11017296798508454,0.26888240119652534
zara2:144:748,zara2,45.0,0.005085174069532673,-0.002814583776914209,0.10647661780937284,0.051910128929457226
zara2:145:749,zara2,45.0,0.012659274672310794,0.0013027387236132573,0.05167488772443614,0.043487114095809985
zara2:146:749,zara2,45.0,0.011535696214025408,0.0015665203825394741,0.14555922997955592,0.09740738748002888
zara2:146:769,zara2,45.0,0.059904207316546686,0.0512364997911916,0.1717493106284135,0.2841972581717386
zara2:148:752,zara2,45.0,0.01611504020231376,0.007203901598495044,0.15982476215738942,0.16494369895466865
zara2:150:763,zara2,45.0,0.0018238429967436945,0.001446029189191636,0.20267079474354938,0.10370773751074394
zara2:152:768,zara2,45.0,0.08867035153613179,0.08096328185493926,0.08502286486595219,0.1456730346442704
zara2:152:788,zara2,45.0,0.10454801116395893,0.08782501281199251,0.29794956765686365,0.40778123176374065
zara2:153:789,zara2,45.0,0.07424415431907642,0.06381962158720328,0.17478451070926895,0.2908511878071267
zara2:155:772,zara2,45.0,0.007017731643304174,-0.0067375253882813735,0.1524969271348315,0.34964431134745705
zara2:157:778,zara2,45.0,0.006248388965946382,-0.003657836201064496,0.20363499275784433,0.1358929537751446
zara2:158:778,zara2,45.0,0.014792408213115362,-0.011427719392926,0.19319878111370453,0.10982380944570999
zara2:160:799,zara2,45.0,0.11829760064453115,0.08304190361157149,0.15206134603708601,0.18650079308614248
zara2:162:818,zara2,45.0,0.006718450348475813,-0.0033535715695333923,0.1377599481400745,0.1388499492053579
zara2:164:825,zara2,45.0,0.08494532846086045,0.06290719041010814,0.12893039413446647,0.21641259850480407
zara2:165:827,zara2,45.0,0.15617095268626838,0.12802683261714154,0.19065091995779418,0.2107492418779759
zara2:166:850,zara2,45.0,0.033764903768789656,-0.03255261784059438,0.34606043585846774,0.41898493783281804
zara2:168:831,zara2,45.0,0.00462287871588333,0.001283512754239824,0.23351967449145844,0.3190530953868736
zara2:169:830,zara2,45.0,0.1211796156758171,0.09428919459819468,0.10048952363590093,0.15971429696279998
zara2:169:850,zara2,45.0,0.12677334662035872,0.028213515467559222,0.08941800523881505,0.07672594835104742
zara2:170:831,zara2,45.0,0.004901928087392964,-0.0018247217648905134,0.2383087962663938,0.1732858372944726
zara2:172:847,zara2,45.0,0.1387918463539357,-0.10689033246522822,0.25187720380027,0.30839945031046073
zara2:174:871,zara2,45.0,0.053527115870074325,-0.03317082640360666,0.1922443790254862,0.16718327354800694
zara2:175:880,zara2,45.0,0.0743254490320152,-0.06421642102455712,0.18649404299489658,0.1811038482517589
zara2:177:888,zara2,45.0,0.12447451327222155,0.10597421936500936,0.09417198231532935,0.13515069424490034
zara2:178:890,zara2,45.0,0.04650873287233498,0.04302775324197555,0.05378532692317363,0.21735061774576292
zara2:179:911,zara2,45.0,0.036305246971480555,-0.020982857124151988,0.3914781828443653,0.41314708950892004
zara2:180:918,zara2,45.0,0.03198315445634818,-0.028451216744698624,0.1523278869042069,0.13993881538849037
zara2:182:922,zara2,45.0,0.06530393473128433,-0.05471166993670748,0.2287444228697627,0.2230891264053717
univ:128:325,univ,45.0,0.1273856717410565,-0.03703333481659424,0.22330833839170242,0.2869304367428578
univ:137:316,univ,45.0,0.0018768457451624238,0.0014252769889237515,0.11627174015121829,0.09932515127606693
univ:139:321,univ,45.0,0.12844195789892587,0.0837483533703377,0.14561203933292266,0.07258440133299063
univ:142:342,univ,45.0,0.0036079061648604522,0.002215997151276114,0.13921701446107976,0.07056163001862842
univ:144:364,univ,45.0,7.977680615784521e-05,-3.692444669500805e-05,0.7368905353683579,0.6138856096457411
univ:146:368,univ,45.0,0.11732928027936497,0.1050243958698319,0.15178373100723777,0.1463913207228539
univ:177:326,univ,45.0,0.12188340270684955,0.11364534829010237,0.19361214258593945,0.2393685088264843
univ:201:318,univ,45.0,0.13742892903306855,0.12445133360606486,0.21687124475763922,0.3203200020152608
univ:208:314,univ,45.0,0.1013539697190505,-0.028109667382092626,0.17599649717984697,0.10722613255379627
univ:209:338,univ,45.0,0.04786571506400614,-0.024420434162950477,0.16710452602272485,0.2776613526152135
univ:210:337,univ,45.0,0.08117391327169127,0.06149079472071611,0.10118250343916013,0.16055480949407172
univ:213:331,univ,45.0,0.13665962715012805,0.07591278571523252,0.25797159865132596,0.28096863635497993
univ:215:337,univ,45.0,0.03674241322619049,0.03040733174217175,0.12220282874605957,0.27573955529982425
univ:216:358,univ,45.0,0.11641339060020292,0.0514704717043393,0.24413937239522895,0.20506629980636074
univ:220:353,univ,45.0,0.043944368537661815,0.01646451360142087,0.10959341186166321,0.1490168383587684
univ:224:359,univ,45.0,0.136676814537505,0.11153367078324272,0.20327682489728877,0.3008458852098731
univ:227:362,univ,45.0,0.16056228304136047,0.1403221069264183,0.1418481547253604,0.19747417785051638
univ:301:351,univ,45.0,0.05474635312837306,0.02116974232210772,0.24986850216061507,0.3157844618897874
univ:307:325,univ,45.0,0.12759171440161327,0.0588948166776357,0.043084702699224445,0.049953152487653654
univ:314:319,univ,45.0,0.058229053148285755,0.03228600936920861,0.5192817020666708,0.4925794192813961
univ:316:332,univ,45.0,0.07200555947095183,0.06730197975745289,0.19795340451098972,0.29354815596632033
univ:320:356,univ,45.0,0.06623212874106432,0.040996487087607836,0.5305221009991855,0.506113138916985
univ:323:365,univ,45.0,0.11681731607820586,0.10053762891960319,0.05437081958118192,0.13848710273891
univ:327:354,univ,45.0,0.01268813575710518,0.01258210040996216,0.2561049783092843,0.34526211444326727
univ:330:366,univ,45.0,0.004919864485688607,-0.00434051367956656,0.5353675794163691,0.7122559086154169
univ:335:377,univ,45.0,0.0642931107166157,0.015581389168769777,0.15783473681250632,0.28703383973356195
univ:390:310,univ,45.0,0.04452071988377131,-0.03573024821213866,0.10802272964098827,0.14717748265511307
univ:391:333,univ,45.0,0.15076967145015513,-0.13870032073885366,0.3337296095405967,0.33499993040259446
univ:395:335,univ,45.0,0.13388827148926036,0.05423682275293257,0.4522182595370006,0.3752521364121755
univ:399:329,univ,45.0,0.0480015728841936,-0.022696551024336792,0.15342947092082487,0.20280492969883823
univ:409:332,univ,45.0,0.21680299843261752,-0.18498262896423168,0.3448162760668122,0.374441291184688
univ:415:337,univ,45.0,0.05214301786794158,0.01902423145799112,0.18505636269288944,0.14393366789926537
eth:171:892,eth,90.0,0.013662230086548252,0.005784235925577641,0.2139328789415162,0.34395548048496344
eth:196:890,eth,90.0,0.1059734767851,-0.09995516847667041,0.22244500871226067,0.4165261927105484
eth:197:891,eth,90.0,0.018207135738414332,0.0001927765534756598,0.25651189628687004,0.4369105841514844
eth:216:930,eth,90.0,0.1286860284135999,-0.12197143694063164,0.3043471840335393,0.28589248803228445
eth:216:950,eth,90.0,0.026259565947073595,-0.02035220788332784,0.20037612647826494,0.2554610664313274
eth:230:968,eth,90.0,0.07763316624158607,-0.07265702479690195,0.14039640203185863,0.1990936730653335
eth:231:968,eth,90.0,0.06398740401242979,0.061670857835245466,0.12903767086313747,0.10392631311505666
eth:238:1012,eth,90.0,0.013919239235981592,-0.0010212974343019043,0.5518870440351807,0.5460777396406243
eth:238:992,eth,90.0,0.05354991740926044,0.031794498168435985,0.057553100327543516,0.06118533169484985
eth:239:992,eth,90.0,0.028813037774337507,-0.027265298346426825,0.06667666875029916,0.08742510042818984
eth:257:1025,eth,90.0,0.023659055018294566,0.006003372319351441,0.1468506501878014,0.34837016534793597
eth:258:1025,eth,90.0,0.12928853348565433,0.12344754234937555,0.15535192823802627,0.14160472651188388
eth:259:1025,eth,90.0,0.10509866332928025,0.10143770264209988,0.07114461682836998,0.06506591816742661
eth:260:1026,eth,90.0,0.020669003614241913,-0.01679465138136732,0.10260350997355042,0.3170957898877167
eth:261:1028,eth,90.0,0.018949145727984375,0.0018458039507676105,0.11181416297471945,0.3357426122146638
eth:263:1030,eth,90.0,0.1210593199878378,0.060952873035775415,0.13242101805889567,0.09990270085245169
eth:264:1030,eth,90.0,0.11406375138143333,0.06228828395239827,0.15898172682788078,0.14084684187527763
eth:265:1030,eth,90.0,0.11229233391665341,0.027570032084662757,0.05658714631830988,0.06146416740216838
eth:267:1030,eth,90.0,0.1320607943060171,0.08315259648441628,0.048203317334470294,0.05794468437766522
eth:268:1030,eth,90.0,0.1666792188629267,0.14116607643243434,0.08168364796958061,0.09932604780641774
eth:303:1069,eth,90.0,0.037494723923318124,0.027617174473774375,0.2350536825261855,0.35565603244659216
eth:316:1085,eth,90.0,0.11658667811013948,-0.11072329974058018,0.2084119293078192,0.26018352934909
hotel:296:1270,hotel,90.0,0.12055181809304509,-0.11421761135826947,0.18537732057210618,0.38553905853803033
hotel:297:1270,hotel,90.0,0.15164064952978815,-0.14818521553059164,0.1503660765632956,0.3086305433222383
hotel:303:1290,hotel,90.0,0.07741307362556613,0.06903928701699497,0.1520436755071358,0.237834734202388
hotel:304:1298,hotel,90.0,0.17829866489760035,-0.15771776762397416,0.18575893961390536,0.32087582740086995
hotel:306:1301,hotel,90.0,0.08044719456401542,-0.06359472265330002,0.2622022157511134,0.40424851831388137
hotel:307:1306,hotel,90.0,0.18483410681736587,0.1591805334352699,0.13328588109288422,0.0651420229473623
hotel:310:1313,hotel,90.0,0.06786646317547855,0.05190570936588257,0.641721404727758,0.6569234659638287
hotel:315:1317,hotel,90.0,0.13066577015959233,0.11010795108370308,0.1160943524828299,0.17464932497156532
hotel:316:1317,hotel,90.0,0.12174759335360458,-0.12051969006149382,0.21815857227051336,0.3859579372194019
hotel:317:1318,hotel,90.0,0.12884941924997467,0.08891724286442963,0.08097750786610067,0.09900147091039972
hotel:333:1434,hotel,90.0,0.056856644238031086,0.05131156568337292,0.10630095645617824,0.29502656905719443
hotel:334:1434,hotel,90.0,0.194130989296026,-0.052531253995894756,0.2977096237365761,0.3187270354001067
hotel:344:1495,hotel,90.0,0.1881713942044253,-0.17105165025589214,0.231337690447964,0.3514943986779653
hotel:345:1496,hotel,90.0,0.1572343218295752,0.15424909347110377,0.163442777311648,0.08623053678615118
hotel:356:1602,hotel,90.0,0.031552029033478354,-0.02009872948758712,0.21989028459962817,0.24974938163354385
hotel:358:1590,hotel,90.0,0.11717698379746934,0.11275101684524602,0.14045057139191328,0.20122990824114179
hotel:359:1591,hotel,90.0,0.10701542805270449,0.09302133471590457,0.15226934796465988,0.24996756289617172
hotel:362:1601,hotel,90.0,0.1708865861437666,-0.16783314340741132,0.1253342922413155,0.2931674356487268
hotel:363:1601,hotel,90.0,0.1625509374970371,-0.16064108872722466,0.20203162365435012,0.35122221304823326
hotel:365:1604,hotel,90.0,0.2187325050849158,-0.21673923685265684,0.27654371638507924,0.4044758952440143
hotel:366:1604,hotel,90.0,0.12630238108988656,-0.10233957944109134,0.17150306315465505,0.24139817829260832
zara1:109:640,zara1,90.0,0.12879285809602334,0.12228392347736587,0.14269221350758005,0.11142412245826273
zara1:110:640,zara1,90.0,0.13645333195095416,0.13397809403116814,0.1846797388086417,0.08091962902533426
zara1:111:648,zara1,90.0,0.056650658774649795,0.05337777932467641,0.23160510677941262,0.41062596472613694
zara1:112:651,zara1,90.0,0.06658908443181645,0.06063739655902778,0.09019520672029172,0.18864071993110632
zara1:113:652,zara1,90.0,0.05064220977184282,0.04718703793747622,0.12190279418955598,0.23066220251836997
zara1:114:653,zara1,90.0,0.13211977372667114,-0.11045181986510223,0.1466414188032787,0.21277340672014516
zara1:115:653,zara1,90.0,0.14349391588406543,-0.14210268419970112,0.17622873595635585,0.2468808763856293
zara1:116:653,zara1,90.0,0.09199452132816413,0.07600970113844313,0.21955075714749864,0.18814026343312185
zara1:117:660,zara1,90.0,0.14084812463298088,-0.12718903744871837,0.2121049675201771,0.2578093315683765
zara1:118:661,zara1,90.0,0.11877662824212187,-0.10440506150277906,0.20048519213000202,0.2452473971570061
zara1:119:677,zara1,90.0,0.037710211415389126,-0.03511278398434903,0.15883021044101409,0.3680956136704597
zara1:120:681,zara1,90.0,0.14508530488055793,0.1353208933637991,0.3201464650546068,0.18065607049357668
zara1:121:681,zara1,90.0,0.11241728503259346,-0.09058530575956661,0.17120489273997222,0.21566032092212642
zara1:122:698,zara1,90.0,0.13090006077600982,0.09579288347635129,0.25127554305152644,0.15362839312193657
zara1:123:698,zara1,90.0,0.12396672560422925,0.11160959110967227,0.19813832675978932,0.098438975162023
zara1:124:701,zara1,90.0,0.09992525250321384,0.08429106622419058,0.16041621527347547,0.1285605726056272
zara1:125:701,zara1,90.0,0.1226500173862604,0.110007854702178,0.1408585245803937,0.11166448916143476
zara1:126:730,zara1,90.0,0.03916985387152763,0.035647903369056155,0.2921654641212049,0.451773286030366
zara1:126:750,zara1,90.0,0.10855121152642293,0.09798455373943912,0.0765851696475073,0.1688020323571416
zara1:127:733,zara1,90.0,0.06391656837945835,0.058558662168814946,0.13576367604286274,0.26064679504729393
zara1:127:753,zara1,90.0,0.10691683400147825,0.08833735415644628,0.15767776126909364,0.16578540433524336
zara1:128:734,zara1,90.0,0.094941221413038,-0.07694125494302581,0.22161776815208806,0.31497816537850953
zara1:129:733,zara1,90.0,0.015299816862239628,-0.007158368264821191,0.22254338988403086,0.31297579577562423
zara1:129:753,zara1,90.0,0.0620916641654252,0.04448125248336329,0.09165956453277227,0.21777353506840222
zara1:130:736,zara1,90.0,0.09987899018276758,-0.08514988308457694,0.23786283759870627,0.3517089369307111
zara1:131:750,zara1,90.0,0.09490952770197983,0.07297936949011177,0.08448980302959325,0.19847602259571032
zara1:132:763,zara1,90.0,0.08767585205266491,0.06511924883965077,0.08050316053266579,0.050268032996694745
zara1:133:767,zara1,90.0,0.01884805373045439,0.01575988755167418,0.10458332156219637,0.272353423916645
zara1:133:787,zara1,90.0,0.11447282741441907,0.10089373483395223,0.07850763379468194,0.15371603529272018
zara1:134:770,zara1,90.0,0.12185789989248866,0.11474086483721752,0.19072281245217648,0.21635549913002938
zara1:135:776,zara1,90.0,0.13681094092413812,0.13213301050871668,0.2631205002859596,0.14478083587343515
zara1:136:777,zara1,90.0,0.13125754548219348,0.12570321363000392,0.1967598421149763,0.09634553935119254
zara2:130:755,zara2,90.0,0.18778882386596288,-0.16305753613849655,0.4978905399767048,0.6332057095325828
zara2:139:737,zara2,90.0,0.09852599166011272,0.08569548233452817,0.19534687364050998,0.23631378373579165
zara2:140:740,zara2,90.0,0.027038443449459645,0.024402611989084166,0.11017296798508454,0.26888240119652534
zara2:144:748,zara2,90.0,0.08764967078854335,0.07166986179831497,0.10647661780937284,0.051910128929457226
zara2:145:749,zara2,90.0,0.12203472167857363,0.0656736013147334,0.05167488772443614,0.043487114095809985
zara2:146:749,zara2,90.0,0.08925164506097866,0.017354577803281784,0.14555922997955592,0.09740738748002888
zara2:146:769,zara2,90.0,0.061799789292250294,0.05007025247598912,0.1717493106284135,0.2841972581717386
zara2:148:752,zara2,90.0,0.08231717491145038,0.007717018487210514,0.15982476215738942,0.16494369895466865
zara2:150:763,zara2,90.0,0.1116983320256807,0.10368964548793427,0.20267079474354938,0.10370773751074394
zara2:152:768,zara2,90.0,0.10271469385792464,0.09525083351548205,0.08502286486595219,0.1456730346442704
zara2:152:788,zara2,90.0,0.06104484214006488,0.056704648599165075,0.29794956765686365,0.40778123176374065
zara2:153:789,zara2,90.0,0.07210170764862821,0.060302612363620334,0.17478451070926895,0.2908511878071267
zara2:155:772,zara2,90.0,0.11916296663514489,-0.10778301843224028,0.1524969271348315,0.34964431134745705
zara2:157:778,zara2,90.0,0.13007635489974764,0.11982387229944613,0.20363499275784433,0.1358929537751446
zara2:158:778,zara2,90.0,0.10928273056001783,0.08952064173984553,0.19319878111370453,0.10982380944570999
zara2:160:799,zara2,90.0,0.11854617815999872,0.08337655258767795,0.15206134603708601,0.18650079308614248
zara2:162:818,zara2,90.0,0.0940246813680739,0.03757713174564864,0.1377599481400745,0.1388499492053579
zara2:164:825,zara2,90.0,0.07998154562169595,0.07230634027414448,0.12893039413446647,0.21641259850480407
zara2:165:827,zara2,90.0,0.13987467114732427,0.06865544807539953,0.19065091995779418,0.2107492418779759
zara2:166:850,zara2,90.0,0.046713809924294636,-0.043415489364273474,0.34606043585846774,0.41898493783281804
zara2:168:831,zara2,90.0,0.11202647003792958,-0.0700091432581528,0.23351967449145844,0.3190530953868736
zara2:169:830,zara2,90.0,0.12382055062407588,0.09625249819491594,0.10048952363590093,0.15971429696279998
zara2:169:850,zara2,90.0,0.1269081201696444,0.027831008157030684,0.08941800523881505,0.07672594835104742
zara2:170:831,zara2,90.0,0.13296723052214976,0.0487075153074871,0.2383087962663938,0.1732858372944726
zara2:172:847,zara2,90.0,0.13401668514138884,-0.1065244255212936,0.25187720380027,0.30839945031046073
zara2:174:871,zara2,90.0,0.013687794849818795,-0.003396493187035804,0.1922443790254862,0.16718327354800694
zara2:175:880,zara2,90.0,0.02804495563959131,0.01887478570573392,0.18649404299489658,0.1811038482517589
zara2:177:888,zara2,90.0,0.12543044083769883,0.10700548091283027,0.09417198231532935,0.13515069424490034
zara2:178:890,zara2,90.0,0.05520536716468922,0.04860212178241674,0.05378532692317363,0.21735061774576292
zara2:179:911,zara2,90.0,0.1428025025495206,-0.09121489425336887,0.3914781828443653,0.41314708950892004
zara2:180:918,zara2,90.0,0.12804452811850692,0.06656355881387141,0.1523278869042069,0.13993881538849037
zara2:182:922,zara2,90.0,0.07266345335477128,0.03281674276299007,0.2287444228697627,0.2230891264053717
univ:128:325,univ,90.0,0.08669902022516064,0.06628979185543649,0.22330833839170242,0.2869304367428578
univ:137:316,univ,90.0,0.11531568903052745,0.054936696741047494,0.11627174015121829,0.09932515127606693
univ:139:321,univ,90.0,0.14039634843399892,0.10357465871620666,0.14561203933292266,0.07258440133299063
univ:142:342,univ,90.0,0.1151243170440567,0.06930519188334658,0.13921701446107976,0.07056163001862842
univ:144:364,univ,90.0,0.12590908337352,0.04919838463009185,0.7368905353683579,0.6138856096457411
univ:146:368,univ,90.0,0.12893859693315138,-0.04768874446941805,0.15178373100723777,0.1463913207228539
univ:177:326,univ,90.0,0.1406117316843704,0.1314131526284752,0.19361214258593945,0.2393685088264843
univ:201:318,univ,90.0,0.13953932478465267,0.1264336900831709,0.21687124475763922,0.3203200020152608
univ:208:314,univ,90.0,0.16678003036844785,-0.027185930464967145,0.17599649717984697,0.10722613255379627
univ:209:338,univ,90.0,0.08523135058048671,0.08007814559965848,0.16710452602272485,0.2776613526152135
univ:210:337,univ,90.0,0.08498715101206909,0.06991581806676975,0.10118250343916013,0.16055480949407172
univ:213:331,univ,90.0,0.12408021226054845,0.05992555172200775,0.25797159865132596,0.28096863635497993
univ:215:337,univ,90.0,0.04301035364859889,0.03435904158752334,0.12220282874605957,0.27573955529982425
univ:216:358,univ,90.0,0.11538400659139754,0.05575410783365162,0.24413937239522895,0.20506629980636074
univ:220:353,univ,90.0,0.13632345884865474,0.12401669725865794,0.10959341186166321,0.1490168383587684
univ:224:359,univ,90.0,0.11897647131697264,0.1059191415328456,0.20327682489728877,0.3008458852098731
univ:227:362,univ,90.0,0.14234323015810912,0.11424025525396206,0.1418481547253604,0.19747417785051638
univ:301:351,univ,90.0,0.2077611739602354,0.18857563914810754,0.24986850216061507,0.3157844618897874
univ:307:325,univ,90.0,0.12547896790369648,0.057384846697247305,0.043084702699224445,0.049953152487653654
univ:314:319,univ,90.0,0.033220195026911765,-0.0024093384511196803,0.5192817020666708,0.4925794192813961
univ:316:332,univ,90.0,0.078775725130047,0.07276711695046195,0.19795340451098972,0.29354815596632033
