source,arm,seed,variant,step,origin,pinball
Electricity,PCA,92342,selected_cal,512,22259,0.18166659297287882
Electricity,PCA,92342,selected_cal,512,22323,0.22891956725611695
Electricity,PCA,92342,selected_cal,512,22387,0.17716272150227041
Electricity,PCA,92342,selected_cal,512,22451,0.20673218927134585
Electricity,PCA,92342,selected_cal,512,22515,0.19124770656316212
Electricity,PCA,92342,selected_cal,512,22579,0.2504570263099472
Electricity,PCA,92342,selected_cal,512,22643,0.24045606664682317
Electricity,PCA,92342,selected_cal,512,22707,0.18712023189834565
Electricity,PCA,92342,selected_cal,512,22771,0.2070208746849056
Electricity,PCA,92342,selected_cal,512,22835,0.22116211676223385
Electricity,PCA,92342,selected_cal,512,22899,0.20241173825897935
Electricity,PCA,92342,selected_cal,512,22963,0.22893399953867705
Electricity,PCA,92342,selected_cal,512,23027,0.19974595847591306
Electricity,PCA,92342,selected_cal,512,23091,0.17282851306057845
