source,variant,candidate,control,seed,candidate_score,control_score,improvement_pct
Electricity,raw128,RANDOM,F0,92341,0.2023660169838285,0.2038261206457359,0.7163476679444725
Electricity,raw128,RANDOM,F0,92342,0.20275074588800426,0.2038261206457359,0.5275941838684739
Electricity,raw128,RANDOM,PCA,92341,0.2023660169838285,0.20224664134664286,-0.05902478102517428
Electricity,raw128,RANDOM,PCA,92342,0.20275074588800426,0.20239727355912962,-0.17464283122934354
Electricity,raw128,RANDOM,TEMP,92341,0.2023660169838285,0.20213650402490527,-0.11354354822272761
Electricity,raw128,RANDOM,TEMP,92342,0.20275074588800426,0.20230058212842822,-0.22252222650069875
Electricity,raw128,RANDOM,SHUFFLE,92341,0.2023660169838285,0.2022554439801087,-0.054669976512800034
Electricity,raw128,RANDOM,SHUFFLE,92342,0.20275074588800426,0.20244130454991147,-0.1528548429288179
Electricity,raw128,PCA,F0,92341,0.20224664134664286,0.2038261206457359,0.774915057054093
Electricity,raw128,PCA,F0,92342,0.20239727355912962,0.2038261206457359,0.7010127465898908
Electricity,raw128,PCA,RANDOM,92341,0.20224664134664286,0.2023660169838285,0.05898996232909237
Electricity,raw128,PCA,RANDOM,92342,0.20239727355912962,0.20275074588800426,0.17433836177840334
Electricity,raw128,PCA,TEMP,92341,0.20224664134664286,0.20213650402490527,-0.054486606597303755
Electricity,raw128,PCA,TEMP,92342,0.20239727355912962,0.20230058212842822,-0.047795923118010286
Electricity,raw128,PCA,SHUFFLE,92341,0.20224664134664286,0.2022554439801087,0.004352235614835109
Electricity,raw128,PCA,SHUFFLE,92342,0.20239727355912962,0.20244130454991147,0.021750003478659963
Electricity,raw128,TEMP,F0,92341,0.20213650402490527,0.2038261206457359,0.8289499969276859
Electricity,raw128,TEMP,F0,92342,0.20230058212842822,0.2038261206457359,0.7484509406717188
Electricity,raw128,TEMP,RANDOM,92341,0.20213650402490527,0.2023660169838285,0.113414773065168
Electricity,raw128,TEMP,RANDOM,92342,0.20230058212842822,0.20275074588800426,0.22202816448562146
Electricity,raw128,TEMP,PCA,92341,0.20213650402490527,0.20224664134664286,0.054456934861435435
Electricity,raw128,TEMP,PCA,92342,0.20230058212842822,0.20239727355912962,0.047773089528868606
Electricity,raw128,TEMP,SHUFFLE,92341,0.20213650402490527,0.2022554439801087,0.058806800382160684
Electricity,raw128,TEMP,SHUFFLE,92342,0.20230058212842822,0.20244130454991147,0.06951270235889817
Electricity,raw128,SHUFFLE,F0,92341,0.2022554439801087,0.2038261206457359,0.7705963596084775
Electricity,raw128,SHUFFLE,F0,92342,0.20244130454991147,0.2038261206457359,0.6794105149218632
Electricity,raw128,SHUFFLE,RANDOM,92341,0.2022554439801087,0.2023660169838285,0.05464010478035686
Electricity,raw128,SHUFFLE,RANDOM,92342,0.20244130454991147,0.20275074588800426,0.1526215534929376
Electricity,raw128,SHUFFLE,PCA,92341,0.2022554439801087,0.20224664134664286,-0.004352425042619679
Electricity,raw128,SHUFFLE,PCA,92342,0.20244130454991147,0.20239727355912962,-0.021754735134305037
Electricity,raw128,SHUFFLE,TEMP,92341,0.2022554439801087,0.20213650402490527,-0.058841403128639946
Electricity,raw128,SHUFFLE,TEMP,92342,0.20244130454991147,0.20230058212842822,-0.06956105612880847
Electricity,selected_raw,RANDOM,F0,92341,0.20147549686478228,0.2038261206457359,1.1532495312704172
Electricity,selected_raw,RANDOM,F0,92342,0.20130710150755296,0.2038261206457359,1.235866693730181
Electricity,selected_raw,RANDOM,PCA,92341,0.20147549686478228,0.20147081166742986,-0.0023254968368080497
Electricity,selected_raw,RANDOM,PCA,92342,0.20130710150755296,0.20121330659173092,-0.04661466848827622
Electricity,selected_raw,RANDOM,TEMP,92341,0.20147549686478228,0.2012491211712854,-0.11248530785095134
Electricity,selected_raw,RANDOM,TEMP,92342,0.20130710150755296,0.20109439346953495,-0.10577522045647214
Electricity,selected_raw,RANDOM,SHUFFLE,92341,0.20147549686478228,0.2013607138271293,-0.057003690278678576
Electricity,selected_raw,RANDOM,SHUFFLE,92342,0.20130710150755296,0.20117823961708378,-0.06405359283114809
Electricity,selected_raw,PCA,F0,92341,0.20147081166742986,0.2038261206457359,1.155548155871411
Electricity,selected_raw,PCA,F0,92342,0.20121330659173092,0.2038261206457359,1.2818838163270785
Electricity,selected_raw,PCA,RANDOM,92341,0.20147081166742986,0.20147549686478228,0.0023254427587104942
Electricity,selected_raw,PCA,RANDOM,92342,0.20121330659173092,0.20130710150755296,0.04659294933940794
Electricity,selected_raw,PCA,TEMP,92341,0.20147081166742986,0.2012491211712854,-0.11015724931080495
Electricity,selected_raw,PCA,TEMP,92342,0.20121330659173092,0.20109439346953495,-0.05913298732218575
Electricity,selected_raw,PCA,SHUFFLE,92341,0.20147081166742986,0.2013607138271293,-0.05467692193179552
Electricity,selected_raw,PCA,SHUFFLE,92342,0.20121330659173092,0.20117823961708378,-0.01743079903366862
Electricity,selected_raw,TEMP,F0,92341,0.2012491211712854,0.2038261206457359,1.2643126731188281
Electricity,selected_raw,TEMP,F0,92342,0.20109439346953495,0.2038261206457359,1.340224288990366
Electricity,selected_raw,TEMP,RANDOM,92341,0.2012491211712854,0.20147549686478228,0.11235892057325225
Electricity,selected_raw,TEMP,RANDOM,92342,0.20109439346953495,0.20130710150755296,0.10566345470431893
Electricity,selected_raw,TEMP,PCA,92341,0.2012491211712854,0.20147081166742986,0.1100360366395936
Electricity,selected_raw,TEMP,PCA,92342,0.20109439346953495,0.20121330659173092,0.059098040885163794
Electricity,selected_raw,TEMP,SHUFFLE,92341,0.2012491211712854,0.2013607138271293,0.05541927902564803
Electricity,selected_raw,TEMP,SHUFFLE,92342,0.20109439346953495,0.20117823961708378,0.04167754311222849
Electricity,selected_raw,SHUFFLE,F0,92341,0.2013607138271293,0.2038261206457359,1.2095637255892466
Electricity,selected_raw,SHUFFLE,F0,92342,0.20117823961708378,0.2038261206457359,1.2990881739118887
Electricity,selected_raw,SHUFFLE,RANDOM,92341,0.2013607138271293,0.20147549686478228,0.05697121458397847
Electricity,selected_raw,SHUFFLE,RANDOM,92342,0.20117823961708378,0.20130710150755296,0.06401259046707741
Electricity,selected_raw,SHUFFLE,PCA,92341,0.2013607138271293,0.20147081166742986,0.05464704261096687
Electricity,selected_raw,SHUFFLE,PCA,92342,0.20117823961708378,0.20121330659173092,0.01742776123564438
Electricity,selected_raw,SHUFFLE,TEMP,92341,0.2013607138271293,0.2012491211712854,-0.05545000902087427
Electricity,selected_raw,SHUFFLE,TEMP,92342,0.20117823961708378,0.20109439346953495,-0.04169492053069934
Electricity,selected_cal,RANDOM,F0,92341,0.20147549686294994,0.20382612064574276,1.1532495321727176
Electricity,selected_cal,RANDOM,F0,92342,0.20130710150724565,0.20382612064574276,1.23586669388428
Electricity,selected_cal,RANDOM,PCA,92341,0.20147549686294994,0.20147081166564604,-0.0023254968127384146
Electricity,selected_cal,RANDOM,PCA,92342,0.20130710150724565,0.2012133065925715,-0.046614667917599384
Electricity,selected_cal,RANDOM,TEMP,92341,0.20147549686294994,0.20124912117144766,-0.11248530685976643
Electricity,selected_cal,RANDOM,TEMP,92342,0.20130710150724565,0.20109439347004648,-0.10577522004902029
Electricity,selected_cal,RANDOM,SHUFFLE,92341,0.20147549686294994,0.20136071382576784,-0.05700369004522088
