source,variant,candidate,control,seed,candidate_score,control_score,improvement_pct
Electricity,selected_cal,RANDOM,SHUFFLE,92342,0.20130710150724565,0.20117823961529724,-0.0640535935669817
Electricity,selected_cal,PCA,F0,92341,0.20147081166564604,0.20382612064574276,1.1555481567499082
Electricity,selected_cal,PCA,F0,92342,0.2012133065925715,0.20382612064574276,1.2818838159179946
Electricity,selected_cal,PCA,RANDOM,92341,0.20147081166564604,0.20147549686294994,0.0023254427346519613
Electricity,selected_cal,PCA,RANDOM,92342,0.2012133065925715,0.20130710150724565,0.04659294876926401
Electricity,selected_cal,PCA,TEMP,92341,0.20147081166564604,0.20124912117144766,-0.11015724834371188
Electricity,selected_cal,PCA,TEMP,92342,0.2012133065925715,0.20109439347004648,-0.059132987485654986
Electricity,selected_cal,PCA,SHUFFLE,92341,0.20147081166564604,0.20136071382576784,-0.05467692172240746
Electricity,selected_cal,PCA,SHUFFLE,92342,0.2012133065925715,0.20117823961529724,-0.017430800339690578
Electricity,selected_cal,TEMP,F0,92341,0.20124912117144766,0.20382612064574276,1.2643126730425336
Electricity,selected_cal,TEMP,F0,92342,0.20109439347004648,0.20382612064574276,1.3402242887427196
Electricity,selected_cal,TEMP,RANDOM,92341,0.20124912117144766,0.20147549686294994,0.11235891958427668
Electricity,selected_cal,TEMP,RANDOM,92342,0.20109439347004648,0.20130710150724565,0.10566345429772195
Electricity,selected_cal,TEMP,PCA,92341,0.20124912117144766,0.20147081166564604,0.11003603567463216
Electricity,selected_cal,TEMP,PCA,92342,0.20109439347004648,0.2012133065925715,0.059098041048444294
Electricity,selected_cal,TEMP,SHUFFLE,92341,0.20124912117144766,0.20136071382576784,0.05541927826930859
Electricity,selected_cal,TEMP,SHUFFLE,92342,0.20109439347004648,0.20117823961529724,0.04167754197028639
Electricity,selected_cal,SHUFFLE,F0,92341,0.20136071382576784,0.20382612064574276,1.2095637262605319
Electricity,selected_cal,SHUFFLE,F0,92342,0.20117823961529724,0.20382612064574276,1.2990881747917071
Electricity,selected_cal,SHUFFLE,RANDOM,92341,0.20136071382576784,0.20147549686294994,0.056971214350787225
Electricity,selected_cal,SHUFFLE,RANDOM,92342,0.20117823961529724,0.20130710150724565,0.06401259120198954
Electricity,selected_cal,SHUFFLE,PCA,92341,0.20136071382576784,0.20147081166564604,0.05464704240181195
Electricity,selected_cal,SHUFFLE,PCA,92342,0.20117823961529724,0.2012133065925715,0.017427762541211145
Electricity,selected_cal,SHUFFLE,TEMP,92341,0.20136071382576784,0.20124912117144766,-0.055450008263702166
Electricity,selected_cal,SHUFFLE,TEMP,92342,0.20117823961529724,0.20109439347004648,-0.041694919387813556
ETTh1,raw128,RANDOM,F0,92341,0.32317038928638264,0.3259543083558611,0.8540826116153366
ETTh1,raw128,RANDOM,F0,92342,0.3231626318993246,0.3259543083558611,0.8564625117606028
ETTh1,raw128,RANDOM,PCA,92341,0.32317038928638264,0.3225936947577625,-0.1787680720335194
ETTh1,raw128,RANDOM,PCA,92342,0.3231626318993246,0.32243968801535705,-0.22421057668717825
ETTh1,raw128,RANDOM,TEMP,92341,0.32317038928638264,0.3229158907457546,-0.07881264066635918
ETTh1,raw128,RANDOM,TEMP,92342,0.3231626318993246,0.32269403986787765,-0.14521248413474908
ETTh1,raw128,RANDOM,SHUFFLE,92341,0.32317038928638264,0.3229586187218668,-0.06557204305428499
ETTh1,raw128,RANDOM,SHUFFLE,92342,0.3231626318993246,0.32269726753091477,-0.14421081776443412
ETTh1,raw128,PCA,F0,92341,0.3225936947577625,0.3259543083558611,1.0310075712911315
ETTh1,raw128,PCA,F0,92342,0.32243968801535705,0.3259543083558611,1.0782555255158477
ETTh1,raw128,PCA,RANDOM,92341,0.3225936947577625,0.32317038928638264,0.17844906208566158
ETTh1,raw128,PCA,RANDOM,92342,0.32243968801535705,0.3231626318993246,0.2237089974538753
ETTh1,raw128,PCA,TEMP,92341,0.3225936947577625,0.3229158907457546,0.09977706183738055
ETTh1,raw128,PCA,TEMP,92342,0.32243968801535705,0.32269403986787765,0.0788213667115567
ETTh1,raw128,PCA,SHUFFLE,92341,0.3225936947577625,0.3229586187218668,0.11299403172719824
ETTh1,raw128,PCA,SHUFFLE,92342,0.32243968801535705,0.32269726753091477,0.07982079226408478
ETTh1,raw128,TEMP,F0,92341,0.3229158907457546,0.3259543083558611,0.9321605919039633
ETTh1,raw128,TEMP,F0,92342,0.32269403986787765,0.3259543083558611,1.0002225478866977
ETTh1,raw128,TEMP,RANDOM,92341,0.3229158907457546,0.32317038928638264,0.07875057525845719
ETTh1,raw128,TEMP,RANDOM,92342,0.32269403986787765,0.3231626318993246,0.14500192323997352
ETTh1,raw128,TEMP,PCA,92341,0.3229158907457546,0.3225936947577625,-0.09987671588995717
ETTh1,raw128,TEMP,PCA,92342,0.32269403986787765,0.32243968801535705,-0.07888354379887996
ETTh1,raw128,TEMP,SHUFFLE,92341,0.3229158907457546,0.3229586187218668,0.013230170565292632
ETTh1,raw128,TEMP,SHUFFLE,92342,0.32269403986787765,0.32269726753091477,0.0010002139348208594
ETTh1,raw128,SHUFFLE,F0,92341,0.3229586187218668,0.3259543083558611,0.9190520134876423
ETTh1,raw128,SHUFFLE,F0,92342,0.32269726753091477,0.3259543083558611,0.999232328412869
ETTh1,raw128,SHUFFLE,RANDOM,92341,0.3229586187218668,0.32317038928638264,0.06552907430147359
ETTh1,raw128,SHUFFLE,RANDOM,92342,0.32269726753091477,0.3231626318993246,0.1440031496447336
ETTh1,raw128,SHUFFLE,PCA,92341,0.3229586187218668,0.3225936947577625,-0.11312185266929564
ETTh1,raw128,SHUFFLE,PCA,92342,0.32269726753091477,0.32243968801535705,-0.07988455675016493
ETTh1,raw128,SHUFFLE,TEMP,92341,0.3229586187218668,0.3229158907457546,-0.013231921171041883
ETTh1,raw128,SHUFFLE,TEMP,92342,0.32269726753091477,0.32269403986787765,-0.0010002239392070678
ETTh1,selected_raw,RANDOM,F0,92341,0.3183942211160184,0.3259543083558611,2.3193702448592757
ETTh1,selected_raw,RANDOM,F0,92342,0.31996972040045923,0.3259543083558611,1.8360205102330385
ETTh1,selected_raw,RANDOM,PCA,92341,0.3183942211160184,0.3170451321336281,-0.42551953827876243
ETTh1,selected_raw,RANDOM,PCA,92342,0.31996972040045923,0.3188166629622628,-0.36166787127211997
ETTh1,selected_raw,RANDOM,TEMP,92341,0.3183942211160184,0.31820622793989417,-0.05907903730901776
ETTh1,selected_raw,RANDOM,TEMP,92342,0.31996972040045923,0.31983538785562676,-0.04200052587461922
ETTh1,selected_raw,RANDOM,SHUFFLE,92341,0.3183942211160184,0.317906754032986,-0.15333649784043946
ETTh1,selected_raw,RANDOM,SHUFFLE,92342,0.31996972040045923,0.3196665428757907,-0.094841806696766
ETTh1,selected_raw,PCA,F0,92341,0.3170451321336281,0.3259543083558611,2.733259231077989
ETTh1,selected_raw,PCA,F0,92342,0.3188166629622628,0.3259543083558611,2.18976869169214
ETTh1,selected_raw,PCA,RANDOM,92341,0.3170451321336281,0.3183942211160184,0.42371654160729966
ETTh1,selected_raw,PCA,RANDOM,92342,0.3188166629622628,0.31996972040045923,0.3603645484808182
ETTh1,selected_raw,PCA,TEMP,92341,0.3170451321336281,0.31820622793989417,0.3648878319519766
ETTh1,selected_raw,PCA,TEMP,92342,0.3188166629622628,0.31983538785562676,0.31851537761162785
ETTh1,selected_raw,PCA,SHUFFLE,92341,0.3170451321336281,0.317906754032986,0.27102975587253164
ETTh1,selected_raw,PCA,SHUFFLE,92342,0.3188166629622628,0.3196665428757907,0.2658645180325103
ETTh1,selected_raw,TEMP,F0,92341,0.31820622793989417,0.3259543083558611,2.3770449468972665
ETTh1,selected_raw,TEMP,F0,92342,0.31983538785562676,0.3259543083558611,1.877232588548572
ETTh1,selected_raw,TEMP,RANDOM,92341,0.31820622793989417,0.3183942211160184,0.05904415459089263
ETTh1,selected_raw,TEMP,RANDOM,92342,0.31983538785562676,0.31996972040045923,0.041982892838843267
ETTh1,selected_raw,TEMP,PCA,92341,0.31820622793989417,0.3170451321336281,-0.3662241392738519
ETTh1,selected_raw,TEMP,PCA,92342,0.31983538785562676,0.3188166629622628,-0.31953313979844467
ETTh1,selected_raw,TEMP,SHUFFLE,92341,0.31820622793989417,0.317906754032986,-0.09420180701069647
ETTh1,selected_raw,TEMP,SHUFFLE,92342,0.31983538785562676,0.3196665428757907,-0.05281909652385952
ETTh1,selected_raw,SHUFFLE,F0,92341,0.317906754032986,0.3259543083558611,2.4689209857257532
ETTh1,selected_raw,SHUFFLE,F0,92342,0.3196665428757907,0.3259543083558611,1.9290327873824897
ETTh1,selected_raw,SHUFFLE,RANDOM,92341,0.317906754032986,0.3183942211160184,0.15310173699878415
ETTh1,selected_raw,SHUFFLE,RANDOM,92342,0.3196665428757907,0.31996972040045923,0.09475194224286554
ETTh1,selected_raw,SHUFFLE,PCA,92341,0.317906754032986,0.3170451321336281,-0.27176632347558627
ETTh1,selected_raw,SHUFFLE,PCA,92342,0.3196665428757907,0.3188166629622628,-0.2665732416967437
ETTh1,selected_raw,SHUFFLE,TEMP,92341,0.317906754032986,0.31820622793989417,0.09411315072208604
ETTh1,selected_raw,SHUFFLE,TEMP,92342,0.3196665428757907,0.31983538785562676,0.052791212682279376
ETTh1,selected_cal,RANDOM,F0,92341,0.31839422112237986,0.32595430835633327,2.3193702430491347
ETTh1,selected_cal,RANDOM,F0,92342,0.319969720399667,0.32595430835633327,1.836020510618297
ETTh1,selected_cal,RANDOM,PCA,92341,0.31839422112237986,0.317045132118892,-0.42551954495297917
ETTh1,selected_cal,RANDOM,PCA,92342,0.319969720399667,0.3188166629560855,-0.3616678729682077
ETTh1,selected_cal,RANDOM,TEMP,92341,0.31839422112237986,0.31820622794040077,-0.05907903914887935
ETTh1,selected_cal,RANDOM,TEMP,92342,0.319969720399667,0.31983538784248244,-0.04200052973835078
ETTh1,selected_cal,RANDOM,SHUFFLE,92341,0.31839422112237986,0.317906754019954,-0.15333650394708798
ETTh1,selected_cal,RANDOM,SHUFFLE,92342,0.319969720399667,0.31966654285246937,-0.09484181375136735
ETTh1,selected_cal,PCA,F0,92341,0.317045132118892,0.32595430835633327,2.7332592357397933
ETTh1,selected_cal,PCA,F0,92342,0.3188166629560855,0.32595430835633327,2.189768693728966
ETTh1,selected_cal,PCA,RANDOM,92341,0.317045132118892,0.31839422112237986,0.42371654822507265
ETTh1,selected_cal,PCA,RANDOM,92342,0.3188166629560855,0.319969720399667,0.3603645501646824
ETTh1,selected_cal,PCA,TEMP,92341,0.317045132118892,0.31820622794040077,0.36488783674158976
ETTh1,selected_cal,PCA,TEMP,92342,0.3188166629560855,0.31983538784248244,0.3185153754463932
ETTh1,selected_cal,PCA,SHUFFLE,92341,0.317045132118892,0.317906754019954,0.27102975641967175
ETTh1,selected_cal,PCA,SHUFFLE,92342,0.3188166629560855,0.31966654285246937,0.26586451268879596
ETTh1,selected_cal,TEMP,F0,92341,0.31820622794040077,0.32595430835633327,2.3770449468832555
ETTh1,selected_cal,TEMP,F0,92342,0.31983538784248244,0.32595430835633327,1.877232592723277
ETTh1,selected_cal,TEMP,RANDOM,92341,0.31820622794040077,0.31839422112237986,0.05904415642858929
ETTh1,selected_cal,TEMP,RANDOM,92342,0.31983538784248244,0.319969720399667,0.04198289669933297
ETTh1,selected_cal,TEMP,PCA,92341,0.31820622794040077,0.317045132118892,-0.3662241440986147
ETTh1,selected_cal,TEMP,PCA,92342,0.31983538784248244,0.3188166629560855,-0.3195331376193655
ETTh1,selected_cal,TEMP,SHUFFLE,92341,0.31820622794040077,0.317906754019954,-0.09420181127324234
ETTh1,selected_cal,TEMP,SHUFFLE,92342,0.31983538784248244,0.31966654285246937,-0.052819099711354234
ETTh1,selected_cal,SHUFFLE,F0,92341,0.317906754019954,0.32595430835633327,2.468920989865142
ETTh1,selected_cal,SHUFFLE,F0,92342,0.31966654285246937,0.32595430835633327,1.9290327946793417
ETTh1,selected_cal,SHUFFLE,RANDOM,92341,0.317906754019954,0.31839422112237986,0.15310174308675872
ETTh1,selected_cal,SHUFFLE,RANDOM,92342,0.31966654285246937,0.319969720399667,0.0947519492841109
ETTh1,selected_cal,SHUFFLE,PCA,92341,0.317906754019954,0.317045132118892,-0.271766324025724
ETTh1,selected_cal,SHUFFLE,PCA,92342,0.31966654285246937,0.3188166629560855,-0.2665732363245077
ETTh1,selected_cal,SHUFFLE,TEMP,92341,0.317906754019954,0.31820622794040077,0.094113154976605
ETTh1,selected_cal,SHUFFLE,TEMP,92342,0.31966654285246937,0.31983538784248244,0.05279121586639901
