source,arm,seed,variant,step,lead,pinball,nmae,raw_mae,coverage,width,crossing
Electricity,PCA,92341,raw128,128,1,0.1080435192204132,0.13770530374721718,33.46929102409177,0.8719512195121951,0.5270357728004456,0.0
Electricity,PCA,92341,raw128,128,2,0.1378363195201294,0.17379116898906832,43.79205768864329,0.8399390243902439,0.5980284810066223,0.0
Electricity,PCA,92341,raw128,128,3,0.14785767758022286,0.18330890852156442,47.39000937996841,0.8384146341463414,0.6486092805862427,0.0007621951219512195
Electricity,PCA,92341,raw128,128,4,0.16140524909101422,0.20308206936500978,52.38053983595313,0.8246951219512195,0.6900088787078857,0.00038109756097560977
Electricity,PCA,92341,raw128,128,5,0.17689958846874687,0.22427298050678515,56.743590133946114,0.7972560975609756,0.6999948620796204,0.0005716463414634146
Electricity,PCA,92341,raw128,128,6,0.18907997862674186,0.23885629311078407,60.36743601357065,0.7789634146341463,0.7124567031860352,0.00038109756097560977
Electricity,PCA,92341,raw128,128,7,0.2194072401646392,0.27245668811834867,66.58830859021442,0.7804878048780488,0.721336841583252,0.0
Electricity,PCA,92341,raw128,128,8,0.195844163287956,0.24786144568579996,63.220271250096765,0.8109756097560976,0.7248614430427551,0.0
Electricity,PCA,92341,raw128,128,9,0.20035764397333097,0.2543472438106738,61.86811304092407,0.7972560975609756,0.7341692447662354,0.0
Electricity,PCA,92341,raw128,128,10,0.19537461395958372,0.24747891486361162,60.04088316894159,0.7957317073170732,0.7412981390953064,0.0
Electricity,PCA,92341,raw128,128,11,0.19146250326134345,0.2434297221161915,58.659927321643366,0.8185975609756098,0.7451656460762024,0.00019054878048780488
Electricity,PCA,92341,raw128,128,12,0.19140807449340627,0.23933911800606172,59.90031691295345,0.8125,0.7530926465988159,0.00019054878048780488
Electricity,PCA,92341,raw128,128,13,0.18946541182519172,0.23673434480360794,59.37634883275846,0.7942073170731707,0.7488100528717041,0.00019054878048780488
Electricity,PCA,92341,raw128,128,14,0.19814799383478596,0.24837520328967275,63.606585363062415,0.7682926829268293,0.7448655366897583,0.00019054878048780488
Electricity,PCA,92341,raw128,128,15,0.19302498647556077,0.24358884154399904,61.47166145138624,0.8262195121951219,0.750542163848877,0.00038109756097560977
Electricity,PCA,92341,raw128,128,16,0.19490183512256262,0.2449758545676554,61.655731003458904,0.8094512195121951,0.7583727836608887,0.00038109756097560977
Electricity,PCA,92341,raw128,128,17,0.19616316367131217,0.2449061181975257,60.96246758902945,0.7926829268292683,0.7618777751922607,0.0
Electricity,PCA,92341,raw128,128,18,0.1943117887448803,0.24519337594049093,61.469470163670984,0.823170731707317,0.7644503712654114,0.0
Electricity,PCA,92341,raw128,128,19,0.18453747227310643,0.23181511231563534,58.91844040010034,0.8277439024390244,0.7684016823768616,0.00019054878048780488
Electricity,PCA,92341,raw128,128,20,0.1809492023353044,0.22562552263801938,56.13674694154321,0.836890243902439,0.7666011452674866,0.00038109756097560977
Electricity,PCA,92341,raw128,128,21,0.18801305906253094,0.23608647271577515,59.17734984653752,0.8079268292682927,0.7566192150115967,0.0022865853658536584
Electricity,PCA,92341,raw128,128,22,0.20414239157988012,0.2521784210247619,64.99521331089299,0.7820121951219512,0.7552410364151001,0.002096036585365854
Electricity,PCA,92341,raw128,128,23,0.1966204832175141,0.24542423270714533,60.644339514941706,0.8125,0.763069212436676,0.00038109756097560977
Electricity,PCA,92341,raw128,128,24,0.20183138017949834,0.25225494821199046,65.3590411442082,0.8079268292682927,0.7661393284797668,0.0
Electricity,PCA,92341,raw128,128,25,0.19861153896334177,0.2490284994375639,64.54318195436059,0.8353658536585366,0.7837440967559814,0.00019054878048780488
Electricity,PCA,92341,raw128,128,26,0.19294899663360338,0.24435410344231226,60.93468521862495,0.8216463414634146,0.7954598665237427,0.00019054878048780488
Electricity,PCA,92341,raw128,128,27,0.19729692382334743,0.2524690795443392,61.783372588273956,0.8414634146341463,0.8053232431411743,0.00019054878048780488
Electricity,PCA,92341,raw128,128,28,0.18932545540319948,0.24146124300213245,60.044285844012,0.8475609756097561,0.8191075921058655,0.0005716463414634146
