source,arm,seed,variant,step,series_index,pinball,nmae,raw_mae,coverage,width,crossing
ETTh1,PCA,92341,selected_cal,512,3,0.2703508156785395,0.34078140351527686,0.6714377261270312,0.7780671296296297,1.0740307569503784,0.0
ETTh1,PCA,92341,selected_cal,512,4,0.3570755545329786,0.43914601035659806,0.5490625510509644,0.8072916666666666,1.3563324213027954,0.0
ETTh1,PCA,92341,selected_cal,512,5,0.2062505227392751,0.2596827311260252,0.17341441215723064,0.8197337962962963,0.856508195400238,0.0
ETTh1,PCA,92341,selected_cal,512,6,0.16599482916047834,0.21292639611950068,1.81278384558822,0.7569444444444444,0.5957692265510559,0.0
ETTh1,PCA,92342,raw128,128,0,0.4792681888768492,0.5990093323390014,3.6745647823576024,0.7916666666666666,1.8297706842422485,7.233796296296296e-05
ETTh1,PCA,92342,raw128,128,1,0.30420791020593235,0.3893005535126865,0.8352716040745791,0.7719907407407407,1.1949620246887207,0.0
ETTh1,PCA,92342,raw128,128,2,0.47050542151222424,0.586176888235963,3.463432966444762,0.8009259259259259,1.8267508745193481,0.00028935185185185184
ETTh1,PCA,92342,raw128,128,3,0.2755710843423885,0.34732022254426526,0.6843210869415931,0.7682291666666666,1.0764826536178589,0.0
ETTh1,PCA,92342,raw128,128,4,0.35679307301045254,0.43481935309757197,0.5436529482852805,0.7977430555555556,1.3252516984939575,0.0
ETTh1,PCA,92342,raw128,128,5,0.20462092725025918,0.25629901378114395,0.1711547880700824,0.8266782407407407,0.8654364943504333,0.0
ETTh1,PCA,92342,raw128,128,6,0.16611121090939399,0.21308497982656932,1.814133974025026,0.7989004629629629,0.6463457942008972,0.0
ETTh1,PCA,92342,selected_raw,512,0,0.4721445512344661,0.5974940179914114,3.6652692331311605,0.8081597222222222,1.951664686203003,3.616898148148148e-05
ETTh1,PCA,92342,selected_raw,512,1,0.2972890503176427,0.38012348468824164,0.8155815601521345,0.7829861111111112,1.1932165622711182,0.0
ETTh1,PCA,92342,selected_raw,512,2,0.46236665892649775,0.5843760414123417,3.4527926420279846,0.8194444444444444,1.9481370449066162,0.0003978587962962963
ETTh1,PCA,92342,selected_raw,512,3,0.2707445721420899,0.3417795176045299,0.6734042989728214,0.7774884259259259,1.0716819763183594,0.0
ETTh1,PCA,92342,selected_raw,512,4,0.35790852399109735,0.44094389535425377,0.5513104396803236,0.8026620370370371,1.3358817100524902,0.0
ETTh1,PCA,92342,selected_raw,512,5,0.20488967938992436,0.25772835140093864,0.17210929028914068,0.8203125,0.8555641174316406,0.0
ETTh1,PCA,92342,selected_raw,512,6,0.16637360473412116,0.21332289410568903,1.8161594963166863,0.7465277777777778,0.5790080428123474,0.0
ETTh1,PCA,92342,selected_cal,512,0,0.47214455121422344,0.5974940179914114,3.6652692331311605,0.8081597222222222,1.951664686203003,3.616898148148148e-05
ETTh1,PCA,92342,selected_cal,512,1,0.29728905030335245,0.38012348468824164,0.8155815601521345,0.7829861111111112,1.1932165622711182,0.0
